fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1
1,8,10,1,1.307984786088021,0.5870832948717166,2,0.949547199488374,-2.593571337280327,2.5174529640249648,11.85418908333267,4.708802608323576,1.0,10.74716708145547,0.0,0.0,0.0,0.9585979916202954,0.0,0.0,0.0,0.9738633005711276,-5.942324353190346,-5.942324353190346,-5.942324353190346,-0.2460241626657096,-5.849178408493274,-5.849178408493274,-5.849178408493274,-0.1528782179686381,0.6666666666666666,1.1261261261261255,1.5107033044866556,0.6636636636636631,0.3333333333333333,0.9616014706014412,0.9174575494304108,0.8408533100620212,0.1550103695955455,-0.6113327936462578,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03718282131573,1.9527539621170553
1,8,11,1,0.0956951185870627,-0.9315106071659393,1,0.7648003804158272,-1.0912237637732998,0.7571412727985959,4.143456100463094,5.472500640663501,1.0,4.576645135201748,0.0,0.0,0.0,0.908069127611826,0.0,0.0,0.0,0.8851554398642648,-5.560025145507388,-5.560025145507388,-5.560025145507388,-0.5111379621266776,-5.703955436521904,-5.703955436521904,-5.703955436521904,-0.6550682531411933,0.7420981285103055,0.5975975975975976,0.8873348085093646,0.3553553553553552,1.0,1.0843315685528647,0.852246596523173,0.8178936250569006,0.2690987053669854,-0.6445724976099187,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.832373910360452,1.7883946932521257
1,8,12,1,0.7684208140473229,-0.8904052772070488,1,0.887915517301564,1.5154821761286923,1.8625381440672355,11.359362688013164,6.098861773218592,1.0,7.946624001193093,0.0,0.0,0.0,0.5700605789482601,0.0,0.0,0.0,0.5739890494620371,-5.99152959689459,-5.99152959689459,-5.99152959689459,-2.575994766103224,-5.950522634521557,-5.950522634521557,-5.950522634521557,-2.534987803730192,0.7043823975884861,1.0380380380380387,1.3650078065460138,0.5975975975975976,0.8333333333333334,1.0243353507524349,0.9850000384512124,0.995618948427437,0.0317164020743776,-0.5231616823208773,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.14001139982643,1.9642276623138344
1,8,13,1,-0.1421304237038829,-1.979983718458895,2,0.9861891686633224,10.694740790329092,2.570844653731947,7.46903732048831,2.905285354230151,1.0,4.730807657795054,0.0,0.0,0.0,0.7171853426617643,0.0,0.0,0.0,0.7221540246982769,-6.237087556336802,-6.237087556336802,-6.237087556336802,-1.763939780033967,-6.194174128118666,-6.194174128118666,-6.194174128118666,-1.7210263518158309,0.8333333333333333,0.8838838838838833,2.3843904700937206,0.6636636636636631,0.5,1.0724759400631765,0.9521648858702954,0.876381351232699,0.0972286846930119,-0.7529140418395417,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.40947233663108,1.9784049923187284
1,8,14,1,-0.0439781277249978,-1.6165824250781629,1,0.9516559330865262,5.0009277343417065,1.5903374212374453,8.333121743345588,5.2398450995774,1.0,3.1846955011978424,0.0,0.0,0.0,0.4711477947122745,0.0,0.0,0.0,0.4631778883392712,-5.706307699804258,-5.706307699804258,-5.706307699804258,-3.01779341109181,-5.804496191198034,-5.804496191198034,-5.804496191198034,-3.115981902485586,0.6666666666666666,0.861861861861862,3.152376410445192,0.5095095095095097,0.3333333333333333,0.781908778472408,0.8630466317010216,0.5971179225497888,0.2138531489830127,-0.3371570185507151,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5399559794922,1.8371693576858532
1,8,15,1,0.0770114019695152,-1.816301526140408,2,0.9305666978791084,-1.6583929632801109,1.6290886974808672,9.939650142664034,6.1013560268597775,1.0,15.294011662211556,0.0,0.0,0.0,0.5089312602131554,0.0,0.0,0.0,0.4917426621297699,-5.758878489582218,-5.758878489582218,-5.758878489582218,-2.828005202464707,-5.960176964153781,-5.960176964153781,-5.960176964153781,-3.0293036770362707,0.6666666666666666,0.9939939939939944,0.7427982482564911,0.7517517517517519,0.5,0.940837797971545,0.9521303811926936,0.8995836014783289,0.1110130991143631,-0.6332812244074657,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.85706204166886,1.8830838301478543
1,8,16,1,0.725481136303894,-1.318005209752373,2,0.9115959791057288,-2.7359966477720405,2.6149635422862825,17.125782444317625,6.54914769073393,1.0,4.139692610789054,0.0,0.0,0.0,0.4733925175920972,0.0,0.0,0.0,0.4954255666419958,-6.204484865551436,-6.204484865551436,-6.204484865551436,-3.267328154685977,-5.928552962604584,-5.928552962604584,-5.928552962604584,-2.991396251739125,0.7043823975884862,0.94994994994995,1.2654403332856807,-0.5255255255255253,0.6666666666666666,1.0089581569248365,0.9822881776485172,0.9926094563765702,0.0403156427520031,-0.5391797069837431,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.77850947407529,2.0662316736664637
1,8,17,1,-0.0456120900440817,-1.6727636584899472,1,0.6807223279747423,14.980871216529698,0.5464676024322406,17.16963928504127,31.419317830777032,1.0,5.860723514512984,0.0,0.0,0.0,0.7507965695819516,0.0,0.0,0.0,0.7437029962751475,-6.345118771304308,-6.345118771304308,-6.345118771304308,-1.5812253642189855,-6.405639658499946,-6.405639658499946,-6.405639658499946,-1.6417462514146235,0.5377157309218195,1.0820820820820811,2.5736529368675245,0.4654654654654652,0.3333333333333333,0.8788465669896296,0.9019092701028024,0.3513097805804249,0.1690586894652579,-0.8276452012477753,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.013811668476478,2.0420023258187747
1,8,18,1,0.2416318527159584,-1.5527898018741155,1,0.9644321417522694,3.181636206993958,1.1415372841842146,10.911445012948631,9.55855333340808,1.0,11.806764369773845,0.0,0.0,0.0,0.3476444870204191,0.0,0.0,0.0,0.3564966234894132,-6.099401618102468,-6.099401618102468,-6.099401618102468,-3.978978271445721,-5.947947910142595,-5.947947910142595,-5.947947910142595,-3.827524563485848,0.6666666666666666,0.8838838838838833,4.165044248545185,0.8398398398398399,0.1666666666666666,0.9995524197481584,0.9998483586016296,0.9999993579745556,0.0003248064430525,-0.6340269394321782,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.891135788260208,1.95567736186091
1,8,19,1,0.0343692945703647,-1.7013492789660534,1,0.8264254588188655,0.926007156430013,0.6868407312854848,7.874856450107476,11.46533117709686,1.0,39.84566253396909,0.0,0.0,0.0,0.8956351185706608,0.0,0.0,0.0,0.8943308893399087,-5.427015651251496,-5.427015651251496,-5.427015651251496,-0.5663898449580307,-5.434930028952724,-5.434930028952724,-5.434930028952724,-0.5743042226592587,0.8333333333333333,0.971971971971972,3.152376410445192,0.5535535535535532,0.6666666666666666,1.121076730889062,0.8779389490879304,0.8675120872144355,0.2295979704364589,-0.6431086746162704,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26302817022643,1.7494281090590604
1,9,0,1,0.3394043180311864,-2.005324372623969,2,0.8867351022106778,-48.08827792785608,0.918586492561259,14.30703963911908,15.575059893627785,1.0,6.138251985354099,0.0,0.0,0.0,0.5385271071568978,0.0,0.0,0.0,0.5474534303501064,-6.299542627525439,-6.299542627525439,-6.299542627525439,-2.9070681599126016,-6.1968274916887225,-6.1968274916887225,-6.1968274916887225,-2.8043530240758856,0.7043823975884861,1.1041041041041042,5.792984056612012,0.971971971971972,0.1666666666666666,0.9786966338125576,0.9845050719369806,0.9966092492948068,0.0267867562149429,-0.6995476971646397,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.52053886600071,2.0147295377140937
1,9,1,1,0.1577285208999188,-1.5094158797561992,1,0.1100165327356221,-43.27608082088286,1.10523294828597,10.124213450749783,9.16025301856114,1.0,7.245246201897165,0.0,0.0,0.0,0.9629914022607984,0.0,0.0,0.0,0.9918041286742344,-5.818391650973609,-5.818391650973609,-5.818391650973609,-0.2153305161000123,-5.64936258368205,-5.64936258368205,-5.64936258368205,-0.0463014488084532,1.0,1.0820820820820811,2.920555512182745,0.7957957957957954,0.6666666666666666,0.9017237708781808,0.8222297786456363,0.8238026056512762,0.2886172728648292,-0.6937064041124653,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.773444809723305,1.8617787307102667
1,9,2,1,0.7584971869390806,-1.2234198357300206,1,0.881612385840657,-51.97277081527804,1.6041548029702144,8.88964845558312,5.541640020728213,1.0,2.166993936211429,0.0,0.0,0.0,0.9561547357244023,0.0,0.0,0.0,0.9838700760030434,-6.04859672050288,-6.04859672050288,-6.04859672050288,-0.2652023217069619,-5.878209470798081,-5.878209470798081,-5.878209470798081,-0.0948150720021629,0.6666666666666666,0.971971971971972,1.3312624876018004,0.5315315315315318,0.5,1.0923767719828834,0.886711349570149,0.6366226251913771,0.2448390027653675,-0.597296244985954,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.28746740737698,1.9578292188750654
1,9,3,1,0.7416635254414841,-0.9354545501884544,1,0.6413756155207102,-43.69071722574101,2.004367395879369,8.7475387221804,4.364239180982397,1.0,62.04547520012649,0.0,0.0,0.0,0.8941091996401295,0.0,0.0,0.0,0.9654146823016412,-6.1504791669496015,-6.1504791669496015,-6.1504791669496015,-0.6512791615850029,-5.696205067291889,-5.696205067291889,-5.696205067291889,-0.1970050619272907,0.5377157309218195,1.0380380380380387,4.729489277081831,0.8398398398398399,0.3333333333333333,1.0659868751287052,0.9058590039354574,0.4979107313420966,0.2142419807608992,-0.4786779962762268,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.37261629095549,1.9462888837180266
1,9,4,1,0.2430915192597188,-1.2791094871731827,1,0.6731854770514332,-52.3909271533903,0.2278428020402246,7.748209350206776,34.006820846764626,1.0,38.56829380266522,0.0,0.0,0.0,0.9351389139574418,0.0,0.0,0.0,0.9179655704574856,-6.55466044265513,-6.55466044265513,-6.55466044265513,-0.4251423949508073,-6.677285341594631,-6.677285341594631,-6.677285341594631,-0.5477672938903089,0.7420981285103055,0.94994994994995,1.4360089846512607,0.5755755755755753,0.8333333333333334,1.009233739076438,0.9363658099275782,0.7668944924152854,0.1551294563361582,-0.6426635615496123,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.528250256906237,2.105587729352803
1,9,5,1,0.7779414827778126,-0.6907688920693973,1,0.5818454677378351,-54.42815836495498,1.2331002099754682,7.002078787132962,5.678434510421716,1.0,2.703748414816885,0.0,0.0,0.0,1.1816502371667454,0.0,0.0,0.0,1.1688373752286354,-5.607669719475743,-5.607669719475743,-5.607669719475743,1.0186345344955452,-5.669141314611986,-5.669141314611986,-5.669141314611986,0.9571629393593026,0.7043823975884862,0.8398398398398399,0.822081575524054,0.6196196196196196,0.5,0.7621810453219541,0.8964669697414267,0.9142544249614896,0.1358826826294842,-0.7137507615941683,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.553297355648741,1.7959533270490298
1,9,6,1,-0.6368434578013863,-0.822472336716308,1,0.7832442540132115,-46.407493644948005,1.1498848216376,5.313282712808125,4.620708624748391,1.0,4.797476674290634,0.0,0.0,0.0,0.993678561819573,0.0,0.0,0.0,0.9038585837986592,-6.77559596667836,-6.77559596667836,-6.77559596667836,-0.0428315110389077,-7.448913553869863,-7.448913553869863,-7.448913553869863,-0.7161490982304111,0.8710490642551527,0.7077077077077075,1.850407019542302,0.4654654654654652,0.5,0.8356954896539505,0.9086074109129504,0.6975585225773927,0.1211819604995553,-0.3923671733731417,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.028110783050938,2.165733864765636
1,9,7,1,0.1510102169820929,-1.7349419838916769,2,0.9954254793511952,-63.94955980086224,1.3289279704655683,12.383902989631435,9.3187164879169,1.0,3.5868772423611293,0.0,0.0,0.0,0.8204307948371659,0.0,0.0,0.0,0.7943928623723184,-6.1763228428245815,-6.1763228428245815,-6.1763228428245815,-1.109077383715066,-6.378765091087367,-6.378765091087367,-6.378765091087367,-1.311519631977851,0.7043823975884861,1.0380380380380387,3.4888485160357896,0.9939939939939944,0.3333333333333333,0.6856839436810187,0.9315705196898,0.529765989619852,0.1144455065116489,-0.623980907428779,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.855458587365515,1.936568532141901
1,9,8,1,0.9250007516613888,0.0813959830849468,2,0.8372713733424343,-71.41494756407133,0.6487495817332617,6.486638044482232,9.998677805929226,1.0,5.297563886587585,0.0,0.0,0.0,0.4928342164847011,0.0,0.0,0.0,0.5267330019353809,-6.311077208828323,-6.311077208828323,-6.311077208828323,-3.200762417440962,-5.904917254015027,-5.904917254015027,-5.904917254015027,-2.794602462627666,0.6666666666666666,0.7297297297297298,0.4828622504698816,0.3553553553553552,0.3333333333333333,0.8868270992478036,0.8819679423710268,0.9019596766397024,0.1593115691064962,-0.562808786247114,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.254338778467007,2.0760579108715156
1,9,9,1,-0.7833954165945849,-0.8199070360272893,1,0.710985587467674,-49.96033788884237,0.3343579460753523,16.66253451291405,49.83442059175382,1.0,21.129995967104342,0.0,0.0,0.0,0.9553042624731302,0.0,0.0,0.0,0.9669741657943892,-6.286161114925572,-6.286161114925572,-6.286161114925572,-0.2809646072443286,-6.210296738122109,-6.210296738122109,-6.210296738122109,-0.2051002304408653,1.0,0.94994994994995,1.6719497597319883,0.5975975975975976,0.6666666666666666,0.7903529997504156,0.8019103535802999,0.5715569263098549,0.2329955467970995,-0.4919139741098395,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.553894094604722,1.9683275583809086
1,9,10,1,1.5831186574230447,1.0927464196236096,2,0.9597035917828416,-62.65484417853183,0.6454523600734943,13.554833853045317,21.000517918165016,1.0,18.45287709551081,0.0,0.0,0.0,0.9585979916202954,0.0,0.0,0.0,0.9738633005711276,-5.942324353190346,-5.942324353190346,-5.942324353190346,-0.2460241626657096,-5.849178408493274,-5.849178408493274,-5.849178408493274,-0.1528782179686381,0.6666666666666666,1.17017017017017,0.5764488282925874,0.5095095095095097,0.3333333333333333,0.9675388392827472,0.9625128349478804,0.9801382133770264,0.0676728084584829,-0.4130793513950211,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.442647974498904,1.9527539621170553
1,9,11,1,1.1148689252801725,0.263843804459436,2,0.8910516519968172,-61.1524933248636,2.1993831203036174,4.799456751490956,2.1821831345274703,1.0,12.620516347651474,0.0,0.0,0.0,0.908069127611826,0.0,0.0,0.0,0.8851554398642648,-5.560025145507388,-5.560025145507388,-5.560025145507388,-0.5111379621266776,-5.703955436521904,-5.703955436521904,-5.703955436521904,-0.6550682531411933,0.7420981285103057,0.8838838838838833,2.7075220544471525,0.5755755755755753,0.8333333333333334,1.0623030312876591,0.8734067437459772,0.85470002168264,0.2488773055571117,-0.4245076251959568,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.977326639911071,1.7883946932521257
1,9,12,1,0.7263105495409777,-1.3079173363349674,2,0.7909699299165418,-58.54578919036061,2.5534619579792994,9.487363932492936,3.71549061181269,1.0,19.58367226764572,0.0,0.0,0.0,0.5700605789482601,0.0,0.0,0.0,0.5739890494620371,-5.99152959689459,-5.99152959689459,-5.99152959689459,-2.575994766103224,-5.950522634521557,-5.950522634521557,-5.950522634521557,-2.534987803730192,0.7043823975884861,0.94994994994995,1.7154331750298604,0.7737737737737733,0.5,1.0240617589514538,0.9867043858367088,0.9965171703071704,0.0293172114232632,-0.6990032367050196,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.322190784096726,1.9642276623138344
1,9,13,1,0.2414906797295775,-1.7545855264197885,1,0.9849284850534854,-49.36653130627829,3.669036788054589,6.986844228760995,1.9042720562269384,1.0,1.9689213377421504,0.0,0.0,0.0,0.7641066276107035,0.0,0.0,0.0,0.7694003817475336,-6.237087556336802,-6.237087556336802,-6.237087556336802,-1.4712876175516048,-6.194174128118666,-6.194174128118666,-6.194174128118666,-1.4283741893334687,0.8710490642551527,0.9059059059059056,1.9466563433422632,0.5095095095095097,0.8333333333333334,1.050638180239267,0.938847640053781,0.8219001501384344,0.1127554042024883,-0.5433162819004091,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.494500203077482,1.9784049923187284
1,9,14,1,-0.2492807611347389,-1.5014060264653584,1,0.9360312598211769,-55.0603438424897,2.445457522300366,8.989120777688097,3.675844170555173,1.0,68.70539021779415,0.0,0.0,0.0,0.4711477947122745,0.0,0.0,0.0,0.4631778883392712,-5.706307699804258,-5.706307699804258,-5.706307699804258,-3.01779341109181,-5.804496191198034,-5.804496191198034,-5.804496191198034,-3.115981902485586,0.7043823975884861,0.861861861861862,1.5892828656229765,-0.8998998998998998,0.6666666666666666,0.6425422420189542,0.8260131120630289,0.4484798785324341,0.2536172991111332,-0.6310690956686233,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.464131877687574,1.8371693576858532
1,9,15,1,0.3848913893042117,-1.5296101720759234,1,0.905825984524012,-61.71966364698442,2.4010471055826783,10.235632318109497,4.262986883643645,1.0,27.75430614480559,0.0,0.0,0.0,0.5152070912610764,0.0,0.0,0.0,0.4978065338308103,-5.758878489582218,-5.758878489582218,-5.758878489582218,-2.791863454038582,-5.960176964153781,-5.960176964153781,-5.960176964153781,-2.993161928610146,0.7420981285103057,0.9059059059059056,3.861234314377496,0.7297297297297298,0.5,0.940837797971545,0.9521303811926936,0.8995836014783289,0.1110130991143631,-0.6791327279573266,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.08209742881579,1.8830838301478543
