fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2
1,8,14,1,0.4622678067536209,-0.9954769721322188,1,0.79206092852979,11.025012173493703,1.142508557456074,4.745443641181571,4.153530063484027,0.9999999999999648,1.0000008125007045,0.0,0.0,0.6650763769083003,0.4993194847502026,0.0,0.0,0.6571820054841966,0.5416313158938346,-6.475769076224996,-6.475769076224996,-2.1688880413144647,-3.242291397723035,-6.553558982092518,-6.553558982092518,-2.246677947181987,-3.003946206833888,0.7311197349251215,0.8838838838838833,1.1144152514667882,0.0470470470470472,0.4285714285714285,0.6827129732993679,0.8360819983423969,0.5308418862273233,0.2294876052685569,-0.3467314370931497,2.0643346354,2.2245885151,0.9906159664,2.3805019281,0.0037721623,2.5737290008,0.0040783514,1.1183816585,-86.0968015864,6.3214992794,16.6338016175,14.182848509756507,2.131939347746077,21.4630297336755,2.1329988501539554
1,8,15,1,0.7419406497244362,-0.7382494805802984,1,0.880620397640987,4.654681840748641,0.5477709768398955,8.54355911162289,15.59695469977416,0.9999999999999944,1.0000011928363153,0.0,0.0,0.4820863060698077,0.6311365456587059,0.0,0.0,0.4839580276019496,0.6475479734137177,-5.370313739517948,-5.370313739517948,-2.781359026397805,-1.9809124768551023,-5.349543897326424,-5.349543897326424,-2.760589184206281,-1.8854575879249769,0.7311197349251215,1.2142142142142145,2.776153294436798,0.7077077077077075,0.4285714285714285,1.0569846189597705,0.9676964883819208,0.9639161632078452,0.0804056756951102,-0.4168851987387343,1.8224265898,2.0999848766,0.9378404668,1.3885390297,0.3779596459,1.5012477525,0.4086389052,0.6523483827,-93.0082752527,8.731164329,22.0807078754,17.947584127667625,1.5710216808441961,34.580759930909885,1.772546005564243
1,8,16,1,0.6020889963668682,-0.6697242265683769,1,0.7301588824446648,12.075041200566735,0.6200956245120893,7.422028684624553,11.9691679657705,0.9999999999999868,1.0000014711156642,0.0,0.0,0.8535440654926331,0.7384132007321639,0.0,0.0,0.8869076442972472,0.8163224140586753,-5.447972108714152,-5.447972108714152,-0.7978878463518013,-1.4251175864189785,-5.243030987794569,-5.243030987794569,-0.5929467254322187,-0.9630272748536656,0.8809440903395109,1.1261261261261255,2.325444274683707,0.6636636636636631,0.5,0.9843245551014176,0.933633852041066,0.8770208356591227,0.1502522867749045,-0.5045234137003453,1.7604996422,2.0784999693,0.9279865896,1.1133973916,-0.2259088888,1.2037726676,-0.2442460776,0.5230843154,-88.5891203261,8.4737517886,20.9754253935,24.43657351538361,1.5134110791279618,27.083695980630218,1.846522153821871
1,8,17,1,0.2970974390271867,-1.3051476080716096,1,0.7156269271495524,11.927463152871711,1.740882752986608,8.58249476403988,4.929967138404928,0.9999999999999848,1.0000009230310425,0.0,0.0,1.0336752812891128,0.7504723743691382,0.0,0.0,1.0371869858002944,0.7196347691425218,-6.297948821629039,-6.297948821629039,0.2120851981127938,-1.571512215805778,-6.276625245850616,-6.276625245850616,0.2334087738912158,-1.7597474860587845,0.8547615447280721,1.0820820820820811,2.7075220544471525,0.7737737737737733,0.5714285714285714,0.7528087801390577,0.8900636233284629,0.150441324415332,0.1993546854054786,-0.6401325246682507,2.0041391917,2.1795866037,0.9711216933,2.1449779942,-0.1593440339,2.3190874179,-0.172278105,1.0077303523,-90.9655860752,7.4806768006,19.8897062118,18.389223912365804,2.014672304455716,21.505858317554523,2.069173884490144
1,8,18,1,0.5265685297572622,-0.8678960035112699,1,0.4848224511830138,9.335507810058472,0.0688463473120717,5.606998834123403,81.4422123036911,0.9999999999999812,1.0000003450439074,0.0,0.0,0.3539552736609028,0.52045761057889,0.0,0.0,0.3675072382219833,0.5548470254197654,-5.99065335211861,-5.99065335211861,-3.870230005461863,-2.872772222668541,-5.769745806682479,-5.769745806682479,-3.649322460025733,-2.5684195084165413,0.8891669208074203,0.9939939939939944,1.05931476351837,0.3333333333333329,0.7142857142857143,1.0181346548677326,0.9751790675343296,0.9796881836861568,0.0761881133248645,-0.6285756516121386,1.9401514665,2.1651473043,0.9666007257,1.8867299007,0.0619648329,2.0398771388,0.0669945635,0.8864030273,-87.7280244735,7.2691971491,18.5559633127,17.0307422525367,1.7741839506297494,22.07968643825635,1.9672076121672408
1,8,19,1,0.2311439323521862,-1.0138801214248236,1,0.927998513321834,-3.283923054415691,0.0746956678382061,7.324095789084672,98.05248418086256,0.9999999999999972,1.0000005556996356,0.0,0.0,0.7520937474327146,0.767648938609368,0.0,0.0,0.7211948544188606,0.7108120757154537,-5.006017557926738,-5.006017557926738,-1.2410230530716508,-1.1631534929244172,-5.22049551766273,-5.22049551766273,-1.455501012807643,-1.509704262489663,0.7602018760614744,0.971971971971972,2.154434690031882,0.3993993993993996,0.4285714285714285,1.1158762085390272,0.9008291045861434,0.8780019253079419,0.1563299047945772,-0.5629789907698552,1.8893545146,2.1760607453,0.9716496287,1.6755796344,0.2824762526,1.8115876518,0.3054050555,0.7872026938,-80.6610267758,6.3911360518,17.4775334561,13.665647709520709,1.4603425324424957,18.07403715020992,1.6287446640214926
1,9,0,1,1.041919744422929,-0.4819402932168977,2,0.8875733115353631,-45.5147210007971,0.5167415091909977,10.075742812386835,19.49861320055604,0.999999999999991,1.0000021794599747,0.0,0.0,0.4842112448582453,0.63416241653557,0.0,0.0,0.5212536313672658,0.6337271807109118,-5.342973242161158,-5.342973242161158,-2.755845517330009,-1.954660419427349,-4.963280002568091,-4.963280002568091,-2.3761522777369413,-1.8179145594617672,0.7839607822548322,1.1921921921921912,3.2322839781813806,0.7297297297297298,0.3571428571428571,1.0814165193374805,0.9036587451459592,0.956329263417032,0.1845523564510034,-0.553772198691943,1.9146365365,2.1116499818,0.9405634973,1.7813709387,0.2625148631,1.9259661132,0.2838233855,0.8369044197,-92.3740420048,8.4892877824,20.9336934389,15.63730572615705,1.3868407041833812,34.054653610160685,1.792685055726729
1,9,1,1,0.2387896475323124,-0.6210581687775565,1,0.7376571574240305,-55.83838325894924,4.303470561205389,10.176007416588014,2.364604862949904,0.9999999999999865,1.0000031273524002,0.0,0.0,0.4969355063037469,0.7144895459559626,0.0,0.0,0.5183734412735842,0.7564855033017559,-5.198023571855311,-5.198023571855311,-2.614941096396581,-1.484090070132019,-4.983053277406326,-4.983053277406326,-2.3999708019475965,-1.2134457108681374,0.9047029965328686,1.0820820820820811,2.920555512182745,0.4654654654654652,0.6428571428571429,1.133200679515336,0.910750423027789,0.8573886926650405,0.1986282153270336,-0.7032646740812778,1.7485631775,2.125372831,0.9496440276,1.059252497,-0.3466521855,1.1452327925,-0.3747901955,0.4976465469,-84.6735482793,7.7382819456,20.3985290173,14.939270135225774,1.3957411951771963,20.9372876118459,1.7038730875817252
1,9,2,1,1.042665650234894,-0.3653545631731085,2,0.8038711642060086,-52.25761810642626,0.4330366388388235,6.709886374105031,15.494962255612863,0.9999999999999908,1.000000281773448,0.0,0.0,0.5076103912724094,0.7104171602748486,0.0,0.0,0.52704357801149,0.8098153052369974,-6.215230215257325,-6.215230215257325,-3.0603147738424528,-1.7998240152797802,-5.986061823043581,-5.986061823043581,-2.831146381628709,-1.1384573406480063,0.7810611867299179,1.06006006006006,0.4252346334528677,0.2232232232232229,0.2142857142857142,0.9805996808658124,0.9052014448435478,0.8413270273158486,0.1644408910461759,-0.5472612337597875,1.9702380822,2.1540613784,0.9598021588,2.0092008673,0.1801058782,2.1722891629,0.1947252033,0.9439410117,-90.4445450005,7.7896810294,20.3664789947,22.849059607078924,1.7854306940702513,24.331239626456277,2.031689864137313
1,9,3,1,1.267662794243407,1.4279645462731256,2,0.6309850346730084,-46.67625825627211,3.265054682175855,7.566293303367143,2.317355768854968,0.999999999999988,1.0000004967945049,0.0,0.0,0.8448585049511348,0.7056992549502744,0.0,0.0,0.8766412326704436,0.784322214813658,-6.611555193098087,-6.611555193098087,-1.025726557255326,-1.945785619266149,-6.371852506671502,-6.371852506671502,-0.7860238708287408,-1.3742670361729503,0.8392254690026237,0.9939939939939944,2.920555512182745,0.641641641641642,0.5,0.8942636929287,0.8922384446549998,0.441550999699438,0.197796272905858,-0.4809184580630819,2.0091123895,2.1824612407,0.9736211763,2.1647027134,-0.0796408642,2.3404132069,-0.086105371,1.0169972064,-96.0488352022,8.0014584926,21.0468774171,11.140615142384537,1.9491065658558058,24.35069196995572,2.1349410538656386
1,9,4,1,0.8278552717267399,-0.4671285532192448,1,0.8329566305896221,-52.07789862043416,1.7969391426971062,6.321444216676217,3.517895551647942,0.9999999999999968,1.0000005587253031,0.0,0.0,0.4718927151547192,0.7030549148075499,0.0,0.0,0.4752589014535618,0.6819267426590601,-5.897661690312172,-5.897661690312172,-3.1145981022067906,-1.7512816530659974,-5.855889452240629,-5.855889452240629,-3.072825864135248,-1.8626018327026288,0.8310026385347145,1.0820820820820811,1.6719497597319883,0.4654654654654652,0.4285714285714285,1.109811165625361,0.8821429563693723,0.7250419566651967,0.2492154977045177,-0.5545350149996506,1.9533158917,2.1734348729,0.9681994868,1.9405492299,-0.3025534802,2.0980650221,-0.3271119662,0.9116878422,-90.5714630598,7.6828481188,20.8854491235,12.248531984946364,1.7110978823140932,18.340206994897883,1.91884634632817
1,9,5,1,0.3777198324031295,-0.1695746664020614,1,0.6325199917224477,-55.69042084352963,2.348255230587711,5.957454406807995,2.536970568278896,0.99999999999995,1.000001128221502,0.0,0.0,0.6567577935907423,0.8328402497189961,0.0,0.0,0.6478143985933461,0.7676689868536771,-5.307795033424435,-5.307795033424435,-1.8218592784407035,-0.8872496923299815,-5.381071743007006,-5.381071743007006,-1.8951359880232737,-1.2501898498658672,0.8600847796710673,1.0820820820820811,2.5084150592775414,0.6196196196196196,0.7142857142857143,1.0617788389013505,0.936086985097614,0.8937106995056556,0.1418427764447782,-0.5547803831823706,1.7237176621,2.1400936857,0.9566243655,0.9453556142,0.1678904614,1.0220908169,0.1815182522,0.4441367458,-79.4441359985,6.8622791671,18.6467412398,15.040278835317482,1.5797406244263905,16.33458702919825,1.7459500440205418
1,9,6,1,0.3001505596421023,-1.0279502417965012,1,0.8496278126183352,-45.42060194615211,0.4822004536885095,4.8462373368708,10.050254618800832,0.9999999999999468,1.0000008370891853,0.0,0.0,0.6367711199202465,0.8189669158450711,0.0,0.0,0.6206853785772174,0.6747307593699688,-6.474886285176496,-6.474886285176496,-2.3518656940084144,-1.172168633757952,-6.642690054370519,-6.642690054370519,-2.519669463202437,-2.160662749725759,0.7311197349251215,0.9279279279279278,3.316347955442545,0.443443443443443,0.5714285714285714,0.996110671000094,0.9316092456115888,0.6831165411455686,0.1269542677681833,-0.4604390395795493,1.9855237205,2.1978937832,0.9801036802,2.0707081964,-0.2025345331,2.2387890866,-0.2189744085,0.9728377195,-96.2215474494,8.0723441902,22.0353517352,9.401190243025624,1.798031870164526,20.325487389161253,2.1030904039828595
1,9,7,1,0.5076506418968387,-0.9567986022150984,1,0.8662501207140045,-56.46953891577941,2.690587284632235,8.456180375503301,3.142875320864805,0.9999999999999536,1.0000007400866786,0.0,0.0,0.705577064271843,0.7884780457629158,0.0,0.0,0.7041828864747062,0.7298583145046211,-5.71000742682223,-5.71000742682223,-1.681157149634581,-1.2077919296297024,-5.7213123956433485,-5.7213123956433485,-1.6924621184556994,-1.545564973804698,0.8392254690026238,1.1921921921921912,0.6222048102007172,0.861861861861862,0.5714285714285714,0.911360932507243,0.9077759670091669,0.6805962126487302,0.1560406580387507,-0.4745149945024516,1.7103964396,2.1055256043,0.9406789667,0.8836104716,-0.1443255049,0.9553337762,-0.156040511,0.415128311,-88.7817044229,8.474025188,22.7772935159,18.393039235115353,1.6415634064761822,24.89512526520285,1.8501060716197586
1,9,8,1,0.6110495428884996,-0.899296115636032,1,0.3693949901014871,-53.06547598119231,0.8891236486328439,7.195101629238824,8.092352104572106,0.9999999999999828,1.000002930415513,0.0,0.0,0.336972231682098,0.5014167956369,0.0,0.0,0.3503017974425267,0.5273065297897817,-5.927556280451307,-5.927556280451307,-3.930134412206393,-2.955380004350031,-5.702002909570071,-5.702002909570071,-3.7045810413251576,-2.695299542473439,0.7049371893136828,0.8398398398398399,0.5621980309913077,0.0250250250250249,0.4285714285714285,1.0220667597879978,0.964122213205635,0.9729797022090404,0.1111377656607039,-0.5389802405166871,1.7651708922,2.0857658974,0.9303545262,1.134486727,0.1042440984,1.2265738397,0.1127056677,0.5329922788,-90.7968559903,8.8760859147,22.5765204989,28.218400913222048,1.8094334805825518,20.784036994775246,1.979922273853307
1,9,9,1,0.5204403643227283,-0.6927688596821433,1,0.7818530346087926,-53.49704777475024,2.2111024345522305,12.821624946418227,5.798747604841172,0.999999999999989,1.0000017570447193,0.0,0.0,0.4770466127781027,0.52855429310068,0.0,0.0,0.4978362037082265,0.517400638145918,-6.19282240507003,-6.19282240507003,-3.2385574531950287,-2.919579536460186,-5.934210750181692,-5.934210750181692,-2.979945798306692,-2.863846321145318,0.7311197349251215,0.971971971971972,1.997284220003673,0.2672672672672673,0.5,1.0875977343006482,0.9156332549158988,0.9094610307440452,0.1372498143775742,-0.4709885419100699,1.7940071032,2.1190090679,0.946154231,1.2634509514,-0.179224564,1.366006184,-0.1937723522,0.5935808553,-94.1568229137,8.8609335952,23.4607804489,31.322949459217504,1.8828965731012552,24.743093770722595,1.9904594380714875
1,9,10,1,1.938958248643256,3.4851881023634457,2,0.9474801335083024,-59.75510065709811,1.5053507994358746,11.568448481621664,7.684885467199343,0.9999999999999865,1.0000027787463317,0.0,0.0,0.6130966004302185,0.5278333186551248,0.0,0.0,0.6341941304516127,0.5624466201293221,-4.944832649839407,-4.944832649839407,-1.9131725625265168,-2.334785222080458,-4.78033450917313,-4.78033450917313,-1.7486744218602404,-2.091651521401141,0.8310026385347145,1.17017017017017,2.776153294436798,0.4874874874874874,0.5,1.0567155999671265,0.8939138031681378,0.7779238099414827,0.2072562714231482,-0.3934996813165397,1.6563355639,2.0906979858,0.9332858842,0.6279973645,0.2295909491,0.6789723673,0.2482270134,0.2950389268,-86.1474515472,8.4827210991,21.9104312132,24.2702014984135,1.3296159169534751,35.013705294635216,1.6581107824178645
