fid,iid,rep,vbs_precision,selector_precision,selector_switch_budget,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,static_B1000
1,7,14,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,15,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,16,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,17,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,18,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,19,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0,0.0,1e-10,50,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,3.26659e-05,1e-10,0.0324722075,0.0007855846,1.9818639654,1.9926797624,2.0812085702,6.6434234148
2,6,1,0.0,1e-10,50,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,1e-10,0.0,0.0003880181,1e-10,0.0,1e-10,0.0002443279,1.1238502788,0.1613018846,2.1202233224,2.0924127659,3.4339959954,44.3644152885
2,6,2,0.0,1e-10,50,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,5.68e-08,3e-10,0.0001299129,10.561948177,22.8506316094,30.032896625,122.4865479388
2,6,3,0.0,0.0,50,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1.189e-07,1e-10,3.21e-08,4.174e-07,1.4222e-06,8.73639e-05,0.0719662725,3.7484300974,3.9313316556,72.8051689894,327.9784561854
2,6,4,0.0,1e-10,50,1e-10,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.076e-07,4.7943e-06,5.8395e-06,0.091456342,0.1181130235,0.2365428305,0.2930466143,9.6920258409
2,6,5,0.0,0.0,50,0.0,0.0,6e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,5.09e-08,2.107e-07,0.0001214286,0.0003219585,0.0068691972,0.5408588483,0.9183410056,30.7879380722
2,6,6,0.0,1e-10,50,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,2.8438e-06,3.26653e-05,0.0087727421,8.03249e-05,7.2347221947,7.8973364227,7.5168761109,7.5226990677,8.6858049781
2,6,7,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,5e-10,1e-10,0.0,0.0,1e-10,0.0006921715,1.70871e-05,0.2361112968,0.531054898,2.7721466905,5.4005842123,5.8602894249,9.2883391842
2,6,8,0.0,0.0,50,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,3.26659e-05,7e-10,0.009488585,1.1425116222,29.7264194164,28.3873427099,30.4162542768,397.3978180982
2,6,9,0.0,1e-10,50,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,2.46792e-05,0.0,0.2313377395,0.4648938282,10.0573291331,24.0874920654,26.059579266,27.0921824439
2,6,10,0.0,0.0,50,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,1.36e-08,0.0,2.04e-07,0.0009096533,0.1321845347,0.1339248642,0.1466253219,0.7805920034,5.0678438409
2,6,11,0.0,1e-10,50,1e-10,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,9e-09,0.0,0.0,0.0,1.84728e-05,3.16e-08,0.0201806947,0.0339698805,0.016915014,0.0179135403,1.3920173784,8.5575592594
2,6,12,0.0,0.0,50,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,2.2e-09,3.379e-07,2.46789e-05,0.2426510542,1.16671e-05,0.0461072405,0.0011503,0.2621610883,30.1619551983,79.8798974024
2,6,13,0.0,1e-10,50,1e-10,0.0,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,9.93605e-05,0.0,3.26659e-05,0.0001530326,0.001319414,0.1273575503,0.1270580905,0.192428772,0.2180010893,0.2211199394
2,6,14,0.0,0.0,50,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,2.6949e-06,0.0,0.0001423165,0.000419209,0.0283647221,20.048236033,25.1126502793,37.0448221004,38.9295073068,46.8717566098
2,6,15,0.0,1e-10,50,1e-10,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,3.26659e-05,1e-10,0.0,1.9072864438,4.1828935751,6.4843002665,20.9814861902,194.2184283491
2,6,16,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,3e-10,1e-10,1e-10,4.65e-08,2.46789e-05,0.0001947552,9.73972e-05,0.0006778113,22.263772067,46.5518879819,48.2858674931,230.6452901674
2,6,17,0.0,1e-10,50,1e-10,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,2e-10,1.789e-07,5e-10,0.3936903494,0.1265550439,0.2422257216,3.8317887144,1.4752407303,11.3686867854,17.6398080904
2,6,18,0.0,0.0,50,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,6.9291e-06,5.861e-06,7.08676e-05,4.1156442084,1.0332857092,9.6667450389,13.3169303232,18.1710591283
2,6,19,0.0,1e-10,50,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1.4e-08,0.0,3e-10,3.26659e-05,0.0002740521,0.2631366213,1.560294915,2.7737442179,2.9434474665,3.6451754735,17.8123581555
2,7,0,0.0,1e-10,50,1e-10,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0009512897,0.0034134458,0.1807035792,5.2947286534,7.0572141228,8.3897399851,8.448605136,8.4401157434
2,7,1,0.0,1e-10,50,1e-10,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0006937497,0.0062821263,0.5733971112,21.4488680529,30.0608588506,43.9394691824
2,7,2,0.0,4e-10,50,4e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,2e-10,7.44e-08,0.0002604748,1.6677627349,2.2451578228,2.905495241,2.3406618726,78.3559128639,882.1552910396
2,7,3,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,5.5e-09,1.5e-09,5.241e-06,1.46e-06,0.055412398,0.3553810905,0.4831186564,0.5370933953,0.5898952727,2.4692241567
2,7,4,0.0,0.0,50,0.0,1e-10,1e-10,1e-10,7e-10,0.0,1e-10,3.761e-07,0.0,1e-10,0.0,0.0,0.1056701419,1.4016830076,0.0008104989,12.136341703,12.8007574086,39.9934508448,14.9592146958,58.5727085018
2,7,5,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1.96e-08,1.4734e-06,1.1e-09,1.03e-08,1.5674e-06,0.2900266539,1.284e-07,8.636114915,9.1629153589,9.4191050718,9.4163877947
2,7,6,0.0,1e-10,50,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,2e-10,1e-10,0.0,0.0,0.0373731174,0.1418102973,0.1109249592,0.0156125019,8.7139539166,8.8731211277,8.9935947352,9.302495012,9.9602044282
2,7,7,0.0,0.0,50,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,5.495e-07,1.1e-09,1e-10,1.84494e-05,1e-10,1.92e-08,0.0906774169,0.0090810544,24.4056240809,27.096000723,27.4551333639,28.7417181017
2,7,8,0.0,1e-10,50,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,4.16057e-05,0.0,0.0,0.000206344,16.4655518776,2.4210821444,2.8921024781,28.7320849921,29.3813780397,30.3447834253
2,7,9,0.0,0.0,50,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0102745919,0.0007679746,1.1075120088,1.272236953,6.3802271522,7.8455658034,9.9797155172,11.6375181776
2,7,10,0.0,0.0,50,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,2e-09,0.0,2e-10,0.0003229112,1.31101e-05,4.97162e-05,0.1605845613,0.0475864698,0.4459255165,1.6817922555,112.3300343619,305.3278997482
2,7,11,0.0,1e-10,50,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221276603,2.16657e-05,0.0428358903,0.0398121401,0.0523339482,0.1244695518,2.5095998475
2,7,12,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,5.3782e-06,0.0,1e-10,5.3782e-06,5e-09,5.3782e-06,0.0651262284,0.0440435788,0.0303544391,2.2545517057,3.4321381461,3.922175167,8.0025532576
2,7,13,0.0,0.0,50,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,8.66e-08,0.0,0.0,1e-10,3.7e-09,0.0007954761,0.017863974,2.8455989268,4.0809543595,7.974685679,28.1703868572,119.1575125546,591.5017476456
2,7,14,0.0,1e-10,50,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0060992331,5.5904e-06,0.0004326195,5.3782e-06,0.9595693458,3.3307471629,6.8740296091,7.8051100918,9.8513266833,33.643849753,69.1471792411
2,7,15,0.0,0.0,50,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1.71e-08,0.0074090669,0.0001437477,0.1066145786,0.130420875,0.1467363595,0.2909242764
2,7,16,0.0,1e-10,50,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,8.67e-08,0.0002759114,0.0002105738,0.2375443242,0.3783385485,0.4164940173,0.4235767584
2,7,17,0.0,0.0,50,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,5.3782e-06,0.0002462125,0.0086248164,5.101e-07,1.0680285378,25.1840760118,43.4639029424,48.6361252991
2,7,18,0.0,0.0,50,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,3.07e-08,0.0,0.0,0.0005857838,1.1e-09,0.0002890595,4.09e-08,0.0037276173,0.117879109,9.2677110798,7.9273659144,3.3645768263
2,7,19,0.0,1e-10,50,1e-10,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,3.45e-08,5.3782e-06,0.0001921258,0.1089330053,0.1448416253,0.059183205,0.0073499901,8.2208356924,131.8301623096
3,6,0,2.9848775235,19.9002749377,300,14.9243505463,17.9104421766,3.6505885251,19.8993941064,19.899282306,19.9002749377,19.9007716141,19.8999159858,14.9485358445,19.9038396277,2.9852818481,2.9848801226,2.9848790529,2.9848775235,19.8991208586,19.8991205972,19.8991205972,19.8991205972,19.8991205972,19.8991205972
3,6,1,2.9848771764,3.9798362643,300,3.9798311958,5.9697493048,9.9497448429,9.9498621074,3.9798362643,3.9798362643,3.9798362643,3.9798362643,9.9495804953,9.9495804953,3.9798362643,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9502951584,10.3361009478,10.5946218393,10.6962608616,17.0878119882
3,6,2,2e-09,0.9949590571,300,5.9697493048,1.9899346766,0.9965742005,0.9949590571,0.9953694722,0.9949590571,0.0011707039,0.0001774285,1.75939e-05,0.9949624438,2.412e-07,1.679e-07,4.1e-08,2.15e-08,0.9949590571,0.9949590573,0.9949590571,0.9949590571,0.9949590571,0.9949590571
3,6,3,0.9949590574,13.9294116865,300,5.9697493097,8.9632686901,13.9294116858,10.9452697697,10.9511620967,13.9294116865,3.9798362643,13.9422375314,13.9294116858,13.9294116859,13.9294116858,13.9294116858,13.9294116858,13.9294116859,13.9294116858,13.9294116858,13.9294116858,13.9294116858,13.9294116859,13.9294116859
3,6,4,1.9899181143,3.0307017358,300,1.9899181143,16.1455310157,11.9394784135,10.9529014637,11.9394784131,3.0307017358,11.9394784128,11.9394784195,11.9394784185,2.98540551,11.1375515869,2.9849972271,2.9848896191,2.9849562032,11.939478425,11.9394784185,11.9394784128,11.9394785992,11.939478413,11.9394784185
3,6,5,2.1238426243,9.9495805231,300,5.9697500151,8.4549651264,9.9495804954,9.9495804954,9.9496222072,9.9495805231,9.9495804954,9.9495804994,9.9495804974,2.9873042024,9.9502265197,9.9495804954,9.9495804954,2.9848775308,9.9495804953,9.9495806818,9.9495804953,9.9495804967,9.9495804955,9.9495804954
3,6,6,0.0079860883,5.9697493049,50,5.9697493049,2.9938829072,4.9782765178,1.9899181142,2.3412454723,2.0330301857,1.9899181142,1.4315410937,1.9899181142,1.9899181142,1.9899266207,1.9899181142,1.9899181144,1.9899181142,1.9899181142,1.9899181415,1.9899181142,1.9899181142,1.9899181143,1.9899181143
3,6,7,2.0169462643,11.9394784128,300,4.9747902541,11.9395358823,10.9578524254,11.9394785537,3.0300005297,11.9394784128,2.9872508559,2.9873783629,11.9394784128,11.9394784128,11.9394784128,11.9394784128,11.9394784128,11.9395215792,11.9394799073,11.9394784134,11.9394784128,11.9394784129,11.9394784132,11.9394784128
3,6,8,2.9859962799,9.9495603045,100,22.8839927314,9.9495603045,8.9788083054,6.9656994652,9.9495805053,9.9495805931,9.9495804953,9.9543664872,9.9495804953,9.9611720017,9.9495804953,10.0069185076,7.6403181609,10.0998196466,9.9495804953,9.9505139086,9.9960082576,10.2246156325,15.1898655756,22.7749791394
3,6,9,1.9899181143,13.9295116939,300,7.9596624075,4.9747902477,10.9488812016,6.0945213441,7.0143751419,13.9295116939,10.9445193557,10.9502736111,10.9445193557,10.9454569503,2.6914808022,10.9445193557,10.9445193557,10.9445193557,10.9445193557,10.9445195224,10.9550739117,11.2663800252,11.8480121526,22.0685706381
3,6,10,1.0756160184,3.980056254,300,9.9495804953,3.9798362284,3.9798362284,3.97988919,3.9798535599,3.980056254,3.9799748052,3.9805168212,3.9799508556,3.9798362643,3.9798362284,3.9798362787,3.9798362284,3.9798362362,3.9798362284,3.9798362286,3.9798362284,3.9798362284,3.9798362284,3.9798362284
3,6,11,3.0309457489,11.9394784641,100,11.9394790697,11.9394784641,14.9243505462,14.9245855055,12.0689318829,11.0048272933,3.9798362643,3.9798362643,3.9798362643,3.9798362643,3.9798362643,3.9798362787,3.9798362643,14.9243505464,14.9243505462,14.9243506637,14.9243505523,14.9243505462,14.9243505462,14.9243505462
3,6,12,1.9899181152,5.977594187,150,2.9848771717,5.9703913303,5.977594187,5.9869221354,2.049638071,5.9697493047,1.9944599835,5.9697493047,5.9697493047,5.9697493047,5.9697493047,1.9899261665,1.989919503,1.9899182618,5.9697493047,5.9697493101,5.9697493047,5.9697493047,5.9697493047,5.9697493047
3,6,13,0.9949590586,8.9633303533,100,0.9949593234,8.9633303533,3.9912083967,7.0606001433,10.9445395524,10.9445395524,3.9798362643,3.9798362643,3.9798362643,3.9798362643,3.9798362643,10.9445395524,3.9798362787,9.9495831179,10.9445395524,10.9445396118,10.9445395638,10.9445395524,10.9445395524,10.9445395524
3,6,14,1.989918115,4.9747902477,100,5.9697493651,4.9747902477,5.9697493047,5.9732188403,3.191895794,2.116957426,1.9994335778,2.0359057362,1.9956899334,2.0355405719,5.9697493047,5.9697493047,1.9901418742,5.969817192,5.9697493047,5.9697508017,5.969749306,5.969749305,5.9697493065,5.969749305
3,6,15,1.9899182339,6.9664260664,300,5.9697493106,3.9798362643,6.9647083618,3.9950359683,4.9767352836,6.9664260664,9.2982051168,7.022574111,3.9798362643,3.9798362643,3.9798362643,6.9647083618,6.9647083618,7.012161345,6.9721648965,6.9944666731,12.785633819,13.4638146383,16.9030107615,23.8972761567
3,6,16,1.1981508281,18.9041209637,300,5.9697493198,18.987307144,18.9096114848,3.0380016752,2.9854803175,18.9041209637,2.9849630134,2.9853101279,18.9048464773,2.984899437,2.9848800364,18.9041209637,18.9041209637,2.9848772135,18.9041209637,18.904120973,18.9041209637,18.9041209637,18.9041209637,18.9041209637
3,6,17,0.9949736252,9.9495804953,300,5.9697493049,7.4378778557,8.9663433605,9.9495804985,9.9495804953,9.9495804953,9.9495804953,9.9495805838,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9495804953,2.9848832401,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9495804953
3,6,18,0.994959058,20.8940340415,300,4.9747906559,21.8889930972,21.8889931009,20.8940340405,20.8940340401,20.8940340415,20.8940340405,20.8940340401,20.8940340401,20.8940340401,20.8940340401,20.8940340401,20.8940340401,4.9748027363,20.8940340401,20.8940340401,20.8940340401,20.8940340401,20.8940340491,20.8940340405
3,6,19,0.9949590653,1.9899181142,50,1.9899181142,15.042674679,10.9452752629,18.9041819059,14.9254995063,19.5046838918,15.9193096033,15.9257640957,3.9798362643,15.9193096033,3.9798362643,15.9193096033,15.9193096033,15.9833762962,15.9193096033,15.9193096033,16.7717498299,18.4709268756,22.2276363742,34.0955824812
3,7,0,3.9798362285,8.9546214383,50,8.9546214383,6.0066679274,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,3.9798364095,6.9647083618,3.9798362453,6.9647083618,6.9647083619,6.9647083618,6.9647083618,6.9647083618,6.9647083618
3,7,1,0.9949590572,13.9293914892,100,10.9445193557,13.9293914892,12.9351418629,15.9193545713,12.9344374699,10.9582803448,14.9310980516,7.9890961251,15.9193096033,15.9433162227,15.0852358149,12.9538617619,15.9193096033,15.9193096033,15.9193096033,16.9330200075,17.9054517266,17.6601108562,18.7428331064,28.1760129672
3,7,2,0.9949590573,4.9747902481,50,4.9747902481,2.9848771715,4.021075875,4.9747902477,4.9747902476,4.9747902476,5.0316637515,4.997469016,4.9812123298,4.9747902476,4.9749066176,4.9747902476,4.9747902476,4.9747902476,4.9747902476,4.9747902554,4.9747902478,4.9747902477,4.9747902476,4.9747902476
3,7,3,0.9949590579,9.9495602998,50,9.9495602998,1.9909608016,1.992190404,1.9899181142,1.9899181142,1.9899181142,1.9899181142,1.9997788385,1.9899181142,1.9900935358,1.9899181143,1.9899181142,1.9899181142,1.9899181337,1.9899181142,1.9899181142,1.9899181142,1.9899181142,1.9899181142,1.9899181142
3,7,4,0.9987282071,2.9848771717,50,2.9848771717,8.9546214383,7.9596623811,7.9596623811,7.9596623811,7.9596623812,7.9596623811,7.9596623811,7.9596623811,7.9596623811,7.9596623811,7.9596623811,7.9596623811,7.9596623815,7.9596623811,7.9596623811,7.9596623811,7.9596623811,7.9596623811,7.9596623811
3,7,5,1.0573871023,3.9798362284,50,3.9798362284,6.9647083656,6.9647083618,6.9647083618,6.9647083618,4.1720894619,6.9647083618,3.9987761119,6.9647083618,6.9647083621,6.9647083618,3.9798501302,3.9798368769,6.9647083618,6.9647083618,6.9647083704,6.9647083626,6.9647083618,6.9647083618,6.9647083618
3,7,6,2.0079984913,6.9647083618,50,6.9647083618,7.9597100456,7.9596674189,4.9790474566,7.9596674189,7.9596674189,7.9596674191,7.9596674189,7.9599836782,7.9596674189,7.9596907202,7.9596674189,7.9596675529,7.9596674695,7.9596674189,7.9596674189,7.9596674191,7.9596674189,7.9596674189,7.9596674189
3,7,7,1.0316307463,3.9798362346,50,3.9798362346,8.9546214386,1.0316307463,1.9899181142,1.9899181142,1.9899181142,1.9899181142,1.9899181142,1.9899181142,1.9899227267,1.9899200362,1.9899182862,1.9899181433,1.9899181142,1.9899181149,1.9899181142,1.9899181142,1.9899181142,1.9899181142,1.9899181142
3,7,8,1.9996722472,11.9394784132,50,11.9394784132,6.0184841581,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.964709459,6.9647083618,6.964708399,6.9647083618,6.9647083621,6.9647083619,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618
