fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum
1,6,10,1,1.5090415701534736,1.825335618803817,2,0.5202632259760057,-173.02839596580176,0.1498194411155787,4.050768675456405,27.037670447131266,0.8017151411702159,0.9999999999999772,1.000000357400832,0.9999999999999848,0.3,0.1125,2.6666666666666665,0.3,0.1375,2.1818181818181817,0.1073382618941001,0.1887859786232552,0.2432090942814098,0.3601149334800571,0.1129051499740702,0.211188472518138,0.2590493209277311,0.3804670966347567,-3.822237429473528,-3.4734910923807183,-3.2404598546595293,-2.7398874034898206,-3.611117379991679,-3.211033201629199,-3.016204946783647,-2.5219468185995466,0.8320095937899229,0.9059059059059056,0.6379766808606282,0.2232232232232229,0.5769230769230769,0.9821633938821782,0.927154480151716,0.9422128930834406,0.145447035696198,-0.3777362575934829,0.831541652,1.5771133712,0.6971421128,1.4050711703,0.1266537031,1.0682504719,0.0947503305,0.6601153342,-24.1597960139,5.3078552133,14.2319499772
1,6,11,1,2.713002565377501,9.240478526625427,3,0.6484372257450715,-171.38440060469622,1.7991325400597435,4.482019601562655,2.491211459837096,0.7959983947234619,0.9999999999999852,1.00000023532466,0.9999999999999916,0.275,0.1,2.75,0.2875,0.175,1.6428571428571428,0.1926920379459861,0.401347703712012,0.3811287629946936,0.4857182602332835,0.2106529038892601,0.4623617509159516,0.4144642143290751,0.5261325008203424,-3.3113518485792293,-2.4555045672109923,-2.53843701662009,-2.109440101809772,-2.96162746400102,-2.017216775776106,-2.1969281606822286,-1.7779491516252632,0.8462929351393685,0.8178178178178177,0.6711611767496287,0.1131131131131128,0.5128205128205128,1.0272497869968102,0.91644084797829,0.9558326246618328,0.1791515452246275,-0.3476202354503676,0.9335041938,1.6301938655,0.7195306094,2.5352201736,0.1247389783,1.7586188713,0.0587115526,1.1910697105,-34.6003627641,6.1643143472,16.5689357207
1,6,12,1,1.3797543373889003,1.940999313209776,2,0.6311273007924397,-175.54371358408793,0.7381213831542484,5.451031780915886,7.385007270242923,0.708964711933352,0.9999999999999716,1.0000003428151365,0.9999999999999868,0.3375,0.0375,9.000000000000002,0.1375,0.125,1.1,0.1221583825575886,0.2859815789118414,0.3029753722391619,0.3515311986300954,0.1250025588610099,0.2969451073811763,0.3007827438457964,0.3722657706910545,-4.0234010431273,-3.2725521359855856,-3.194664685172949,-2.9721193436563675,-3.919117742543545,-3.1489862416715355,-3.131797449509644,-2.811624628849399,0.8323571030899913,0.9059059059059056,1.0331266974971984,0.2672672672672673,0.5897435897435898,1.0225680768798575,0.9498953103075688,0.9664921853510724,0.1375208590570286,-0.4260183280660553,0.9483474891,1.5836386884,0.6969690336,0.9253834986,0.2750431705,0.5949729777,0.1522907514,0.4347536626,-26.5113316383,4.527880757,12.2611021716
1,6,13,1,2.366591508020676,5.591015320942423,2,0.6617308346132198,-169.9213484370348,1.454643179866407,3.973068796454483,2.731301291921889,0.8348877081499226,0.9999999999999892,1.0000005105420018,0.999999999999992,0.3,0.0625,4.8,0.2625,0.0875,3.0000000000000004,0.127603248426341,0.2388439100860117,0.2705427135462868,0.4039145248570943,0.1402933410751771,0.2820048147640212,0.3182274362079237,0.4478598280295964,-3.4730976217547718,-3.0302375620907265,-2.904041495092811,-2.3730751431008628,-3.112991349704864,-2.5998551686974807,-2.468693328728107,-1.999295412365444,0.8086356222427941,0.8838838838838833,0.4252346334528677,-0.1071071071071072,0.5,1.0270627668760424,0.9697758661117382,0.9893426459931088,0.112390663162851,-0.3703862990558569,0.8296480128,1.5577128379,0.6940090618,1.259058641,-0.1411378756,0.8589700342,-0.0871851185,0.5915173075,-23.852169261,5.2790034804,14.2237336197
1,6,14,1,1.4907393856733042,2.2223923410722826,2,0.7291386077038364,-167.08166104174893,2.101572266151894,4.009578059901355,1.907894448589739,0.8982951063484246,0.9999999999999756,1.0000000354116685,0.999999999999993,0.275,0.125,2.2,0.1875,0.1375,1.3636363636363635,0.1418422886086399,0.1853326278620482,0.2337695136775035,0.3811894255066722,0.14482015708766,0.1831837942798375,0.2374538782297635,0.3820102802549686,-4.078192842955212,-3.8715152265606902,-3.64133031014555,-2.9407518251535,-3.9804742629892376,-3.801908933434607,-3.5493063093160577,-2.876461828028821,0.8494198080090356,0.971971971971972,0.8648423275731727,0.1351351351351351,0.5384615384615384,0.8455401376664847,0.8998063754206461,0.8933875303425771,0.1546468198235561,-0.2798923913073548,0.925228645,1.5667697961,0.6916996634,1.3192969632,0.1512363833,0.8853809853,0.1009818258,0.6198178243,-27.1489299959,5.0813912474,12.787018378
1,6,15,1,1.5124547975534606,2.31204504264531,2,0.4708390726496118,-181.9244893470344,0.5101316119841526,2.527189685547353,4.953995451718567,0.6345929355948963,0.9999999999999664,1.0000003035487848,0.9999999999999898,0.3375,0.1125,3.0,0.35,0.0875,4.0,0.31864032871457,0.3319150768975408,0.3760902664071759,0.4773867520017577,0.3268987160232745,0.3181647372573314,0.3730184080121406,0.4864655640055754,-3.365063530071661,-3.29950289761285,-3.0813327806870348,-2.5810549923704995,-3.2402967764028845,-3.282341984032344,-3.01827745652088,-2.4721450057167704,0.8231911372779793,0.971971971971972,0.9820453926876064,0.2892892892892895,0.5256410256410257,0.9942697668304727,0.9296286011391064,0.9287944949483804,0.1347596816218509,-0.4305598307022365,1.0235437674,1.6270014193,0.7175004401,0.8156125539,0.107900257,0.7021161228,0.058774243,0.383182265,-37.813362504,6.341060764,17.1776237664
1,6,16,1,1.9890178564045848,4.031408438123218,3,0.4671322680012543,-174.0768099595551,0.3411006844847815,3.998531825068897,11.72243858469095,0.81159138221968,0.9999999999999832,1.000000124730764,0.9999999999999964,0.3,0.125,2.4,0.2625,0.1125,2.333333333333333,0.1105545406833757,0.2006512047776208,0.2733399939171908,0.3776192288755619,0.1197641721698534,0.2079709158867112,0.3039806045428591,0.3987492968423587,-3.5921084873268923,-3.2282447018830567,-2.934684243884456,-2.513542822538938,-3.2815485302527456,-2.952710847155972,-2.594783525024294,-2.2414826787090414,0.812009598585409,0.94994994994995,1.143398527376694,0.1131131131131128,0.5512820512820513,1.007289917179946,0.9463730255442534,0.9827216936564156,0.129368908150602,-0.4039919405224233,0.7508098258,1.495191802,0.6652761854,0.6192819528,-0.1076682073,0.3825959503,-0.0677167966,0.2909443464,-21.3282759738,6.2408629503,16.0121240542
1,6,17,1,2.058109390602269,3.967074483472224,3,0.6054435073119325,-165.85993286960064,1.1742620849034349,5.515361601511426,4.696874464753735,0.8021042990637082,0.999999999999986,1.00000028241712,0.9999999999999948,0.25,0.0375,6.666666666666667,0.3,0.1125,2.6666666666666665,0.2246291519022024,0.2651073300231467,0.3243804826869692,0.3786348667473445,0.2521514845587237,0.2791105640215266,0.3499840450517519,0.4292320865543945,-3.618115324003863,-3.429231879512184,-3.152645388697988,-2.899477992935289,-3.108788385076721,-2.9967201367940204,-2.7021007719261085,-2.3726685595506884,0.8040670058838421,0.94994994994995,0.8648423275731727,0.2232232232232229,0.5641025641025641,1.0060448520556555,0.9522067374674382,0.9756986443180647,0.1329112964702326,-0.3692283895152711,1.0019448888,1.6078318952,0.71323028,1.5057808862,0.159222777,1.0381914553,0.119479358,0.7074296832,-32.4098380374,5.1904511623,14.0543396995
1,6,18,1,2.376229986279744,5.221728934589047,2,0.6712837486565908,-169.10008194091264,0.4829382927961865,4.729035472359402,9.792214746481466,0.866000421124125,0.999999999999992,1.0000002738998264,0.9999999999999972,0.275,0.125,2.2,0.3625,0.1125,3.222222222222222,0.3240133703726143,0.2648639862084556,0.2860790884935819,0.373949445807417,0.3726907837801952,0.3018023861405687,0.3419943823861368,0.4297973646862547,-2.865488470688323,-3.1162210605683,-3.0262908336405685,-2.6538108395660567,-2.3118332506739314,-2.573079459900452,-2.42495921723705,-2.101377403449984,0.8738944740251704,1.0380380380380387,1.05931476351837,0.1571571571571572,0.6153846153846154,0.9953545275766764,0.936011750120766,0.9716063358659786,0.1404770308647477,-0.3107467353108463,0.6901966627,1.5317913636,0.6709939426,0.9698401558,-0.1174581177,0.680986737,-0.0728426951,0.4556398082,-25.0598841397,7.9775878931,21.0486777082
1,6,19,1,1.5467679231675775,2.570666301710033,3,0.6670747566863282,-171.49903189086584,1.2971914169637209,4.521219967513839,3.48539152232171,0.9051472517462392,0.999999999999986,1.000000285949011,0.9999999999999908,0.2875,0.1,2.875,0.1375,0.1125,1.2222222222222223,0.2985059028295774,0.352400012093025,0.3810983608885231,0.5305165759215479,0.3191352383705372,0.4272308697666475,0.4185530729858743,0.5520192798717336,-3.342487953051587,-3.085692619092055,-2.9489503635144985,-2.2370005613296,-3.0344839871021803,-2.552722437624743,-2.5913977177369976,-1.9965643669183295,0.7908075198884414,0.94994994994995,0.9820453926876064,0.0910910910910906,0.5512820512820513,1.010981215423479,0.91194326215684,0.9088825755197024,0.167329438013345,-0.2846438596528638,1.3575945871,1.7036714919,0.7404657476,1.7310345543,-0.317046684,1.1463988298,-0.1980592582,0.8132559243,-43.9146010508,4.8953472147,13.1760804978
1,7,0,1,1.9021093115560044,4.536359819085486,2,0.5452861482792143,-981.8331523753632,0.5350606379577622,4.326597517217942,8.08618165920754,0.691006437343206,0.9999999999999758,1.000000493076087,0.999999999999986,0.325,0.0875,3.714285714285715,0.2375,0.125,1.9,0.1651279142829355,0.1819468405135327,0.2363968324662286,0.420454737364644,0.1736102160500216,0.1907839033169618,0.239492559637632,0.4401251326207084,-3.367003289087278,-3.299173281465573,-3.0795788009074654,-2.337281170195327,-3.169959821567896,-3.104083040802092,-2.917240842970143,-2.1476316251332515,0.7942433551098129,0.9939939939939944,0.7244350098351338,0.3773773773773774,0.4230769230769231,1.006849580674741,0.9516139948032546,0.9735201076961996,0.1164107222099998,-0.4355731269364628,0.8527765731,1.4992438082,0.6666943142,0.8590417023,0.2042160998,0.482950791,0.0945156959,0.4035856776,-22.9538233457,5.2808235985,13.2593792316
1,7,1,1,1.658232579186214,2.9933704708753206,2,0.4641670268549553,-980.5279705948556,0.2585678108972705,3.5546684109946254,13.747528737855546,0.6418208298507715,0.9999999999999613,1.0000005209292084,0.9999999999999796,0.275,0.1375,2.0,0.3,0.175,1.7142857142857144,0.3786935136788191,0.336720486313277,0.3862413223308673,0.4944727319786789,0.3944809877034551,0.3620448642417903,0.3938568000210786,0.5285642704604364,-2.5235634137673197,-2.6940454521118875,-2.492906444642135,-2.0533024301646674,-2.3610104444890467,-2.4874838081928137,-2.363444246908929,-1.8381993938170755,0.841409049003518,0.8398398398398399,1.2975171686575868,0.2012012012012007,0.5256410256410257,1.008246035257454,0.922995208095446,0.9417664294164833,0.1490232981274014,-0.3685447148175422,0.9880088896,1.5918097805,0.7052842744,1.1642654708,0.042111181,0.9915757055,-0.0362281518,0.546982606,-34.0090554082,5.8262716078,15.3152035002
1,7,2,1,1.5857251371380634,2.344601648875964,2,0.6944438599522238,-973.5775091547672,0.2444822316415245,5.881171180449099,24.055618033920965,0.82139217101208,0.999999999999978,1.0000004101236524,0.9999999999999934,0.35,0.1,3.5,0.15,0.15,1.0,0.1690186948162207,0.2148185634878282,0.2829154729163916,0.3925150996146947,0.1771775978615726,0.2408591373857591,0.2840934594958305,0.4100198523083814,-3.8475138643721953,-3.635456591120466,-3.3201621296050527,-2.812706569989931,-3.6343017372139776,-3.353028489038273,-3.1620679955666007,-2.605867159310382,0.8105580603022482,0.9279279279279278,1.2333634979137746,0.2892892892892895,0.5512820512820513,1.0074419867987667,0.9302328152668504,0.9606131848199116,0.1515755803083656,-0.3588808912007227,0.8797592209,1.5686471605,0.6876764547,0.7611351944,0.1205090024,0.5157730293,0.0764201153,0.3575883014,-32.5181641862,6.9154852259,18.1069186901
1,7,3,1,1.6226721370819648,3.115890082924793,2,0.5981022403597495,-972.5839998167064,0.5261660848849403,5.704747781435423,10.842104699094987,0.7431290839981751,0.9999999999999766,1.0000004236189708,0.9999999999999858,0.2875,0.125,2.3,0.2375,0.15,1.5833333333333333,0.2765804765645163,0.4003094640350203,0.4263053136891639,0.5530463452944329,0.2880837639669718,0.4225529194196913,0.4425474188019064,0.5689264393225552,-3.744798790644925,-3.10431267209661,-2.969744522920434,-2.3136664845139565,-3.538098327141811,-2.869810304086572,-2.7704411631178987,-2.142359686030778,0.8432174222961968,0.9939939939939944,1.9466563433422632,0.3333333333333329,0.5128205128205128,1.0637624861003552,0.9346628237953408,0.9543550510032358,0.1332806706502977,-0.4272351020923953,1.1892054313,1.6578328112,0.7266582217,1.070900933,-0.1695496442,0.7108420934,-0.1528712888,0.5031190891,-50.2277210759,7.800362424,20.307641629
1,7,4,1,1.961284728148943,3.87094743662824,2,0.6611398233403327,-975.7837664978306,0.3686290708784086,5.8844721298477465,15.963125522969742,0.7687714760181025,0.9999999999999818,1.0000002797458156,0.999999999999994,0.3625,0.1125,3.222222222222222,0.1875,0.1,1.875,0.0964144969195211,0.2581159157299754,0.3366218395638087,0.3690517262642491,0.1038694997348977,0.2933406815222808,0.3747770243367498,0.4034961503577167,-3.66115882391362,-3.005975031899509,-2.687883766829567,-2.5564839541421542,-3.370348991185932,-2.657747415626345,-2.3514651322207234,-2.243452429401354,0.7688997916660684,0.9279279279279278,1.0069386314760271,0.3113113113113108,0.3717948717948718,1.0342739171229884,0.946619852430269,0.9814398833668492,0.1478201700429941,-0.3643146858022476,0.7228092527,1.5102761765,0.6705849827,0.9662226801,0.1173151278,0.785385813,0.0621731262,0.4539402849,-21.7056711831,6.4163214039,16.8254561769
1,7,5,1,2.145349346690087,4.562783365238642,3,0.5604299638161458,-977.2128028027412,0.9646261411470765,4.883958453989574,5.063058365992299,0.8320348142710231,0.9999999999999823,1.0000003831443385,0.999999999999996,0.275,0.1125,2.4444444444444446,0.325,0.125,2.6,0.148070304767945,0.2093494337755991,0.2647062178234268,0.3704662301531357,0.1629608147392888,0.2189120425353294,0.283555904677041,0.3980607702570114,-3.1035567350624462,-2.8803185328788,-2.6786552724894133,-2.2933744207910243,-2.7706808631740514,-2.585476874095216,-2.3714994224877204,-1.9924772149384693,0.8356284109441791,0.971971971971972,0.822081575524054,-0.0410410410410407,0.6666666666666666,0.9895004741476358,0.9196835140122284,0.9504943650300504,0.177428747392563,-0.3813854676129901,0.6520685428,1.5450229474,0.6859310425,0.8284376565,0.2536785113,0.6474174709,0.2093554003,0.389207616,-12.6886180714,5.0584933098,13.2487209053
1,7,6,1,2.65584041328658,9.218358237228768,2,0.6858601998324567,-974.257146432737,0.1009571158958514,6.735517114347851,66.71661580840215,0.8133471465436468,0.9999999999999818,1.0000002495738427,0.9999999999999905,0.3375,0.125,2.7,0.225,0.0875,2.571428571428572,0.2232621171447943,0.2174485001101397,0.2883402394401954,0.4000352076562514,0.2434839329149024,0.2447288326641281,0.3127677252020643,0.438328630895084,-2.8658295501131223,-2.88727930280152,-2.6257191987878183,-2.2136126856667246,-2.5594034804538053,-2.5551918042057897,-2.3250063713454083,-1.900215632560613,0.7963787264226263,0.94994994994995,0.404209583979631,0.1351351351351351,0.6282051282051282,0.9933401042694424,0.9482720215421322,0.9791060092415744,0.1327636919280577,-0.3833946445997802,0.6924491048,1.4726272722,0.6548203048,0.7181746526,0.0272430731,0.4130133163,0.0278586279,0.3374050445,-17.7557424531,6.4176407963,16.9676833021
1,7,7,1,2.206020772603116,5.006503138166538,3,0.7328183130239054,-973.9380873127365,0.1551075676301477,5.243619713374924,33.806343516895815,0.7798244889278494,0.9999999999999843,1.0000004875597248,0.9999999999999946,0.3375,0.0875,3.8571428571428577,0.2375,0.0875,2.7142857142857144,0.1398797006092186,0.2699310403621805,0.3170837905690201,0.4042872718873752,0.1517809761168975,0.352847167521601,0.352847167521601,0.4265853108497997,-3.72149733694015,-3.158801961771176,-2.9547853440393905,-2.5774805371094414,-3.382235755151333,-2.5804932304342603,-2.5804932304342603,-2.286465652814781,0.8479064108471182,0.8838838838838833,1.0069386314760271,0.1571571571571572,0.5256410256410257,0.9742957615081368,0.9396194926647627,0.952825658406391,0.1289783938132996,-0.3362319823989468,0.8514348093,1.5662954593,0.689123799,1.3678230399,-0.2699544834,1.1159764856,-0.1928698683,0.6426158206,-25.5820064131,5.6259115666,14.3649514274
