fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,loglikelihood,mhl_norm,mhl_sum
1,6,10,1,0.7886675039631894,-0.340659845150304,1,0.4493246142630052,-168.79352589442686,0.2219384921437841,3.0178478670631605,13.597676716249971,0.6912585429322469,0.9999999999999668,1.0000004946677434,0.3166666666666666,0.4666666666666666,0.6785714285714286,0.0,0.5339465096170658,0.6184900159285042,0.7106561917995794,0.0,0.5333807824776647,0.5333807824776647,0.7475858480933076,-5.915175622350726,-2.756788245024601,-2.256698557463126,-1.711519440745252,-5.921449518024925,-2.7630621406988,-2.7630621406988,-1.4946576581505535,0.8326286759916378,0.9059059059059056,2.154434690031882,0.3553553553553552,0.5454545454545454,1.0883866142145089,0.9066298871776952,0.8906920867419028,0.1767364340978959,-0.568869885781232,2.0984524505,2.1717515247,0.9608902053,1.8775957881,-0.2154603922,1.7729210691,-0.2194068181,0.8821117373,-76.6394861063,5.0806018062,13.1592896785
1,6,11,1,1.395072655130127,1.9134764519325431,2,0.799634084061346,-167.5503968268171,3.119291700434917,5.929167196198877,1.9008056205106385,0.7794736270590029,0.9999999999999848,1.0000003579176846,0.1666666666666666,0.1833333333333333,0.9090909090909092,0.0,0.5016191160243627,0.5094100019935437,0.6846467257061654,0.0,0.5138132676059861,0.5138132676059861,0.7226724235377633,-5.288641921305337,-2.635758035770767,-2.5945548296300465,-1.6677905464512746,-5.163128421917112,-2.510244536382542,-2.510244536382542,-1.431877892213565,0.8925748284019126,0.9279279279279278,1.8985316814422828,0.4874874874874874,0.6818181818181818,1.0815411339635406,0.9077267660706144,0.8901665576198541,0.1995919045056179,-0.4716957708147811,1.6410457078,2.057464556,0.9170076474,1.945800577,-0.2789140494,1.9787080591,-0.3009988541,0.9141549732,-70.1332083019,6.0104776377,16.2614056779
1,6,12,1,0.7165737363497499,0.8460394908280016,2,0.4321471813202689,-174.14578414177782,0.701166607688166,9.353587195135498,13.340035153664042,0.7656898003659475,0.9999999999999438,1.0000006498692038,0.5,0.3,1.6666666666666667,0.0,0.7085272395157287,0.6814074279900239,0.664013875888523,0.0,0.7177212372120636,0.7177212372120636,0.7068376912033018,-5.507044093037843,-1.6051533439063403,-1.754503341773273,-1.8502904001307887,-5.436498945312132,-1.5346081961806295,-1.5346081961806295,-1.5937765825785193,0.9525209808121872,0.8398398398398399,1.7589165903277326,0.2672672672672673,0.7272727272727273,1.0358273458467355,0.9158458193050364,0.7830480071356822,0.164284069190409,-0.7097040796126841,1.6516998915,2.0449670231,0.9101455813,1.8321628847,-0.1339159678,1.8815355023,-0.1173958619,0.8607669422,-69.0978623866,5.8670045676,16.2264492437
1,6,13,1,0.9846778578022082,-0.3546207771902381,2,0.7505017281593319,-163.81002511612476,2.198898991257612,4.310496685328256,1.9602977228449057,0.8465044077522895,0.999999999999989,1.0000006314948289,0.4,0.3,1.3333333333333337,0.0,0.5421316162921326,0.5855443623596054,0.6131742390073763,0.0,0.5532414636779126,0.5532414636779126,0.5847156163789592,-5.471231960970283,-2.5051041348602894,-2.2675829310624454,-2.1164134668694947,-5.361362119157469,-2.3952342930474755,-2.3952342930474755,-2.226489963023507,0.8498691228782437,0.9279279279279278,1.7589165903277326,0.3333333333333329,0.5909090909090909,1.008936652006822,0.9383156573428384,0.9435430310481632,0.1069524354403144,-0.4866743275331729,1.7322635808,2.0880127987,0.932655488,1.7232920834,0.1676126494,1.7136156016,0.1764106557,0.8096184404,-68.2425287449,5.1236480692,13.8694357376
1,6,14,1,0.540264830286864,-0.0542812488552746,2,0.5878030052446561,-163.398773004958,1.6693545477630531,4.517846777262995,2.706343468687908,0.9283943749475198,0.999999999999966,1.0000006062148332,0.25,0.2666666666666666,0.9375,0.0,0.4504183602782534,0.5217588166161274,0.5999561933905412,0.0,0.467278111883423,0.467278111883423,0.6476096806928232,-6.017124167344167,-3.3069009662983566,-2.8776365823583734,-2.407113256746131,-5.800021726080676,-3.0897985250348654,-3.0897985250348654,-2.043871508042132,0.8642705585758116,0.971971971971972,1.3650078065460138,0.1131131131131128,0.5454545454545454,0.7937283796100482,0.8544306423764025,0.6926777529752236,0.2055041191189117,-0.4711828514623245,1.771243018,2.078165936,0.924890237,2.0172087752,-0.342948664,2.0684472935,-0.3553465331,0.9477032003,-81.9726661007,7.2710014863,19.1414112624
1,6,15,1,0.9783168618741124,0.8003454077424546,2,0.3136079931174331,-175.82995801259918,0.6325700822417962,3.00674431159062,4.753219281150432,0.735105716182316,0.9999999999999172,1.0000005609066998,0.35,0.5333333333333333,0.65625,0.0,0.7265427606906951,0.8409277807677912,0.8553951816163706,0.0,0.7201820075955814,0.7985380098459075,0.8371531480639449,-6.040635884846619,-1.6518556127428763,-0.960897355776269,-0.87350505504988,-6.093987666751409,-1.7052073946476662,-1.2277068833182332,-0.9923867072676122,0.8210233755816647,0.7957957957957954,1.6306163126774824,0.1571571571571572,0.5,0.9099424126591552,0.849600210958928,0.548377663122191,0.2310517638797952,-0.4295119053919082,2.0840559866,2.1625300585,0.9603328193,2.0128398689,-0.2633945792,1.9439281802,-0.263297535,0.945650648,-78.7116297915,5.5763637686,15.3821105051
1,6,16,1,0.916923352819692,-0.1147851712093341,1,0.4327302397434264,-167.3199991950549,1.1900634653593891,3.5785452692434028,3.00702052739911,0.9503932882137156,0.9999999999999768,1.000000343636914,0.3666666666666666,0.25,1.4666666666666666,0.0,0.5915927233989858,0.5778577971412024,0.5771128686030832,0.0,0.6158482021509476,0.6158482021509476,0.5923444909778561,-6.071020423363503,-2.4794489172950245,-2.562833935119419,-2.567356411488287,-5.831910353110304,-2.240338847041825,-2.240338847041825,-2.377410383568692,0.8198960466731063,0.94994994994995,0.7244350098351338,-0.0190190190190193,0.5,1.0296164559141874,0.930775668102922,0.9585550223280832,0.1039969704397467,-0.5245841513747851,1.9263393493,2.0689718815,0.9208617754,1.814396415,-0.0963719341,1.8170584,-0.1059357757,0.8524200917,-71.2383070333,5.0646152683,13.4412620774
1,6,17,1,0.7789000621970141,-0.6642009266030184,1,0.4516594236209306,-156.4598970240517,1.2843457629453083,3.804655450416287,2.962329584590456,0.8221525398019253,0.9999999999999796,1.0000004513406988,0.4833333333333333,0.2,2.416666666666666,0.0,0.3180207281554189,0.5393007213661397,0.5413376835505331,0.0,0.3221307306106896,0.6203427472255679,0.6056206120520944,-6.928933564944466,-4.725389067280305,-3.1921546950718573,-3.178040719421892,-6.840528668241995,-4.636984170577834,-2.5970563217095,-2.69776350942138,0.8825756419910163,1.0380380380380387,1.4005083955986373,0.5095095095095097,0.7727272727272727,0.9327623332432852,0.9447534428589276,0.886721398754813,0.1180003085909312,-0.6360737577681741,1.9620249152,2.1417575187,0.9512000641,1.9749871917,0.1692304706,1.9509953981,0.1640139584,0.9278671128,-71.9536828724,4.6806324646,12.7845541054
1,6,18,1,0.7448360573737818,-0.6987858701370118,1,0.7209696470708988,-161.81013004299967,0.8496310225538596,5.1691453240640834,6.083988445391778,0.8837240764244682,0.9999999999999918,1.000000256446663,0.2666666666666666,0.1666666666666666,1.6,0.0,0.520038311973447,0.4449610667336111,0.5210844191872281,0.0,0.5340279982624222,0.4315696828067401,0.5340279982624222,-6.469549764077078,-3.105136025538222,-3.590851999767159,-3.0983681828601046,-6.300069939189925,-2.935656200651069,-3.5811507538734504,-2.935656200651069,0.7996705228198302,0.7077077077077075,1.9466563433422632,0.3333333333333329,0.3636363636363636,1.0865216042675,0.9139108378605888,0.8824684860465357,0.1869113528846697,-0.4608232728226591,1.8380253863,2.0918184799,0.9296763898,1.9919544904,-0.0363501764,2.0171434854,-0.0280189815,0.9358385055,-74.5373986153,6.1053661994,16.1121985061
1,6,19,1,1.0087497906159295,2.133843860949989,2,0.839708074717378,-172.72096960610145,1.7665814107431028,10.36067064630612,5.8648135790967935,0.899291356841106,0.9999999999999676,1.000001112559292,0.2666666666666666,0.35,0.761904761904762,0.0,0.4795254622987963,0.5297422084945318,0.6567355822642329,0.0,0.4973880320471924,0.4973880320471924,0.7211656729403154,-4.581326652267739,-2.3844638713972546,-2.154404553660567,-1.5726064257480368,-4.416798634716738,-2.219935853846253,-2.219935853846253,-1.2315550750693751,0.8043244061655369,0.94994994994995,1.0069386314760271,0.0690690690690694,0.5,1.0445295102790653,0.9518503485456532,0.9511446128236548,0.1163553313723287,-0.6416137008957261,1.4619258402,2.0108475043,0.8984809967,0.6002729171,-0.0094268139,0.684381374,0.0351048573,0.2820137269,-66.0439444064,6.3803980556,16.374387222
1,7,0,1,1.0968446167411954,1.4793111903247311,2,0.3222111387115942,-972.0523508731064,0.740813140034014,4.110893902716797,5.549164398633707,0.7672381885407984,0.999999999999975,1.0000016366356543,0.6166666666666666,0.4666666666666666,1.3214285714285714,0.0,0.4130068397986565,0.54710675728662,0.6946259440162417,0.0,0.4261083784104123,0.5966439726940804,0.674388948522038,-5.392454687527635,-3.1653340182743945,-2.442206289619357,-1.6467157596389437,-5.226653081925925,-2.999532412672685,-2.108202023231882,-1.7018560057164311,0.7996705228198303,0.9939939939939944,2.266498079273693,0.3773773773773774,0.6363636363636364,1.0241118284942012,0.8847048987647964,0.860118751968346,0.2101774853871349,-0.6859560176484665,1.7949643797,2.0567956666,0.9161218305,1.7406107612,-0.1250520027,1.7518243788,-0.1399165222,0.8177549142,-67.7593743147,5.0140012093,13.386105372
1,7,1,1,1.0003002838826374,0.7072434433138457,2,0.2792077002379182,-971.305955642075,0.5737933789858386,5.439319754072131,9.47957915388629,0.953545581933838,0.9999999999999436,1.0000009239729877,0.3666666666666666,0.2833333333333333,1.2941176470588234,0.0,0.3802928355793633,0.535726501675243,0.5364741824085392,0.0,0.3919661434760432,0.6268464974171893,0.5682488786252607,-4.785579274117913,-2.9656577620737803,-2.2218176311051745,-2.218239545684255,-4.643057933281335,-2.8231364212372023,-1.7325733304988358,-2.0046454693020954,0.8925748284019125,0.8398398398398399,1.1144152514667882,0.1791791791791794,0.6818181818181818,0.9437114229753284,0.920018457287512,0.8959136545524481,0.1546582233655691,-0.5317807814598827,1.7808118669,2.0467273505,0.9107756496,1.8410421167,-0.0065998646,1.8703217645,-0.0050051838,0.864938487,-75.2275718185,6.5435634512,16.4589246135
1,7,2,1,0.850253083477796,0.4228718762769339,2,0.7365352917166768,-970.7146286000336,1.4639334793345655,10.036380396640636,6.855762600089382,0.8608586745094642,0.999999999999964,1.0000009181157743,0.25,0.2166666666666666,1.153846153846154,0.0,0.6763930838835176,0.6496403486644212,0.564440829010618,0.0,0.7023652054770654,0.6997790688326458,0.6169310971694311,-5.426151231247913,-1.7559400663257914,-1.9011044534741408,-2.363409931945356,-5.225502539564464,-1.555291374642342,-1.568805238245417,-2.001727524569311,0.8498691228782437,0.9939939939939944,4.165044248545185,0.7077077077077075,0.5454545454545454,1.0683378745352197,0.8686151365770914,0.7776114468984592,0.246070334356074,-0.507696052193829,1.5361224193,2.0038696056,0.8943925115,1.3127785671,-0.0038782329,1.3137518827,-0.0017421504,0.6167554219,-71.3776812476,6.8946421722,18.3230010591
1,7,3,1,0.9621871966247028,0.9003241502698445,3,0.6063523150186746,-971.2726788890882,0.4550113111257593,8.237161249543776,18.103201059252637,0.9315164361400924,0.9999999999999528,1.0000006655450435,0.3,0.15,2.0,0.0,0.6025376933748249,0.6980727047363419,0.6140059810927252,0.0,0.6014259558452448,0.6140943237113355,0.6160085404377107,-5.648058763416252,-2.2448904640619576,-1.705303105928471,-2.180116901115492,-5.658499215537642,-2.255330916183348,-2.183646966550931,-2.172815372706368,0.8342974823706741,0.9939939939939944,1.2654403332856807,0.2232232232232229,0.5454545454545454,1.1073170760980584,0.8861843680866127,0.7546576803826305,0.2480191979668509,-0.4985407269659064,1.6691484622,2.0480748838,0.9126499117,1.7705179805,-0.199118376,1.8224304614,-0.1674653802,0.8318056003,-77.0703264895,7.1678909687,18.7814990686
1,7,4,1,0.7690028479479177,-0.159285472490259,1,0.6399308862393023,-973.281978957716,0.3662944433198864,7.046962459151194,19.238518595263137,0.7938307464038172,0.9999999999999716,1.0000004201341206,0.1666666666666666,0.2833333333333333,0.5882352941176471,0.0,0.4724800116413828,0.4146463605340767,0.5905405739573705,0.0,0.4773516405259972,0.4773516405259972,0.6177216286874303,-5.909029043286919,-3.117130932125446,-3.4588716561978408,-2.41950764053349,-5.848724240446854,-3.056826129285381,-3.056826129285381,-2.2358407768943698,0.7610772231713899,1.06006006006006,0.8017583181542541,0.4654654654654652,0.5,1.121115816407598,0.9302920796589376,0.8969909783719283,0.1719169289754699,-0.6215282456096505,1.8454527791,2.1099616056,0.9388528103,1.8908183387,0.214869172,1.9146462529,0.2082562804,0.888323813,-80.0702647451,6.6201112995,18.1151691968
1,7,5,1,0.8180191470424805,-0.237168057356027,1,0.5317106890850399,-972.0126604241908,0.2031117972552552,6.378194440141507,31.402382955264205,0.831218038181696,0.9999999999999788,1.0000009168218047,0.0833333333333333,0.2166666666666666,0.3846153846153846,0.0,0.6388981343379729,0.5994446215152701,0.5520957670584082,0.0,0.6611910506705009,0.6611910506705009,0.5481291702165939,-5.344187303534784,-1.929796005753728,-2.140642968060664,-2.393684114885941,-5.164001077023938,-1.7496097792428826,-1.7496097792428826,-2.3334614516772096,0.7558818623552054,0.8398398398398399,1.086865007492579,0.1791791791791794,0.5,1.1101678519686822,0.8971525552220045,0.8509187742737192,0.2406849482652421,-0.5934360180732857,1.7131324294,2.0743089053,0.9260155802,1.5414252047,0.3733518453,1.5163943385,0.3706765357,0.7241757112,-69.7430381575,5.6501976952,15.4269873637
1,7,6,1,1.67777556122485,3.356294380607501,2,0.6177366353112597,-970.0271740405416,0.470274535552546,7.103391566977616,15.10477610409318,0.8688842602077522,0.9999999999999684,1.00000020678262,0.5333333333333333,0.2833333333333333,1.8823529411764703,0.0,0.4501683330707555,0.5604525408539385,0.6615059657909994,0.0,0.4735064242051295,0.4735064242051295,0.6790377414127281,-5.383463715504267,-2.9599988285488155,-2.3662877975549166,-1.822270351078815,-5.118124618950414,-2.6946597319949626,-2.6946597319949626,-1.6427248374294452,0.7761073862084813,0.94994994994995,1.05931476351837,0.2672672672672673,0.5,1.010453188667244,0.9322473636891208,0.8992599725275046,0.1314063101547894,-0.5243296937628638,1.7290949791,2.0366666948,0.9087671576,1.7971621632,0.5718084589,1.7572088174,0.5608213014,0.844323282,-70.3723694024,5.9366335293,15.6472066159
1,7,7,1,0.7722010868892184,-0.2445093594452392,1,0.8600439127364379,-973.4260547101088,1.1791246924300678,7.399996690253475,6.275838965769396,0.8714394049349468,0.9999999999999836,1.0000004345278326,0.0666666666666666,0.1333333333333333,0.5,0.0,0.4365468172068973,0.5065253859561865,0.5396580067676665,0.0,0.44026962344326,0.5174693577700988,0.5586051033133254,-5.432996370312169,-3.0612390969557657,-2.681045786941237,-2.501036378333537,-5.387056356074188,-3.015299082717785,-2.599419763225149,-2.37781918373466,0.8642705585758115,0.8838838838838833,1.2654403332856807,0.2012012012012007,0.5909090909090909,1.0974293482996171,0.9179928669327798,0.8758788191165409,0.1898063136457236,-0.4613795703918904,1.5960664221,2.0458737191,0.9135442636,1.9399200578,0.5610768627,1.8498291187,0.5380954774,0.9113922514,-73.3006176817,6.8628107582,18.6989499893
1,7,8,1,0.9282724201211048,0.5210792316873047,1,0.3396432119930362,-970.0346482283628,0.0466365055676164,6.108544927514027,130.98204621393603,0.8533030603855293,0.9999999999999876,1.0000002819618488,0.4833333333333333,0.4666666666666666,1.0357142857142858,0.0,0.3453158180852453,0.4004074221777882,0.6409388976013397,0.0,0.3719033181159673,0.3978614471213193,0.7342625234613915,-5.974958618582036,-3.9117108951808928,-3.582540840496645,-2.1453752283744425,-5.547806709156005,-3.484558985754861,-3.340548303501832,-1.4742601552150782,0.8412488994349407,0.971971971971972,1.997284220003673,0.5315315315315318,0.5454545454545454,1.018524296076722,0.9581482617446152,0.9566477964232948,0.0968051091021406,-0.5869634133142261,1.6607578052,2.0428397512,0.90985178,2.0455023328,0.5227977917,1.9559736523,0.4545221758,0.9609957734,-73.0252458149,6.4733084077,17.8231540164
1,7,9,1,1.0905972944634017,0.0379057421118593,1,0.6613954618762817,-968.9754287845644,0.7604257480456849,6.2976817967389245,8.281784004452954,0.8116451928599533,0.9999999999999885,1.000000377431303,0.4,0.2333333333333333,1.7142857142857146,0.0,0.4018402232045321,0.4563293764352964,0.5414224486787332,0.0,0.4095127918553593,0.4595801558595042,0.5474265632695345,-5.835044693309727,-3.4902890313417254,-3.1723423869396137,-2.6758205073081265,-5.725720193854587,-3.380964531886586,-3.094292814754985,-2.5913088658897974,0.7461343100033441,0.6856856856856854,2.5084150592775414,0.5975975975975976,0.3181818181818182,1.0895653670871297,0.945189179809548,0.9503700017234756,0.1432563580387548,-0.5769215660126243,1.8688853812,2.0660755905,0.922174963,1.5899545536,0.4414269895,1.4571072406,0.3760063196,0.7469752448,-68.8982833436,4.7704437769,13.1561870397
