fid,iid,rep,budget,precision
1,1,4,450,1e-12
1,1,4,500,1e-12
1,1,4,550,1e-12
1,1,4,600,1e-12
1,1,4,650,1e-12
1,1,4,700,1e-12
1,1,4,750,1e-12
1,1,4,800,1e-12
1,1,4,850,1e-12
1,1,4,900,1e-12
1,1,4,950,1e-12
1,1,4,1000,1e-12
1,1,5,8,1e-12
1,1,5,16,1e-12
1,1,5,24,1e-12
1,1,5,32,1e-12
1,1,5,40,1e-12
1,1,5,48,1e-12
1,1,5,56,1e-12
1,1,5,64,1e-12
1,1,5,72,1e-12
1,1,5,80,1e-12
1,1,5,88,1e-12
1,1,5,96,1e-12
1,1,5,100,1e-12
1,1,5,150,1e-12
1,1,5,200,1e-12
1,1,5,250,1e-12
1,1,5,300,1e-12
1,1,5,350,1e-12
1,1,5,400,1e-12
1,1,5,450,1e-12
1,1,5,500,1e-12
1,1,5,550,1e-12
1,1,5,600,1e-12
1,1,5,650,1e-12
1,1,5,700,1e-12
1,1,5,750,1e-12
1,1,5,800,1e-12
1,1,5,850,1e-12
1,1,5,900,1e-12
1,1,5,950,1e-12
1,1,5,1000,1e-12
1,1,6,8,1e-12
1,1,6,16,1e-12
1,1,6,24,1e-12
1,1,6,32,1e-12
1,1,6,40,1e-12
1,1,6,48,1e-12
1,1,6,56,1e-12
1,1,6,64,1e-12
1,1,6,72,1e-12
1,1,6,80,1e-12
1,1,6,88,1e-12
1,1,6,96,1e-12
1,1,6,100,1e-12
1,1,6,150,1e-12
1,1,6,200,1e-12
1,1,6,250,1e-12
1,1,6,300,1e-12
1,1,6,350,1e-12
1,1,6,400,1e-12
1,1,6,450,1e-12
1,1,6,500,1e-12
1,1,6,550,1e-12
1,1,6,600,1e-12
1,1,6,650,1e-12
1,1,6,700,1e-12
1,1,6,750,1e-12
1,1,6,800,1e-12
1,1,6,850,1e-12
1,1,6,900,1e-12
1,1,6,950,1e-12
1,1,6,1000,1e-12
1,1,7,8,1e-12
1,1,7,16,1e-12
1,1,7,24,1e-12
1,1,7,32,1e-12
1,1,7,40,1e-12
1,1,7,48,1e-12
1,1,7,56,1e-12
1,1,7,64,1e-12
1,1,7,72,1e-12
1,1,7,80,1e-12
1,1,7,88,1e-12
1,1,7,96,1e-12
1,1,7,100,1e-12
1,1,7,150,1e-12
1,1,7,200,1e-12
1,1,7,250,1e-12
1,1,7,300,1e-12
1,1,7,350,1e-12
1,1,7,400,1e-12
1,1,7,450,1e-12
1,1,7,500,1e-12
1,1,7,550,1e-12
1,1,7,600,1e-12
1,1,7,650,1e-12
1,1,7,700,1e-12
1,1,7,750,1e-12
1,1,7,800,1e-12
1,1,7,850,1e-12
1,1,7,900,1e-12
1,1,7,950,1e-12
1,1,7,1000,1e-12
1,1,8,8,1e-12
1,1,8,16,1e-12
1,1,8,24,1e-12
1,1,8,32,1e-12
1,1,8,40,1e-12
1,1,8,48,1e-12
1,1,8,56,1e-12
1,1,8,64,1e-12
1,1,8,72,1e-12
1,1,8,80,1e-12
1,1,8,88,1e-12
1,1,8,96,1e-12
1,1,8,100,1e-12
1,1,8,150,1e-12
1,1,8,200,1e-12
1,1,8,250,1e-12
1,1,8,300,1e-12
1,1,8,350,1e-12
1,1,8,400,1e-12
1,1,8,450,1e-12
1,1,8,500,1e-12
1,1,8,550,1e-12
1,1,8,600,1e-12
1,1,8,650,1e-12
1,1,8,700,1e-12
1,1,8,750,1e-12
1,1,8,800,1e-12
1,1,8,850,1e-12
1,1,8,900,1e-12
1,1,8,950,1e-12
1,1,8,1000,1e-12
1,1,9,8,1e-12
1,1,9,16,1e-12
1,1,9,24,1e-12
1,1,9,32,1e-12
1,1,9,40,1e-12
1,1,9,48,1e-12
1,1,9,56,1e-12
1,1,9,64,1e-12
1,1,9,72,1e-12
1,1,9,80,1e-12
1,1,9,88,1e-12
1,1,9,96,1e-12
1,1,9,100,1e-12
1,1,9,150,1e-12
1,1,9,200,1e-12
1,1,9,250,1e-12
1,1,9,300,1e-12
1,1,9,350,1e-12
1,1,9,400,1e-12
1,1,9,450,1e-12
1,1,9,500,1e-12
1,1,9,550,1e-12
1,1,9,600,1e-12
1,1,9,650,1e-12
1,1,9,700,1e-12
1,1,9,750,1e-12
1,1,9,800,1e-12
1,1,9,850,1e-12
1,1,9,900,1e-12
1,1,9,950,1e-12
1,1,9,1000,1e-12
1,1,10,8,1e-12
1,1,10,16,1e-12
1,1,10,24,1e-12
1,1,10,32,1e-12
1,1,10,40,1e-12
1,1,10,48,1e-12
1,1,10,56,1e-12
1,1,10,64,1e-12
1,1,10,72,1e-12
1,1,10,80,1e-12
1,1,10,88,1e-12
1,1,10,96,1e-12
1,1,10,100,1e-12
1,1,10,150,1e-12
1,1,10,200,1e-12
1,1,10,250,1e-12
1,1,10,300,1e-12
1,1,10,350,1e-12
1,1,10,400,1e-12
1,1,10,450,1e-12
1,1,10,500,1e-12
1,1,10,550,1e-12
1,1,10,600,1e-12
1,1,10,650,1e-12
1,1,10,700,1e-12
1,1,10,750,1e-12
1,1,10,800,1e-12
1,1,10,850,1e-12
1,1,10,900,1e-12
1,1,10,950,1e-12
1,1,10,1000,1e-12
1,1,11,8,1e-12
1,1,11,16,1e-12
1,1,11,24,1e-12
1,1,11,32,1e-12
1,1,11,40,1e-12
1,1,11,48,1e-12
1,1,11,56,1e-12
1,1,11,64,1e-12
1,1,11,72,1e-12
1,1,11,80,1e-12
1,1,11,88,1e-12
1,1,11,96,1e-12
1,1,11,100,1e-12
1,1,11,150,1e-12
1,1,11,200,1e-12
1,1,11,250,1e-12
1,1,11,300,1e-12
1,1,11,350,1e-12
1,1,11,400,1e-12
1,1,11,450,1e-12
1,1,11,500,1e-12
1,1,11,550,1e-12
1,1,11,600,1e-12
1,1,11,650,1e-12
1,1,11,700,1e-12
1,1,11,750,1e-12
1,1,11,800,1e-12
1,1,11,850,1e-12
1,1,11,900,1e-12
1,1,11,950,1e-12
1,1,11,1000,1e-12
1,1,12,8,1e-12
1,1,12,16,1e-12
1,1,12,24,1e-12
1,1,12,32,1e-12
1,1,12,40,1e-12
1,1,12,48,1e-12
1,1,12,56,1e-12
1,1,12,64,1e-12
1,1,12,72,1e-12
1,1,12,80,1e-12
1,1,12,88,1e-12
1,1,12,96,1e-12
1,1,12,100,1e-12
1,1,12,150,1e-12
1,1,12,200,1e-12
1,1,12,250,1e-12
1,1,12,300,1e-12
1,1,12,350,1e-12
1,1,12,400,1e-12
1,1,12,450,1e-12
1,1,12,500,1e-12
1,1,12,550,1e-12
1,1,12,600,1e-12
1,1,12,650,1e-12
1,1,12,700,1e-12
1,1,12,750,1e-12
1,1,12,800,1e-12
1,1,12,850,1e-12
1,1,12,900,1e-12
1,1,12,950,1e-12
1,1,12,1000,1e-12
1,1,13,8,1e-12
1,1,13,16,1e-12
1,1,13,24,1e-12
1,1,13,32,1e-12
1,1,13,40,1e-12
1,1,13,48,1e-12
1,1,13,56,1e-12
1,1,13,64,1e-12
1,1,13,72,1e-12
1,1,13,80,1e-12
1,1,13,88,1e-12
1,1,13,96,1e-12
1,1,13,100,1e-12
1,1,13,150,1e-12
1,1,13,200,1e-12
1,1,13,250,1e-12
1,1,13,300,1e-12
1,1,13,350,1e-12
1,1,13,400,1e-12
1,1,13,450,1e-12
1,1,13,500,1e-12
1,1,13,550,1e-12
1,1,13,600,1e-12
1,1,13,650,1e-12
1,1,13,700,1e-12
1,1,13,750,1e-12
1,1,13,800,1e-12
1,1,13,850,1e-12
1,1,13,900,1e-12
1,1,13,950,1e-12
1,1,13,1000,1e-12
1,1,14,8,1e-12
1,1,14,16,1e-12
1,1,14,24,1e-12
1,1,14,32,1e-12
1,1,14,40,1e-12
1,1,14,48,1e-12
1,1,14,56,1e-12
1,1,14,64,1e-12
1,1,14,72,1e-12
1,1,14,80,1e-12
1,1,14,88,1e-12
1,1,14,96,1e-12
1,1,14,100,1e-12
1,1,14,150,1e-12
1,1,14,200,1e-12
1,1,14,250,1e-12
1,1,14,300,1e-12
1,1,14,350,1e-12
1,1,14,400,1e-12
1,1,14,450,1e-12
1,1,14,500,1e-12
1,1,14,550,1e-12
1,1,14,600,1e-12
1,1,14,650,1e-12
1,1,14,700,1e-12
1,1,14,750,1e-12
1,1,14,800,1e-12
1,1,14,850,1e-12
1,1,14,900,1e-12
1,1,14,950,1e-12
1,1,14,1000,1e-12
1,1,15,8,1e-12
1,1,15,16,1e-12
1,1,15,24,1e-12
1,1,15,32,1e-12
1,1,15,40,1e-12
1,1,15,48,1e-12
1,1,15,56,1e-12
1,1,15,64,1e-12
1,1,15,72,1e-12
1,1,15,80,1e-12
1,1,15,88,1e-12
1,1,15,96,1e-12
1,1,15,100,1e-12
1,1,15,150,1e-12
1,1,15,200,1e-12
1,1,15,250,1e-12
1,1,15,300,1e-12
1,1,15,350,1e-12
1,1,15,400,1e-12
1,1,15,450,1e-12
1,1,15,500,1e-12
1,1,15,550,1e-12
1,1,15,600,1e-12
1,1,15,650,1e-12
1,1,15,700,1e-12
1,1,15,750,1e-12
1,1,15,800,1e-12
1,1,15,850,1e-12
1,1,15,900,1e-12
1,1,15,950,1e-12
1,1,15,1000,1e-12
1,1,16,8,1e-12
1,1,16,16,1e-12
1,1,16,24,1e-12
1,1,16,32,1e-12
1,1,16,40,1e-12
1,1,16,48,1e-12
1,1,16,56,1e-12
1,1,16,64,1e-12
1,1,16,72,1e-12
1,1,16,80,1e-12
1,1,16,88,1e-12
1,1,16,96,1e-12
1,1,16,100,1e-12
1,1,16,150,1e-12
1,1,16,200,1e-12
1,1,16,250,1e-12
1,1,16,300,1e-12
1,1,16,350,1e-12
1,1,16,400,1e-12
1,1,16,450,1e-12
1,1,16,500,1e-12
1,1,16,550,1e-12
1,1,16,600,1e-12
1,1,16,650,1e-12
1,1,16,700,1e-12
1,1,16,750,1e-12
1,1,16,800,1e-12
1,1,16,850,1e-12
1,1,16,900,1e-12
1,1,16,950,1e-12
1,1,16,1000,1e-12
1,1,17,8,1e-12
1,1,17,16,1e-12
1,1,17,24,1e-12
1,1,17,32,1e-12
1,1,17,40,1e-12
1,1,17,48,1e-12
1,1,17,56,1e-12
1,1,17,64,1e-12
1,1,17,72,1e-12
1,1,17,80,1e-12
1,1,17,88,1e-12
1,1,17,96,1e-12
1,1,17,100,1e-12
1,1,17,150,1e-12
1,1,17,200,1e-12
1,1,17,250,1e-12
1,1,17,300,1e-12
1,1,17,350,1e-12
1,1,17,400,1e-12
1,1,17,450,1e-12
1,1,17,500,1e-12
1,1,17,550,1e-12
1,1,17,600,1e-12
1,1,17,650,1e-12
1,1,17,700,1e-12
1,1,17,750,1e-12
1,1,17,800,1e-12
1,1,17,850,1e-12
1,1,17,900,1e-12
1,1,17,950,1e-12
1,1,17,1000,1e-12
1,1,18,8,1e-12
1,1,18,16,1e-12
1,1,18,24,1e-12
1,1,18,32,1e-12
1,1,18,40,1e-12
1,1,18,48,1e-12
1,1,18,56,1e-12
1,1,18,64,1e-12
1,1,18,72,1e-12
1,1,18,80,1e-12
1,1,18,88,1e-12
1,1,18,96,1e-12
1,1,18,100,1e-12
1,1,18,150,1e-12
1,1,18,200,1e-12
1,1,18,250,1e-12
1,1,18,300,1e-12
1,1,18,350,1e-12
1,1,18,400,1e-12
1,1,18,450,1e-12
1,1,18,500,1e-12
1,1,18,550,1e-12
1,1,18,600,1e-12
1,1,18,650,1e-12
1,1,18,700,1e-12
1,1,18,750,1e-12
1,1,18,800,1e-12
1,1,18,850,1e-12
1,1,18,900,1e-12
1,1,18,950,1e-12
1,1,18,1000,1e-12
1,1,19,8,1e-12
1,1,19,16,1e-12
1,1,19,24,1e-12
1,1,19,32,1e-12
1,1,19,40,1e-12
1,1,19,48,1e-12
1,1,19,56,1e-12
1,1,19,64,1e-12
1,1,19,72,1e-12
1,1,19,80,1e-12
1,1,19,88,1e-12
1,1,19,96,1e-12
1,1,19,100,1e-12
1,1,19,150,1e-12
1,1,19,200,1e-12
1,1,19,250,1e-12
1,1,19,300,1e-12
1,1,19,350,1e-12
1,1,19,400,1e-12
1,1,19,450,1e-12
1,1,19,500,1e-12
1,1,19,550,1e-12
1,1,19,600,1e-12
1,1,19,650,1e-12
1,1,19,700,1e-12
1,1,19,750,1e-12
1,1,19,800,1e-12
1,1,19,850,1e-12
1,1,19,900,1e-12
1,1,19,950,1e-12
1,1,19,1000,1e-12
1,2,0,8,1e-12
1,2,0,16,1e-12
1,2,0,24,1e-12
1,2,0,32,1e-12
1,2,0,40,1e-12
1,2,0,48,1e-12
1,2,0,56,1e-12
1,2,0,64,1e-12
1,2,0,72,1e-12
1,2,0,80,1e-12
1,2,0,88,1e-12
1,2,0,96,1e-12
1,2,0,100,1e-12
1,2,0,150,1e-12
1,2,0,200,1e-12
1,2,0,250,1e-12
1,2,0,300,1e-12
1,2,0,350,1e-12
1,2,0,400,1e-12
1,2,0,450,1e-12
1,2,0,500,1e-12
1,2,0,550,1e-12
1,2,0,600,1e-12
1,2,0,650,1e-12
1,2,0,700,1e-12
1,2,0,750,1e-12
1,2,0,800,1e-12
1,2,0,850,1e-12
1,2,0,900,1e-12
1,2,0,950,1e-12
1,2,0,1000,1e-12
1,2,1,8,1e-12
1,2,1,16,1e-12
1,2,1,24,1e-12
1,2,1,32,1e-12
1,2,1,40,1e-12
1,2,1,48,1e-12
1,2,1,56,1e-12
1,2,1,64,1e-12
1,2,1,72,1e-12
1,2,1,80,1e-12
1,2,1,88,1e-12
1,2,1,96,1e-12
1,2,1,100,1e-12
1,2,1,150,1e-12
1,2,1,200,1e-12
1,2,1,250,1e-12
1,2,1,300,1e-12
1,2,1,350,1e-12
1,2,1,400,1e-12
1,2,1,450,1e-12
1,2,1,500,1e-12
1,2,1,550,1e-12
1,2,1,600,1e-12
1,2,1,650,1e-12
1,2,1,700,1e-12
1,2,1,750,1e-12
1,2,1,800,1e-12
1,2,1,850,1e-12
1,2,1,900,1e-12
1,2,1,950,1e-12
1,2,1,1000,1e-12
1,2,2,8,1e-12
1,2,2,16,1e-12
1,2,2,24,1e-12
1,2,2,32,1e-12
1,2,2,40,1e-12
1,2,2,48,1e-12
1,2,2,56,1e-12
1,2,2,64,1e-12
1,2,2,72,1e-12
1,2,2,80,1e-12
1,2,2,88,1e-12
1,2,2,96,1e-12
1,2,2,100,1e-12
1,2,2,150,1e-12
1,2,2,200,1e-12
1,2,2,250,1e-12
1,2,2,300,1e-12
1,2,2,350,1e-12
1,2,2,400,1e-12
1,2,2,450,1e-12
1,2,2,500,1e-12
1,2,2,550,1e-12
1,2,2,600,1e-12
1,2,2,650,1e-12
1,2,2,700,1e-12
1,2,2,750,1e-12
1,2,2,800,1e-12
1,2,2,850,1e-12
1,2,2,900,1e-12
1,2,2,950,1e-12
1,2,2,1000,1e-12
1,2,3,8,1e-12
1,2,3,16,1e-12
1,2,3,24,1e-12
1,2,3,32,1e-12
1,2,3,40,1e-12
1,2,3,48,1e-12
1,2,3,56,1e-12
1,2,3,64,1e-12
1,2,3,72,1e-12
1,2,3,80,1e-12
1,2,3,88,1e-12
1,2,3,96,1e-12
1,2,3,100,1e-12
1,2,3,150,1e-12
1,2,3,200,1e-12
1,2,3,250,1e-12
1,2,3,300,1e-12
1,2,3,350,1e-12
1,2,3,400,1e-12
1,2,3,450,1e-12
1,2,3,500,1e-12
1,2,3,550,1e-12
1,2,3,600,1e-12
1,2,3,650,1e-12
1,2,3,700,1e-12
1,2,3,750,1e-12
1,2,3,800,1e-12
1,2,3,850,1e-12
1,2,3,900,1e-12
1,2,3,950,1e-12
1,2,3,1000,1e-12
1,2,4,8,1e-12
1,2,4,16,1e-12
1,2,4,24,1e-12
1,2,4,32,1e-12
1,2,4,40,1e-12
1,2,4,48,1e-12
1,2,4,56,1e-12
1,2,4,64,1e-12
1,2,4,72,1e-12
1,2,4,80,1e-12
1,2,4,88,1e-12
1,2,4,96,1e-12
1,2,4,100,1e-12
1,2,4,150,1e-12
1,2,4,200,1e-12
1,2,4,250,1e-12
1,2,4,300,1e-12
1,2,4,350,1e-12
1,2,4,400,1e-12
1,2,4,450,1e-12
1,2,4,500,1e-12
1,2,4,550,1e-12
1,2,4,600,1e-12
1,2,4,650,1e-12
1,2,4,700,1e-12
1,2,4,750,1e-12
1,2,4,800,1e-12
1,2,4,850,1e-12
1,2,4,900,1e-12
1,2,4,950,1e-12
1,2,4,1000,1e-12
1,2,5,8,1e-12
1,2,5,16,1e-12
1,2,5,24,1e-12
1,2,5,32,1e-12
1,2,5,40,1e-12
1,2,5,48,1e-12
1,2,5,56,1e-12
1,2,5,64,1e-12
1,2,5,72,1e-12
1,2,5,80,1e-12
1,2,5,88,1e-12
1,2,5,96,1e-12
1,2,5,100,1e-12
1,2,5,150,1e-12
1,2,5,200,1e-12
1,2,5,250,1e-12
1,2,5,300,1e-12
1,2,5,350,1e-12
1,2,5,400,1e-12
1,2,5,450,1e-12
1,2,5,500,1e-12
1,2,5,550,1e-12
1,2,5,600,1e-12
1,2,5,650,1e-12
1,2,5,700,1e-12
1,2,5,750,1e-12
1,2,5,800,1e-12
1,2,5,850,1e-12
1,2,5,900,1e-12
1,2,5,950,1e-12
1,2,5,1000,1e-12
1,2,6,8,1e-12
1,2,6,16,1e-12
1,2,6,24,1e-12
1,2,6,32,1e-12
1,2,6,40,1e-12
1,2,6,48,1e-12
1,2,6,56,1e-12
1,2,6,64,1e-12
1,2,6,72,1e-12
1,2,6,80,1e-12
1,2,6,88,1e-12
1,2,6,96,1e-12
1,2,6,100,1e-12
1,2,6,150,1e-12
1,2,6,200,1e-12
1,2,6,250,1e-12
1,2,6,300,1e-12
1,2,6,350,1e-12
1,2,6,400,1e-12
1,2,6,450,1e-12
1,2,6,500,1e-12
1,2,6,550,1e-12
1,2,6,600,1e-12
1,2,6,650,1e-12
1,2,6,700,1e-12
1,2,6,750,1e-12
1,2,6,800,1e-12
1,2,6,850,1e-12
1,2,6,900,1e-12
1,2,6,950,1e-12
1,2,6,1000,1e-12
1,2,7,8,1e-12
1,2,7,16,1e-12
1,2,7,24,1e-12
1,2,7,32,1e-12
1,2,7,40,1e-12
1,2,7,48,1e-12
1,2,7,56,1e-12
1,2,7,64,1e-12
1,2,7,72,1e-12
1,2,7,80,1e-12
1,2,7,88,1e-12
1,2,7,96,1e-12
1,2,7,100,1e-12
1,2,7,150,1e-12
1,2,7,200,1e-12
1,2,7,250,1e-12
1,2,7,300,1e-12
1,2,7,350,1e-12
1,2,7,400,1e-12
1,2,7,450,1e-12
1,2,7,500,1e-12
1,2,7,550,1e-12
1,2,7,600,1e-12
1,2,7,650,1e-12
1,2,7,700,1e-12
1,2,7,750,1e-12
1,2,7,800,1e-12
1,2,7,850,1e-12
1,2,7,900,1e-12
1,2,7,950,1e-12
1,2,7,1000,1e-12
1,2,8,8,1e-12
1,2,8,16,1e-12
1,2,8,24,1e-12
1,2,8,32,1e-12
1,2,8,40,1e-12
1,2,8,48,1e-12
1,2,8,56,1e-12
1,2,8,64,1e-12
1,2,8,72,1e-12
1,2,8,80,1e-12
1,2,8,88,1e-12
1,2,8,96,1e-12
1,2,8,100,1e-12
1,2,8,150,1e-12
1,2,8,200,1e-12
1,2,8,250,1e-12
1,2,8,300,1e-12
1,2,8,350,1e-12
1,2,8,400,1e-12
1,2,8,450,1e-12
1,2,8,500,1e-12
1,2,8,550,1e-12
1,2,8,600,1e-12
1,2,8,650,1e-12
1,2,8,700,1e-12
1,2,8,750,1e-12
1,2,8,800,1e-12
1,2,8,850,1e-12
1,2,8,900,1e-12
1,2,8,950,1e-12
1,2,8,1000,1e-12
1,2,9,8,1e-12
1,2,9,16,1e-12
1,2,9,24,1e-12
1,2,9,32,1e-12
1,2,9,40,1e-12
1,2,9,48,1e-12
1,2,9,56,1e-12
1,2,9,64,1e-12
1,2,9,72,1e-12
1,2,9,80,1e-12
1,2,9,88,1e-12
1,2,9,96,1e-12
1,2,9,100,1e-12
1,2,9,150,1e-12
1,2,9,200,1e-12
1,2,9,250,1e-12
1,2,9,300,1e-12
1,2,9,350,1e-12
1,2,9,400,1e-12
1,2,9,450,1e-12
1,2,9,500,1e-12
1,2,9,550,1e-12
1,2,9,600,1e-12
1,2,9,650,1e-12
1,2,9,700,1e-12
1,2,9,750,1e-12
1,2,9,800,1e-12
1,2,9,850,1e-12
1,2,9,900,1e-12
1,2,9,950,1e-12
1,2,9,1000,1e-12
1,2,10,8,1e-12
1,2,10,16,1e-12
1,2,10,24,1e-12
1,2,10,32,1e-12
1,2,10,40,1e-12
1,2,10,48,1e-12
1,2,10,56,1e-12
1,2,10,64,1e-12
1,2,10,72,1e-12
1,2,10,80,1e-12
1,2,10,88,1e-12
1,2,10,96,1e-12
1,2,10,100,1e-12
1,2,10,150,1e-12
1,2,10,200,1e-12
1,2,10,250,1e-12
1,2,10,300,1e-12
1,2,10,350,1e-12
1,2,10,400,1e-12
1,2,10,450,1e-12
1,2,10,500,1e-12
1,2,10,550,1e-12
1,2,10,600,1e-12
1,2,10,650,1e-12
1,2,10,700,1e-12
1,2,10,750,1e-12
1,2,10,800,1e-12
1,2,10,850,1e-12
1,2,10,900,1e-12
1,2,10,950,1e-12
1,2,10,1000,1e-12
1,2,11,8,1e-12
1,2,11,16,1e-12
1,2,11,24,1e-12
1,2,11,32,1e-12
1,2,11,40,1e-12
1,2,11,48,1e-12
1,2,11,56,1e-12
1,2,11,64,1e-12
1,2,11,72,1e-12
1,2,11,80,1e-12
1,2,11,88,1e-12
1,2,11,96,1e-12
1,2,11,100,1e-12
1,2,11,150,1e-12
1,2,11,200,1e-12
1,2,11,250,1e-12
1,2,11,300,1e-12
1,2,11,350,1e-12
1,2,11,400,1e-12
1,2,11,450,1e-12
1,2,11,500,1e-12
1,2,11,550,1e-12
1,2,11,600,1e-12
1,2,11,650,1e-12
1,2,11,700,1e-12
1,2,11,750,1e-12
1,2,11,800,1e-12
1,2,11,850,1e-12
1,2,11,900,1e-12
1,2,11,950,1e-12
1,2,11,1000,1e-12
1,2,12,8,1e-12
1,2,12,16,1e-12
1,2,12,24,1e-12
1,2,12,32,1e-12
1,2,12,40,1e-12
1,2,12,48,1e-12
1,2,12,56,1e-12
1,2,12,64,1e-12
1,2,12,72,1e-12
1,2,12,80,1e-12
1,2,12,88,1e-12
1,2,12,96,1e-12
1,2,12,100,1e-12
1,2,12,150,1e-12
1,2,12,200,1e-12
1,2,12,250,1e-12
1,2,12,300,1e-12
1,2,12,350,1e-12
1,2,12,400,1e-12
1,2,12,450,1e-12
1,2,12,500,1e-12
1,2,12,550,1e-12
1,2,12,600,1e-12
1,2,12,650,1e-12
1,2,12,700,1e-12
1,2,12,750,1e-12
1,2,12,800,1e-12
1,2,12,850,1e-12
1,2,12,900,1e-12
1,2,12,950,1e-12
1,2,12,1000,1e-12
1,2,13,8,1e-12
1,2,13,16,1e-12
1,2,13,24,1e-12
1,2,13,32,1e-12
1,2,13,40,1e-12
1,2,13,48,1e-12
1,2,13,56,1e-12
1,2,13,64,1e-12
1,2,13,72,1e-12
1,2,13,80,1e-12
1,2,13,88,1e-12
1,2,13,96,1e-12
1,2,13,100,1e-12
1,2,13,150,1e-12
1,2,13,200,1e-12
1,2,13,250,1e-12
1,2,13,300,1e-12
1,2,13,350,1e-12
1,2,13,400,1e-12
1,2,13,450,1e-12
1,2,13,500,1e-12
1,2,13,550,1e-12
1,2,13,600,1e-12
1,2,13,650,1e-12
1,2,13,700,1e-12
1,2,13,750,1e-12
1,2,13,800,1e-12
1,2,13,850,1e-12
1,2,13,900,1e-12
1,2,13,950,1e-12
1,2,13,1000,1e-12
1,2,14,8,1e-12
1,2,14,16,1e-12
1,2,14,24,1e-12
1,2,14,32,1e-12
1,2,14,40,1e-12
1,2,14,48,1e-12
1,2,14,56,1e-12
1,2,14,64,1e-12
1,2,14,72,1e-12
1,2,14,80,1e-12
1,2,14,88,1e-12
1,2,14,96,1e-12
1,2,14,100,1e-12
1,2,14,150,1e-12
1,2,14,200,1e-12
1,2,14,250,1e-12
1,2,14,300,1e-12
1,2,14,350,1e-12
