fid,iid,rep,evaluations,raw_y,true_y,x0,x1,x2,x3,x4
1,1.0,11.0,12,21.8400950023,101.32009500230001,-2.899631,0.225576,1.682744,-0.094743,-2.34335
1,1.0,11.0,13,39.8913493194,119.3713493194,-4.740684,-0.838235,2.346866,2.761679,-4.854984
1,1.0,11.0,14,9.0741392183,88.55413921830001,1.935693,0.413556,0.72996,3.06849,-2.082784
1,1.0,11.0,15,17.111733176,96.591733176,-1.047597,-2.352883,2.622587,0.489999,-3.533556
1,1.0,11.0,16,34.3538697572,113.8338697572,-0.278902,2.211697,-0.033734,-1.608565,0.442011
1,1.0,12.0,1,47.9022313419,127.3822313419,0.945972,-1.362852,0.484879,-3.401471,1.506286
1,1.0,12.0,2,84.1619914421,163.6419914421,-3.069443,0.010254,-0.240455,-1.613964,5.0
1,1.0,12.0,3,62.7876307278,142.2676307278,-1.195646,0.944914,2.191912,-2.430338,2.684713
1,1.0,12.0,4,53.4872968721,132.9672968721,-0.2443,2.025031,-1.827738,-2.05906,2.419593
1,1.0,12.0,5,7.5421700307,87.02217003070001,1.003745,0.277692,1.281522,1.054665,-2.30872
1,1.0,12.0,6,77.3165470265,156.7965470265,-4.426667,-3.363513,-3.576189,-4.43707,-1.294862
1,1.0,12.0,7,16.1951392169,95.6751392169,-1.056809,-0.078418,0.429952,-0.768718,-0.507808
1,1.0,12.0,8,6.4066114199,85.8866114199,0.146504,-1.994408,-1.427713,0.070833,-1.355891
1,1.0,12.0,9,16.2591568513,95.73915685130001,1.313424,-0.303509,1.282905,-1.230433,-2.038255
1,1.0,12.0,10,43.9403991433,123.4203991433,-1.689853,-3.157697,5.0,0.661953,-4.022407
1,1.0,12.0,11,31.5494824267,111.0294824267,2.704384,-1.745785,-3.061559,-0.020663,1.311327
1,1.0,12.0,12,4.3884330698,83.8684330698,0.086082,-0.694323,-1.07814,0.898032,-0.959232
1,1.0,12.0,13,15.7420298619,95.22202986190001,0.440053,-2.023877,-1.183111,-0.884659,-0.065019
1,1.0,12.0,14,19.0809488835,98.5609488835,-1.707226,-0.137894,0.931077,-1.046933,-4.299779
1,1.0,12.0,15,25.197552856,104.677552856,-0.164999,-4.153915,2.916413,0.424307,-1.951822
1,1.0,12.0,16,16.3187226236,95.7987226236,-2.395422,-0.960555,-0.988775,-0.848365,-1.456995
1,1.0,13.0,1,40.2099123865,119.6899123865,-1.424781,1.507533,-0.089006,0.903625,2.690203
1,1.0,13.0,2,22.932987844,102.412987844,1.064676,2.700376,1.722423,2.957371,-2.090754
1,1.0,13.0,3,34.787619683,114.267619683,-1.577978,-2.523212,1.125694,-0.486653,1.827481
1,1.0,13.0,4,34.7982107927,114.27821079270001,0.634702,0.254607,4.300766,1.212577,-0.053543
1,1.0,13.0,5,46.8975954775,126.3775954775,-1.968322,2.381411,1.905661,-2.174363,-0.290423
1,1.0,13.0,6,5.6404830022,85.1204830022,0.475716,-3.278187,-0.556269,2.798477,-3.230216
1,1.0,13.0,7,42.9644396475,122.4444396475,0.981744,3.785484,-1.241959,-0.907505,0.434903
1,1.0,13.0,8,29.9542329222,109.43423292220001,1.028658,0.794483,-3.02569,-1.528068,0.20254
1,1.0,13.0,9,23.9373460859,103.41734608590001,-0.566808,2.050477,-1.106238,-0.319683,0.109894
1,1.0,13.0,10,9.4995506028,88.9795506028,0.556544,-1.381781,1.472835,1.20843,-0.677026
1,1.0,13.0,11,15.7933285023,95.2733285023,0.32053,-0.074102,0.456134,1.275051,0.896844
1,1.0,13.0,12,18.1556001773,97.6356001773,3.129692,-2.714462,-2.067911,3.756302,-1.164837
1,1.0,13.0,13,20.4431898466,99.9231898466,-2.477863,0.129129,1.610763,3.299187,-0.681452
1,1.0,13.0,14,27.9157234,107.39572340000001,-0.164558,-1.314654,-1.246074,-0.188315,2.112115
1,1.0,13.0,15,8.9543383386,88.4343383386,-0.797069,-2.621456,1.042922,2.566241,-4.155753
1,1.0,13.0,16,7.7760356868,87.2560356868,2.262411,-1.872894,0.754516,2.843916,-2.237108
1,1.0,14.0,1,17.0531196715,96.5331196715,3.102678,0.158372,0.347953,-0.144673,-4.008659
1,1.0,14.0,2,37.5009790551,116.9809790551,0.289356,-3.002337,0.422219,-1.11641,2.169058
1,1.0,14.0,3,9.6297283002,89.1097283002,-0.372578,0.029323,-2.151139,1.284504,-0.360673
1,1.0,14.0,4,20.8782954049,100.3582954049,1.240601,1.621949,1.555872,-0.474979,-3.783825
1,1.0,14.0,5,25.2091438408,104.6891438408,-2.344244,1.672414,2.018547,2.586199,-1.098662
1,1.0,14.0,6,30.6152346838,110.0952346838,-1.963426,1.829346,1.746141,0.044222,-0.008287
1,1.0,14.0,7,37.821303557,117.30130355700001,-2.698252,-0.416436,2.653081,-1.832521,-0.940026
1,1.0,14.0,8,19.8725175771,99.3525175771,-0.298885,-0.65052,-3.611447,-1.00074,-1.129561
1,1.0,14.0,9,15.9253415699,95.4053415699,2.539763,0.753726,-1.49905,0.687208,-4.896367
1,1.0,14.0,10,33.4193263035,112.8993263035,-0.784096,-0.710302,-0.887502,-3.112837,-0.087699
1,1.0,14.0,11,26.6241008802,106.10410088020001,-2.029073,3.30642,0.210519,1.823157,-1.897959
1,1.0,14.0,12,27.5715930809,107.0515930809,0.886259,-3.247506,0.36347,-2.535865,-3.986508
1,1.0,14.0,13,31.5786867037,111.0586867037,1.286505,4.340336,-0.344714,1.916272,-2.296519
1,1.0,14.0,14,44.6913404751,124.17134047510001,-0.376713,-1.699008,-2.403715,2.207271,3.730185
1,1.0,14.0,15,31.4565963275,110.93659632750001,-1.082623,-0.005799,-0.066775,-3.24856,-1.614833
1,1.0,14.0,16,17.0006256973,96.4806256973,0.751564,-0.141274,0.334381,-0.16887,0.514546
1,1.0,15.0,1,22.8278971328,102.30789713280001,-0.624657,0.678569,-0.311817,-1.003579,0.471138
1,1.0,15.0,2,26.9058815311,106.38588153110001,-3.527211,-2.191724,-2.175531,-0.61034,-0.947497
1,1.0,15.0,3,11.963498623,91.44349862300001,-0.401189,0.710394,1.379035,0.821179,-1.129957
1,1.0,15.0,4,24.6507336821,104.1307336821,1.198781,-0.325873,3.200429,1.363254,0.02976
1,1.0,15.0,5,30.8383022658,110.3183022658,-0.175559,-1.964236,0.243381,-2.274875,0.698005
1,1.0,15.0,6,58.7306799131,138.2106799131,-3.717026,-2.334364,2.849794,2.993131,2.579864
1,1.0,15.0,7,61.2179196873,140.6979196873,-3.623491,-2.996614,-2.900286,-3.387814,0.454528
1,1.0,15.0,8,61.2093053698,140.6893053698,-0.979469,-0.001057,-0.980505,-1.586419,4.097798
1,1.0,15.0,9,33.1112624168,112.5912624168,0.060839,0.735378,1.044296,-2.483171,-0.049662
1,1.0,15.0,10,15.9002160822,95.38021608220001,0.009859,-2.164611,-1.483926,-0.633433,0.093237
1,1.0,15.0,11,61.5857932872,141.0657932872,-0.865464,-0.387046,1.948349,-3.076714,2.569929
1,1.0,15.0,12,18.9907594445,98.4707594445,-1.066478,-0.41034,-0.517461,-0.60505,0.519538
1,1.0,15.0,13,11.2008626312,90.6808626312,0.743807,-1.033062,0.082172,-1.163071,-1.814936
1,1.0,15.0,14,31.2411893311,110.7211893311,3.736206,1.42122,-2.063602,0.812993,0.389489
1,1.0,15.0,15,34.8630460558,114.3430460558,0.455597,1.918577,-0.585573,-3.099402,-2.387324
1,1.0,15.0,16,19.4840363034,98.96403630340001,1.046295,2.155994,0.835942,0.7267,-0.679026
1,1.0,16.0,1,7.0882541982,86.56825419820001,0.255897,-3.056947,-1.188936,0.132661,-2.47099
1,1.0,16.0,2,26.3548136509,105.8348136509,-1.242737,-1.777896,0.99782,-1.573794,0.237487
1,1.0,16.0,3,28.2635191155,107.7435191155,-1.513726,0.986734,-1.678809,-2.030044,-0.685039
