fid,iid,rep,vbs_precisions,selector_precision,selector_switch_budget,static_B8,static_B16,static_B24,static_B32,static_B40,static_B48,static_B56,static_B64,static_B72,static_B80,static_B88,static_B96,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,static_B1000,sbs_precision,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,6,17,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219571616,0.0,0.0,1.7798e-06,0.0
1,6,18,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279792367,0.0,0.0,4.7921e-06,0.0
1,6,19,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157452371,0.0,0.0,1.94744e-05,0.0
1,7,0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1246923352,0.0,0.0,3.8449e-06,0.0
1,7,1,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1806667821,0.0,0.0,6.9873e-06,0.0
1,7,2,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951556531,0.0,0.0,4.7819e-06,0.0
1,7,3,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156026463,0.0,0.0,6.2562e-06,0.0
1,7,4,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050495951,0.0,0.0,2.379e-06,0.0
1,7,5,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434444825,0.0,0.0,1.281e-06,0.0
1,7,6,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083312837,0.0,0.0,1.05915e-05,0.0
1,7,7,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0771758196,0.0,0.0,6.7822e-06,0.0
1,7,8,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367703346,0.0,0.0,8.4196e-06,0.0
1,7,9,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802676322,0.0,0.0,3.7555e-06,0.0
1,7,10,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829648971,0.0,0.0,4.1128e-06,0.0
1,7,11,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195996468,0.0,0.0,9.342e-07,0.0
1,7,12,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396654848,0.0,0.0,1.6658e-06,0.0
1,7,13,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369746892,0.0,0.0,2.249e-06,0.0
1,7,14,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0850325227,0.0,0.0,3.6001e-06,0.0
1,7,15,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172163784,0.0,0.0,2.7331e-06,0.0
1,7,16,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140589248,0.0,0.0,4.8281e-06,0.0
1,7,17,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352098263,0.0,0.0,8.497e-07,0.0
1,7,18,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0644657631,0.0,0.0,1.72829e-05,0.0
1,7,19,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1079341184,0.0,0.0,3.1369e-06,0.0
2,6,0,0.0,0.0,24,1e-10,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0001060972,0.0,0.0,0.0001758196,0.0575404923,1.1873205956,8.0190657196,8.3402993834,8.7768427879,13.0506247564,74.680000461,0.1295405942,1e-10,74.1324935057,8.3669e-06,5.6198048118,2.0861284089,74.680000461
2,6,1,0.0,0.0,24,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,2.04674e-05,3.4e-09,7.88e-08,0.138775332,0.0094783019,13.9888104773,63.8969567523,108.4714168211,393.9130183338,2.0466479051,0.0,34.0838706357,7.526e-07,0.3572416226,4.4098163345,393.9130183338
2,6,2,0.0,1e-10,24,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,2.34e-08,0.0,0.0,0.0,1e-10,4.2e-09,0.0002732855,4.838150314,12.2510855127,12.3235309373,13.4395833052,0.0378858957,0.0,97.4734679527,6.7762e-06,2.5662965061,6.0586626781,13.4395833052
2,6,3,0.0,0.0,24,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.76e-08,0.0001506601,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.1196170405,5.2533400882,13.9650747465,21.8975336621,40.9972096128,8.0430486538,0.0,143.2466244253,1.89793e-05,4.6029356269,9.898779862,40.9972096128
2,6,4,0.0,1e-10,24,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,5.804e-07,0.0,0.0007165095,0.0320087181,4.0435276132,4.3786405085,4.4141808328,4.4370809886,10.400336253,19.5494688591,0.0,370.4324456161,3.6183e-06,0.0213973284,16.4323976293,10.400336253
2,6,5,0.0,1e-10,24,0.0,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,3.4914e-06,9.1e-08,4.58e-08,2.7076204511,0.8631547537,2.3682698239,2.5751659448,4.764964996,174.4722947287,0.207655478,0.0,82.2385973324,1.3408e-06,3.1226040585,0.8347899077,174.4722947287
2,6,6,0.0,0.0,24,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,3e-10,1e-10,2.46793e-05,0.4993341938,0.0013490085,0.0021418177,0.5213625688,0.5010595894,0.2425098992,76.8438166126,279.0780722623,16.5415781885,0.0,103.5155086129,3.8272e-06,23.5787588056,3.2700633016,279.0780722623
2,6,7,0.0,0.0,24,0.0,1e-10,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,1.26632e-05,2.26863e-05,0.0,1e-10,0.0,1e-10,1e-10,1e-10,3.9e-09,0.0066432462,0.0117146959,3.1528818694,3.2358530692,36.5830028728,106.2333868807,0.1248319158,0.0,157.8595537055,1.0093e-06,4.1545097805,19.3626668521,106.2333868807
2,6,8,0.0,1e-10,24,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,4.8069e-06,2.44983e-05,1e-10,0.0,2.46794e-05,0.0019886448,3.26658e-05,0.0010927248,0.0,0.0036310638,0.1135301695,3.1174242438,12.5352114181,12.8608402804,13.1210814929,13.8505890249,0.0,29.6735211983,2.1046e-06,16.1113832755,137.3363001536,13.1210814929
2,6,9,0.0,0.0,24,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,0.0,9.10974e-05,5.7e-09,1e-10,0.0004374497,1.1600539625,2.6330706057,0.8240375809,3.6138827324,3.9912190541,3.9413389897,23.8252513594,0.3851338658,2e-10,78.5967057145,8.0108e-06,4.9088726058,6.5072509633,23.8252513594
2,6,10,0.0,0.0,24,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.000723325,0.2717763404,3.8443683588,0.0358391581,2.412207373,30.0245808569,29.8094247144,68.1271225777,69.0882610016,2.9215669583,1e-10,150.2991672895,1.575e-06,0.1611736078,4.2538135586,69.0882610016
2,6,11,0.0,0.0,24,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,2e-10,0.0,0.0,1e-10,8.002e-07,0.2603881725,0.1227845577,0.2746907347,0.2860255478,0.3098621633,1.6593960191,24.1441228892,1e-10,44.5796673163,2.05246e-05,9.1679951097,2.234880253,1.6593960191
2,6,12,0.0,1.4e-09,24,0.0,0.0,1.4e-09,0.0,1e-10,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,3.8238e-06,0.0001944812,2.48076e-05,0.0485761108,0.0291017128,3.706768633,8.9159439816,0.0906888384,0.0,295.5713351901,5.1262e-06,2.2303327544,20.865146649,8.9159439816
2,6,13,0.0,0.0,24,1e-10,1e-10,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,2.7709e-06,1e-10,0.0,0.027180907,6.92125e-05,7.0763905028,15.2290921062,17.2694037017,178.6240864326,777.3976806429,0.0711780085,1e-10,107.441592881,6.0775e-06,7.6744561799,0.7434795188,777.3976806429
2,6,14,0.0,0.0,24,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,1.34762e-05,1.012e-07,0.0011777873,0.140064731,1.0513801263,2.3735264875,124.2923520423,199.6584588879,27.9890231613,0.0,157.3976135832,2.44275e-05,19.7870191081,1.1739198918,199.6584588879
2,6,15,0.0,0.0,24,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,2.329e-07,12.0414649402,11.0861515313,21.9710812719,12.969732781,11.1374773786,21.6025720833,0.2811062142,0.0,229.2088585794,7.563e-07,5.7528427984,0.1127586902,21.6025720833
2,6,16,0.0,0.0,24,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,0.0,0.0,1e-10,8e-10,0.0,7e-10,1.2877131963,26.3936237484,20.5519344309,26.6536172653,27.8657001355,0.1554991405,0.0,62.279981854,1.34341e-05,0.7309368425,2.2490988339,27.8657001355
2,6,17,0.0,0.0,24,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,4.0572e-06,5.842e-07,3.26659e-05,0.0148632231,0.4330067881,0.4906566471,1.8666447269,1.913905658,2.0250881662,3.0092352803,0.235774849,0.0,85.2587960376,7.183e-07,0.5793131392,29.4356071838,3.0092352803
2,6,18,0.0,1e-10,24,1e-10,0.0,1e-10,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,5.61227e-05,1.41932e-05,2e-10,1.03868e-05,0.0005557223,12.9857943522,13.5844255851,15.6789278169,92.3068416037,11.6251980544,1e-10,169.3727769168,9.3562e-06,0.0376880892,10.4434393198,92.3068416037
2,6,19,0.0,1e-10,24,1e-10,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,1.8e-09,5.1596e-06,0.0048218951,6.9e-09,2.07e-08,0.0061559815,0.0233826672,0.0907444952,1.6468645809,39.6637785911,209.3554410727,0.0113330137,0.0,28.9495457158,1.187e-07,2.144085061,0.7145558682,209.3554410727
2,7,0,0.0,0.0,24,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1.045e-07,0.0,5.3782e-06,0.0003423942,0.0014532558,0.2896156989,1.3994644784,7.1287324122,8.2201540672,8.6414187022,107.2941736766,20.7484677227,1e-10,105.4645850438,1.0272e-06,0.9009648379,78.0172654372,107.2941736766
2,7,1,0.0,1e-10,24,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0011693113,3.39e-08,0.1047420683,3.7247528475,17.9150034197,18.5188183539,18.690239264,1.2845968676,0.0,204.4025027726,4.15e-08,2.6904312351,8.0417843087,18.690239264
2,7,2,0.0,1e-10,24,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,7e-10,0.0,1e-10,3.5e-09,0.0002236787,0.1861719246,0.0004285585,32.6367653225,63.14017245,65.7968855225,65.8556199838,67.0928498514,2.777169333,0.0,171.1909720096,8.88e-08,7.6146024147,9.2827219648,67.0928498514
2,7,3,0.0,1e-10,24,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,1e-10,0.0,2.184e-07,2.2973142159,2.2612449736,7.8509556702,6.5473058528,7.95055265,24.3246143156,72.5912008314,0.0116568528,0.0,116.4530993475,8.58e-08,0.1499444034,0.247822306,72.5912008314
2,7,4,0.0,0.0,24,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,3.996e-07,0.0,0.0,1e-10,1e-10,2.6282015351,6.2128343415,9.2778481663,24.3645215243,17.421563131,12.2985085043,93.4563553441,42.8926162859,0.0,23.8463550792,8.423e-07,0.0849797759,15.5415752609,93.4563553441
2,7,5,0.0,1e-10,24,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,2.424e-07,0.0,4.52914e-05,11.7133956152,2.0909218588,37.8593453751,50.8595442286,52.6705848081,69.536585007,20.0608465017,0.0,161.2758175329,4.5101e-06,56.793943855,13.1250741845,69.536585007
2,7,6,0.0,0.0,24,0.0,2e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29168e-05,2.1379e-05,3.9524e-06,3.9100466652,5.8397e-05,8.3197643149,9.6013693299,6.6633639575,115.8512925598,325.9656576034,9.4834547686,0.0,89.6254184971,4.109e-07,16.9184868571,5.1761003942,325.9656576034
2,7,7,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,4.9823e-06,0.0,0.0,1e-10,0.1855316042,0.3550729961,0.0128380983,0.0556852014,15.9086907708,21.5934151429,21.7075299043,21.8589479572,0.0144975167,1e-10,192.6113881615,6.6e-09,7.6551415245,11.0783863379,21.8589479572
2,7,8,0.0,1e-10,24,0.0,0.0,1e-10,0.0,1e-10,1e-10,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,1.2199e-06,0.0,1e-10,0.0,0.0,1e-10,1.198e-07,5.3663e-06,1e-10,5.3782e-06,0.0001511854,19.0197407086,15.7344973012,19.4665932855,20.0659222267,24.4593147296,36.094583671,0.176617033,0.0,67.5037853948,2.533e-07,8.3653348193,7.3009196277,36.094583671
