fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000
1,1,10,1,2.964568484132215,9.92493154214376,3,0.4789542314801004,95.82913895096222,0.1564383653777115,5.054573536760467,32.31031930406896,0.7278460197785068,0.999999999999988,1.0000010881648584,0.9999999999999972,0.105,0.12,0.8749999999999999,0.2825,0.0929166666666666,3.0403587443946187,0.2829166666666667,0.0520833333333333,5.432000000000001,0.0916814257833955,0.1024674443745218,0.1171704876176686,0.1479195186754921,0.1091783225415558,0.1219640170856742,0.1344629074057629,0.1673631197299704,-2.3151830447433466,-2.287690920205434,-2.250214821632837,-2.171839637674106,-1.982813342615179,-1.954354621438782,-1.926534276333056,-1.8533041545005595,0.704664402404598,0.7657657657657654,0.24231727942376,-0.2752752752752751,0.46,0.9918063399882764,0.9692922233938196,0.9958082179301648,0.1210950554940726,-0.2635492998998029,0.2358466111,18.0,1.064066421,0.4713815502,2.5548044979,-0.2209680468,1.0601680937,-0.1402457644,1.2002706059,6.5270260226,43.8261553749,5.8005308049,15.7844429167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,11,1,3.790870303882391,17.638902575856193,3,0.6202680320931543,98.28401258261913,0.9751668600616954,5.098331298833404,5.228163002289527,0.8107198463148937,0.999999999999992,1.000000403448954,0.9999999999999976,0.105,0.1133333333333333,0.9264705882352944,0.2766666666666666,0.0795833333333333,3.476439790575916,0.3495833333333333,0.0441666666666666,7.915094339622642,0.1118210298887667,0.1077068414763299,0.1168710536364953,0.1651398442947365,0.1412093732475378,0.1335610410951721,0.1379783422841116,0.1874015530594879,-2.3330554604346974,-2.343862550068548,-2.319790132301013,-2.1929983826610893,-1.9623122102387824,-1.9797884321525028,-1.9696950242957625,-1.856764390270945,0.7918254798593956,0.8058058058058054,0.4023505548869293,-0.055055055055055,0.54,1.0043306045745777,0.9665630996797926,0.996923525284906,0.1298158569014443,-0.2830212106160186,0.2393127571,18.0,1.038605291,0.4553544192,1.0920483487,-0.3110872999,0.5325654543,-0.1370307267,0.5130543391,1.1925695959,46.1033975976,5.6744273446,14.8254751574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,12,1,3.8758587118114094,16.537455348658845,3,0.7900665846599424,103.40381024947376,1.49428428401146,4.950228290870574,3.3127754496497195,0.9151555336271812,0.9999999999999912,1.0000002230571805,0.9999999999999976,0.105,0.06625,1.5849056603773586,0.25,0.0729166666666666,3.4285714285714284,0.2658333333333333,0.0845833333333333,3.142857142857144,0.092061210874901,0.0829884053428067,0.1006418419511619,0.1611693071940084,0.1145592367368949,0.1040742363200994,0.1215376906229352,0.193013156121392,-2.4041112164872773,-2.4281348993676333,-2.381390751559397,-2.2211214031861544,-1.9213622016246616,-1.944114128484916,-1.906219305477656,-1.7511211177161612,0.7757828034515241,0.7657657657657654,0.24231727942376,-0.2352352352352351,0.5,0.9995750545297092,0.966854730561886,0.9946151659175826,0.125683530201487,-0.2127523409346865,0.2351205619,18.0,0.9947405839,0.4433045163,1.5741314086,-0.3162798667,0.7461257894,-0.1622931096,0.7395413861,2.4778896914,47.2114527637,5.4515308652,14.1616056869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,13,1,2.064247721506976,4.075217970595678,2,0.3252330828626442,96.628928834361,0.1528261636616301,3.4546834238547053,22.60531404494104,0.7040446440155388,0.999999999999983,1.0000002944608493,0.9999999999999952,0.12375,0.1,1.2374999999999998,0.2879166666666666,0.0666666666666666,4.31875,0.2479166666666666,0.0574999999999999,4.311594202898551,0.0975960006195447,0.1087222626883011,0.121390938149488,0.1792112538660105,0.0949466557937712,0.1295550364165502,0.1317687487591651,0.1969513370725912,-2.724997438150345,-2.69139936494326,-2.6531436522024103,-2.4785431270399103,-2.4639390345674475,-2.369720345154813,-2.363693681326444,-2.186239032108558,0.7574090831330366,0.7657657657657654,0.3842240846055061,0.0250250250250249,0.46,0.9707436027223068,0.9489394689763212,0.9815010267992846,0.136862029632069,-0.3257462441261977,0.28371221,18.0,1.0877594887,0.4780470141,1.63497219,0.1951932876,0.7415220654,0.1248042716,0.7681249437,2.673134062,38.552512652,4.7374641599,13.1898479015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,14,1,2.144010884993888,3.975441554961664,2,0.6022207085186633,101.55498765981528,1.2361756044748708,3.270038110221361,2.6452860729366017,0.7037912183118504,0.9999999999999776,1.0000001372007816,0.9999999999999954,0.1116666666666666,0.0533333333333333,2.09375,0.2958333333333333,0.06,4.9305555555555545,0.2791666666666667,0.0774999999999999,3.6021505376344094,0.0886878475748607,0.0959912180633874,0.1142212928576757,0.1832438006305975,0.1111585871252754,0.1145521250629321,0.1350254700680922,0.2162994135025466,-2.587270933994327,-2.5665362185240324,-2.5147799212835222,-2.3188208004959305,-2.0988987312377576,-2.0908852742041586,-2.042539779458877,-1.850620530100828,0.7987132223452854,0.8458458458458454,0.1459365799155757,-0.2152152152152151,0.6066666666666667,0.9879480597047496,0.9613445360591046,0.9927719336990096,0.1317087680873515,-0.2649009250889803,0.2734225471,18.0,1.0289254328,0.4564091803,0.8759834513,-0.0943284885,0.3748334823,-0.0288958057,0.4115450668,0.7673470069,40.4266937831,5.297625063,14.3854346582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,15,1,2.7486619094112497,7.82089657086782,3,0.7603365424085998,102.81374595500446,0.4789614630523675,4.508770345115021,9.41363907730934,0.9060217041141708,0.9999999999999906,1.0000001858361685,0.9999999999999978,0.105,0.0733333333333333,1.431818181818182,0.2829166666666666,0.0929166666666666,3.044843049327354,0.1841666666666666,0.0375,4.911111111111111,0.0533120749313839,0.0848136417329568,0.1118625480219603,0.1765266725915634,0.065658310211561,0.1036985304960919,0.1320906549242174,0.2093133136193216,-2.7306867996993693,-2.639821678937776,-2.561800095062251,-2.375278785662923,-2.232462485944472,-2.141571363702556,-2.0737328487622566,-1.889221453749208,0.764808185200895,1.0060060060060056,0.431270730351924,-0.1551551551551551,0.5133333333333333,0.969914945272904,0.9476361824291988,0.9865642290796904,0.1257565872169321,-0.2301765090335731,0.2830407763,18.0,1.0184167099,0.4430891911,1.4016237915,-0.1695220342,0.7130967376,-0.118434001,0.658495724,1.9645492529,38.352096628,6.5498340107,16.8015475214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,16,1,4.690638414588854,30.942406482775056,3,0.7436264998842309,101.33590072044548,0.8867424200919115,6.024350506986923,6.793799834637993,0.8836571794990193,0.999999999999989,1.0000002978810094,0.9999999999999964,0.1175,0.12,0.9791666666666669,0.2945833333333333,0.08,3.682291666666667,0.2416666666666667,0.0195833333333333,12.340425531914896,0.0814308386436796,0.105535680703749,0.138694919630311,0.1860891911036253,0.1076115290974436,0.1303120307927678,0.1689680571266242,0.2309131977758156,-2.349435033646433,-2.287781798594628,-2.202970027308854,-2.08174914762121,-1.8008580804939196,-1.7550480064709504,-1.6770393592808943,-1.552032805831584,0.8179584231842302,0.8858858858858855,0.305129701718287,-0.1351351351351351,0.54,1.000647362056465,0.964351564965058,0.994265051892726,0.1262083501175841,-0.2392096645553208,0.2634447857,18.0,1.0400529427,0.4578448654,1.8820931446,0.5070972352,0.8982231957,0.241074978,0.8842246367,3.5422746048,39.8034032536,6.2353505918,16.5796514883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,17,1,2.1075897682512155,4.731945885517138,4,0.642984404617131,99.2707479582337,1.757335901118119,4.797862121587285,2.7301906929316173,0.8504906024125072,0.9999999999999848,1.0000003812409477,0.9999999999999946,0.105,0.0995833333333333,1.0543933054393306,0.3291666666666666,0.0995833333333333,3.3054393305439334,0.11875,0.0587499999999999,2.021276595744681,0.0766935392421423,0.1049729449669433,0.1327497335770635,0.2224540589305526,0.0813769884828999,0.1181898573533753,0.1495473384056373,0.2467117951939168,-3.1851586696199856,-3.087602334703714,-2.991779893492693,-2.6823241258296417,-2.8354085241081446,-2.721782454563208,-2.62499490629212,-2.325088496846925,0.7937773429736406,0.8858858858858855,0.441209286319119,0.065065065065065,0.5,0.9661696842539712,0.9313810093893908,0.9789983288149706,0.144252835318923,-0.2983766255916754,0.3275626807,18.0,1.0949900395,0.4795705041,1.0303699183,0.1710514225,0.4466758962,0.0689232589,0.4840772463,1.0616621686,26.9503730276,7.1465732281,17.7936524962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,18,1,3.55654186438911,17.305631125164737,3,0.7415191872605857,102.38360560990488,1.5582145811607804,5.132836443818177,3.294049809233917,0.8106911278301432,0.9999999999999928,1.000000411739505,0.9999999999999978,0.105,0.0529166666666666,1.9842519685039377,0.25,0.0929166666666666,2.6905829596412554,0.2783333333333334,0.0566666666666666,4.911764705882354,0.0494633859056105,0.0650320037220106,0.087990565413822,0.1404406414814156,0.0570786455612458,0.0784342853727399,0.1083540617532702,0.1687906143605967,-3.0403980629290603,-2.990600091183844,-2.91716455439295,-2.749397098293086,-2.445247172793262,-2.389866289089202,-2.3122763095424506,-2.15554817023289,0.7223228669838888,0.9459459459459456,0.24231727942376,-0.115115115115115,0.46,0.949712843410257,0.9347421590819492,0.9804338651178612,0.1310020363478247,-0.2779038204659388,0.2208721602,18.0,0.976131288,0.4312758154,0.9278859465,-0.082514185,0.4214680724,-0.0278013152,0.4359293355,0.8609723298,50.4523878016,5.9231287398,15.9201200545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,19,1,2.69371325078376,7.7166442567794356,3,0.6142729350970892,100.5324031003222,0.1342881186942741,3.616624096867196,26.9318248854238,0.7976298485031325,0.9999999999999808,1.0000003661931458,0.9999999999999948,0.11125,0.06625,1.6792452830188678,0.27625,0.0595833333333333,4.636363636363636,0.2845833333333333,0.0774999999999999,3.672043010752689,0.0589205853133542,0.0817648062435499,0.1022849955642906,0.157208587582222,0.073270005295019,0.0890161852176864,0.1202603176843256,0.1847669637008732,-2.482511122634381,-2.4222494362537352,-2.3681184060427896,-2.223233260377428,-2.03218082921054,-1.997651802250178,-1.929138073994052,-1.7876846084318083,0.784006387334929,0.8658658658658656,0.2015135733815558,-0.175175175175175,0.5666666666666667,0.9723898550354676,0.948253690940811,0.9890840616715124,0.1265242402144363,-0.279962951218004,0.2168426455,18.0,1.0163262031,0.4423067642,0.5291497193,-0.103432262,0.2310518772,-0.0512079209,0.2485993956,0.2799994254,49.4267044516,6.6936725373,17.645299046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0,1,2.3806865489527937,5.512711456115282,2,0.7709922693494097,459.1065856022705,0.6732481563166361,6.126188877056114,9.099451397791722,0.9062185367015968,0.9999999999999936,1.0000002434379431,0.9999999999999978,0.105,0.0529166666666666,1.9842519685039373,0.2629166666666666,0.0466666666666666,5.63392857142857,0.2716666666666666,0.0783333333333333,3.4680851063829787,0.1022430506541079,0.1050210318680319,0.1167925351311881,0.1588445212715971,0.1015333047802826,0.1174825641798235,0.1370998271717139,0.1779527011784375,-3.844824274989495,-3.83292701302506,-3.782513188289672,-3.602417119702324,-3.370893180532744,-3.3110542905321383,-3.237453679188488,-3.0841806918567185,0.7345000162795262,1.0660660660660657,0.3195247505759213,0.105105105105105,0.4866666666666667,0.9125815766141844,0.895718253641287,0.9571102419360172,0.1663583050505462,-0.2237354984072981,0.3302196366,18.0,1.0850577449,0.4717791049,0.9368084286,-0.2534935439,0.4843421034,-0.140263712,0.4401211995,0.8776100319,29.4849022068,6.3029373596,16.7934681787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,1,2.359958642939157,6.533998491307665,2,0.7982692776070123,448.054594732997,0.1826274767477792,4.656524480159181,25.49739263270965,0.9233484277022072,0.9999999999999896,1.0000004002602794,0.9999999999999942,0.105,0.0395833333333333,2.652631578947368,0.29625,0.06,4.9375,0.1783333333333333,0.0587499999999999,3.035460992907802,0.1372705342579629,0.1459685408879703,0.1846099166068497,0.248698149263953,0.1459164069798615,0.1465702610099666,0.1998149684177681,0.2629293454526168,-3.401283010448406,-3.366991400679443,-3.214649026908849,-2.961983242833905,-3.12461942539118,-3.122227335178309,-2.927434403402879,-2.696533809929119,0.7096716509146096,1.0260260260260257,0.3424915682920325,0.0250250250250249,0.4333333333333333,0.9007986217007088,0.9173857879791186,0.9581120622243824,0.1492379343122281,-0.2389407500302094,0.5828040145,18.0,1.1946507137,0.5262655479,2.3537006864,-0.6956646389,1.0716518002,-0.3261018399,1.1057901891,5.539906921,4.8484628467,5.0523276142,13.6328560107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
