fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,budget,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,10,1,4.708267629845845,26.208972086109764,4,0.5264174459081485,95.06686139130544,0.1798371654820296,5.5638209803086855,30.938104286706263,0.757595292024476,0.99999999999999,1.0000010928872674,0.9999999999999984,0.1077777777777777,0.1771428571428571,0.6084229390681005,0.2583333333333333,0.1,2.583333333333333,0.3075396825396825,0.039047619047619,7.8760162601626,0.006537850946478,0.0079197077994499,0.0107123183727819,0.0155775506066737,0.0150448396797244,0.0176955136853338,0.023539054366705,0.0345592277458328,-1.3021385507518015,-1.3003273402476172,-1.296667043890844,-1.290290146234354,-0.5634704186846144,-0.5619540284448279,-0.5586110718849961,-0.5523066816365151,0.691905224533908,0.6656656656656653,0.0121082975023203,-1.076076076076076,0.5028571428571429,0.9837827014583632,0.9703521640570704,0.9972853471588784,0.1235537588009189,-0.174816138018189,0.0254941436,43.0,0.4335002238,0.1854008154,1.773741741,-0.2290460612,0.2588700141,-0.032115047,0.8333201526,3.1461597639,177.5404006005,4.5769705651,12.222281843,350,0.0,5.32e-08,0.0,0.0,2.518e-06,0.0
1,1,11,1,5.758015854823882,41.683192148654655,4,0.6616198538832765,97.8416035782112,1.0745529174359298,5.235090684023987,4.871877968109588,0.8301250004637107,0.9999999999999932,1.000000400560598,0.9999999999999984,0.1022222222222222,0.0857142857142857,1.1925925925925929,0.2584920634920634,0.0714285714285714,3.618888888888888,0.2765079365079365,0.028015873015873,9.869688385269122,0.0026125289290676,0.0039014194095996,0.0053979400624991,0.0108089084732207,0.0051289172006011,0.0076713509451333,0.0106391103020458,0.0207153494328062,-1.3568599487203912,-1.355106523976201,-1.3530706362242004,-1.345709478666831,-0.6734025081920141,-0.6716816005386702,-0.6696728009773926,-0.6628524552852616,0.6579886870963036,0.7857857857857854,0.006064329395408,-1.036036036036036,0.5085714285714286,0.990851390539659,0.9677771751748028,0.9979180600560849,0.1395069658495685,-0.1887278780183678,0.0125440666,43.0,0.3643934931,0.1567889777,1.8891348245,0.3800153061,0.244715717,0.0443441743,0.8875328825,3.568830385,212.5819954715,4.5631327976,11.9255887196,350,0.0,1.173e-07,0.0,0.0,1.7642e-06,0.0
1,1,12,1,6.016817078745524,41.62615178349276,6,0.8145135744828582,103.37003354271155,1.4635150286568974,4.984132977219981,3.405590567658221,0.92394507074192,0.9999999999999922,1.0000002262609886,0.9999999999999984,0.1022222222222222,0.1085714285714285,0.9415204678362574,0.2527777777777777,0.0657142857142857,3.846618357487922,0.3367460317460317,0.0475396825396825,7.083472454090151,0.003671779868185,0.0046657906461401,0.0059155770144391,0.0110504454810109,0.0071885148723032,0.0089776983937982,0.0116510565184189,0.021115239339336,-1.36516802331105,-1.363806030644907,-1.3620935744969258,-1.3550577823826115,-0.6933129222094037,-0.6920634764946444,-0.690196582566383,-0.6835874323438208,0.6737957273505417,0.7657657657657654,0.0105444279352616,-1.036036036036036,0.5114285714285715,0.988100199343418,0.9682262667867844,0.996423767118292,0.1204402311842154,-0.152530828802886,0.0151938401,43.0,0.3481362683,0.1505764208,0.7925389836,-0.1207856194,0.1104238278,-0.0175423576,0.3723420899,0.6281180406,204.9654983998,6.4701557635,16.9181134551,350,0.0,3.526e-07,0.0,0.0,6.426e-07,0.0
1,1,13,1,3.487212715752173,13.32513125366374,3,0.3483015411520402,94.83324483415184,0.9403116224357504,3.735284629928424,3.972390153226729,0.7652270536275734,0.999999999999987,1.0000002920710978,0.999999999999997,0.1161111111111111,0.1142857142857142,1.0159722222222225,0.2888888888888888,0.04,7.222222222222221,0.3068253968253968,0.0557936507936508,5.499288762446657,0.0030240577192301,0.0039087490964141,0.0052034111418133,0.0104824741152794,0.0057850263537978,0.0071491453186953,0.0096821173736703,0.0183263059584815,-1.5735477204631,-1.5721513937907667,-1.570108001945576,-1.561775947824917,-0.8339472069423973,-0.8328029843840291,-0.8306783282216272,-0.8234275855576448,0.6512668186262791,0.7457457457457454,0.0087688560945874,-0.8758758758758756,0.5,0.9614085529182416,0.9511444194698412,0.9888955050540568,0.1124403151425479,-0.2070918777486328,0.0131490958,43.0,0.3638203897,0.1583439556,1.3338349342,-0.206102028,0.2218667983,-0.0616831111,0.6266478965,1.7791156317,208.1834713973,6.6503257559,17.2417188919,350,0.0,2.09e-06,0.0,0.0,3.2762e-06,0.0
1,1,14,1,3.6403428916074425,13.810516596987526,4,0.6239712868901388,100.91007494241332,1.1331842172605944,3.523619718535284,3.109485346569179,0.7374986871332043,0.9999999999999822,1.000000138279975,0.9999999999999972,0.1022222222222222,0.0828571428571428,1.233716475095786,0.2694444444444444,0.0371428571428571,7.254273504273503,0.3503174603174603,0.0417460317460317,8.391634980988595,0.0012868173819493,0.0014955739910155,0.0020892260883357,0.0055287853563798,0.0022662121130931,0.0026310453630198,0.0036910552568658,0.0091181347422672,-1.4577555571001488,-1.4574508488893791,-1.4565843341993616,-1.4515638370994608,-0.7988387948970042,-0.7985466899715741,-0.7976979896103562,-0.7933527808096097,0.6615650611891346,0.7457457457457454,0.0031805520153329,-1.036036036036036,0.5114285714285715,0.9770161240579828,0.9616365018310988,0.9957087098470206,0.1295830025087369,-0.1692430221141782,0.0054388873,43.0,0.3283981707,0.1408679066,1.1187023628,-0.1103731511,0.1652587883,-0.0106419547,0.5255766396,1.2514949765,250.1178421025,5.5874833159,15.2753913292,350,0.0,2.147e-07,0.0,0.0,6.919e-07,0.0
1,1,15,1,4.439643565232886,22.109469356331022,4,0.7965308198812144,102.61680186014576,0.6100032868714678,4.488895297063857,7.358805097733352,0.9225938161513362,0.9999999999999922,1.000000182996634,0.9999999999999984,0.1022222222222222,0.0914285714285714,1.1180555555555556,0.2556349206349206,0.0856349206349206,2.9851714550509727,0.2826190476190476,0.0503968253968254,5.607874015748032,0.0022253497433267,0.0027921919273878,0.0038315459309766,0.008426665718892,0.0049485851733337,0.0059689762301134,0.0080105669050478,0.0173226141768156,-1.5005605555676034,-1.4997080774830829,-1.498144985435539,-1.49123435135591,-0.6979729029512536,-0.6972571557070067,-0.6958250940579408,-0.6892932138255738,0.6430938128872732,0.8458458458458454,0.0030372635797033,-1.1761761761761762,0.48,0.961026559701315,0.9490333989938412,0.991713883367999,0.1195552486684429,-0.1477276733284993,0.0131872229,43.0,0.3394239957,0.146587074,2.280543371,-0.7325006482,0.2444559214,-0.0793928937,1.0714202108,5.2008780669,213.3042752559,4.6803357912,12.2759812663,350,0.0,2.0282e-06,0.0,0.0,2.0282e-06,0.0
1,1,16,1,6.967523672813678,68.34827860419644,5,0.7602296282679296,100.99920863968794,0.8171577982670545,6.01245281226314,7.3577622645390415,0.8846423179864281,0.9999999999999908,1.000000298382263,0.9999999999999976,0.1077777777777777,0.0942857142857142,1.1430976430976434,0.261111111111111,0.06,4.351851851851851,0.3079365079365079,0.0306349206349206,10.05181347150259,0.002915123181885,0.0042327764724872,0.0059796598835169,0.0130890475784613,0.0058989648688923,0.0086356460723615,0.0120102354860698,0.0256521366966073,-1.3312547634306875,-1.3294955027494286,-1.3271631568116258,-1.3176710800045108,-0.637962508103004,-0.6362062479818048,-0.6340406114417491,-0.6252859464690683,0.6467368772040838,0.7257257257257255,0.0057911226476417,-1.1561561561561562,0.5171428571428571,0.9878522459945416,0.9655943254059444,0.9961481729792608,0.122365603775031,-0.1567416827390217,0.012358992,43.0,0.3537300806,0.153857932,1.2447368803,-0.2068636488,0.2176860663,-0.0384838875,0.5847888129,1.5493699011,211.9203755134,6.467775849,16.9911656367,350,0.0,1.8472e-06,0.0,0.0,3.184e-07,0.0
1,1,17,1,3.525050979565149,14.312861055283438,4,0.719499560943683,99.12078817766108,1.7637439490001658,5.035503986838348,2.8550085116906474,0.887303749470471,0.9999999999999885,1.0000003820659866,0.9999999999999968,0.1022222222222222,0.1057142857142857,0.9669669669669672,0.25,0.0371428571428571,6.730769230769231,0.2966666666666667,0.0417460317460317,7.106463878326997,0.0026260320984629,0.0033005414585759,0.0040019244239584,0.0081878999761773,0.0050649404646207,0.0063211421651165,0.0074675822057462,0.0147738150167599,-1.8512353909502728,-1.849983427655507,-1.8486815840041653,-1.8409119546200896,-0.974410876034134,-0.9731805880995352,-0.97205779758813,-0.964902282616918,0.6276550869686455,0.8058058058058054,0.0079965545258923,-0.8358358358358354,0.4485714285714285,0.9500388848384596,0.935038161356008,0.9884250382640628,0.1270977968765021,-0.2028889092259203,0.0130816238,43.0,0.3705990249,0.1609773076,2.5482823246,-0.303156074,0.3039332063,-0.0484919452,1.197206429,6.4937428058,207.7146222711,6.2713195929,16.8602041825,350,0.0,5.29e-07,0.0,0.0,1.305e-06,0.0
1,1,18,1,5.470619683502494,40.6160232841118,4,0.7710572422441847,101.72400715351311,1.6868032618229745,5.277686480026503,3.1288097429470008,0.8336284576417069,0.999999999999994,1.000000414681634,0.9999999999999986,0.1022222222222222,0.0971428571428571,1.0522875816993464,0.25,0.0799206349206349,3.128103277060576,0.3538888888888888,0.0534126984126984,6.62555720653789,0.0020180130080556,0.0028091756823884,0.004227955021761,0.0093539240071895,0.0044904281919185,0.0059749391428134,0.0093344376825324,0.0189371249256814,-1.6303855595473362,-1.6290930510488884,-1.6267752162810791,-1.6184010112137912,-0.7389645515454838,-0.73786260235267,-0.7353688540230459,-0.7282408005384601,0.6447744293659115,0.8458458458458454,0.0126795284678643,-1.0960960960960962,0.4857142857142857,0.944058171250758,0.9363609749067978,0.9873881695111996,0.1178023348162077,-0.1654905081071911,0.0118707557,43.0,0.3195196551,0.1379161775,0.6526486984,-0.1423524887,0.0691774915,-0.0138518023,0.3066203498,0.4259503236,219.1139064905,5.8721668552,14.6749050263,350,0.0,4.0294e-06,0.0,0.0,1.2626e-06,0.0
1,1,19,1,4.34740394830785,21.58428349338661,6,0.662153545083665,100.72962071644824,0.1241642441803904,3.8748499122987408,31.20745378733362,0.8268380912812894,0.9999999999999843,1.0000003635669883,0.9999999999999966,0.1022222222222222,0.0885714285714285,1.1541218637992834,0.2638888888888888,0.0457142857142857,5.772569444444443,0.3049206349206349,0.0534126984126984,5.708766716196137,0.0022466893928492,0.0026753769550191,0.0036255913535285,0.007802803910713,0.0043550732210788,0.0052904769742645,0.0072616206418563,0.0147882352713725,-1.359601952033934,-1.3590177951685618,-1.3577229727537126,-1.3520308379480133,-0.6796224788576002,-0.6789839767165514,-0.6776384834493009,-0.6725008521970969,0.6397022801186266,0.7657657657657654,0.0034877274748141,-1.2162162162162162,0.56,0.96327924446808,0.9503174744167796,0.9930081323181708,0.1219145562375066,-0.1938042099385474,0.0090826841,43.0,0.3339396658,0.145590594,2.2176003439,0.6028264281,0.2894691393,0.06803208,1.0418489988,4.9177512851,227.0912383917,5.6241277018,14.8733358955,350,0.0,3.0468e-06,0.0,0.0,1.8627e-06,0.0
1,2,0,1,3.931705318424402,16.909559155256805,5,0.7882186194756325,458.4297203519665,1.012784063372997,6.634477025709313,6.550732052016808,0.9157335463320596,0.999999999999995,1.0000002401323165,0.9999999999999986,0.1022222222222222,0.1114285714285714,0.9173789173789176,0.2527777777777777,0.0571428571428571,4.423611111111111,0.3361111111111111,0.0561111111111111,5.99009900990099,0.0025731370876125,0.0037647049375354,0.0051903918215634,0.0096595216773299,0.0045614669749722,0.0070009762713461,0.0095965318062775,0.0175343245964857,-2.211289565699125,-2.2086478666920786,-2.2054871271453216,-2.195579092195316,-1.183125980476991,-1.1802265077999747,-1.1771415667561351,-1.1677071229746605,0.6380385192528047,1.0060060060060056,0.016342878909167,-0.9959959959959956,0.4857142857142857,0.9039841332045864,0.9001333533593069,0.9758961782843952,0.1328301966761941,-0.1345526683201364,0.0190821302,43.0,0.3793999458,0.162853073,1.2967553817,-0.27964822,0.2008167351,-0.0597168646,0.6092275824,1.6815745199,192.7120351806,6.4582687312,16.4730447731,350,0.0,8.478e-07,0.0,0.0,2.027e-06,0.0
1,2,1,1,3.795209823945769,17.493314105817003,5,0.8334734964364523,447.2244641150675,0.6687637579972878,4.876332513218356,7.2915621621321955,0.9415198412432858,0.9999999999999918,1.0000003677756335,0.9999999999999964,0.1022222222222222,0.1171428571428571,0.8726287262872631,0.2555555555555555,0.0742857142857142,3.4401709401709404,0.2595238095238095,0.0531746031746031,4.880597014925374,0.0081513451454066,0.0095456070639664,0.0115821362698219,0.0202344909938033,0.0130204927542756,0.015381462296264,0.0184224728908617,0.0316933503054103,-2.1915522841297586,-2.188471574308417,-2.183971734326839,-2.164853809766844,-1.3454943115424496,-1.3422757329750636,-1.338130092233454,-1.3200386425737938,0.6532965154420701,0.9259259259259256,0.0333828586473176,-0.6756756756756753,0.46,0.9094858545473556,0.9241093990790168,0.9800600776455926,0.1421427141554497,-0.151119022279842,0.0387277987,43.0,0.3923994166,0.1732017155,1.7661492115,0.1998033303,0.2195345253,0.0261429863,0.8297531126,3.1192830372,160.2677272189,6.6001321672,17.6174716094,350,0.0,6.057e-07,0.0,0.0,1.40849e-05,0.0
1,2,2,1,3.264765966140824,12.321721943285729,5,0.8277662281076134,449.3742146720365,0.7772467033530526,5.015397430756918,6.45277414380843,0.934053502552564,0.9999999999999948,1.0000001670636447,0.9999999999999968,0.105,0.1257142857142857,0.8352272727272727,0.261111111111111,0.0514285714285714,5.077160493827161,0.3166666666666666,0.0419047619047619,7.556818181818182,0.0055819152888159,0.0059508141865628,0.0073235203331012,0.0134384197677866,0.009340695718489,0.0102673318165654,0.0121797250859351,0.0218044722895381,-2.543848116649006,-2.542904426283057,-2.539392869122873,-2.523750177533107,-1.4956545923536195,-1.4942555972303326,-1.4913683485431632,-1.4768373212837445,0.6518390166677831,0.9659659659659654,0.0159662602210142,-0.5955955955955953,0.4542857142857143,0.924501268638218,0.916502589430668,0.978370147876853,0.1446365671997658,-0.1360497335049704,0.0309622578,43.0,0.3651062013,0.1584749487,0.9151466032,0.1710811815,0.1319641604,0.0211121069,0.4299442751,0.8374933054,174.1412301728,6.525137695,16.7395996039,350,0.0,4.499e-07,0.0,0.0,1.6313e-06,0.0
