fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,900,950,1000
1,1,10,0.0,0.4339838908902672,0.0842445020567344,0.7272727272727273,0.552260742328187,0.0002021245510318,2.030878130129792e-09,8.455272118256287e-09,0.0035748802988162,0.82369720169554,0.9999999999999932,2.692064189028109e-11,0.9999999999999992,0.4348952438441612,0.0268798454811278,0.2394756730365781,0.508130186386785,0.0167230192817326,0.4763976053954764,0.7271974369592222,0.0278904316744569,0.4133211206979054,8.583042559990778e-07,9.265141506389952e-07,1.159647869764709e-06,3.918015216049155e-06,1.936896298418051e-07,1.539113216532664e-07,1.8144656645529848e-07,1.5354222669694445e-06,0.4704478400742369,0.5075204510745571,0.5777509688071615,0.6513693408931556,0.5510198549081273,0.5978135614558799,0.6693007778113463,0.7269891469857667,0.5416358407595715,0.0326409495548961,1.902301188668946e-09,0.2716627634660421,0.6302697908887227,0.932296410318324,0.9620936070707904,0.9904610844856444,0.1346885229800645,0.8543355364718821,2.999451923443584e-07,0.0030581204046912,0.0051247816053213,0.2254875687248866,0.4447092304522177,0.0033903552641459,0.3968773521324278,1.0,2.5515084467864025e-15,5.3534370754646456e-15,0.0,0.0,0.0,0.0,0.0,6.976888779760792e-08,1e-12,1e-12,1e-12
1,1,11,0.0,0.4758890547460253,0.1317112173020729,0.9090909090909092,0.6704581073706732,0.0002021264999763,4.975683075427854e-09,7.061462207236089e-09,0.0011589560454196,0.8628132298591055,0.9999999999999946,1.5308183052339247e-11,0.999999999999998,0.5718956714203072,0.0121522654720069,0.4581382444757476,0.5599875914484397,0.0207895458283834,0.4572836432008671,0.6624893751498376,0.0401429749793785,0.2974256185176881,6.567494209426515e-07,7.089416458957725e-07,8.873287783932068e-07,1.7745578761185537e-06,1.0728256075046749e-07,8.524979230399365e-08,1.0050126227513097e-07,5.428315195842255e-07,0.463485574925788,0.500009539879633,0.5692007001228075,0.6417289131293187,0.5500449165584554,0.5967558293944566,0.6681165609633668,0.7257026355619789,0.4951245967572643,0.0267062314540059,1.3339056900390587e-09,0.2740046838407494,0.6752364438839848,0.9542674407805426,0.9486261417781576,0.9892735854981208,0.0945035317172206,0.8127186101014647,5.759527761135973e-08,0.0013219163029537,0.0020880795462909,0.237845395018555,0.6931037312445718,0.0035312647480606,0.399716324537226,1.0,1.985223087698274e-15,4.070913779255214e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,12,0.0,0.4712907065946514,0.1159202859696219,0.6363636363636364,0.7386130301466728,0.0002021323846292,9.474643133244529e-09,7.793605045031845e-09,0.0006200894644585,0.8356571453220566,0.999999999999998,2.2873796945628057e-11,0.9999999999999994,0.5011192434417365,0.0366445797676852,0.2236216485776312,0.4872424579272548,0.0486003228852539,0.2223971777192419,0.6585445589869886,0.0526532856750068,0.2422050766264198,7.182642145005406e-07,7.753450527374158e-07,9.70440913524573e-07,3.0823097599029143e-06,1.269435089790389e-07,1.008729442986945e-07,1.1891944786536277e-07,9.527035098815798e-07,0.4623000840677737,0.4987306290126828,0.5677448139790393,0.6400877390405593,0.5501982726099471,0.5969222087481157,0.6683028361467946,0.7259051359506029,0.5350661273136403,0.0415430267062314,2.45126006203334e-09,0.2950819672131146,0.6321141439205955,0.9710571779362792,0.9807541825752232,0.9982379938723552,0.12149769686659,0.8382928795834752,1.201142753655756e-07,0.0025530227450051,0.0039871873924576,0.170758913462757,0.4433918555078817,0.0027291838076468,0.3965656701318446,1.0,1.9766877288212318e-15,4.2262905634014446e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,13,0.0,0.3906667687029742,0.0508239937618214,0.6363636363636364,0.3303720308474012,0.0002021213080126,2.035381569180253e-09,6.22791887524998e-09,0.0026388191052187,0.8093824789633137,0.999999999999988,1.850604469200244e-11,0.9999999999999968,0.5352247289921778,0.0073503769080129,0.5121972095853567,0.5222966160845848,0.0153370495598403,0.5114278678070738,0.6664123967482509,0.0417411328017597,0.2908457726964991,6.379058414293542e-07,6.886005571201626e-07,8.61869372024656e-07,1.723641923438166e-06,8.83324659120308e-08,7.019150475178614e-08,8.274899724553219e-08,4.469472611786118e-07,0.4572404298098407,0.4932722597897265,0.5615311173684038,0.6330817629923562,0.5490495197087544,0.5956759014563225,0.6669074940308385,0.7243893368026046,0.5037599186906037,0.0267062314540059,2.105345242766708e-09,0.2950819672131146,0.6482071314102564,0.9432917831004838,0.9725470280649132,0.99583842638619,0.0844505423943713,0.7944782822422356,9.195108607084084e-08,0.002247562775332,0.0034155172986076,0.1415527661172544,0.6405558098420934,0.0016306670012826,0.3986049568458538,1.0,1.6232217712800493e-15,3.442349403562022e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,14,0.0,0.3705117089366999,0.0375458343724002,0.5454545454545454,0.5839125675689255,0.000202125876196,2.0616937245283865e-08,5.4308660808733635e-09,0.0001239299481081,0.8337103448460053,0.9999999999999826,2.549889548911656e-11,0.999999999999998,0.3986770291003296,0.014673927622931,0.3043631934190062,0.4686296305870795,0.033339425507935,0.2859502526103001,0.6291436915633241,0.0494569700302446,0.2435136078688325,5.70559975954722e-07,6.159026799825898e-07,7.708789232540027e-07,3.259610515997631e-06,1.1996365509096818e-07,9.532655269405849e-08,1.1238078844727993e-07,1.1698313865504005e-06,0.4569263444695244,0.4929334236425182,0.5611453931834925,0.6326473325865284,0.5504995647520109,0.5972490872206091,0.6686688031137479,0.7263027532969788,0.5207172111097298,0.0385756676557864,1.2052609368708416e-09,0.2810304449648712,0.6307980409104001,0.9285683840519532,0.9544507641265054,0.9888189229265104,0.1136849803498655,0.814039769111661,1.770138631657059e-07,0.0025645531730617,0.0040572500899261,0.2193118235940538,0.702793760123486,0.0033249288405059,0.3994335458514055,1.0,1.847649256421428e-15,3.896031726744481e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,15,0.0,0.4071189701333613,0.0603920400401019,0.5454545454545454,0.8121709299782498,0.0002021290038815,1.0298985021944166e-08,7.596851199360597e-09,0.0005448523679709,0.945736673006134,0.999999999999996,1.4469194139815796e-11,0.9999999999999994,0.4055937020548806,0.0366445797676852,0.1844056051860704,0.3890597937078301,0.0486003228852539,0.1831192844548371,0.6977965695355577,0.0448858949683805,0.2879350364469751,6.339477162571252e-07,6.843278776403179e-07,8.565215814339004e-07,2.9345123218729265e-06,1.9616690332585125e-07,1.5587983404258505e-07,1.83767252225714e-07,1.635269899346025e-06,0.4601920538006886,0.4964564800403737,0.5651559689991345,0.6371689490963371,0.5514034077929693,0.5982296864177151,0.669766663462961,0.7274951777826053,0.5452510950676381,0.0474777448071216,1.4762814719093915e-09,0.2459016393442622,0.6100038127919167,0.9612337523508392,0.9737938829115904,0.9928101479888444,0.1485137613022058,0.8803956720599841,2.708021582450751e-07,0.0009365047297001,0.001407419374238,0.1017400668626637,0.5376250021735098,0.0014794166035182,0.3978340183101318,1.0,1.8141909451851613e-15,3.651632458146539e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,16,0.0,0.5164467087808944,0.1952073064795868,0.5454545454545454,0.7599079481793598,0.0002021284229988,1.0596561323952346e-08,8.135367611725836e-09,0.000569699079031,0.884508432299714,0.9999999999999948,2.7393701957961928e-11,0.9999999999999986,0.5190774415855529,0.003688601550554,0.5814293241036338,0.5057001783729286,0.0111791403941637,0.5807691722667461,0.6918030643157596,0.0386994775914214,0.3176450498751801,7.549004451925447e-07,8.148927841216731e-07,1.0199398255726526e-06,2.748500300458729e-06,8.070423222043991e-08,6.412989200405338e-08,7.560294191676597e-08,4.831658755749474e-07,0.4656419422414067,0.5023358349956495,0.5718489072131115,0.6447148256303928,0.54869253199858,0.5952885976368426,0.6664738759861156,0.7239184004081262,0.4685859205483917,0.0237388724035608,4.7388796097176524e-09,0.2693208430913348,0.6199702295207914,0.9770578932948198,0.978071161408434,0.9971229012807517,0.1391807434241871,0.8433874764885169,2.197277478079857e-07,0.0017879509982459,0.0029584641157664,0.1855571266672438,0.7017113701702539,0.0026832412355896,0.3992572932433011,1.0,1.7645034980995944e-15,3.748213854082476e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,17,0.0,0.3795459510009047,0.0459185715895296,0.6363636363636364,0.7249352753569018,0.0002021263163017,2.1083885633660026e-08,6.402617589586403e-09,0.0001579950912011,0.8988564297771665,0.9999999999999928,3.813659429214005e-11,0.9999999999999988,0.5377650343318494,0.0366445797676852,0.2386658232015133,0.5249075821420262,0.0486003228852539,0.2374650793743861,0.605605561972844,0.0463293923563376,0.2468755350762693,5.557247991496051e-07,5.998885438052351e-07,7.508352370443712e-07,1.5015861268211862e-06,1.1824916159617737e-07,9.39641671086004e-08,1.1077466757186803e-07,5.983206555640862e-07,0.4427653430606392,0.4776564955529542,0.5437544486699161,0.6130392746206642,0.5498673514981642,0.5965631851546215,0.667900880109208,0.7254683611884376,0.5075224564979158,0.0623145400593472,2.105345242766708e-09,0.2927400468384075,0.5550920910075838,0.9488392588528872,0.9662234367102768,0.994449038887715,0.1472746129204422,0.8330704758693287,1.639990745492907e-07,0.0020950907191837,0.003291754659882,0.0513935399854285,0.5781947937866276,0.0006553758133728,0.3981908325756336,1.0,1.890475465987653e-15,4.097511263813544e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,18,0.0,0.4339235977235759,0.1010641506143029,0.7272727272727273,0.8142236783616326,0.0002021279176998,2.0005756798829e-08,7.008040979402767e-09,0.000198690990788,0.8969576401528901,0.9999999999999956,1.2516185990732974e-11,0.9999999999999988,0.4534319273623582,0.0097915604796523,0.4017328961374616,0.4382286792647933,0.0181089890036248,0.4007893347503227,0.6252206699649107,0.0277701402254604,0.360585944103036,5.523005640047046e-07,5.961921828764724e-07,7.462087809087959e-07,2.2416165161399096e-06,1.22057786493067e-07,9.69906094227325e-08,1.143425504317878e-07,9.263874750665312e-07,0.4470211056332171,0.4822476241681054,0.5489808961947513,0.6189321166309922,0.5503816067292151,0.5971211119669376,0.6685255244356693,0.7261470094311895,0.5510025900076603,0.0534124629080119,1.3339056900390587e-09,0.2646370023419203,0.6049457657478357,0.953977980168806,0.9768896235299565,0.9968092423910104,0.0907936478948425,0.828419810477307,1.123122611093583e-07,0.001229083267311,0.0019401652411131,0.21072076152784,0.7388400237219286,0.0034639346640847,0.4001461932060257,1.0,1.874414321570127e-15,3.677549956816008e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,1,19,0.0,0.4132232198479142,0.0685849064011915,0.8181818181818182,0.6872641201550712,0.0002021260266347,2.2037529727742413e-08,5.387803789957467e-09,0.0001067192753112,0.8479366896618975,0.9999999999999905,4.046334099760181e-11,0.9999999999999984,0.4306446339193642,0.0122327440512916,0.3525451656358274,0.4148075381950727,0.0208809284474092,0.3515240274557766,0.6232155700368328,0.0496803684355237,0.240585604204792,7.040831840306655e-07,7.600370482516544e-07,9.51281039085506e-07,2.822446092679982e-06,1.4154999169677024e-07,1.1247967338185585e-07,1.3260265919312268e-07,9.609084813612216e-07,0.4625421708324849,0.498991792894328,0.5680421176351156,0.6404228819191492,0.5504694610935297,0.5972164270993281,0.6686322374585233,0.7262628856022778,0.471911217230078,0.0326409495548961,1.2679528467864342e-09,0.2435597189695549,0.5963878326996195,0.9405180539349572,0.9656431862690162,0.99149833871019,0.1210231766092772,0.8121936094385448,2.408017599418121e-07,0.0009380158209482,0.0014072683441935,0.193495166671196,0.6948761346978347,0.0017070865797316,0.3987117841506807,1.0,1.815981881688411e-15,3.611747271231281e-15,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12,1e-12
1,2,0,0.0,0.40932618330284,0.0623166028274314,0.6363636363636364,0.8692408149019353,0.0002024028855541,1.051708047014398e-08,7.566079246102218e-09,0.0005286450740919,0.938549180481841,0.9999999999999984,2.3138837756107343e-11,0.9999999999999994,0.4736537639276642,0.0195562947662097,0.3094320991278448,0.4590130031279891,0.0291967467787626,0.3083429648561229,0.6840441993766753,0.0416895793236183,0.2982097760012758,4.32875815644029e-07,4.672766863968817e-07,5.848549788442368e-07,1.7671154517213418e-06,4.343816373422444e-08,3.4517207740992205e-08,4.069245043803031e-08,3.217392116521548e-07,0.430455766545458,0.4643768898382469,0.5286372153627559,0.5959954173768035,0.5464005456725702,0.5928019712545889,0.6636898960313695,0.7208944884370596,0.5183692121393164,0.0623145400593472,1.2679528467864342e-09,0.3185011709601872,0.6124322525435009,0.9233251170107238,0.9442779736844412,0.9915382547958812,0.130502915255256,0.880278533384411,2.4528210031061e-07,0.002989685018862,0.0050383167296459,0.2100102047046599,0.4868409200338149,0.0032225977282265,0.3971196797599651,1.0,1.7524243655187202e-15,3.6981760570797186e-15,0.0,0.0,0.0,2.22261983367377e-08,0.0,2.0544643510933435e-08,1e-12,1e-12,1e-12
