fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,950,1000
1,1,10,0.0,0.4342014920835169,0.0842547127562393,0.7499999999999999,0.5525472482928538,0.0002622253997434,2.019012793830313e-09,8.45119304080642e-09,0.0007072248739718,0.8237723776531698,0.9999999999999934,1.5671377688380658e-11,0.9999999999999992,0.6013655598535788,0.0379527595666526,0.2382072815440853,0.5984676132946315,0.0418546331756912,0.2245471024903458,0.7119084962319727,0.0551666285365666,0.2983901686013165,7.943690174669015e-07,9.123149192564824e-07,1.1491156495171609e-06,3.360969707039584e-06,1.9692931281292602e-07,1.5232776439982356e-07,1.877066690037689e-07,1.4536116954816751e-06,0.4607846422528712,0.515060755769686,0.5867914509362762,0.6641549743246141,0.5405817036742339,0.610498645206241,0.6810389986969285,0.750731902786257,0.5503744807438284,0.0383480825958702,1.902301188668946e-09,0.2735849056603774,0.6274889673433364,0.9382208138689976,0.962087168429806,0.9903578864342624,0.1284748176507195,0.82338345511151,5.1127908312876106e-11,0.0023671117993796,0.0042924696671742,0.1578006703513254,0.3136340394634849,0.0041643365299943,0.3202737476231508,1.0,2.511122232056316e-16,5.220464357377847e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,11,0.0,0.4759661378616577,0.1315952189591491,0.8333333333333333,0.6709518571851725,0.0002622273497276,4.978761249249194e-09,7.0546935903603995e-09,0.0002266108747729,0.8630258948597339,0.9999999999999946,8.910509862510713e-12,0.999999999999998,0.7435810898517617,0.0222369461105687,0.4617571027113968,0.7417170053084389,0.023428236544778,0.4365637933214113,0.6517730767759458,0.039029970258522,0.3487073912247996,6.272847750623747e-07,7.204224312986831e-07,9.074154906325522e-07,1.8409782140096672e-06,1.1225815767699293e-07,8.683336142458129e-08,1.0700085500255258e-07,6.355233224888284e-07,0.4537643083078765,0.5072134922632773,0.5778513267136031,0.6540359055308829,0.539751450551424,0.6095610100565336,0.6799930240522444,0.7495787825892711,0.5047499662302093,0.0324483775811209,1.3339056900390587e-09,0.2759433962264151,0.6722652757078988,0.9600430747655452,0.9486174260850608,0.989158840730985,0.0898983834247595,0.8024937741759134,2.249393826820036e-11,0.0017324284705124,0.0031639351359361,0.396950149122229,0.393152977542274,0.006162033803125,0.3224395371000717,1.0,3.485312191221316e-16,7.322995860344178e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,12,0.0,0.4714433942938835,0.1159072491860576,0.6666666666666666,0.7387351405745177,0.0002622332321132,9.547226722345676e-09,7.790846206081118e-09,0.0001200009724028,0.8357140487579207,0.999999999999998,1.3315397422901734e-11,0.9999999999999996,0.6662945559334355,0.0356976798251732,0.2766521500893299,0.6638686226824613,0.0392106088070543,0.2610085667216128,0.6421139206610305,0.0477846411957599,0.3002680619113998,6.80398872370093e-07,7.814227753845989e-07,9.84249102070349e-07,1.996859402088201e-06,1.348638814916033e-07,1.0431922638867937e-07,1.2854790179334996e-07,7.635003444105982e-07,0.4528935434417263,0.5062401594545616,0.5767424412769391,0.652780815789143,0.5400195887498854,0.6098638283091236,0.68033083158245,0.7499511600629759,0.543930017842571,0.0471976401179941,2.45126006203334e-09,0.2971698113207546,0.6293255131964811,0.976998517627984,0.9807509124372672,0.9982175938155416,0.1157835137079561,0.8404213289161939,2.8327317916966182e-11,0.0024158299300815,0.0041683010305697,0.334486406475468,0.6089785636463223,0.0066911292308359,0.327475337059147,1.0,2.844632038498657e-16,6.012895161347991e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,13,0.0,0.3909723328279244,0.0508651653930547,0.5833333333333333,0.3304966692741173,0.0002622221379277,2.1258149586214033e-09,6.218970593103942e-09,0.0004956197158116,0.8093965492795133,0.9999999999999882,1.0770257461486382e-11,0.9999999999999972,0.7108439990653965,0.0200516111033616,0.4824611389302833,0.7087419262048589,0.0208659861256864,0.4561996902461041,0.660628897134769,0.0463051933196064,0.3150243634659816,6.051551370162957e-07,6.950070405882504e-07,8.75403273592681e-07,1.77603134594213e-06,8.700736495383585e-08,6.730149615830801e-08,8.293261384502126e-08,4.925718611520776e-07,0.4480735100446477,0.5008523712848074,0.570604314848062,0.6458333897885246,0.5389079450373676,0.6086084084977769,0.6789303536977284,0.7484073625745815,0.5132206571207363,0.0324483775811209,2.105345242766708e-09,0.2971698113207546,0.6453503787878789,0.9492385435901824,0.9725423707845248,0.9957998229449868,0.0802319705625048,0.7984308265379213,3.305552679207786e-11,0.0026374832532923,0.0045700877916918,0.4355652565820216,0.4260275703566174,0.0073492760363484,0.3216146509326058,1.0,2.73406853188971e-16,5.857977928518805e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,14,0.0,0.370885776333755,0.0376106358436954,0.4999999999999999,0.5848597394344689,0.0002622267267517,2.065516704574092e-08,5.4273342641768014e-09,2.3897074235980568e-05,0.8342047099317615,0.9999999999999828,1.4840027264765434e-11,0.999999999999998,0.5545055686803917,0.0212140233412377,0.366446968019587,0.551266964776026,0.0222288852847777,0.346170791642842,0.6206151256646647,0.0361015785861358,0.3503437934397251,5.357043157793733e-07,6.152443371395358e-07,7.749373392468823e-07,2.7613190653538003e-06,1.3315531711390678e-07,1.0299762632685957e-07,1.2691935333839965e-07,1.1919062579247286e-06,0.4480228760030513,0.5007957730275288,0.5705398343510778,0.6457607094534357,0.5403692439797759,0.610258706720077,0.6807713364053755,0.7504368992535199,0.5298546614498771,0.0442477876106195,1.2052609368708416e-09,0.2830188679245283,0.6280149812734082,0.9344434264031164,0.9544430335859554,0.9887095266338912,0.1083440863624024,0.8160898562257743,2.968846895677106e-11,0.001844128247275,0.003379756461026,0.1236090921489457,0.4561596554923254,0.0021558742604037,0.3241729517125559,1.0,2.704801904307195e-16,5.608828397490487e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,15,0.0,0.4074081246736765,0.0604440193204889,0.4999999999999999,0.8124627514293964,0.0002622298539152,1.0359288474364897e-08,7.586298104786272e-09,0.0001054837182701,0.9458183859283747,0.999999999999996,8.419481637485932e-12,0.9999999999999996,0.5670188738025391,0.0323731808248477,0.2601427901050999,0.5638712376768391,0.0353127172120534,0.245350939024494,0.6953062239394053,0.0419278578509875,0.3532195337906944,5.933179940362074e-07,6.814123485689879e-07,8.582799392922486e-07,1.7412912674183154e-06,2.214334522073832e-07,1.7128208216583933e-07,2.110632242917417e-07,1.2535937358060605e-06,0.451142490949673,0.5042828493855025,0.5745125435367413,0.6502569105358906,0.540955049999096,0.6109202788352963,0.6815093501822325,0.7512502837936816,0.5539208108020104,0.0530973451327434,1.4762814719093915e-09,0.2476415094339622,0.6073087754872142,0.96714592304678,0.9737894302912912,0.9927344733482796,0.1418151787990831,0.8714032230468728,4.1654891159728304e-11,0.0005447328132318,0.0014165515356328,0.1430382871529761,0.3452306650299507,0.0034275136573024,0.3218767335579644,1.0,3.6348537132017644e-16,7.649210823770188e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,16,0.0,0.5164489949864982,0.1949634617481271,0.4999999999999999,0.7600232062189901,0.0002622292732326,1.0584315117772113e-08,8.123723766864525e-09,0.0001112256210556,0.884473929975932,0.9999999999999948,1.5943387885949956e-11,0.9999999999999988,0.6882577429320599,0.0134026131027107,0.6432826577834541,0.6859914751183288,0.0130702029356846,0.6087242866140697,0.6897785088558203,0.0245252802562342,0.4834343803803508,7.135161304803636e-07,8.1945720018532e-07,1.0321557534210818e-06,2.0940531378722086e-06,8.657250268318752e-08,6.696512369773574e-08,8.251811715515392e-08,4.901099900436754e-07,0.4561472986077936,0.5098771764929994,0.5808859728528901,0.6574706636341981,0.5388922091240735,0.6085906373566491,0.6789105291817292,0.7483855092926824,0.4787172456733503,0.0294985250737464,4.7388796097176524e-09,0.2712264150943396,0.6172330041992965,0.9829517687372896,0.978067417314244,0.997091866330968,0.1331629934092436,0.838174041078455,4.4201589029453096e-11,0.0013379100452661,0.002757677079748,0.1956139949070049,0.3405471019993988,0.0037518831853549,0.3214900146876279,1.0,2.7767816843231372e-16,6.099508874977197e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,17,0.0,0.3798735881668578,0.0459497212913626,0.5833333333333333,0.7257526955214649,0.000262227170604,2.109495313945717e-08,6.391713840342475e-09,3.0549006353090744e-05,0.8991598152436486,0.999999999999993,2.2189274926482337e-11,0.9999999999999988,0.7087671019496873,0.0401962151857535,0.263303881943885,0.7066499307026491,0.0444850285527373,0.2483489473770513,0.6006273669714242,0.0389689620986807,0.3237909634393007,5.23644513534952e-07,6.013939259717477e-07,7.574919112601038e-07,1.5368109981749175e-06,1.3003961203540784e-07,1.0058758191875373e-07,1.239495637548716e-07,7.361888704221821e-07,0.4346235880597076,0.4858181745096362,0.5534763585039971,0.6264471469958712,0.5398312425983058,0.6096511221268986,0.6800935481642204,0.7496895939582221,0.5169114627416145,0.0678466076696165,2.105345242766708e-09,0.294811320754717,0.5526294959841695,0.9547143452343644,0.9662177012183798,0.9943991786199546,0.1405124190031023,0.8186093212176198,4.199823670442877e-11,0.0021200337808399,0.0037331567637719,0.2547112434020834,0.3698283254197487,0.0057948922417097,0.323381043067639,1.0,2.557006565031554e-16,5.312719052372988e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,18,0.0,0.4340791906333074,0.1009483854813504,0.6666666666666666,0.8146708799582928,0.0002622287705428,2.002219899720781e-08,6.996978922138957e-09,3.8476212402065854e-05,0.8972091949823955,0.9999999999999958,7.286157435856463e-12,0.9999999999999988,0.611776006646071,0.0267122332263914,0.3298788632618825,0.6089537407494576,0.0286753983072792,0.3114892673177134,0.6170383688458743,0.0318157553572789,0.3765890590506998,5.24025922726633e-07,6.018319658351625e-07,7.580436488800175e-07,1.5379303717679369e-06,1.3081358580939228e-07,1.0118626219144193e-07,1.246872905916524e-07,7.40570542048908e-07,0.4385182354177681,0.4901715748354183,0.5584360415414957,0.6320607542242007,0.5402030266841875,0.6100709914624631,0.6805619314999112,0.7502059098709072,0.5595626544033778,0.0589970501474927,1.3339056900390587e-09,0.2665094339622642,0.6022721392449725,0.9599240944350114,0.9768857046115828,0.9967779687454292,0.0862709222192313,0.8318929954803239,2.1560003440503684e-11,0.0007669909007585,0.0018766162904548,0.2479563591161192,0.3596067196424823,0.0041349177106972,0.3225438918686515,1.0,3.801446129090822e-16,7.322593208940945e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,1,19,0.0,0.4134651051490001,0.0685947681454511,0.7499999999999999,0.6877873051104731,0.0002622268738368,2.2070287507581566e-08,5.382152070655181e-09,2.053561509920343e-05,0.8482021230372234,0.9999999999999908,2.354245925539466e-11,0.9999999999999984,0.5918897167631559,0.0211791509741014,0.3894759524113285,0.5889228838157998,0.0221879983100049,0.3680116906354789,0.6240388661489614,0.0594829558453442,0.2499015209674235,6.66747639930224e-07,7.657446424926027e-07,9.645015483680756e-07,1.956795267718477e-06,1.4322173723843237e-07,1.107841526249279e-07,1.365143403079737e-07,8.108163913066336e-07,0.4531833998689389,0.5065641582530782,0.5771115622455889,0.6531986046119516,0.5402463583033443,0.6101199274412615,0.6806165218094276,0.7502660867459878,0.4819791461013018,0.0383480825958702,1.2679528467864342e-09,0.2452830188679244,0.5937504320774283,0.9464287036322684,0.965637354116656,0.9914156523395924,0.1153188558703098,0.8087149171786402,4.26132882654189e-11,0.000821605210562,0.0017571012952471,0.1585864286391504,0.3924829489528622,0.0024611949134464,0.323164299802295,1.0,2.7806870022645913e-16,5.668982664169366e-16,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,1e-12
1,2,0,0.0,0.4095930335528525,0.0623553806026191,0.6666666666666666,0.8694548555448037,0.000262503585948,1.0546425445991956e-08,7.562874698396526e-09,0.0001028304597629,0.9386389406539702,0.9999999999999986,1.3466122260243768e-11,0.9999999999999996,0.6436823385861524,0.0256893104570605,0.3574803084364114,0.6410920216521536,0.0274760470472789,0.3376667298515747,0.687999693967331,0.0418668496911461,0.3501151378569894,4.049907359025306e-07,4.6512273565595787e-07,5.858501304835446e-07,1.1885815682329673e-06,4.506492321116553e-08,3.4858391102637235e-08,4.29544312324604e-08,2.5512453009669786e-07,0.4233367764505253,0.4732018822451357,0.5391030397054034,0.6101787351451894,0.5367064759173571,0.6061222090831557,0.6761568852008042,0.7453500678136977,0.5275514267073647,0.0678466076696165,1.2679528467864342e-09,0.320754716981132,0.6097269356107428,0.9291295819730933,0.9442685156044314,0.991464377212294,0.1245486201591955,0.8765634755649515,5.633400526165484e-11,0.0028150023523722,0.0049583874809936,0.2762626222467174,0.4689725722004725,0.0092488944225738,0.3256083789867681,1.0,3.0269346821230423e-16,6.040059529725358e-16,0.0,0.0,0.0,0.0,0.0,2.38473324692964e-17,1e-12,1e-12
