fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_4,mean_std_x_last_4,BFGS,DE,MLSL,Non-elitist,PSO,Same,switch
1,1,10,0.0,0.4398210847577031,0.0233170991199183,0.3333333333333333,0.5078480912031844,4.396298326614574e-07,5.1066416557118655e-09,5.6309733075472446e-09,7.137911838126482e-05,0.9999999999999832,2.830310919850086e-12,0.4761904761904762,0.0,0.4761904761904762,0.375,0.2758620689655172,0.3333333333333333,0.0,0.1345520690918234,0.1943100224189063,0.2000731429484481,0.0,0.1336441252877095,0.2066753984886785,0.1820281474251104,0.6645498006299171,0.1713718892448112,0.2684759285182169,0.2269385210519707,0.6707956024740378,0.1810719623994191,0.2921799454758687,0.2570320923857209,0.4693209993243505,0.0793269230769231,5.1408140204098006e-08,0.1018766756032171,0.2857142857142856,0.709609757381646,0.828838303301402,0.926053896685476,0.230187618314355,0.4283689051542401,0.3534157124621472,0.3550386087916024,0.3793034489243005,0.4439732895374821,0.3404377601379836,0.4432892202980252,0.3291991132181639,0.706345716907621,0.1828589219870555,0.2004968397896628,2.3553769718225272e-08,0.4526615358941465,2.5284710635772307e-08,0.3849026088847509,4.861185938581506e-09,0.3298008533580399,1e-12,0.0846801135265394,1e-12,1e-12,0.000136819671796,1e-12,True
1,1,11,0.0,0.4313016509023587,0.0581227012516227,0.0,0.4666037376494402,4.438654471063497e-07,1.88606923113888e-09,4.749189388068751e-09,0.0002056468915383,0.9999999999999758,2.9214756876760656e-12,0.6666666666666665,0.0,0.6666666666666665,0.46875,0.5517241379310346,0.2205882352941176,0.0,0.2559191322677486,0.4107005275146247,0.3182576931735841,0.0,0.2540182430169482,0.3993463185415699,0.2959291402974655,0.5026918640977778,0.2673290816069593,0.443875704441091,0.3056876821346293,0.50515874672258,0.2733413625483825,0.4391434283021339,0.3236084098069149,0.8156091510402184,0.0721153846153846,1.1012910916980495e-07,0.1286863270777479,0.4761904761904761,0.8581266519971871,0.7670633613565743,0.839051580949821,0.4213824983488147,0.4478327200498878,0.4814122539872717,0.473827433213275,0.4787417643982898,0.5364922538459623,0.4235286353065896,0.5603831669266991,0.4160268486279115,0.4650178261629887,0.3427479299020396,0.3165038522454232,2.6118804061059496e-08,0.6287061417990706,2.7277563499665828e-08,0.6274977755624964,3.7792159884015535e-09,0.4926779427627368,1e-12,0.018820936472815,1e-12,1e-12,9.911749021396044e-05,1e-12,True
1,1,12,0.0,0.4970449476451113,0.0577005366266543,0.0,0.7794676086210717,4.425257410792344e-07,1.66034978758727e-09,5.7203410181111745e-09,0.0002873814363738,0.9999999999999922,9.593997260557514e-13,0.6190476190476191,0.0,0.6190476190476191,0.40625,0.3103448275862069,0.325,0.0,0.224211209988323,0.2804692402249971,0.1859023818931249,0.0,0.2181955040984131,0.2857810681796961,0.2145547645172754,0.638133628479173,0.2524263582661474,0.3418720021730884,0.2061752891050915,0.6105706289856472,0.2513410712365775,0.3506166621444299,0.2711518047719476,0.7188565399305831,0.0817307692307691,8.779759766445625e-08,0.1072386058981232,0.3809523809523809,0.7998413962333586,0.9002824987541507,0.9612104021285424,0.1774475262760644,0.5725243711056014,0.3044737927884592,0.2175633953749578,0.2366395010466231,0.476830562553493,0.3016957268522492,0.4604788687983517,0.2903594714170927,0.4810411549029876,0.5215095088250438,0.5108864713594371,1.3021870276952884e-08,0.2505468098155886,1.9592202857345103e-08,0.4026961629830785,5.8421585320476756e-09,0.3541803541645185,1e-12,0.0281243136601863,1e-12,1e-12,8.528081127952102e-05,1e-12,True
1,1,13,0.0,0.4422321690599335,0.0271808321644988,0.0,0.7211355394522009,4.409020282563847e-07,5.69986887221628e-10,4.712202400107516e-09,0.0007449894645199,0.999999999999964,7.415929925607747e-13,0.6190476190476191,0.0,0.6190476190476191,0.46875,0.4137931034482759,0.2884615384615384,0.0,0.3172148813524718,0.3201287748113742,0.3749163135843991,0.0,0.3110093872526236,0.3094179263546694,0.4056492784021412,0.7027144503895886,0.3466274152245563,0.3893038987468449,0.4017039072378232,0.6732116325870998,0.345247680619911,0.382974092666783,0.4570704365511469,0.8053683034817203,0.0649038461538461,8.288732736460074e-08,0.1340482573726542,0.6190476190476192,0.8029734358419729,0.7281311118118392,0.8571164621317423,0.3966425976865958,0.5582982750071079,0.2959307804546535,0.2906991336928257,0.3112224013228388,0.3898385192006699,0.3384261226188961,0.3995654809747417,0.3260367559723353,0.5352067576296458,0.4692828312934111,0.4556203029544142,1.7472258572927582e-08,0.39962921054353,1.9937786904624244e-08,0.5021369077929367,4.5315308054982015e-09,0.2817103521322908,1e-12,0.0642680338008023,1e-12,1e-12,0.0001886476449193,1e-12,True
1,1,14,0.0,0.4372574546942431,0.0240292932790893,0.0,0.4457524122678472,4.4259548069191524e-07,3.9169442560849343e-10,6.606213065239895e-09,0.0015075585654805,0.9999999999999812,3.598560497929294e-12,0.5238095238095237,0.0,0.5238095238095237,0.46875,0.3793103448275862,0.3125,0.0,0.1799555937350887,0.184121449395723,0.2697373727161192,0.0,0.1785791579380961,0.1890584364377931,0.3059439026493,0.5308299088539683,0.1945862557465057,0.2289257011756155,0.262315698997182,0.5384330597060432,0.202880030367742,0.2466505510396708,0.3401850093166024,0.5343155073771557,0.0769230769230769,2.1202364554819218e-07,0.1233243967828417,0.5714285714285713,0.8517762108448153,0.8978506499407262,0.9534532887131278,0.2436292642828097,0.3660425900832696,0.3820936513204808,0.2761980940507325,0.2673694206002288,0.2981012439540578,0.4380692281463786,0.3008284421413754,0.4312730460877778,0.5652814556782859,0.3720800684149467,0.3733573817878891,1.8090488709837845e-08,0.3545152087059348,3.1345064864581724e-08,0.6206604849209032,4.320569118883658e-09,0.4673544510354319,1e-12,0.0382331399397887,1e-12,1e-12,4.904620220260648e-05,1e-12,True
1,1,15,0.0,0.5151507921146841,0.0590474302265597,0.3333333333333333,0.8083492443669336,4.4220451082722315e-07,2.8203068995632404e-09,7.807568441177862e-09,0.0002194697051138,0.9999999999999968,1.1098896646443692e-12,0.7142857142857142,0.0,0.7142857142857142,0.40625,0.517241379310345,0.203125,0.0,0.2160439863151527,0.227477179812477,0.3216000123211768,0.0,0.2123960375313046,0.2008861396336633,0.3365776052096974,0.6573386774967931,0.2471477056220251,0.2971201111712084,0.3418899260426492,0.6424623636327786,0.2500845210719027,0.2808038515457432,0.3895094040979364,0.53421626904451,0.0625,1.1329273792415749e-07,0.1233243967828417,0.1904761904761903,0.649617862142474,0.779068573211199,0.7602725763061927,0.3787025501639507,0.64335140163301,0.2451387294928989,0.2653935849040145,0.29030218703355,0.389080897166605,0.5286152505353193,0.3691238918831244,0.5190414680221251,0.7228937411191845,0.3015287993260905,0.3039273217787687,1.5662994305455834e-08,0.4489387598123359,1.5526540536865453e-08,0.342343116036639,6.101587262469621e-09,0.3315800250388299,1e-12,0.0380836610534648,1e-12,1e-12,0.0003359199084089,1e-12,True
1,1,16,0.0,0.5319806768076991,0.0740702057577801,0.3333333333333333,0.6940082111355402,4.424583019011595e-07,6.688436785462561e-09,7.869628156655125e-09,7.569407063090974e-05,0.9999999999999998,1.8819544989230608e-12,0.6190476190476191,0.0,0.6190476190476191,0.46875,0.517241379310345,0.234375,0.0,0.0909862501358188,0.3189861087375771,0.2661460811530383,0.0,0.0932968983021616,0.3887746637926918,0.3550479777125273,0.743902453644838,0.1450143845305886,0.3952837358997617,0.3090225963510439,0.7763242326793036,0.1635984443637351,0.4671769233609377,0.4311284811069014,0.6567671753032225,0.0793269230769231,1.1978455227097688e-07,0.1394101876675602,0.4285714285714287,0.7699716525874356,0.8479386608118435,0.9500961109205084,0.28634015024365,0.582352062843695,0.2509437505642401,0.265081258381759,0.2892621805411508,0.4605483173193684,0.4723476114340391,0.4538692819757988,0.4623029854953325,0.7927913463911616,0.2021177932574286,0.1903722412085314,1.512614821989222e-08,0.4197136341373789,1.7253455348811283e-08,0.2169863763047639,5.974144517300588e-09,0.2650629570513878,1e-12,0.0743318302178435,1e-12,1e-12,9.882664457798744e-05,1e-12,True
1,1,17,0.0,0.5231918828703392,0.0907081822032939,0.0,0.7957674101148136,4.438009641837647e-07,4.0013092447202806e-09,6.973916813295663e-09,0.0001280105536155,0.9999999999999912,7.762754045663067e-13,0.3333333333333333,0.0,0.3333333333333333,0.375,0.5517241379310346,0.1764705882352941,0.0,0.1166417897198165,0.225143281088062,0.1319681268828276,0.0,0.1182943557185795,0.2592848831665489,0.166543911283675,0.6386709692769261,0.1500203098791177,0.2910843464281964,0.1540101429976312,0.6683930146172905,0.1664582028053847,0.3379828407070164,0.2425623544751534,0.6524351903914769,0.0649038461538461,1.61962616304237e-07,0.1313672922252011,0.5714285714285713,0.8236176849552661,0.8912022353994571,0.9689500660080068,0.2852962793304855,0.568962998524053,0.3134038060500118,0.2461416777651131,0.2624581871817479,0.4222402541426623,0.4456819326426232,0.4029224182148757,0.4425897922232498,0.5817179840626832,0.3994785011147675,0.4231064669053618,1.9667497564741972e-08,0.2041316788398329,2.9446958371031505e-08,0.4180286939718241,6.932202963067301e-09,0.3675281369527088,1e-12,0.010174116814968,1e-12,1e-12,0.0004531711226136,1e-12,True
1,1,18,0.0,0.4823357068301389,0.0408058766175936,0.0,0.5833597750160928,4.430126766776353e-07,3.571255760117174e-09,8.07709666661785e-09,0.0001733168368418,0.9999999999999774,1.309385120453957e-12,0.6666666666666665,0.0,0.6666666666666665,0.53125,0.5517241379310346,0.25,0.0,0.3218176593705289,0.3818469174954693,0.1220182168557211,0.0,0.3220291305051181,0.3948787254365596,0.1503152349534819,0.5761519789941723,0.3401998342869421,0.4262397437850437,0.125597956801948,0.5822574962301736,0.3477987656810476,0.4455197290524055,0.2042882814767673,0.7188565399305831,0.0745192307692307,7.378312436301523e-08,0.1045576407506702,0.4761904761904761,0.867190136856224,0.6170630486193769,0.8102550583898557,0.6881691752204271,0.4764891230085519,0.2056002543182639,0.2268647577481335,0.2468597378297659,0.1621385274348249,0.5603114105205914,0.1595313041036592,0.5603748476994173,0.6381663721458075,0.4586105873169993,0.4666296199669587,2.5799383798860746e-08,0.5028145022957403,2.1104163442035824e-08,0.4748783909838363,5.556674167689876e-09,0.4246811586046766,1e-12,0.0599131030074299,1e-12,1e-12,0.0001534749061972,1e-12,True
1,1,19,0.0,0.4769857417610952,0.0429291230105856,0.0,0.7252376612556932,4.402787884734799e-07,1.0743594751240374e-09,4.518132018520389e-09,0.0003657478075663,0.9999999999999948,1.8006958995763164e-12,0.4761904761904762,0.0,0.4761904761904762,0.40625,0.4827586206896552,0.2166666666666666,0.0,0.1893488116830966,0.2431037958990521,0.1642116666112369,0.0,0.1855181952622129,0.2261985450172999,0.1812974504021662,0.64268294450748,0.2198529578111551,0.3084135854935029,0.1864124993785773,0.627762234535012,0.2227466267448505,0.30027967407808,0.2450906917720972,0.5830378946740247,0.0745192307692307,4.9852614450041707e-08,0.1152815013404825,0.5714285714285713,0.8189656311220921,0.7631227469852409,0.911462127402107,0.3339709949570273,0.503553397983779,0.3137701162921277,0.2957241593319324,0.3068117886588961,0.3238671687280069,0.4112883389567708,0.3337824463945344,0.3998619993971744,0.6683472658802008,0.3078051743508462,0.3119372759821609,1.2598471158954435e-08,0.3669776509041212,9.904690377384735e-09,0.4068305104839724,4.573912905588581e-09,0.353035061008256,1e-12,0.0147348648930716,1e-12,1e-12,0.0001430075827548,1e-12,True
1,2,0,0.0,0.4533330016232105,0.0276822132575532,0.0,0.8020859275256369,5.980517726388352e-07,4.233921461951274e-09,8.438968323763609e-09,0.0001486726686864,0.9999999999999916,1.703428233954381e-12,0.4285714285714285,0.0,0.4285714285714285,0.15625,0.3103448275862069,0.125,0.0,0.2672110456192208,0.1438820163950223,0.2848500385731218,0.0,0.2692419055938345,0.0917979417976023,0.3499988087273169,0.3209192641920158,0.2590965601196123,0.1390041833857579,0.2298165445836651,0.3557755843170129,0.272453475200889,0.1063946177768729,0.3476966491644707,0.6784829074668455,0.0937499999999999,1.5338537472919806e-07,0.1340482573726542,0.4285714285714287,0.8226409752063095,0.5849667773373799,0.8210646563633569,0.6421750843773194,0.5882578538007733,0.5704358095638834,0.5805233858534731,0.5882564261820935,0.6608085156709461,0.4366120460183147,0.6666270884242972,0.4190252295542311,0.4142709415375369,0.3096657120854041,0.293794151303394,3.1232604461307165e-08,0.4867175502909192,3.5608398371843194e-08,0.5634086178106708,9.188220055821442e-09,0.6804969913707746,1e-12,0.0691820749280881,1e-12,1e-12,0.0001186603412979,1e-12,True
1,2,1,0.0,0.4269546009828165,0.0179825584364759,0.0,0.7475801063506315,5.971813212616824e-07,9.555621438126372e-09,1.1724968630412378e-08,7.807542271651056e-05,0.9999999999999714,2.465864056980992e-12,0.6666666666666665,0.0,0.6666666666666665,0.21875,0.3103448275862069,0.175,0.0,0.2941782246834868,0.2047035171216904,0.2951078863915632,0.0,0.2926090686731084,0.2266688122095203,0.2972350425843646,0.6159547271239725,0.3169569925394059,0.2673347868512778,0.3071623429686541,0.6124895183623709,0.3223558870373563,0.2974852372482334,0.3475594349673166,0.923487986496041,0.0985576923076923,1.5338537472919806e-07,0.1447721179624664,0.7619047619047618,0.7082125609255487,0.7022088572976593,0.828038121566422,0.3627170740244205,0.5395241710838958,0.4270945745108016,0.5255641998469667,0.5434577420382265,0.4224749292321057,0.4214788139156167,0.428564243602447,0.4134709626315055,0.5837551203281954,0.2382513002449445,0.2401288664252124,5.532456578015956e-08,0.6174804103794117,6.336428679610411e-08,0.6304000293464538,7.32913154014094e-09,0.36976605461181,1e-12,0.0656565250612895,1e-12,1e-12,0.0001916979497241,1e-12,True
