fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,8,16,24,32,40,48,56,64,72,80,88,96,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000
1,1,10,1,0.0262124913709779,-1.6773886034872671,1,0.8109365558636528,97.1004053561564,0.2116273469505705,11.950190199449718,56.46808114189943,1.0,85.31019109270981,0.0,0.0,0.0,0.5652817365790241,0.0,0.0,0.0,0.5742836335458185,-5.942324353190346,-5.942324353190346,-5.942324353190346,-2.5832369235030805,-5.849178408493274,-5.849178408493274,-5.849178408493274,-2.490090978806009,0.7043823975884861,0.8858858858858855,0.4213321743847289,0.7857857857857854,0.5,1.031140076793445,0.9848559516715716,0.9926679708119084,0.0516377837121753,-0.9075352340644812,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,11,1,0.6009358722356799,-1.480484663046136,1,0.9704375624075204,98.6027579634144,1.2201841030254923,8.438057994357102,6.915397417024709,1.0,6.6040029590465785,0.0,0.0,0.0,0.2648339727944957,0.0,0.0,0.0,0.2581513064940582,-5.560025145507388,-5.560025145507388,-5.560025145507388,-4.087541597385372,-5.703955436521904,-5.703955436521904,-5.703955436521904,-4.231471888399888,0.7043823975884861,0.8658658658658656,3.511927530450728,0.5455455455455454,0.5,1.008601179124912,0.9783970154826012,0.9907646214985042,0.0620854769567578,-0.5927676393228998,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,12,1,-0.0985427900055515,-1.857091835866566,1,0.7716703078738136,101.20946231154018,0.0825987464121218,7.448137851325952,90.1725289408617,1.0,122.90780279658335,0.0,0.0,0.0,0.6488413843156575,0.0,0.0,0.0,0.6533127586581967,-5.99152959689459,-5.99152959689459,-5.99152959689459,-2.1039772390772704,-5.950522634521557,-5.950522634521557,-5.950522634521557,-2.062970276704238,0.6666666666666666,0.9459459459459456,2.543345761304648,0.3253253253253251,0.5,1.0210875818427994,0.973733255664506,0.9897201725551932,0.0450270546614449,-0.6113655965588027,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,13,1,-0.8203023505896612,-0.5835459664633222,1,0.9632496587342768,110.38871502938484,0.8308127909687956,3.0147555646740023,3.628682174185777,1.0,10.084387697905958,0.0,0.0,0.0,1.0465362910697489,0.0,0.0,0.0,1.0537867265718155,-6.237087556336802,-6.237087556336802,-6.237087556336802,0.2902509219491973,-6.194174128118666,-6.194174128118666,-6.194174128118666,0.3331643501673333,0.6666666666666666,0.5655655655655653,0.8412497049736118,0.4054054054054052,0.5,0.7114973015372191,0.8310076185315397,0.2560847405168087,0.2319543011982432,-0.4792696506879479,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,14,1,0.0341782723123971,-1.5621595909228552,1,0.7300519100299541,104.69490156220569,1.0201356180964802,2.9497423971326246,2.89151985756236,1.0,58.267988077227365,0.0,0.0,0.0,1.0171721601318202,0.0,0.0,0.0,0.9999657400393164,-5.706307699804258,-5.706307699804258,-5.706307699804258,0.0979896295824778,-5.804496191198034,-5.804496191198034,-5.804496191198034,-0.000198861811298,0.6666666666666666,0.5655655655655653,1.9287915080207776,0.1451451451451451,0.3333333333333333,0.6751195989835419,0.8240626815593874,0.3869019496462038,0.262205854955293,-0.659410232100223,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,15,1,0.2315979205777435,-1.9094928835271887,2,0.7064817123127738,98.03558522293729,2.411631273833293,7.949994527790259,3.296521576100531,1.0,2.681739206243686,0.0,0.0,0.0,0.5152070912610764,0.0,0.0,0.0,0.4978065338308103,-5.758878489582218,-5.758878489582218,-5.758878489582218,-2.791863454038582,-5.960176964153781,-5.960176964153781,-5.960176964153781,-2.993161928610146,0.7420981285103057,1.0260260260260257,2.2671001465003933,0.6456456456456453,0.5,0.940837797971545,0.9521303811926936,0.8995836014783289,0.1110130991143631,-0.7475332680177998,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,16,1,1.1465229108394743,-0.0055243639782722,2,0.8975878411071021,96.9579827074504,2.970636406324542,12.055185449643655,4.058115434113018,1.0,12.340344486937491,0.0,0.0,0.0,0.6540986993808571,0.0,0.0,0.0,0.6845423337674726,-6.204484865551436,-6.204484865551436,-6.204484865551436,-2.146139384666029,-5.928552962604584,-5.928552962604584,-5.928552962604584,-1.870207481719178,0.6666666666666666,0.7257257257257255,4.322659083856284,-0.3353353353353351,0.3333333333333333,1.0821465186841326,0.9549321822787232,0.963124572994493,0.1012906300368677,-0.6082487137909276,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,17,1,0.7007635569882232,-1.2236681445867137,1,-0.0297022740383554,114.67485099808944,0.1349379552803906,7.974444467053965,59.09711949083329,1.0,22.82756017051002,0.0,0.0,0.0,0.7722969405084026,0.0,0.0,0.0,0.7650002303420691,-6.345118771304308,-6.345118771304308,-6.345118771304308,-1.4448029570635563,-6.405639658499946,-6.405639658499946,-6.405639658499946,-1.5053238442591947,0.8710490642551527,0.9259259259259256,1.216424293857368,-0.2152152152152151,1.0,0.7321619963517658,0.8896167608324683,0.225310539446765,0.1870301217803083,-0.7007244491601595,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,18,1,0.2683580410237812,-1.656709091836453,1,0.8747270754682619,102.87561626209528,3.2754281670293324,11.007443401572347,3.360612060546457,1.0,9.821271697088733,0.0,0.0,0.0,0.8441273840966237,0.0,0.0,0.0,0.8656215572540407,-6.099401618102468,-6.099401618102468,-6.099401618102468,-0.950729685658918,-5.947947910142595,-5.947947910142595,-5.947947910142595,-0.799275977699045,0.7043823975884861,0.8258258258258254,1.2738113231864785,0.5255255255255253,0.5,0.8771689372046193,0.9653911919448864,0.9722070778761336,0.064232194833237,-0.7674059975750064,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,19,1,-0.1783049242145582,-1.745330728312014,1,0.7820454394972913,100.61998198228136,1.073593986739186,7.8548417299038515,7.316398775445145,1.0,10.997078714135334,0.0,0.0,0.0,0.7921445201791917,0.0,0.0,0.0,0.7909909945784463,-5.427015651251496,-5.427015651251496,-5.427015651251496,-1.1280349421859164,-5.434930028952724,-5.434930028952724,-5.434930028952724,-1.1359493198871444,0.7043823975884862,0.8858858858858855,2.989446772280588,0.7657657657657654,0.3333333333333333,1.1989189573210717,0.9189986059551596,0.8761410655805291,0.2196199759881108,-0.6302606914273682,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0,1,-0.8872825572613455,-0.7553289883704823,1,0.7405530137455777,467.84509872422046,3.890875246991218,10.271813579708173,2.639975051282171,1.0,3.700902709394542,0.0,0.0,0.0,0.6987643773063739,0.0,0.0,0.0,0.710346703590129,-6.299542627525439,-6.299542627525439,-6.299542627525439,-1.8976466460876669,-6.1968274916887225,-6.1968274916887225,-6.1968274916887225,-1.7949315102509509,0.8333333333333333,1.0860860860860857,6.854111821930196,0.8058058058058054,0.8333333333333334,1.1784311111709715,0.9148214778973548,0.9453825713546108,0.1607390819492932,-0.5139167727264972,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,1,0.3037327370543034,-1.5317733028688618,1,0.4895938032059401,472.6573160512982,3.5838997410049984,12.935694800380093,3.6093908131349286,1.0,3.96358141491857,0.0,0.0,0.0,0.8387454870548513,0.0,0.0,0.0,0.8638407726329782,-5.818391650973609,-5.818391650973609,-5.818391650973609,-0.9382419118018692,-5.64936258368205,-5.64936258368205,-5.64936258368205,-0.7692128445103101,0.7043823975884861,0.9459459459459456,7.870661695791888,0.7857857857857854,0.6666666666666666,0.8824801661829921,0.9194654469545526,0.8911074103888802,0.1514493089618765,-0.5879916201695318,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,1,0.794490059240679,-0.0429803369852619,2,0.8991650300495693,463.9606218031837,2.932496593523197,9.68704387355419,3.3033436065874024,1.0,8.372009913132269,0.0,0.0,0.0,1.2073463308041394,0.0,0.0,0.0,1.242342773474116,-6.04859672050288,-6.04859672050288,-6.04859672050288,1.254154336510223,-5.878209470798081,-5.878209470798081,-5.878209470798081,1.424541586215022,0.6666666666666666,1.0660660660660657,1.679674872092653,-0.2152152152152151,0.6666666666666666,0.9128124362030648,0.8463521596322303,0.5930760869481687,0.2582188103315893,-0.4964647564029862,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,1,0.4583906861131905,-1.167126243445181,1,0.7991151990818202,472.24267822178433,0.6883375258524177,9.18603413645883,13.34524675969555,1.0,5.771320172134456,0.0,0.0,0.0,0.7579830035304357,0.0,0.0,0.0,0.818432380337781,-6.1504791669496015,-6.1504791669496015,-6.1504791669496015,-1.4885204948337707,-5.696205067291889,-5.696205067291889,-5.696205067291889,-1.0342463951760583,0.6666666666666666,1.0460460460460457,7.689283720758305,0.6256256256256253,0.3333333333333333,1.0676030751414285,0.904705226322582,0.8471043756262118,0.149051398998383,-0.5552746396989646,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,1,0.3650619318715792,-1.3667427866550714,1,0.8590837698247407,463.54246503130736,1.6273644304083843,11.063356770446806,6.798327752358747,1.0,11.86755127146014,0.0,0.0,0.0,0.8184811071813783,0.0,0.0,0.0,0.8034501240920682,-6.55466044265513,-6.55466044265513,-6.55466044265513,-1.1897947063527754,-6.677285341594631,-6.677285341594631,-6.677285341594631,-1.312419605292277,0.8333333333333333,0.9659659659659654,2.214855233726359,0.7257257257257255,0.6666666666666666,0.9263841485121224,0.96459682554165,0.9781585428237866,0.0558089252329755,-0.4752558914638951,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,5,1,0.3594943759754771,-1.504859504931631,1,0.9254337438165764,461.50523549002463,3.0141137975730032,10.667955516507554,3.539334024182334,1.0,11.44461632694322,0.0,0.0,0.0,1.0620922754922024,0.0,0.0,0.0,1.0505758036434394,-5.607669719475743,-5.607669719475743,-5.607669719475743,0.3481929730909687,-5.669141314611986,-5.669141314611986,-5.669141314611986,0.2867213779547262,0.7420981285103057,1.0660660660660657,1.9287915080207776,0.5255255255255253,0.8333333333333334,0.9798951980290652,0.8513328817657164,0.7171227715472754,0.2605017317838911,-0.4120891019766154,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,6,1,0.1544543094561521,-1.860192743199633,1,0.8740582861748616,469.5258982484106,4.045154703878615,10.040514805107014,2.482108977310526,1.0,4.096610793605425,0.0,0.0,0.0,0.6982251899229828,0.0,0.0,0.0,0.6351116503718315,-6.77559596667836,-6.77559596667836,-6.77559596667836,-2.044704186002966,-7.448913553869863,-7.448913553869863,-7.448913553869863,-2.7180217731944696,0.6666666666666666,1.0260260260260257,0.6838332040565495,-0.055055055055055,0.5,1.023230209769618,0.9834631433450736,0.9621805081645972,0.0464741153666496,-0.6459578030884898,2.0,0.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
