fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sp1000
1,1,10,1,7.953234873291371,76.15488320201256,10,0.547988347217792,94.80076002840522,0.1807598879408833,5.775191366501796,31.949518404163577,0.7719422364603404,0.999999999999991,1.0000010938318749,0.9999999999999986,0.3002850877192983,0.023125,12.985301090564253,0.3002850877192983,0.023125,12.985301090564253,0.3953947368421053,0.047938596491228,8.247941445562672,5.555903063509312e-06,5.555903063509312e-06,5.555903063509312e-06,5.555903063509312e-06,9.990394052029638e-05,9.990394052029638e-05,9.990394052029638e-05,9.990394052029638e-05,-0.5377960708863221,-0.5377960708863221,-0.5377960708863221,-0.5377960708863221,-0.0264803067464751,-0.0264803067464751,-0.0264803067464751,-0.0264803067464751,0.5402175827960776,0.6056056056056053,1.4459729217920196e-05,-2.3373373373373374,0.3923076923076923,0.9815954734775592,0.9703253443263758,0.9977127068273716,0.3082775294104178,-0.0882775094447356,0.0
1,1,11,1,9.546512838654431,115.50145178872926,8,0.6808014073045725,97.72311694241075,1.121138634133489,5.284914210238901,4.713881093147352,0.8404897714910532,0.999999999999994,1.0000003996943718,0.9999999999999986,0.3328399122807017,0.0210197368421052,15.834637454355764,0.3328399122807017,0.0210197368421052,15.834637454355764,0.3953728070175438,0.0469627192982456,8.418865281344852,5.683552309867934e-06,5.683552309867934e-06,5.683552309867934e-06,5.683552309867934e-06,0.0001431746714087,0.0001431746714087,0.0001431746714087,0.0001431746714087,-0.5660782227749676,-0.5660782227749676,-0.5660782227749676,-0.5660782227749676,-0.0220836889011409,-0.0220836889011409,-0.0220836889011409,-0.0220836889011409,0.5608166400438277,0.6256256256256253,1.3497255833064206e-05,-2.3373373373373374,0.446524064171123,0.9871351606262276,0.9678042386773024,0.9982126812850746,0.3028739366001731,-0.0989556509768199,0.0
1,1,12,1,10.0305063149767,117.6585139190674,10,0.8249503754364905,103.3736287785584,1.447741068996816,4.996687722982919,3.4513683627454714,0.9281538608530058,0.9999999999999928,1.0000002276392186,0.9999999999999986,0.2887499999999999,0.0220723684210526,13.081967213114751,0.2887499999999999,0.0220723684210526,13.081967213114751,0.4152960526315789,0.0563925438596491,7.364378767256464,5.37886525208721e-06,5.37886525208721e-06,5.37886525208721e-06,5.37886525208721e-06,0.0001085676137673,0.0001085676137673,0.0001085676137673,0.0001085676137673,-0.5652492877455545,-0.5652492877455545,-0.5652492877455545,-0.5652492877455545,-0.0225594329893411,-0.0225594329893411,-0.0225594329893411,-0.0225594329893411,0.5638990773144799,0.6456456456456453,1.3808297652180924e-05,-2.577577577577577,0.4543114543114543,0.9849290867376528,0.9682658876360084,0.9969614688854612,0.259401755587705,-0.0765521153977675,0.0
1,1,13,1,6.067626812598738,42.27595416582346,9,0.3685443005274453,94.13744511751656,1.3583217763651203,3.817735806082909,2.8106269607921623,0.7891606506834011,0.9999999999999885,1.000000291444464,0.9999999999999976,0.3159978070175439,0.0283771929824561,11.13562596599691,0.3159978070175439,0.0283771929824561,11.13562596599691,0.4006907894736842,0.0448903508771929,8.925989252564728,5.155264121835163e-06,5.155264121835163e-06,5.155264121835163e-06,5.155264121835163e-06,0.0001247641904878,0.0001247641904878,0.0001247641904878,0.0001247641904878,-0.656590571715172,-0.656590571715172,-0.656590571715172,-0.656590571715172,-0.0253428736944555,-0.0253428736944555,-0.0253428736944555,-0.0253428736944555,0.5559375231170919,0.6256256256256253,1.09657929126781e-05,-2.437437437437437,0.4242819843342036,0.959511465657363,0.951160220626972,0.9909285628194346,0.2833896022687236,-0.0982194479665934,0.0
1,1,14,1,6.322785962017845,44.14856203338898,7,0.6375069842936403,100.68955825021575,0.973875205784808,3.6370549599282658,3.7346211694518967,0.754839490361663,0.999999999999984,1.000000138564805,0.9999999999999978,0.3506140350877193,0.0398903508771929,8.789444749862563,0.3506140350877193,0.0398903508771929,8.789444749862563,0.4225986842105264,0.0533114035087719,7.926984779925958,5.236162839536822e-06,5.236162839536822e-06,5.236162839536822e-06,5.236162839536822e-06,0.0001822588124717,0.0001822588124717,0.0001822588124717,0.0001822588124717,-0.6059023089282427,-0.6059023089282427,-0.6059023089282427,-0.6059023089282427,-0.0145138062945573,-0.0145138062945573,-0.0145138062945573,-0.0145138062945573,0.5739048228798231,0.5655655655655653,1.7387624002162504e-05,-2.497497497497497,0.4579945799457994,0.9742367537286156,0.961641379213704,0.9964605600358304,0.3066552556042236,-0.0839568115433414,0.0
1,1,15,1,7.549716415627264,65.85981116547279,8,0.8107412913618623,102.5448519028388,0.6608132516810405,4.482052216227319,6.782630652193252,0.9291214885813952,0.9999999999999928,1.0000001823408065,0.9999999999999988,0.3370942982456141,0.025219298245614,13.366521739130436,0.3370942982456141,0.025219298245614,13.366521739130436,0.4113157894736842,0.0490570175438596,8.384443451050513,5.206649573192e-06,5.206649573192e-06,5.206649573192e-06,5.206649573192e-06,0.0001614808094522,0.0001614808094522,0.0001614808094522,0.0001614808094522,-0.6265473945061457,-0.6265473945061457,-0.6265473945061457,-0.6265473945061457,-0.0185750589675025,-0.0185750589675025,-0.0185750589675025,-0.0185750589675025,0.5461652334840758,0.6856856856856854,2.189476762856621e-05,-2.497497497497497,0.4245660881174899,0.9589685176164296,0.949045656421897,0.9931164707739876,0.2902972308501583,-0.0778524776619392,0.0
1,1,16,1,11.42094292323284,183.19914562507088,7,0.7679648490870521,100.86743456239768,0.8084360166374954,6.013259604077659,7.438139172829578,0.887120547152516,0.9999999999999912,1.0000002985885466,0.999999999999998,0.3200767543859649,0.0263157894736842,12.162916666666666,0.3200767543859649,0.0263157894736842,12.162916666666666,0.4467543859649122,0.036469298245614,12.2501503307276,6.180684549312309e-06,6.180684549312309e-06,6.180684549312309e-06,6.180684549312309e-06,0.0001393071830198,0.0001393071830198,0.0001393071830198,0.0001393071830198,-0.5449993806377788,-0.5449993806377788,-0.5449993806377788,-0.5449993806377788,-0.0226968707839896,-0.0226968707839896,-0.0226968707839896,-0.0226968707839896,0.5369418794236773,0.5255255255255253,2.189476762856621e-05,-2.2172172172172173,0.4141791044776119,0.9842014092743068,0.9656136674247092,0.9967384438916548,0.3282422036780515,-0.081533288493638,0.0
1,1,17,1,6.117167853592725,44.51114341526445,8,0.7466333513991197,99.05612609747833,1.7573207050538513,5.122063302009441,2.914700365891655,0.900093578161452,0.9999999999999898,1.000000382788898,0.9999999999999972,0.247828947368421,0.0242105263157894,10.23641304347826,0.247828947368421,0.0242105263157894,10.23641304347826,0.4008552631578947,0.0385745614035087,10.391699829448548,3.665978737408984e-06,3.665978737408984e-06,3.665978737408984e-06,5.749513102827293e-06,0.0001126690580216,0.0001126690580216,0.0001126690580216,0.0001593381099015,-0.7613204096043582,-0.7613204096043582,-0.7613204096043582,-0.7613188233613066,-0.0198440998910853,-0.0198440998910853,-0.0198440998910853,-0.0198431736814028,0.5323080128173796,0.8058058058058054,1.148312414543511e-05,-2.537537537537537,0.3792682926829268,0.9470010604250104,0.9350525532734032,0.990732771187313,0.331319817194787,-0.0925827821524875,0.0
1,1,18,1,9.11724071813475,112.41960628559907,7,0.7828448486856607,101.423727943791,1.737224969224234,5.342190676908968,3.075128881721375,0.8433248959961431,0.9999999999999944,1.0000004158082292,0.9999999999999988,0.3170723684210526,0.0220065789473684,14.408071748878925,0.3170723684210526,0.0220065789473684,14.408071748878925,0.4267982456140351,0.0459429824561403,9.289737470167063,4.506063797243531e-06,4.506063797243531e-06,4.506063797243531e-06,4.506063797243531e-06,0.0001131341219664,0.0001131341219664,0.0001131341219664,0.0001131341219664,-0.6748505155236371,-0.6748505155236371,-0.6748505155236371,-0.6748505155236371,-0.0233833253852487,-0.0233833253852487,-0.0233833253852487,-0.0233833253852487,0.5509066590689063,0.6856856856856854,1.6604286571875295e-05,-2.2572572572572573,0.4431216931216931,0.9428210268617916,0.9363602959820548,0.9894039198779572,0.2592886726219298,-0.0832295908141251,0.0
1,1,19,1,7.397860789276835,64.20587932996017,9,0.682537696136766,100.82146059489682,0.2190110035552988,3.97018345519416,18.127780754137845,0.83991836695965,0.9999999999999856,1.000000362699638,0.9999999999999972,0.3558991228070176,0.0314144736842105,11.329144851657942,0.3558991228070176,0.0314144736842105,11.329144851657942,0.4205921052631579,0.0469078947368421,8.966339410939693,5.05756314136201e-06,5.05756314136201e-06,5.05756314136201e-06,5.05756314136201e-06,0.0001300823094068,0.0001300823094068,0.0001300823094068,0.0001300823094068,-0.577711423802737,-0.577711423802737,-0.577711423802737,-0.577711423802737,-0.0188278569071269,-0.0188278569071269,-0.0188278569071269,-0.0188278569071269,0.5775123537780749,0.6656656656656653,1.259215613694151e-05,-2.6776776776776776,0.4781997187060478,0.9611646536425652,0.9503655740735548,0.9941274993109096,0.2482011974035878,-0.0942745723430487,0.0
1,2,0,1,6.759154780409308,52.056688793727446,8,0.7971666006317482,458.1453701858737,1.1264439537844737,6.799761213085524,6.036484274464439,0.9209569320098407,0.9999999999999954,1.000000239825198,0.9999999999999988,0.3043859649122807,0.036798245614035,8.271752085816448,0.3043859649122807,0.036798245614035,8.271752085816448,0.4173903508771929,0.0417324561403508,10.001576458223855,3.709416143499389e-06,3.709416143499389e-06,3.709416143499389e-06,3.709416143499389e-06,0.0001009262366744,0.0001009262366744,0.0001009262366744,0.0001009262366744,-0.9113066272065188,-0.9113066272065188,-0.9113066272065188,-0.9113066272065188,-0.0280218678067328,-0.0280218678067328,-0.0280218678067328,-0.0280218678067328,0.5664113375647972,0.8858858858858855,1.6604286571875295e-05,-2.477477477477477,0.4467005076142132,0.9032360305066806,0.9001870184933148,0.9805320842138268,0.2508672996336469,-0.0698585012514412,0.0
1,2,1,1,6.499025218581623,52.18071001779535,8,0.8477913238691367,447.09086070438,0.7927306776187724,4.92652453868533,6.2146258215763375,0.9477557991810974,0.9999999999999928,1.000000359374216,0.999999999999997,0.2520504385964912,0.0273684210526315,9.209535256410254,0.2520504385964912,0.0273684210526315,9.209535256410254,0.3996491228070176,0.0437609649122806,9.132548233525435,3.3245222326582736e-06,3.3245222326582736e-06,3.3245222326582736e-06,5.127279144549455e-06,4.846701344693012e-05,4.846701344693012e-05,4.846701344693012e-05,6.63661913997202e-05,-0.9271959018979014,-0.9271959018979014,-0.9271959018979014,-0.9271942303835236,-0.0583549477904579,-0.0583549477904579,-0.0583549477904579,-0.0583539032342364,0.542721716945005,0.8058058058058054,1.3497255833064206e-05,-2.3373373373373374,0.4463625154130702,0.912925982372485,0.924262913840922,0.9847847277238356,0.2547784489858332,-0.0767216277415742,0.0
1,2,2,1,5.728022073826805,39.22368177558208,7,0.835185541355001,448.468473641596,0.7470904856206169,5.259927451917646,7.040549375418912,0.9389571045892694,0.9999999999999952,1.000000165643715,0.9999999999999972,0.3031030701754386,0.0263157894736842,11.517916666666666,0.3031030701754386,0.0263157894736842,11.517916666666666,0.4561293859649122,0.044813596491228,10.178370442867628,2.9363024714424577e-06,2.9363024714424577e-06,2.9363024714424577e-06,4.599224183712752e-06,5.5647644453385714e-05,5.5647644453385714e-05,5.5647644453385714e-05,8.191111475606187e-05,-1.0577280673571925,-1.0577280673571925,-1.0577280673571925,-1.0577263084330586,-0.0440154018889872,-0.0440154018889872,-0.0440154018889872,-0.0440142458274547,0.5488467291945268,0.8658658658658656,1.148312414543511e-05,-2.2972972972972974,0.4180024660912453,0.9226307877357162,0.9165843329182936,0.9833756927009064,0.3045941422397653,-0.0715983766743121,0.0
1,2,3,1,9.69330966599117,113.88793510057876,10,0.7541491022723166,453.93358247913113,0.8523507947396041,6.628912049711312,7.777211085649854,0.9244647471595056,0.9999999999999952,1.0000002382269195,0.9999999999999986,0.2749561403508772,0.0273464912280701,10.054530874097834,0.2749561403508772,0.0273464912280701,10.054530874097834,0.4246710526315789,0.0532236842105263,7.978986402966626,4.424697088869372e-06,4.424697088869372e-06,4.424697088869372e-06,6.283130811578349e-06,0.0001143240217406,0.0001143240217406,0.0001143240217406,0.000147591677433,-0.7610087603092679,-0.7610087603092679,-0.7610087603092679,-0.7610073460186667,-0.0262382042025512,-0.0262382042025512,-0.0262382042025512,-0.0262373312192049,0.5684029276799094,0.7057057057057055,1.6995955287018898e-05,-2.577577577577577,0.4436183395291202,0.9536129615449376,0.9396168305680878,0.9933689805429212,0.2560187131551069,-0.0578288157360084,0.0
1,2,4,1,6.33212460595974,46.11999515040117,10,0.8817257996116582,458.4436711092977,0.1022490618408116,5.24955644271745,51.340876368042586,0.970372105957069,0.9999999999999932,1.000000325045871,0.9999999999999988,0.2331249999999999,0.0325877192982456,7.153768506056526,0.2331249999999999,0.0325877192982456,7.153768506056526,0.3954605263157895,0.0417434210526315,9.473601260835304,3.311182522100553e-06,3.311182522100553e-06,3.311182522100553e-06,5.163914305984936e-06,5.778500511620838e-05,5.778500511620838e-05,5.778500511620838e-05,8.172033794530607e-05,-1.02818966881472,-1.02818966881472,-1.02818966881472,-1.0281877638487331,-0.054721720994629,-0.054721720994629,-0.054721720994629,-0.0547204111363338,0.5440761596655627,1.0060060060060056,2.400934876860652e-05,-2.237237237237237,0.4319018404907975,0.951500735339534,0.93204103379578,0.9863963056898688,0.2189618749698705,-0.0708753609140029,0.0
1,2,5,1,7.026114135334423,60.61804458433817,9,0.8974603739150048,456.9270137384207,0.8606400855280592,7.199498322793248,8.365283518459268,0.9558160553084712,0.9999999999999958,1.0000001748139369,0.9999999999999992,0.185734649122807,0.051578947368421,3.6009778911564627,0.2635307017543859,0.0294298245614035,8.954545454545453,0.3912828947368421,0.046984649122807,8.327887981330223,4.0014190408820365e-06,4.0014190408820365e-06,4.0014190408820365e-06,1.2478155354240384e-05,5.749505384510543e-05,5.749505384510543e-05,5.749505384510543e-05,0.0001644581487253,-0.9221485297913348,-0.9221485297913348,-0.9221485297913348,-0.9221407129501276,-0.0576820766130098,-0.0576820766130098,-0.0576820766130098,-0.0576759064048197,0.5669921814994666,0.8858858858858855,1.3186214013947486e-05,-2.437437437437437,0.4444444444444444,0.9417867754072948,0.9384254497972716,0.988511352091644,0.3578530137339087,-0.0611577998355322,0.0
1,2,6,1,7.234596022204408,61.8650797597339,8,0.7991574249033455,454.57987033522585,2.4677056875030705,5.059238684105426,2.05017912376114,0.9314028764689986,0.9999999999999916,1.0000002477726475,0.9999999999999984,0.2698793859649123,0.0252412280701754,10.692006950477849,0.2698793859649123,0.0252412280701754,10.692006950477849,0.4131798245614035,0.0375328947368421,11.00847210049664,3.700412959835312e-06,3.700412959835312e-06,3.700412959835312e-06,3.700412959835312e-06,0.0001015156596849,0.0001015156596849,0.0001015156596849,0.0001015156596849,-0.8786622382111308,-0.8786622382111308,-0.8786622382111308,-0.8786622382111308,-0.026059848641779,-0.026059848641779,-0.026059848641779,-0.026059848641779,0.5584597220664974,0.8258258258258254,1.259215613694151e-05,-2.2172172172172173,0.4122042341220423,0.9302882739954088,0.918891429540175,0.9859235178688792,0.26198621249622,-0.0775337289979317,0.0
1,2,7,1,6.162246333330807,42.54891981893832,8,0.8202230335636218,445.2601609310224,2.225194375848828,4.880076943108419,2.1931014189476614,0.9097743971431967,0.9999999999999908,1.000000329605724,0.9999999999999974,0.2394078947368421,0.0284210526315789,8.42361111111111,0.2394078947368421,0.0284210526315789,8.42361111111111,0.3659649122807017,0.0448574561403508,8.15839648007822,3.382922804841741e-06,3.382922804841741e-06,3.382922804841741e-06,5.073589830246248e-06,5.00413224278908e-05,5.00413224278908e-05,5.00413224278908e-05,6.551947083151158e-05,-0.9146943325377622,-0.9146943325377622,-0.9146943325377622,-0.9146927860889844,-0.0528686850339073,-0.0528686850339073,-0.0528686850339073,-0.0528678666836032,0.5312333520706929,0.8458458458458454,1.259215613694151e-05,-2.437437437437437,0.4145454545454545,0.9240170607537104,0.9123687562530348,0.984200721002176,0.3153207374017706,-0.0689080918672023,0.0
1,2,8,1,6.660353459120952,57.37858010180626,7,0.8773351104161778,460.1198206155437,0.1493022547664932,5.670432222994664,37.97954847944623,0.9706283627861167,0.9999999999999952,1.000000385973869,0.9999999999999984,0.2907236842105263,0.0294188596491228,9.88222139396198,0.2907236842105263,0.0294188596491228,9.88222139396198,0.3829276315789474,0.045844298245614,8.352786414733318,2.548892393789056e-06,2.548892393789056e-06,2.548892393789056e-06,2.548892393789056e-06,4.001102761693707e-05,4.001102761693707e-05,4.001102761693707e-05,4.001102761693707e-05,-1.1663078612167526,-1.1663078612167526,-1.1663078612167526,-1.1663078612167526,-0.0661229068361722,-0.0661229068361722,-0.0661229068361722,-0.0661229068361722,0.5432693843974647,0.9659659659659654,1.951666645311023e-05,-1.996996996996997,0.4341772151898734,0.9197206273508426,0.9075566516114276,0.9804022624547476,0.2774619526170363,-0.0687429928934003,0.0
