fid,iid,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1,1,0.5850207306189933,0.011576440165108615,1,0.012304,0.6231853125816984,133.96931910472364,0.7063497523221072,5.393654203763937,7.635953981766729,0.6237632534108148,1.0,1.000000000000002,1.0,0.023386,0.099,0.06700000000000002,1.477611940298507,0.20800000000000002,0.11800000000000002,1.7627118644067794,0.215,0.14599999999999996,1.4726027397260277,0.231784,0.408556854380306,0.5253422368582377,0.6102543031033504,0.7294989441797773,0.3935671553167553,0.5276857789044029,0.6150108643105294,0.731802148200252,-5.199183930342624,-4.17256169560189,-3.4261273957314984,-2.3778866201715,-5.358555409675208,-4.173457863813938,-3.4018368790571447,-2.3698469867269,0.056882,0.7925896374597795,1.1861861861861855,2.3193450592744274,0.6256256256256253,0.49298597194388777,0.737568,0.9431803178548672,0.8802071662634793,0.6891018726521988,0.17439274043283795,-0.3537729898107568,0.176592
1,1,1,0.5893880304487941,-0.0032889676708989235,1,0.010476,0.6077675448972404,133.97011554266646,0.6069802581540943,5.420147572668479,8.929693346455535,0.6097444116328223,1.0,1.000000000000005,1.0,0.043711,0.10600000000000001,0.074,1.4324324324324327,0.20500000000000002,0.11800000000000002,1.7372881355932202,0.21399999999999997,0.147,1.45578231292517,0.264764,0.45120901276614966,0.5301188538166806,0.6067721787328408,0.7315224777723767,0.46678122287348345,0.5362691288133342,0.6055246130420353,0.7354716750275809,-4.822169861995354,-4.128797218893676,-3.4552523505721835,-2.3590843261381043,-4.705450821620033,-4.092246752064647,-3.4810937148033316,-2.334360824258642,0.054771,0.8248780370094358,1.1861861861861855,2.7889802923804394,0.6456456456456453,0.48396793587174347,0.734956,0.9217656789381373,0.8741968169743445,0.6408485597338017,0.18301523171412457,-0.3767353091924847,0.169696
1,1,1,0.6027392138553074,0.09954167505070677,1,0.009877,0.5768624306541742,133.97242109619242,0.2741475861847968,5.404379869077436,19.71339578176867,0.5781047050750976,1.0,1.000000000000003,1.0,0.042484,0.11000000000000001,0.074,1.4864864864864868,0.219,0.12000000000000002,1.8249999999999997,0.215,0.14300000000000002,1.5034965034965033,0.272936,0.44407838288388907,0.5270621250074201,0.603565091539569,0.7291892335906576,0.4294585128614796,0.5260558926917954,0.605595634805501,0.7315704625132129,-4.883393063851635,-4.1544373653833295,-3.482410869876248,-2.3788882777399056,-5.030295899408576,-4.178625311716368,-3.477346881288314,-2.36666400627952,0.057834,0.8222596838344225,1.2062062062062056,2.6633327251749805,0.6456456456456453,0.49298597194388777,0.712543,0.9433438839218946,0.8838090654240371,0.6818403329457918,0.17421202959166307,-0.37202523867632176,0.162752
1,1,1,0.6067185392095021,0.039805812191509915,1,0.020328,0.59807585076014,133.97086836735198,0.6115248099782585,5.307376017547132,8.678921821235388,0.5976016857504858,1.0,1.000000000000003,1.0,0.021258,0.10900000000000001,0.073,1.493150684931507,0.21200000000000002,0.13500000000000004,1.5703703703703702,0.21800000000000003,0.15,1.4533333333333336,0.219073,0.4317141483844213,0.520855156587404,0.605612554591048,0.7307505266942554,0.4393717717377881,0.5170008953236738,0.6036518318039193,0.732452351185431,-4.9932094350441005,-4.209977331089544,-3.465261554340156,-2.3657442934200326,-4.94732179894701,-4.262275566901098,-3.4976154136356996,-2.3610019055591573,0.046377,0.7978710833839591,1.1861861861861855,2.543345761304648,0.6456456456456453,0.49298597194388777,0.712758,0.9221932868745618,0.8755357283182169,0.6475094824746778,0.18402161067469797,-0.36088499400014457,0.159631
1,1,1,0.4824895991624426,-0.14833332689523004,2,0.009795,0.6133618826586116,133.97048343551833,0.24030343411523075,5.260186439289841,21.88976807034504,0.619172736814809,1.0,1.000000000000008,1.0,0.038806,0.10800000000000001,0.068,1.5882352941176472,0.191,0.12999999999999998,1.4692307692307696,0.22000000000000003,0.15999999999999998,1.3750000000000004,0.207475,0.41175353147141697,0.5228461697719519,0.6083323423541865,0.7424371942739878,0.411787719874431,0.5254481777352047,0.6097591352169287,0.7452359360111435,-5.173288936850103,-4.1962931579834395,-3.4444914990979267,-2.26511655350755,-5.203425896631263,-4.197966150484071,-3.452137077625328,-2.253686250493865,0.046622,0.8323495318302128,1.1661661661661658,2.3193450592744274,0.6656656656656653,0.5150300601202404,0.714818,0.9214776028466664,0.8784205786121556,0.6743734942787908,0.17833659649996642,-0.3628387647370189,0.168143
1,1,1,0.513446637363222,-0.15793321341837796,1,0.00989,0.5971901994399093,133.97144867574008,0.32608536023040935,5.162658487426548,15.832230198186924,0.5991814511545297,1.0,1.0000000000000036,1.0,0.020053,0.10900000000000001,0.073,1.493150684931507,0.197,0.12400000000000003,1.5887096774193545,0.219,0.16199999999999998,1.351851851851852,0.213026,0.44822625364034585,0.5516875762547653,0.6265503464289353,0.7399404239081595,0.4547938692815288,0.5482731768584425,0.6309246300900523,0.7455490115656611,-4.850601176183606,-3.9410805321261746,-3.282967594613379,-2.2861640192041017,-4.819507188537946,-3.993169828294426,-3.2625484164113256,-2.249293063293015,0.052457,0.8130357012410995,1.1461461461461457,2.7889802923804394,0.6656656656656653,0.4879759519038076,0.738306,0.9237677962366009,0.8738519596094184,0.6584969532366136,0.1845251173362493,-0.3733071421522361,0.160886
1,1,1,0.5715524154667645,0.025440201793594408,1,0.017392,0.5986990317584787,133.97149233588894,0.4576075061900796,5.277790058613668,11.533442933563672,0.60297400414284,1.0,1.000000000000003,1.0,0.024276,0.10400000000000001,0.076,1.3684210526315792,0.21000000000000002,0.126,1.6666666666666667,0.21200000000000002,0.144,1.4722222222222225,0.209768,0.4531327569521388,0.5247780116935885,0.6138477832768886,0.7450653713224943,0.4536960875805413,0.5279912424468081,0.6170082554593074,0.7467559440152686,-4.807389338442551,-4.1775717032255475,-3.394578982907144,-2.241074102507162,-4.828982734663815,-4.172260328028534,-3.3854059615186154,-2.2385180596465117,0.045634,0.8023659289764768,1.1661661661661658,2.7889802923804394,0.6256256256256253,0.467935871743487,0.676714,0.9129661497152272,0.8752722685671,0.64825006920436,0.18068431192746143,-0.3726634313656457,0.162196
1,1,1,0.5244213767594421,-0.019686033785212942,1,0.009713,0.6222033184022924,133.96985497995263,0.7047550822343399,5.462929954783049,7.75152970513316,0.6194501320337982,1.0,1.000000000000001,1.0,0.035225,0.11399999999999999,0.06100000000000001,1.8688524590163929,0.183,0.119,1.5378151260504203,0.20800000000000002,0.15100000000000002,1.3774834437086092,0.215944,0.4043249535796946,0.5042971336639933,0.5921685143675816,0.723050512702626,0.4014760409027848,0.5040234409615865,0.5938010176345716,0.7254739536467107,-5.236655670863175,-4.357787423967359,-3.5852988551859477,-2.434698434849536,-5.288879525713576,-4.382715559605643,-3.5893926192004972,-2.4258597567640185,0.049951,0.814466214221141,1.1861861861861855,2.543345761304648,0.6456456456456453,0.49899799599198397,0.675006,0.9385250479077366,0.8754673114073697,0.6483591693671668,0.18598799464758206,-0.35676993078207125,0.157155
1,1,1,0.6005342043722495,0.03231886729431643,1,0.009597,0.5835014170397277,133.97162808893714,0.4259939410583273,5.553912499913351,13.037538717370882,0.588192821797259,1.0,1.0000000000000033,1.0,0.036122,0.10200000000000001,0.07100000000000001,1.436619718309859,0.21399999999999997,0.12600000000000003,1.6984126984126977,0.242,0.151,1.6026490066225165,0.224525,0.417711281491781,0.5142445873407211,0.600324100002467,0.7339554844939001,0.4316907033111294,0.511101112932262,0.5994149097517816,0.7348609974458966,-5.1153598045876905,-4.267322436100243,-3.5111208043796776,-2.3371797831451557,-5.012152385643445,-4.31179946805712,-3.532923933215189,-2.33836942651003,0.047396,0.8074294640197073,1.2062062062062056,2.3193450592744274,0.6456456456456453,0.5020040080160321,0.699846,0.9361936585971233,0.8779736293540749,0.6838458129349507,0.17919100352476988,-0.37335667223531815,0.169444
1,1,1,0.39410354766826,-0.23326877545538238,1,0.012219,0.5972943713392729,133.97199375255082,0.33898899259484677,5.113000323104922,15.083086574483211,0.5969339892032022,1.0,1.000000000000003,1.0,0.066969,0.10500000000000001,0.072,1.4583333333333335,0.189,0.119,1.5882352941176472,0.21000000000000002,0.14899999999999997,1.4093959731543628,0.257361,0.4291738938401552,0.5172519469775154,0.6039944755794115,0.7309569956349067,0.4177368803199821,0.5151793006275619,0.6067093798060209,0.7321083203388509,-5.018764143545256,-4.244372485299557,-3.481722901529926,-2.3654548536031994,-5.1479580321554135,-4.286441179481077,-3.4771970587998418,-2.368508458542073,0.051801,0.8009687356304127,1.1661661661661658,2.7889802923804394,0.6456456456456453,0.48997995991983967,0.666962,0.8853744653120911,0.8702185386064102,0.6348234406074811,0.18443701949592592,-0.3870161478649409,0.161677
1,2,1,0.3191710015581048,-0.2868719202591392,1,0.011993,0.8719151271063447,490.14822426536824,1.9387934045618758,7.746083477745739,3.9953114444889404,0.873557174298558,1.0,1.0000000000000027,1.0,0.024653,0.06800000000000002,0.037,1.8378378378378384,0.098,0.06800000000000002,1.441176470588235,0.11600000000000002,0.1,1.1600000000000001,0.210398,0.43723479820792155,0.5269830494233048,0.6219921057341943,0.763008933354814,0.4314657846737223,0.5195874931929901,0.6170435103531297,0.7579679209982622,-4.9486289768499105,-4.159435197327379,-3.323980965924952,-2.0839612256058366,-5.031837518095124,-4.25191239286511,-3.38937355124221,-2.1421157476064705,0.05033,0.7992760162537035,1.3063063063063056,3.851107002325569,0.7257257257257255,0.4909819639278557,0.671266,0.8979951284152363,0.8709892618553612,0.6578398777882841,0.1843670302153423,-0.29764847070861505,0.160175
1,2,1,0.3792287208514374,-0.05236767946549126,2,0.009776,0.8746219388001685,490.1488377689872,1.9150528278136827,7.834547369261931,4.091034594699004,0.8747595248443001,1.0,1.0000000000000058,1.0,0.076357,0.061,0.030999999999999993,1.9677419354838714,0.096,0.06399999999999999,1.5000000000000002,0.11699999999999999,0.10200000000000001,1.1470588235294117,0.199308,0.4639294780995855,0.5443213929880723,0.6373552640091381,0.7741356678875442,0.45135040450999697,0.536238367024296,0.6336811851816575,0.7683301304131496,-4.714742234149706,-4.007695043669553,-3.1894618019787533,-1.9864776410825211,-4.858293641119294,-4.106610505141649,-3.2437540887364733,-2.05143731719609,0.051185,0.7923752102913828,1.3263263263263256,3.6776091016010306,0.7657657657657654,0.4649298597194389,0.677954,0.8933999204217725,0.8682432585452837,0.6636263055263958,0.1828627732842164,-0.30363995821180717,0.158387
1,2,1,0.4501495118304008,-0.21627505803640634,1,0.010211,0.856228517133127,490.1489704131131,1.8826583303309095,7.972826634785218,4.2348770917895955,0.857081003530245,1.0,1.0000000000000044,1.0,0.026235,0.071,0.036000000000000004,1.9722222222222219,0.097,0.067,1.4477611940298507,0.147,0.10700000000000001,1.3738317757009344,0.237379,0.5088974215728609,0.5641452964841515,0.6341767351141263,0.7710692914528703,0.5194533150789599,0.5635700390317812,0.6335998973292297,0.7674254436372734,-4.314334817199232,-3.8289823862072376,-3.2137563881122633,-2.0111556526016203,-4.237267602628894,-3.848264055200141,-3.230768900011986,-2.050748998577518,0.047955,0.7999033509883655,1.3263263263263256,3.511927530450728,0.8058058058058054,0.48697394789579157,0.68566,0.8703322717597618,0.8651104298176672,0.6707810052052552,0.18511430198545792,-0.30470757937054205,0.172635
1,2,1,0.41944001396487923,-0.2516771152659625,1,0.010223,0.8681571952029516,490.1476607001153,1.9007656376580673,7.682707218261218,4.041901361246765,0.8697006291915668,1.0,1.0000000000000036,1.0,0.018947,0.05500000000000001,0.044,1.2500000000000002,0.13100000000000003,0.086,1.5232558139534889,0.10300000000000001,0.08299999999999999,1.240963855421687,0.217745,0.535738863092947,0.6250589964482303,0.6809911842664168,0.7736456733271073,0.5370305176615298,0.620537072712191,0.6736764390250108,0.7699820477773835,-4.081932397629733,-3.2966012184306157,-2.8048275346663516,-1.9901796336976751,-4.094143676060591,-3.3556763530236884,-2.88575293724994,-2.034100692157825,0.04644,0.8200122130322405,1.3063063063063056,3.6776091016010306,0.7857857857857854,0.49899799599198397,0.735576,0.8610177486546365,0.8661373549374546,0.6423792781851426,0.18470313541614852,-0.2955373868317161,0.169975
1,2,1,0.45709394326878255,-0.12409215710158117,1,0.009739,0.8783182737554053,490.1498417698093,1.778138868008516,7.862240708132035,4.421612310256513,0.8788653610759509,1.0,1.000000000000004,1.0,0.034348,0.064,0.036000000000000004,1.7777777777777777,0.10200000000000001,0.07200000000000002,1.4166666666666663,0.11499999999999999,0.097,1.1855670103092781,0.241705,0.44899096085297097,0.5653420786818862,0.6398783919127321,0.7714789083191174,0.44661025422949296,0.5551303107793304,0.6344300687791428,0.7683096222470994,-4.845353474122252,-3.822208202561816,-3.1667656261198447,-2.0095232325049315,-4.894684913165223,-3.934834305831048,-3.2334347369631757,-2.049281550986616,0.049951,0.8054519533396354,1.3063063063063056,3.511927530450728,0.7457457457457454,0.5120240480961924,0.714141,0.8860689630663808,0.8755183344548451,0.6403362936872413,0.18103668467128736,-0.2927718749616386,0.161202
1,2,1,0.39533152183584064,-0.2631469382634948,1,0.018513,0.8732787484573346,490.1495682390425,1.7454927445025443,8.098805003486326,4.6398388243054205,0.8731247131519383,1.0,1.0000000000000027,1.0,0.036129,0.06300000000000001,0.028000000000000004,2.25,0.11200000000000002,0.074,1.5135135135135138,0.11299999999999999,0.091,1.2417582417582416,0.215968,0.43197383137838813,0.5246109867869131,0.6248515031553129,0.7569774924494453,0.43534913594911684,0.5203155772937489,0.6191492170134905,0.7534812681649025,-4.994254191020716,-4.179760903209785,-3.298416615502414,-2.13672581281239,-4.990885518724734,-4.239876694188012,-3.3662972619325684,-2.1789513611712144,0.053955,0.813066983882405,1.2862862862862856,3.20262069365765,0.7457457457457454,0.5070140280561122,0.707484,0.8875358495884397,0.8637697125406153,0.5962784627223668,0.1945570461238382,-0.29292379548394754,0.156739
1,2,1,0.447302736568903,-0.12077505877358341,2,0.010747,0.862675339626553,490.149153118831,1.6883670816119074,8.077769702205314,4.784368156771545,0.8635532298334929,1.0,1.000000000000004,1.0,0.04791,0.06299999999999999,0.039,1.615384615384615,0.10899999999999999,0.06200000000000001,1.7580645161290316,0.12200000000000003,0.093,1.3118279569892477,0.227809,0.4800028727573139,0.5612984460842745,0.6363756293348799,0.7604949319906511,0.4817445062218492,0.5503856075269781,0.6375086868946787,0.7536749098072522,-4.568394104722475,-3.854178201461167,-3.194593478022565,-2.104153048973319,-4.572958869997499,-3.967286693188788,-3.1985340926682237,-2.1735119446356554,0.049171,0.8004139197987372,1.3263263263263256,3.6776091016010306,0.7857857857857854,0.4619238476953908,0.683021,0.8936714203889674,0.8718319929966251,0.6934193640212389,0.17970180579434109,-0.29558383773945873,0.16083
1,2,1,0.4591380017636468,-0.15139903956647371,1,0.010321,0.870218528462154,490.14765013440353,1.5980749047857647,7.894999075459376,4.9403185368947184,0.8711925593462423,1.0,1.0000000000000053,1.0,0.038691,0.052000000000000005,0.036000000000000004,1.4444444444444444,0.093,0.063,1.4761904761904763,0.11800000000000002,0.1,1.1800000000000002,0.210361,0.457182781923575,0.5517372238411792,0.6291204295297502,0.7572787341036058,0.4454830476985318,0.5462551576263575,0.6258362737144804,0.7561213097279007,-4.7688232544927995,-3.9381321739295183,-3.2582959076766294,-2.1323841223542157,-4.891124926511593,-4.002263050027083,-3.3003166461115256,-2.1511355713907303,0.045124,0.807666953965609,1.3063063063063056,3.353710152002929,0.8458458458458454,0.44188376753507014,0.70238,0.9110718899535658,0.8767812443735783,0.6852791617715076,0.17540754638772627,-0.2906433890438908,0.182987
1,2,1,0.392607492476483,-0.24797957766748357,1,0.010429,0.8657959302623829,490.14804839043376,1.9968631316041394,7.85143693022778,3.9318853685883255,0.8665423305672039,1.0,1.000000000000003,1.0,0.039388,0.062,0.03,2.066666666666667,0.10600000000000001,0.07200000000000001,1.472222222222222,0.12500000000000003,0.101,1.2376237623762378,0.237292,0.49822658008625703,0.5579784183558917,0.6182065803506062,0.7548754066002457,0.47912615350519616,0.5684848213353351,0.6178925876063652,0.749993002724719,-4.4103780731751145,-3.885184456140549,-3.355804153184705,-2.1545424468918393,-4.601021781087686,-3.811692119438894,-3.3752597466144945,-2.2083804891121037,0.052842,0.7949380040589327,1.3063063063063056,2.920555512182745,0.7457457457457454,0.48396793587174347,0.707562,0.8860622313374379,0.8731974215320031,0.6555410837594459,0.18012709320918133,-0.30533935122877015,0.165983
