fid,iid,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
1,1,1,0.6027392138553074,0.0025293329113322566,0.0,0.04949166635171398,0.5787762918343111,4.920964066486595e-07,1.504762359063575e-09,6.376389215334626e-09,0.0016736772452196282,0.5822531290306654,1.0,1.0,0.18795443031041614,0.7727272727272726,0.6428571428571428,0.14507209988545947,0.5772357723577236,0.41796875,0.276988261672382,0.36741767764298094,0.2536496350364963,0.14682013872843266,0.3317413401578775,0.06402302893579814,0.04967885190552335,0.04422788434461533,0.04316823852005669,0.05773140319896586,0.048092364008772814,0.051507330806936924,0.037723096608833995,0.06411386020607979,0.05072200283995587,0.04525261557507676,0.04322843588784686,0.05832528595112052,0.051743866794050186,0.055104693280140116,0.037795929786019866,0.2879946215904726,0.7473282448334708,0.01781737193763916,8.331281018943935e-08,0.04724409448818894,0.2526690391459072,0.07036439559421725,0.9999999999999999,1.0,0.9263190494345919,0.03990233355318806,0.47244172155082587,0.03686220658284345
1,1,1,0.6067185392095021,0.0023741556556623853,0.0,0.24698590271741183,0.5998937631421083,4.920956854135406e-07,3.3573270587643602e-09,6.260911355325689e-09,0.000682494371393574,0.6015583992445529,1.0,1.0,0.042632580684914614,0.7636363636363636,0.6326530612244897,0.1467710371819961,0.5582655826558266,0.4765625,0.2324902058481589,0.37261698440207974,0.26642335766423353,0.13971679028995282,0.08905399560249416,0.04695399119345234,0.03842479392824616,0.048577728030223755,0.047989580919547414,0.07091020138335702,0.032049955569797395,0.04742169128226781,0.04046376602066992,0.04685908777895487,0.039271841573986443,0.049395315945063856,0.04784825996528419,0.07082381503134239,0.035001101636172094,0.05029257976210988,0.03979089763821031,0.06792162888974274,0.6532584633855016,0.015590200445434271,7.822229538664608e-08,0.04724409448818894,0.2526690391459072,0.07069629583889725,0.9574475717635288,0.9297276827048702,0.8403022318645788,0.14377556722523632,0.4925821120071213,0.017729170370461178
1,1,1,0.4824895991624426,0.0018854221898650008,0.1,0.04794209909671568,0.615110655958711,4.920955066145451e-07,1.318921475347706e-09,6.204734704338032e-09,0.0018691721049856713,0.6229173458695556,1.0,1.0,0.16277334282701866,0.7545454545454544,0.5816326530612245,0.17101143011231998,0.5013550135501356,0.45703124999999956,0.21481545360469137,0.37608318890814557,0.2846715328467151,0.1286244099797708,0.03679757055833888,0.019398017270178314,0.04203476522118321,0.05435592833480918,0.08407852910043268,0.034239651652859804,0.04701569759444291,0.06025850663497234,0.0801916602653252,0.01856430086592864,0.04209298103390502,0.05441266578363613,0.0832167178386648,0.03224642166805647,0.04787275939899294,0.061089953333228864,0.07760217872723829,0.07262773722627736,0.7862460088000858,0.013363028953229383,6.871893891574478e-08,0.04986876640419944,0.3309608540925266,0.07387636329955138,0.9560077025641461,0.9542311101141063,0.9076106955595675,0.08357719577570899,0.4890499000453067,0.06991129284396236
1,1,1,0.513446637363222,0.00186048433889739,0.0,0.04973732945311615,0.5990121176436332,4.92095954964011e-07,1.7899567349496037e-09,6.088632931114013e-09,0.0013250475895886847,0.6031226310867743,1.0,1.0,0.034382659418603065,0.7636363636363636,0.6326530612244897,0.1467710371819961,0.5176151761517616,0.43359375,0.23569510981016153,0.37435008665511266,0.28832116788321144,0.12534651981718742,0.06180838409688916,0.06974923564074065,0.0943280650641618,0.09306015302481896,0.0763683913954627,0.0914125118389717,0.08745391570407368,0.10474582471321758,0.08116461368097783,0.06926624826100869,0.09470780868134532,0.09343143230301265,0.07581899227633637,0.09007674596025195,0.08886315112040699,0.10610170573131628,0.07915006133604297,0.1847099500576258,0.7117502284402719,0.011135857461024468,8.864347929017238e-08,0.04986876640419944,0.23487544483985756,0.11013530723928477,0.9606152930569692,0.9154260378615744,0.8678316188478841,0.14910717768526016,0.47012417491853253,0.025422845617670387
1,1,1,0.5715524154667645,0.0023368377717167634,0.0,0.19150383612381422,0.6005141254781317,4.920959752439413e-07,2.512155116020346e-09,6.225690864901332e-09,0.0009389046406673394,0.6068778925530915,1.0,1.0,0.0632950390929879,0.718181818181818,0.6632653061224489,0.1149730908804428,0.5528455284552846,0.44140625,0.2493185615053197,0.36221837088388215,0.2554744525547445,0.14239154866262083,0.04712900551490462,0.07652274759698385,0.045537451157029674,0.06607350529114653,0.09219445647379576,0.08995310846129867,0.05152115255281908,0.07549528328221511,0.08491543048019112,0.07605585912033108,0.045952610282603445,0.06646985832029284,0.09166711547374629,0.08864942842205203,0.05301783095451551,0.0769331185109865,0.08294649431094625,0.053649635036496446,0.6705956264338422,0.013363028953229383,8.864347929017238e-08,0.04461942257217844,0.1637010676156585,0.015054377609855285,0.9388836943031439,0.9274899004184505,0.8421577907204669,0.10843705381974011,0.47128793630436483,0.03345369388368147
1,1,1,0.5244213767594421,0.0022196122883863033,0.0,0.04639253184171738,0.6239121016805351,4.92095214699941e-07,3.869261769066097e-09,6.446089938491086e-09,0.000599190429031703,0.6231920135090114,1.0,1.0,0.13825635688954008,0.809090909090908,0.5102040816326531,0.24255056140140982,0.4796747967479675,0.4140625,0.22680098153743175,0.35528596187175043,0.26824817518248173,0.1289760776660876,0.07495584471758632,0.009142738109044535,0.00840289960569296,0.020015809204450896,0.024211595960179633,0.020531189299038854,0.009058273196956068,0.02671646771398062,0.018776810194490512,0.008607874852457065,0.008799201220887731,0.020398323640644866,0.02361238178233427,0.019374396998255716,0.010894797249944355,0.02850302322313525,0.016939073817675454,0.1365731847867846,0.7172678900077862,0.015590200445434271,7.822229538664608e-08,0.04724409448818894,0.27402135231316715,0.012417700317234992,0.9903050881629064,0.9291465611083591,0.842431143948605,0.16459752283938656,0.5000217134138631,0.002550254105847749
1,1,1,0.6005342043722495,0.0023547066428434606,0.0,0.044200461090744186,0.5853852499282658,4.920960383005828e-07,2.338562559485974e-09,6.5543997575762775e-09,0.0010740115779654753,0.592242051034184,1.0,1.0,0.144397584587367,0.6999999999999998,0.6122448979591836,0.1323593163433778,0.5636856368563684,0.44140625,0.25486637106262533,0.41421143847487,0.26824817518248173,0.1608606145588189,0.11361875067584615,0.02762279333386708,0.026438954057518727,0.037342384475599344,0.05788663285194673,0.060698902364690666,0.021597526377790333,0.03851619201867473,0.04794918151352068,0.027666349888627706,0.027449531426016804,0.03831725678251441,0.05788806289844539,0.06105827411428755,0.025088794196988173,0.04190970321939813,0.04776515849090168,0.08749519784863624,0.6901262934697918,0.01781737193763916,6.871893891574478e-08,0.04724409448818894,0.2846975088967971,0.05076375649328102,0.9856146164892635,0.9504347991845572,0.931343830469741,0.09262447514342131,0.4700346297387271,0.07788696734326062
1,1,1,0.39410354766826,0.0016647833778381182,0.0,0.09374881892739714,0.5991158183710454,4.920962081495822e-07,1.860811588598253e-09,6.029517561390346e-09,0.0012577549997917514,0.6008972680427119,1.0,1.0,0.3555887225972532,0.7272727272727271,0.6224489795918366,0.13789487635263672,0.49593495934959353,0.4140625,0.2356122084813879,0.35875216637781626,0.2645985401459852,0.13349504677168994,0.26156598060772085,0.043447126236053735,0.0318916964304079,0.045140112505734464,0.04862716617208296,0.04214853266330665,0.02882270271291898,0.05384828850214762,0.03939461200196748,0.0428438332696236,0.032180910611663616,0.045418805690177866,0.04794999175392878,0.04060163990257448,0.030164306154444653,0.05514026382909387,0.03714606092101358,0.1721091048789859,0.6652064827241908,0.013363028953229383,8.864347929017238e-08,0.04724409448818894,0.24199288256227725,0.0,0.8833725818811015,0.8845643782525929,0.8085170318476331,0.14817431342974752,0.44533973473366895,0.03027200666989527
1,2,1,0.3191710015581048,0.0015255372280749847,0.0,0.08947806039532863,0.8724944579995407,6.575383634775889e-07,1.0645462629090712e-08,9.164061222561535e-09,0.00026178429407506127,0.8748004648814569,1.0,1.0,0.06587613479207462,0.3909090909090909,0.26530612244897955,0.23464384957508735,0.24932249322493225,0.21484375,0.20991279656151565,0.19584055459272098,0.17518248175182483,0.09817936614969655,0.04996755938434916,0.05457534294019062,0.04953547737096775,0.08337615189513792,0.14760497242685755,0.0603998929907521,0.03663253663525878,0.07556938481797837,0.1197591962881952,0.05386374157041496,0.04969164603271037,0.0835239751716017,0.14688886817218716,0.058093069321145,0.037075311556890145,0.07599114146915242,0.11691260033676754,0.14385324625432205,0.6586774593739908,0.028953229398663655,1.3370480566276728e-07,0.05774278215223095,0.24555160142348753,0.00664417978187215,0.9087638207095577,0.8911107703558372,0.8661852996279087,0.14743319993722825,0.6069070938375085,0.02106411804733921
1,2,1,0.3792287208514374,0.0021347144088763917,0.1,0.047583053025435584,0.8751890267203977,6.575386484470853e-07,1.0515101266993652e-08,9.26937272018966e-09,0.000270382723638287,0.8759909929208404,1.0,1.0,0.4198627979898947,0.32727272727272716,0.2040816326530602,0.26776094809557016,0.24390243902439027,0.19921874999999964,0.2201925613294646,0.1975736568457537,0.17883211678832114,0.09634683273174408,0.0,0.09142780627791436,0.08097219663614141,0.11601524492541038,0.18196482250683754,0.0868347309250147,0.0661322822462358,0.11053977112909696,0.15196211631322631,0.090612930012825,0.08097451068364558,0.11601930066010002,0.1811522239382778,0.08423427701138786,0.06615777374158827,0.11056381658948666,0.14886197080720542,0.16027660391855558,0.632060216207091,0.031180400890868543,1.2634405909994678e-07,0.06299212598425194,0.15302491103202853,0.01696859297452069,0.8995188212451958,0.8677866855964371,0.8806833412523074,0.13150468776254787,0.596075114717126,0.010102929727012544
1,2,1,0.4501495118304008,0.001708928357193681,0.0,0.05580331834158511,0.8568787989322473,6.575387100596473e-07,1.0337220549895004e-08,9.433986737203701e-09,0.00028330352259567365,0.8584863014697879,1.0,1.0,0.07670715175747288,0.418181818181818,0.2551020408163265,0.26890312990509435,0.24661246612466128,0.2109375,0.21106351649822638,0.24956672443674177,0.18795620437956204,0.1284589837472665,0.17153426089463997,0.1535068233310164,0.11691556611767084,0.10926244719677558,0.1724957159801872,0.17737150852324335,0.11455480826571529,0.11036891386502012,0.14915059661460006,0.1535264900093093,0.11781804708475851,0.11015054218095477,0.17247844062990592,0.17778047948263587,0.11786633017324555,0.11364673355280286,0.14910449095722267,0.09823280829811765,0.6610971653142408,0.031180400890868543,1.193149247399665e-07,0.06824146981627294,0.2313167259786475,0.028864515232677634,0.8531095183740919,0.8411769715762629,0.8986096229668399,0.15534602868462355,0.5941449679724765,0.09744913285229984
1,2,1,0.4194400139648792,0.0016169636006302885,0.0,0.05603008428134096,0.8687535233105492,6.575381017042248e-07,1.043664918939754e-08,9.088615199489376e-09,0.0002659692808491027,0.8709818405199683,1.0,1.0,0.026810532513590127,0.2727272727272727,0.33673469387755095,0.08478342220974841,0.3387533875338754,0.28515625,0.22425665437725842,0.17331022530329288,0.14416058394160564,0.10964424115883634,0.08307050427134755,0.19056189361337328,0.22736019296570498,0.20871993723218019,0.18045169755655754,0.20073883992981612,0.21548122322806207,0.19460497206180905,0.1570958248341099,0.19004245586795943,0.22757415061302178,0.20893405974487567,0.1798510542014783,0.19933947859607704,0.2164587397120581,0.19555971816797146,0.15497030609210016,0.06913177103342316,0.7386594781446494,0.028953229398663655,1.2634405909994678e-07,0.06561679790026242,0.27402135231316715,0.10592094599288338,0.8343698310214941,0.8498994987660806,0.8274483747531407,0.1509922035038651,0.6107237114076465,0.08114221957933065
1,2,1,0.4570939432687825,0.0019483940466819426,0.0,0.04688385804452172,0.8788686430656785,6.575391148006646e-07,9.763296014761863e-09,9.302340148377013e-09,0.0003000772039824417,0.8800564571701868,1.0,1.0,0.13225205734551077,0.3545454545454545,0.2551020408163265,0.219332439371732,0.2601626016260163,0.23046875,0.20562956124153697,0.19410745233968785,0.16970802919708028,0.10179977893792877,0.19102566413149247,0.07080492706059394,0.11908549116450162,0.12137564054842453,0.1737606310433697,0.08053312166716087,0.0996024496690765,0.11211383415028409,0.15189838252782106,0.07009078747907582,0.11921461790001009,0.12150193674141252,0.17305220072301364,0.07875259815735802,0.10053912211188276,0.11301381599321736,0.1496215271092105,0.1365731847867846,0.682498795620408,0.028953229398663655,1.193149247399665e-07,0.060367454068241434,0.3202846975088969,0.07283126345932689,0.8847698268753524,0.9295799421897408,0.8223296252190386,0.11216831370222291,0.6157234659457124,0.027360057871150922
1,2,1,0.3953315218358406,0.0015871681717106202,0.0,0.21268755432933978,0.8738519116590819,6.575389877469318e-07,9.584033599506885e-09,9.58395719915465e-09,0.0003196796231021643,0.8743722560509973,1.0,1.0,0.14444550944119622,0.34545454545454535,0.17346938775510204,0.3397184020956122,0.28726287262872635,0.23828125,0.2225541289112907,0.19064124783362202,0.1587591240875912,0.10975673012085685,0.0750639801030889,0.04731248801954013,0.04523461282176233,0.0894509534931025,0.12897961521489965,0.06556246398542576,0.03792245667029015,0.0799953263109836,0.10581590325213863,0.04669493168435224,0.04550128316087709,0.08969946618353408,0.12834326552380848,0.06426173824526471,0.0394842806152228,0.0814698669056898,0.10393404899925818,0.21348444102958142,0.7118708893710495,0.02672605790645874,1.06192407255468e-07,0.060367454068241434,0.3024911032028468,0.06255470565079468,0.8877210241073391,0.8297891472085395,0.7119416110384769,0.25533484167151643,0.6154488096229326,0.0
1,2,1,0.447302736568903,0.0019570109510119106,0.1,0.06593219698401301,0.863296462295879,6.575387949255793e-07,9.270352120572823e-09,9.558915806073308e-09,0.00033266211774742884,0.8648948874836909,1.0,1.0,0.22510303843573276,0.34545454545454446,0.2857142857142857,0.17793274178342924,0.279132791327913,0.19140625,0.26529088418240143,0.20623916811091852,0.1624087591240876,0.11967894198768847,0.12841527592545865,0.11361740322159863,0.1117538483055529,0.11393400702519663,0.13984162463425864,0.1272409926250544,0.09119643204129224,0.1185847182079589,0.10641768865064094,0.11360771340424314,0.11262365878766989,0.11477965956768377,0.1397918822438473,0.12721473615015433,0.09404371215595098,0.12129985561963186,0.10585055696318191,0.1215904725316943,0.6630664909630566,0.031180400890868543,1.2634405909994678e-07,0.06561679790026242,0.14234875444839856,0.024790632694489778,0.9000650461505452,0.8982687852409939,0.9553306058040525,0.0980333384840939,0.6106397330529354,0.025079542180344694
