fid,iid,rep,vbs_precisions,selector_precision,selected_algorithm,selector_switch_budget,static_B10,static_B20,static_B30,static_B40,static_B50,static_B60,static_B70,static_B80,static_B90,static_B100,static_B110,static_B120,static_B130,static_B140,static_B150,static_B160,static_B170,static_B180,static_B190,static_B200,static_B300,static_B400,static_B500,static_B600,static_B700,static_B800,static_B900,static_B1000,static_B1100,static_B1200,static_B1300,static_B1400,static_B1500,static_B1600,static_B1700,static_B1800,static_B1900,static_B2000
1,7,0,0.0,0.0,Non-elitist,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,1,0.0,0.0,Non-elitist,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,2,0.0,0.0,Non-elitist,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,3,0.0,0.0,Same,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,4,0.0,0.0,Same,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,5,0.0,0.0,MLSL,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,6,0.0,0.0,Same,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,7,0.0,0.0,Non-elitist,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,8,0.0,0.0,Same,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,9,0.0,0.0,MLSL,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,10,0.0,0.0,MLSL,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,11,0.0,0.0,Same,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,12,0.0,0.0,Non-elitist,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,13,0.0,0.0,Same,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,14,0.0,0.0,Same,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,15,0.0,0.0,MLSL,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,16,0.0,0.0,Non-elitist,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,17,0.0,0.0,Non-elitist,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,18,0.0,0.0,Non-elitist,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,19,0.0,0.0,Same,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.1e-09,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0011229739,5.4e-09,0.0209522357,0.0269359584,1.4146378634,10.7411565954,351.8123152277,573.9085874662,1119.4749245496
2,6,1,0.0,1e-10,BFGS,100,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,6e-10,1e-10,1e-10,1e-10,1e-10,2.65e-08,8.07748e-05,5.331e-06,3.28854e-05,1.4668726119,2.4847072448,7.8114438391,19.5970989745,575.0218654619,698.092452377
2,6,2,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-09,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,2.03253e-05,3.4743e-06,2.0809e-06,5.1e-08,0.0053479941,0.0236938792,3.3093439283,6.9973728427,375.5913681652,379.9442500033
2,6,3,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,4.926e-06,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,7.918e-07,1.87e-08,1.67e-08,2.4286e-06,0.00020191,0.1517649368,5.6150973484,30.5041288591,108.472251602,507.8987538437
2,6,4,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,5.3376e-06,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,7.56087e-05,1e-10,0.1939707236,0.119519944,0.5383270374,5.1261529444,217.896079945,1260.6062570067,1651.2667578786
2,6,5,0.0,1e-10,BFGS,160,1e-10,0.0,1e-10,1e-10,1.1e-09,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,1e-10,2e-10,1e-10,1e-10,1e-10,3.7e-09,5.56e-08,1e-10,1e-10,9e-10,2.03576e-05,0.0050625545,0.5234909529,1.9149596558,2.3756008267,6.8849281165,23.171440746,224.8490558772,228.7355440945
2,6,6,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,6.4e-09,1e-10,1e-10,0.0002717013,1.70574e-05,8.73e-08,1e-10,0.0047270585,0.1948490339,0.0208124108,2.1408419068,0.7106955589,24.6103230248,344.4999708441,555.9753366398
2,6,7,0.0,1e-10,BFGS,160,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0002644523,1e-10,1e-10,5e-09,2.039e-07,0.0233288176,0.6456896533,2.413905888,22.2762391315,847.2759534874,913.4915663565,1001.501820381
2,6,8,0.0,1e-10,BFGS,160,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,3e-10,1e-10,1.4e-09,1e-10,5e-10,0.0031172985,0.000270891,0.0376197645,0.4547513444,0.6910142598,0.5707781121,8.0481455577,52.9736546586,69.4107247713
2,6,9,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,2.7423e-06,3.52251e-05,0.1063311182,2.5740079324,5.401532575,7.8805276809,160.7204656698,368.9062896155,393.2608178377
2,6,10,0.0,1e-10,BFGS,160,1e-10,1e-10,2e-10,0.0,5.7748e-06,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,2e-10,3.02e-08,1.185e-07,2.86079e-05,0.0001422924,0.0691694892,0.0036609321,0.4778417998,0.5579712686,3.9071231227,3.0090453019,134.710635403,225.4209896039,356.3729828176
2,6,11,0.0,1e-10,BFGS,100,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.9e-09,0.0,1e-10,1e-10,4e-10,0.0007449176,2.534e-07,0.004285439,0.0476012235,0.5059179887,2.3204975302,21.9091039117,539.6007488877,704.1739222112
2,6,12,0.0,0.0,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1.013e-07,0.0,1e-10,1e-10,5.9727e-06,1e-10,0.0722457946,2.0817442463,4.8726555862,20.2207319854,134.2814614493,436.4910968277,2559.558181544
2,6,13,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,2e-10,0.0,3.5762e-06,1e-10,3.5762e-06,0.0002716919,3.514e-07,6.18608e-05,6.4911e-06,1.4e-09,2.087e-06,0.0243675921,1.1745964391,20.5408537027,157.6196468563,182.4252322842,261.4176082749
2,6,14,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,0.0369434772,0.2482867376,7.4206e-06,0.2678413421,0.0014276748,2.6504315431,12.8134703834,72.7029027326,626.7063994901,1033.1313321268
2,6,15,0.0,1e-10,BFGS,110,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1.0641e-06,0.0001945203,1e-10,0.0002706575,1e-10,2e-10,0.0002709557,0.9305383093,1.4968664144,55.0525731924,1742.8683303794,1540.5375458203,1540.5375458203,1321.435854963
2,6,16,0.0,1e-10,BFGS,160,0.0,1e-10,1e-10,1e-10,5.10563e-05,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,0.0001795696,1e-10,0.0002630662,1e-10,0.0002708422,0.0044080567,1e-10,0.0440061799,0.4478581169,0.0620658925,14.1718493797,35.6951515789,62.5446389275,298.8651326127,313.8490666665
2,6,17,0.0,1e-10,BFGS,160,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,5.2e-09,8e-09,1.53e-08,1.7e-09,1.78765e-05,0.0049910307,0.4245544506,4.1749237846,26.282346948,254.4131808243,548.2175425257
2,6,18,0.0,1e-10,BFGS,160,1e-10,1e-10,5e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,0.0016767812,0.0006648054,2.85e-08,1.1699424224,1.4653948621,15.3944321839,22.9854260005,49.4894133136,276.0503198076,722.2727324405
2,6,19,0.0,1e-10,BFGS,160,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,5e-10,1e-10,1e-10,1e-10,1e-10,1e-10,2.43e-08,9.677e-07,9.31282e-05,0.1303963194,5.6334428744,12.9430110707,237.8734483418,440.3904902852
2,7,0,0.0,0.0,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,2.25e-08,1e-10,2.4e-09,1.9164e-06,0.0001277715,0.0992576459,0.055799839,4.1475138807,16.7275778329,129.6648125084,90.5508431894
2,7,1,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1.1081e-06,5.52178e-05,1e-10,1e-10,0.0,5.52178e-05,0.0059442699,1.4340667186,2.924238939,10.7200989496,13.0700918782,82.2035755888,517.1495361125
2,7,2,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,4.8445e-06,0.0022761869,7.9e-09,0.0010399685,0.0579904991,1.5261389459,4.7432063827,68.5311194071,73.9132552559
2,7,3,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.3e-09,5.50688e-05,0.0123400185,1.6710223857,1.0628976463,18.6999844052,339.8604845821,491.30964357,1169.5529925601
2,7,4,0.0,1e-10,BFGS,160,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,2e-10,0.0,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,4.948e-07,1e-10,0.0002899646,5.128e-07,0.0149639285,10.9909551039,45.4617451106,93.765005803,236.5737287431,264.8560435696
2,7,5,0.0,1e-10,BFGS,160,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,4.03e-08,0.0004388131,6.59e-08,5.46993e-05,0.1464358451,0.6693738274,3.8851633545,8.9700602683,46.3752353007,116.5108916667,139.9268824947
2,7,6,0.0,1e-10,BFGS,160,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,2e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,2.2716e-06,2.14e-08,1.1288e-06,0.3084188433,0.5186687194,2.1049857108,8.4058165337,25.4986534025,316.3608290715,327.4458817752
2,7,7,0.0,1e-10,BFGS,160,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,3.13856e-05,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,5.49983e-05,5.52178e-05,3.18946e-05,1e-10,5.51493e-05,4.0947e-05,3.23193e-05,5.42622e-05,5.52178e-05,0.0005293148,0.0160501148,1.7565611642,0.6291555244,63.255308396,66.1337823033,580.2868981743,789.6690364785
