fid,iid,rep,vbs_precision,selector_precision,selector_switch_budget,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,static_B1000
1,4,24,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,25,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,26,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,27,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,28,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,29,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,20,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,21,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,22,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,23,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,24,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,25,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,26,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,27,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,28,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,29,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,20,0.0,0.0,50,0.0,2e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,8.2882e-06,0.0017703052,16.3797169219,16.7275265269,16.4637113835,16.8597322348,16.8916696508
2,1,21,0.0,0.0,50,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,8.87e-08,1.33e-08,0.0012834259,1.6619e-06,3.38e-07,0.031857133,0.0041970925,0.0033671367,0.0048112554,0.0091682893
2,1,22,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1.587e-07,0.0,0.0,0.0,3.2623e-06,0.0002366152,9.26257e-05,2.9148e-06,0.9718096306,1.301593562,1.4829613616,5.8100741344
2,1,23,0.0,0.0,50,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,1e-10,7.4587e-06,3e-09,1e-10,4.84e-08,0.0009250744,0.0077294616,0.122317906,0.1033569784,0.0946361885,3.7077653778,15.3798431666,65.7530633765
2,1,24,0.0,0.0,50,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,1.40204e-05,0.0,3.76e-08,0.0692834854,1.4015577976,6.342431916,7.5038314741,18.3994323844
2,1,25,0.0,1e-10,50,1e-10,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,0.0,3.437e-07,3.2623e-06,2.287e-07,3.54e-08,0.0021139148,7.7375495345,7.9358526636,7.8646147713,11.1103985277
2,1,26,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0001777551,1.19323e-05,6.4e-07,0.0007791098,5.0833006385,6.28019005,6.3336844235,6.4117362182
2,1,27,0.0,0.0,50,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1.11185e-05,0.0003336382,0.1767851922,0.2073649987,0.6778931735,3.2245785358,0.8233699663,12.55619614
2,1,28,0.0,1e-10,50,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,4e-10,3.7521e-06,1e-10,0.0,7.359e-06,0.4983083562,3.5771183168,3.4400381672,4.1711313335,7.767855249
2,1,29,0.0,0.0,50,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,2.007e-07,0.0,0.0002389869,1.35e-07,0.0066883156,0.0264981065,0.0243051001,0.1563361585,1.9461131504
2,2,20,0.0,0.0,50,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0023754566,3.969e-07,0.1349450465,0.1505946856,0.2622332702,0.3375225274,0.3059022084,0.8821611905
2,2,21,0.0,1e-10,50,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,3.5e-08,0.0,0.0,9.0225e-05,1.4626e-06,0.0831568633,0.1984920464,1.1941594451,1.3810584775,1.5164803519
2,2,22,0.0,0.0,50,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,1.68e-07,1.3e-09,2.69697e-05,2.615e-07,0.6415333078,1.3885725201,2.2918310296,2.3135351124,2.2966261862,2.4129093063
2,2,23,0.0,0.0,50,0.0,2e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-09,5.86e-08,0.0063889557,0.0014648839,0.0005416492,0.0035807344,0.0890693585,0.4543562277
2,2,24,0.0,0.0,50,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,1.9e-09,1e-10,0.0,1e-10,1.9557e-06,0.0,0.0040304934,0.0984810492,10.7759509703,9.8037411203,13.9239237279,13.0997094999
2,2,25,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,3.3e-08,9.88644e-05,19.5251985196,21.6597649238,22.0018067951,26.2351866051,47.662799467
2,2,26,0.0,0.0,50,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,7e-10,0.0,2.69703e-05,0.0005810983,0.2400231627,0.2264423163,2.2066984125,8.1740849542,8.2067732747,8.2070945904
2,2,27,0.0,1e-10,50,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,3e-10,2.69696e-05,0.6658537948,1.3812830819,3.0784742342,7.597377667,7.5106523882,7.7562333007,265.3717540956
2,2,28,0.0,1e-10,50,1e-10,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,3.79e-08,0.0,0.0,4.119e-07,2e-10,4.6165e-06,0.0123109847,0.0001504077,0.2177131475,0.6057971923,0.7987703783,0.7942938241
2,2,29,0.0,1e-10,50,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,3.935e-07,1e-10,0.0,5e-10,2.26589e-05,2.0079e-05,4.8576973627,4.9075330436,4.9377778142,4.9348611554
2,3,20,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.63e-08,1e-10,0.0,0.9491591584,9.6291742494,11.295186911,24.3814076242,95.4232907918
2,3,21,0.0,0.0,50,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,2.3717e-06,1.01e-08,6.41056e-05,0.0047030545,0.9413466986,2.1361375826,21.2760861129,18.342636591,25.1937951638
2,3,22,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,3.4e-09,1e-10,3.7965e-06,1e-10,1e-10,0.0,0.0007563038,0.1041390614,11.5004902316,11.4561546766,15.117826941,17.3187705449
2,3,23,0.0,0.0,50,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,3e-08,0.0,0.0,1e-10,0.0,0.0001727602,2.23948e-05,2.7120002877,9.0166775202,9.3877284821,14.3011616971
2,3,24,0.0,1e-10,50,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,1.8485e-06,0.0,1.592e-07,6.62528e-05,3.9084e-06,0.6283568147,2.1100638997,2.5721962476,3.1398793467,18.3960996119
2,3,25,0.0,0.0,50,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,3.142e-07,0.0,0.0,3.57623e-05,0.0546614677,0.0011011559,2.8842881922,6.935181358,8.1249046668,7.5722079931,9.7737862884
2,3,26,0.0,0.0,50,0.0,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-09,9.1e-09,0.0,0.0093507517,9.6e-09,3.546e-07,0.4493969936,25.0459885728,26.3019310634,32.2114714951,178.4336989793
2,3,27,0.0,2.5e-09,50,2.5e-09,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,2.99796e-05,1.76543e-05,2.89275e-05,0.8039079685,1.8570714126,8.3159268133,8.9056250213,19.8059382248
2,3,28,0.0,1e-10,50,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,3.875e-07,8e-10,1e-10,0.0174777216,0.1127013912,24.0164083938,26.1212552799,27.859790494,26.1993043375
2,3,29,0.0,0.0,50,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,2.72e-08,0.0,1e-10,7.2926e-06,1e-09,0.035317399,0.6828853078,0.6794562714,0.7903337457,0.8158319131,0.864810569
2,4,20,0.0,1e-10,50,1e-10,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,4e-10,0.0057377813,6.8e-09,0.2398420889,0.0998672545,1.0560776344,1.3424909486,1.4779740073,6.3978751538
2,4,21,0.0,0.0,50,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0001535853,0.0031951112,8.97242e-05,0.0131822632,0.6893884889,20.7426122682,49.0323652252,125.7776276184
2,4,22,0.0,1e-10,50,1e-10,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,5.59e-08,0.0001675951,0.0002426332,2.084390922,2.5613197584,4.1167234336,5.7392700887,28.2603731427
2,4,23,0.0,2e-10,50,2e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,5.82e-08,1e-10,0.0,7.56e-08,0.0072725019,0.086106217,4.4487936067,4.4255226865,4.6865218164,10.0223828639
2,4,24,0.0,0.0,50,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,1.353e-07,0.0139389379,0.4675370966,0.8951410984,2.1835934241,3.3831450205,51.6415331159,98.5285607015
2,4,25,0.0,0.0,50,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,4.38e-06,0.0008593358,0.0005158572,0.1501587353,0.0084065995,7.3288575168,6.2198866794,10.8228799439,18.8667568894,18.2772656404
2,4,26,0.0,0.0,50,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,1e-10,0.0,4.80798e-05,5.51658e-05,0.2867089607,0.6114014625,0.5824907894,0.8474315068,21.9972956596,135.3926167822
2,4,27,0.0,0.0,50,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,2e-10,0.0001535853,0.0034609599,0.0051552011,0.2310621527,0.4968981109,2.1103830399,171.2929421126,303.7984679679
2,4,28,0.0,0.0,50,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2434e-06,5.18e-08,0.0002068082,0.1637661769,0.300866377,0.4221311514,1.5247499586,6.462810887
2,4,29,0.0,0.0,50,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,2.4e-09,1e-10,1e-10,7.06015e-05,0.0163092736,0.2576764528,4.3709010471,27.0316397592,34.6101719979,33.9141920507,27.2394359063,27.8789685684
2,5,20,0.0,0.0,50,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,6e-10,1e-10,0.0,1.49e-08,1e-10,2.431e-07,8e-10,1.0928157526,10.6591288282,10.4470957421,34.5494904407,12.2748875488,15.3993181777
2,5,21,0.0,0.0,50,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,2.49e-08,0.0,5.5834e-06,0.0026291519,0.0189292426,15.1587002407,36.2448844832,22.0206709834,23.6851145852
2,5,22,0.0,0.0,100,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,1.5293e-06,0.0,0.0,0.0023465524,0.0004971626,0.004963139,1.8976075801,1.1772176233,1.2301666523,4.0545077546,4.1587666053,4.3051509637,4.2362097911
2,5,23,0.0,0.0,50,0.0,1e-10,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,7.33034e-05,1e-10,0.0,0.0027259361,0.0202809544,0.0148622894,0.0918183162,0.0978595772,2.1591490001,0.439704773,0.4653897372
2,5,24,0.0,0.0,50,0.0,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,5e-10,0.0,0.0,4e-10,5e-10,0.0001347785,1.073e-07,1.0931245126,40.1305773481,3.2271444878,25.9876503264
2,5,25,0.0,0.0,50,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,6.39e-07,0.0,1.4e-09,1e-10,7.15509e-05,1.7862084121,2.2319222985,3.5156131896,34.8886902458,100.1125889982
2,5,26,0.0,1e-10,50,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,1.92e-08,0.0,1.33e-08,0.0008543268,0.0168861931,8.5882508476,13.6669084241,14.4181145816
2,5,27,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,1.23264e-05,0.0,0.0,0.0,0.0002060696,0.0541564192,0.0014545293,11.8671203454,1.9872426869,11.7597336125,12.2156289309,12.2278161397
2,5,28,0.0,0.0,50,0.0,0.0,1e-10,0.0,0.0,7e-10,0.0,0.0002060637,0.0,1e-10,1e-10,0.0,0.0002060696,4.881e-07,0.0023500937,8.8466191743,5.757984073,9.1468363377,9.0996257716,9.1196599915
2,5,29,0.0,1e-10,50,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10479e-05,4.7e-09,3.267439743,0.0006530925,4.3416302982,14.2065635222,22.0426951041,26.2451893595,26.0989195227
3,1,20,4.9747903573,13.9327158626,150,13.9293914891,14.0799775815,13.9327158626,13.9293914891,13.9293914891,13.9293914892,13.9293914891,13.9293914891,4.974911927,13.9294421736,13.9293914891,13.9293914891,13.9293916809,4.9747903573,13.9293914891,13.9293914897,13.9293914891,13.9293914891,13.9293914891,13.9293914891
3,1,21,2.9848771713,3.9798362284,300,8.9546214384,2.9848771713,3.9798362284,3.9798362284,3.9798362284,3.9798362284,3.9798362284,3.9798362284,3.9801570449,3.9800262909,3.9798426595,3.9798362284,3.9798363012,3.9798362565,3.9798362284,3.9798362284,3.9798362284,3.9798362284,3.9798362284,3.9798362284
3,1,22,5.9946426686,14.9243505463,300,11.9394935734,21.8890336747,22.883992732,14.9244586364,14.9243505464,14.9243505463,8.9793390352,8.9565845169,14.9243505462,14.924501453,8.954702966,14.9243505462,14.924350928,14.9243506104,14.9243505669,14.9243505501,14.9243505477,14.9243505462,14.9243505462,14.9243505462
3,1,23,2.9848771742,6.9695725442,150,2.9848771742,6.9647083618,6.9695725442,6.0130300405,6.9647083626,6.0514638777,6.9647083618,5.9718679328,6.9647083618,5.9697847699,5.9697523754,6.9647111998,6.9647087557,6.9647083619,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618,6.9647083618
3,1,24,4.9747902478,4.9747902478,50,4.9747902478,6.964708362,8.9557713349,8.1265550323,8.9546214382,8.1265550323,8.1265550323,8.9566158838,8.1265550323,8.1265550323,8.1265550323,8.9754717136,9.0205494559,8.9546214382,8.9546214382,9.989696197,8.9613439528,15.552534157,16.4102080429,24.2021836227
3,1,25,3.9798428677,4.9747902476,300,14.9243505465,6.9647083629,5.9711530184,4.9750256203,4.9750603987,4.9747902476,4.0123872602,4.9777810377,3.9818889666,4.9747902507,4.9755944262,4.9747902476,4.9747902476,4.9747902476,4.974791906,4.9747902476,4.9747902476,4.9747902476,4.9747902487,4.9747902478
3,1,26,7.9596677453,8.9783393675,150,22.8839927306,7.9596677453,8.9783393675,12.9600349758,13.9295137504,13.9293914892,13.9293914894,8.9765448099,8.9553321324,8.9546440744,8.9556952556,8.954621716,8.9546216688,8.9546227925,13.9293914891,13.9293914891,13.9293914891,13.9293915041,13.9293914898,13.9293914894
3,1,27,9.2113211174,19.8991205972,200,9.9495603023,15.9193096103,19.8996384681,19.8991205972,19.8991205972,11.9754352621,19.8991205972,9.9495807081,19.8991205972,9.9495807081,9.9495807081,9.9495807081,19.899127463,19.8991229149,19.8991205972,19.8991205972,19.8991206049,19.8991205972,19.8991205972,19.8991205972
3,1,28,2.9869535808,2.9869535808,200,3.9798362291,9.9495804954,6.9690427602,2.9869535808,14.9243505462,14.9243505463,14.9243505464,9.9495807081,9.9495807081,14.9243505462,14.9243505462,14.9243505462,9.9495807081,13.5037113704,14.9243505462,14.9243505464,14.9243505463,14.9243505462,14.9243505462,14.9243505462
3,1,29,2.0772927107,6.9647083618,300,5.9697493936,4.1278771071,2.9848771822,4.974790248,6.9647083618,6.9647083618,4.4268728985,6.9700306716,6.9647083618,9.9495807081,9.9495807081,7.3803937665,6.9902823513,6.9647083618,6.9647083618,7.6675774548,6.9692202008,6.9737304318,9.4179356094,13.532953258
3,2,20,4.9747902488,5.9697493071,100,4.9747902488,5.9697493071,10.9445395525,10.9445395525,11.0989796527,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395524,10.9445395528,10.9445395525
3,2,21,6.964708362,6.964708362,50,6.964708362,34.8238255506,29.8486352842,33.8284764604,33.8285509661,33.8283443727,33.8288170481,33.8298459936,13.8390235096,33.8632925425,33.9610811313,15.0971995007,15.0971995007,33.8283443727,33.8283443727,33.8283687483,34.4749912176,34.7700837339,38.2276701132,43.7032492032
3,2,22,2.2803428297,5.9697493055,50,5.9697493055,5.0175605403,5.9710126344,8.0482507462,5.9697493047,5.9697493047,5.9879666459,5.9697493047,5.9700939206,5.9697493047,5.969761813,5.9697503542,5.9697498154,5.9697493593,5.9697493047,5.9697493047,5.969749305,5.9697493047,5.9697493047,5.9697493047
3,2,23,0.9949590818,5.0169991991,300,3.9798362464,4.9830425966,3.9804963619,3.9841643845,4.9747902476,5.0169991991,4.9747902476,4.9892251596,4.9747902476,4.9747902476,4.974928023,4.9747902476,4.9747902476,4.9747903714,4.9747902476,4.9747902476,4.9747902476,4.9747902476,4.9747902476,4.9747902476
3,2,24,4.0054032294,7.9596623839,300,14.9243506867,13.9293914891,7.9596623815,7.9596623822,7.9603610473,7.9596623839,8.0558305926,8.046034287,8.015039888,7.9777703756,7.9684556333,7.9596623811,7.9596623811,7.9596657985,7.9596623811,7.9596623811,7.9596623879,7.9596623811,7.9596623812,7.9596623812
3,2,25,3.9798362289,3.9798362289,50,3.9798362289,8.9675929957,13.9298845705,13.9293914891,13.9293914891,8.9899642853,13.9293914891,8.9551005068,13.9293914891,8.9546252509,13.9293914891,8.9546217716,8.9546214973,8.9546214979,13.9293914906,13.9293914891,13.9293914891,13.9293914891,13.9293914891,13.9293914891
