fid,iid,rep,vbs_precision,selector_precision,selector_switch_budget,static_B8,static_B16,static_B24,static_B32,static_B40,static_B48,static_B56,static_B64,static_B72,static_B80,static_B88,static_B96,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,static_B1000
1,6,10,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11e-08,1.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,11,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,12,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,13,0.0,0.0,650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,14,0.0,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,15,0.0,0.0,950,0.0,0.0,3.723e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,16,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,17,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,18,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,19,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,1,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,2,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,3,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,4,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,5,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,6,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,7,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,8,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,9,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1e-09,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,10,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,11,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,12,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-09,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,13,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,14,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,15,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,16,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,17,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,18,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,19,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,3.26659e-05,1e-10,0.0324722075,0.0007855846,1.9818639654,1.9926797624,2.0812085702,6.6434234148
2,6,1,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,1e-10,0.0,0.0003880181,1e-10,0.0,1e-10,0.0002443279,1.1238502788,0.1613018846,2.1202233224,2.0924127659,3.4339959954,44.3644152885
2,6,2,0.0,0.0,88,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,5.68e-08,3e-10,0.0001299129,10.561948177,22.8506316094,30.032896625,122.4865479388
2,6,3,0.0,0.0,72,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1.189e-07,1e-10,3.21e-08,4.174e-07,1.4222e-06,8.73639e-05,0.0719662725,3.7484300974,3.9313316556,72.8051689894,327.9784561854
2,6,4,0.0,0.0,72,1e-10,1e-10,1e-10,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46791e-05,4.7943e-06,5.8395e-06,0.091456342,0.1181130235,0.2365428305,0.2930466143,9.6920258409
2,6,5,0.0,0.0,48,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,5.09e-08,2.107e-07,0.0001214286,0.0003219585,0.0068691972,0.5408588483,0.9183410056,30.7879380722
2,6,6,0.0,1e-10,64,0.0,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,2.8438e-06,3.26653e-05,0.0087727421,8.03249e-05,7.2347221947,7.8973364227,7.5168761109,7.5226990677,8.6858049781
2,6,7,0.0,0.0,32,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,5e-10,1e-10,0.0,0.0,1e-10,0.0006921715,1.70871e-05,0.2361112968,0.531054898,2.7721466905,5.4005842123,5.8602894249,9.2883391842
2,6,8,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,3.26659e-05,7e-10,0.009488585,1.1425116222,29.7264194164,28.3873427099,30.4162542768,397.3978180982
2,6,9,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,2.46792e-05,0.0,0.2313377395,0.4648938282,10.0573291331,24.0874920654,26.059579266,27.0921824439
2,6,10,0.0,0.0,150,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,1.36e-08,0.0,2.04e-07,0.0009096533,0.1321845347,0.1339248642,0.1466253219,0.7805920034,5.0678438409
2,6,11,0.0,1e-10,64,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,9e-09,0.0,0.0,0.0,1.84728e-05,3.16e-08,0.0201806947,0.0339698805,0.016915014,0.0179135403,1.3920173784,8.5575592594
2,6,12,0.0,0.0,64,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,2.2e-09,3.379e-07,2.46789e-05,0.2426510542,1.16671e-05,0.0461072405,0.0011503,0.2621610883,30.1619551983,79.8798974024
2,6,13,0.0,0.0,72,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,9.93605e-05,0.0,1.3784e-06,0.0001530326,0.001319414,0.1273575503,0.1270580905,0.192428772,0.2180010893,0.2211199394
2,6,14,0.0,0.0,8,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,2.6949e-06,0.0,3.26659e-05,0.000419209,0.0283647221,20.048236033,25.1126502793,37.0448221004,38.9295073068,46.8717566098
2,6,15,0.0,1e-10,150,0.0,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,3.26659e-05,1e-10,0.0,1.9072864438,4.1828935751,6.4843002665,20.9814861902,194.2184283491
2,6,16,0.0,0.0,96,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,3e-10,1e-10,1e-10,4.65e-08,1e-10,0.0001947552,9.73972e-05,0.0006778113,22.263772067,46.5518879819,48.2858674931,230.6452901674
2,6,17,0.0,0.0,8,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,2e-10,1.789e-07,2.46791e-05,0.3936903494,0.1265550439,0.2422257216,3.8317887144,1.4752407303,11.3686867854,17.6398080904
2,6,18,0.0,1e-10,72,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,6.9291e-06,5.861e-06,7.08676e-05,4.1156442084,1.0332857092,9.6667450389,13.3169303232,18.1710591283
2,6,19,0.0,1e-10,32,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1.4e-08,0.0,3e-10,3.26659e-05,0.0002740521,0.2631366213,1.560294915,2.7737442179,2.9434474665,3.6451754735,17.8123581555
2,7,0,0.0,0.0,64,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,5.3782e-06,0.0034134458,0.1807035792,5.2947286534,7.0572141228,8.3897399851,8.43466785,8.4401157434
2,7,1,0.0,0.0,72,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0006937497,0.0062821263,0.5733971112,21.4488680529,30.0608588506,43.9394691824
2,7,2,0.0,0.0,48,0.0,0.0,0.0,1e-10,0.0,0.0,4e-10,1e-10,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,1e-10,0.0,1e-10,0.0,0.0,2e-10,7.44e-08,0.0002604748,1.6677627349,2.2451578228,2.905495241,2.3406618726,78.3559128639,882.1552910396
2,7,3,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,5.5e-09,1.5e-09,5.241e-06,1.46e-06,0.055412398,0.3553810905,0.4831186564,0.5370933953,0.5898952727,2.4692241567
2,7,4,0.0,0.0,24,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,7e-10,0.0,1e-10,3.761e-07,0.0,1e-10,0.0,0.0,0.1056701419,1.4016830076,0.0008104989,12.136341703,12.8007574086,39.9934508448,14.9592146958,58.5727085018
2,7,5,0.0,0.0,72,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1.96e-08,1.4734e-06,1.1e-09,1.03e-08,1.5674e-06,0.2900266539,1.284e-07,8.636114915,9.1629153589,9.428137855,9.4163877947
2,7,6,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,2e-10,1e-10,0.0,0.0,0.0373731174,0.1418102973,0.1109249592,0.0156125019,8.7139539166,8.8731211277,8.9935947352,9.302495012,9.9602044282
2,7,7,0.0,0.0,56,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,5.495e-07,1.1e-09,1e-10,1.84494e-05,1e-10,1.92e-08,0.0906774169,0.0090810544,24.4056240809,27.096000723,27.4551333639,28.7417181017
2,7,8,0.0,0.0,48,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,4.16057e-05,0.0,0.0,0.000206344,16.4655518776,2.4210821444,2.8921024781,28.7320849921,29.3813780397,30.3447834253
2,7,9,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,1e-10,1e-10,0.0,0.0,0.0102745919,0.0007679746,1.1075120088,1.272236953,6.3802271522,7.8455658034,9.9797155172,11.6375181776
2,7,10,0.0,1e-10,72,0.0,0.0,0.0,0.0,1e-10,2e-10,0.0,0.0,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,2e-09,0.0,2e-10,0.0003229112,1.31101e-05,4.97162e-05,0.1605845613,0.0475864698,0.4459255165,1.6817922555,112.3300343619,305.3278997482
2,7,11,0.0,0.0,80,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3782e-06,0.0221276603,2.16657e-05,0.0428358903,0.0398121401,0.0523339482,0.1244695518,2.5095998475
2,7,12,0.0,1e-10,32,1e-10,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,5.3782e-06,0.0,1e-10,5.3782e-06,5e-09,5.3782e-06,0.0651262284,0.0440435788,0.0303544391,2.2545517057,3.4321381461,3.922175167,8.0025532576
2,7,13,0.0,1e-10,24,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,8.66e-08,0.0,0.0,1e-10,3.7e-09,0.0007954761,0.017863974,2.8455989268,4.0809543595,7.974685679,28.1703868572,119.1575125546,591.5017476456
2,7,14,0.0,1e-10,24,0.0,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,1e-10,0.0060992331,5.5904e-06,0.0004326195,5.3782e-06,0.9595693458,3.3307471629,6.8740296091,7.8051100918,9.8513266833,33.643849753,69.1471792411
2,7,15,0.0,0.0,32,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,1e-10,0.0,1e-10,1e-10,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,5.3782e-06,1.71e-08,0.0074090669,0.0001437477,0.1066145786,0.130420875,0.1467363595,0.2909242764
2,7,16,0.0,1e-10,40,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,8.67e-08,0.0002759114,0.0002105738,0.2375443242,0.3783385485,0.4164940173,0.4235767584
2,7,17,0.0,0.0,56,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,1e-10,1e-10,0.0,1e-10,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,1e-10,1e-10,5.3782e-06,0.0002462125,0.0086248164,5.101e-07,1.0680285378,25.1840760118,43.4639029424,48.6361252991
2,7,18,0.0,0.0,150,1e-10,1e-10,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,3.07e-08,0.0,0.0,0.0005857838,1.1e-09,0.0002890595,4.09e-08,0.0037276173,0.117879109,9.2677110798,7.9273659144,3.3645768263
2,7,19,0.0,0.0,200,0.0,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,1e-10,0.0,0.0,0.0,0.0,3.45e-08,5.3782e-06,0.0001921258,0.1089330053,0.1448416253,0.059183205,0.0073499901,8.2208356924,131.8301623096
3,6,0,2.9848775235,14.9243505542,32,7.9596674199,3.0679497525,3.9798362857,14.9243505542,3.979836243,4.9747953739,14.9243505463,8.9546214382,10.9445396116,16.9142839373,27.858722206,14.9251395657,3.9798362643,14.9344530218,19.8993941064,19.899282306,19.9002749377,19.9007716141,19.8999159858,2.9853358038,19.9038396277,2.9852818481,2.9848801226,19.8991261886,2.9848775235,19.8991208586,19.8991206402,19.8991205972,19.8991205972,19.8991205972,19.8991205972
3,6,1,2.9848771764,2.9848771764,32,6.9647084125,5.9697493204,15.9193096094,2.9848771764,5.9697493047,5.9697493064,3.9798311958,5.9697493052,5.9697493048,9.9495805009,5.9724163793,5.9697493057,3.1307966987,3.9798362643,3.9798362643,3.9798362643,3.9798362643,3.9798362643,3.9798362643,3.9798362643,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9495804953,9.9502951584,10.3361009478,10.5946218393,10.6962608616,17.0878119882
3,6,2,2e-09,4.9747902487,8,4.9747902487,5.9697493091,1.9899181146,9.9495804953,3.9798311908,6.9647083621,5.9697493048,2.9848771714,2.1579923304,4.9748321948,0.9949590571,2.9876873602,0.9949590571,0.9949590576,0.9951344082,0.3042021335,0.9949590571,0.0011707039,0.0001774285,1.75939e-05,1.183e-06,2.412e-07,1.679e-07,4.1e-08,2.15e-08,0.9949590581,0.9949590571,0.9949590571,0.9949590571,0.9949590571,0.9949590571
3,6,3,0.9949590574,4.9747902478,8,4.9747902478,6.9647083806,5.9697493051,6.9648468021,0.9949590574,1.9899205862,5.9697493097,2.9848771713,15.9193096034,11.9394784128,3.9798366527,5.9697493577,18.9041817399,9.9637793933,13.9294116858,10.9511620967,10.345070046,13.9317171916,13.9294116858,13.9294116858,13.9294116858,13.9294116858,13.9294116858,13.9294116858,13.9294116859,13.9294116858,13.9294116858,13.9294116858,13.9294116859,13.9294116859,13.9294116859
