fid,iid,rep,alg_B8,alg_B16,alg_B24,alg_B32,alg_B40,alg_B48,alg_B56,alg_B64,alg_B72,alg_B80,alg_B88,alg_B96,alg_B100,alg_B150,alg_B200,alg_B250,alg_B300,alg_B350,alg_B400,alg_B450,alg_B500,alg_B550,alg_B600,alg_B650,alg_B700,alg_B750,alg_B800,alg_B850,alg_B900,alg_B950,alg_B1000
1,1,15,Non-elitist,MLSL,Same,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,BFGS,Non-elitist,MLSL,BFGS,BFGS,BFGS,Non-elitist,BFGS,MLSL,DE,MLSL,Non-elitist,Same,MLSL,Same
1,1,16,Non-elitist,BFGS,Same,MLSL,MLSL,BFGS,BFGS,MLSL,Non-elitist,MLSL,MLSL,BFGS,Non-elitist,MLSL,Same,MLSL,MLSL,Same,BFGS,Same,MLSL,MLSL,MLSL,PSO,MLSL,Non-elitist,Non-elitist,DE,BFGS,Non-elitist,Same
1,1,17,Non-elitist,MLSL,Same,Same,MLSL,BFGS,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,BFGS,Same,BFGS,Same,Same,MLSL,MLSL,MLSL,Same,Non-elitist,MLSL,Non-elitist,Same,MLSL,BFGS,BFGS,Same
1,1,18,Non-elitist,BFGS,Non-elitist,Same,Non-elitist,MLSL,Same,MLSL,MLSL,BFGS,BFGS,BFGS,BFGS,MLSL,MLSL,MLSL,BFGS,MLSL,Same,MLSL,BFGS,MLSL,BFGS,Non-elitist,MLSL,Same,PSO,DE,MLSL,Same,Same
1,1,19,Non-elitist,Non-elitist,BFGS,Same,Non-elitist,MLSL,Same,MLSL,MLSL,MLSL,MLSL,BFGS,BFGS,MLSL,Same,Same,BFGS,MLSL,Same,Non-elitist,Non-elitist,Non-elitist,Same,PSO,Non-elitist,Same,Non-elitist,PSO,BFGS,Same,Same
1,2,0,Non-elitist,Non-elitist,Non-elitist,MLSL,BFGS,Same,BFGS,MLSL,Non-elitist,Same,MLSL,Same,Same,BFGS,Non-elitist,Same,BFGS,BFGS,Non-elitist,Non-elitist,MLSL,BFGS,Non-elitist,MLSL,BFGS,DE,Same,DE,DE,Same,Same
1,2,1,Non-elitist,MLSL,Same,MLSL,MLSL,Same,Same,MLSL,MLSL,Same,Same,MLSL,Same,Same,BFGS,Same,BFGS,BFGS,Non-elitist,MLSL,MLSL,BFGS,PSO,MLSL,BFGS,DE,BFGS,Same,DE,Same,Same
1,2,2,Non-elitist,MLSL,Same,Same,Same,MLSL,BFGS,MLSL,BFGS,Same,BFGS,Same,Same,BFGS,BFGS,MLSL,Non-elitist,BFGS,Non-elitist,BFGS,Same,BFGS,DE,BFGS,MLSL,PSO,DE,BFGS,DE,Non-elitist,Same
1,2,3,Non-elitist,Same,Same,MLSL,Same,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,Same,MLSL,Same,MLSL,MLSL,MLSL,Non-elitist,Same,BFGS,BFGS,BFGS,Same,MLSL,MLSL,Same,Same,MLSL,DE,Same
1,2,4,Non-elitist,Non-elitist,BFGS,MLSL,Same,BFGS,Non-elitist,MLSL,Same,BFGS,BFGS,BFGS,DE,Same,MLSL,Same,BFGS,BFGS,BFGS,Same,BFGS,BFGS,BFGS,MLSL,MLSL,MLSL,BFGS,DE,DE,PSO,Same
1,2,5,Non-elitist,Same,Same,MLSL,Same,BFGS,BFGS,MLSL,MLSL,BFGS,BFGS,MLSL,MLSL,MLSL,BFGS,Same,BFGS,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,PSO,DE,Non-elitist,DE,Non-elitist,MLSL,Same
1,2,6,Same,Non-elitist,MLSL,Non-elitist,Same,Same,Non-elitist,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,BFGS,BFGS,BFGS,MLSL,BFGS,Non-elitist,Non-elitist,BFGS,Non-elitist,MLSL,MLSL,PSO,Non-elitist,DE,DE,Same,Same
1,2,7,Same,BFGS,MLSL,BFGS,Same,Same,BFGS,MLSL,MLSL,BFGS,MLSL,Same,Non-elitist,Same,BFGS,Non-elitist,BFGS,MLSL,BFGS,Non-elitist,Non-elitist,BFGS,DE,MLSL,MLSL,DE,MLSL,Same,DE,BFGS,Same
1,2,8,BFGS,BFGS,Same,MLSL,BFGS,BFGS,Non-elitist,MLSL,MLSL,Same,Same,BFGS,Non-elitist,BFGS,BFGS,Same,Non-elitist,BFGS,Non-elitist,BFGS,Same,BFGS,PSO,MLSL,MLSL,DE,BFGS,Non-elitist,MLSL,Same,Same
1,2,9,Non-elitist,Same,Non-elitist,MLSL,Same,Same,Same,MLSL,MLSL,Same,Same,MLSL,Same,BFGS,Non-elitist,Same,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,MLSL,DE,MLSL,DE,Same,PSO,MLSL,BFGS,Same
1,2,10,Non-elitist,MLSL,MLSL,MLSL,BFGS,BFGS,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,BFGS,BFGS,MLSL,MLSL,BFGS,BFGS,Non-elitist,Non-elitist,MLSL,Non-elitist,Same,MLSL,Non-elitist,MLSL,BFGS,BFGS,BFGS,Same,Same
1,2,11,Non-elitist,Same,Non-elitist,Same,Same,MLSL,BFGS,MLSL,MLSL,Same,Same,Same,MLSL,MLSL,BFGS,MLSL,BFGS,BFGS,Non-elitist,BFGS,MLSL,BFGS,MLSL,MLSL,BFGS,DE,BFGS,DE,DE,MLSL,Same
1,2,12,Non-elitist,Same,BFGS,Same,Same,MLSL,Non-elitist,BFGS,MLSL,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,BFGS,BFGS,BFGS,BFGS,Non-elitist,Same,Non-elitist,BFGS,PSO,MLSL,MLSL,Non-elitist,Non-elitist,DE,Non-elitist,MLSL,Same
1,2,13,Non-elitist,Same,BFGS,BFGS,Same,MLSL,MLSL,MLSL,BFGS,BFGS,BFGS,Same,BFGS,BFGS,Same,BFGS,Non-elitist,MLSL,Non-elitist,BFGS,Non-elitist,BFGS,DE,BFGS,MLSL,DE,BFGS,BFGS,MLSL,PSO,Same
1,2,14,Non-elitist,Same,Non-elitist,MLSL,Same,BFGS,BFGS,MLSL,Same,Same,MLSL,BFGS,Same,MLSL,BFGS,BFGS,Non-elitist,MLSL,BFGS,Same,Non-elitist,Same,MLSL,Same,MLSL,BFGS,BFGS,PSO,Non-elitist,PSO,Same
1,2,15,Same,Same,Non-elitist,MLSL,Same,MLSL,Same,MLSL,MLSL,BFGS,MLSL,MLSL,Non-elitist,BFGS,BFGS,BFGS,BFGS,MLSL,Non-elitist,MLSL,Non-elitist,MLSL,Same,BFGS,MLSL,BFGS,BFGS,BFGS,MLSL,MLSL,Same
1,2,16,Non-elitist,Non-elitist,BFGS,Non-elitist,Same,Same,MLSL,MLSL,Non-elitist,BFGS,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,BFGS,Non-elitist,BFGS,MLSL,BFGS,DE,MLSL,MLSL,MLSL,BFGS,BFGS,MLSL,Same,Same
1,2,17,Non-elitist,Non-elitist,Same,Same,Same,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist,MLSL,BFGS,BFGS,MLSL,BFGS,Non-elitist,MLSL,MLSL,DE,DE,PSO,DE,Same,Same
1,2,18,Non-elitist,Same,Non-elitist,BFGS,Same,Same,Same,BFGS,BFGS,Same,BFGS,Same,BFGS,Same,MLSL,MLSL,BFGS,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,PSO,MLSL,BFGS,MLSL,PSO,DE,MLSL,Same
1,2,19,Non-elitist,Non-elitist,Same,BFGS,MLSL,MLSL,Same,MLSL,MLSL,Same,Non-elitist,Same,Non-elitist,MLSL,BFGS,Same,BFGS,BFGS,Non-elitist,BFGS,Same,Same,MLSL,Same,MLSL,DE,BFGS,Same,DE,Same,Same
1,3,0,Non-elitist,Same,BFGS,Same,BFGS,Same,BFGS,MLSL,MLSL,MLSL,BFGS,Non-elitist,BFGS,Non-elitist,MLSL,BFGS,MLSL,BFGS,Non-elitist,MLSL,MLSL,BFGS,Same,MLSL,MLSL,BFGS,DE,Same,Same,MLSL,Same
1,3,1,Non-elitist,Non-elitist,BFGS,MLSL,Same,Same,BFGS,MLSL,BFGS,MLSL,BFGS,MLSL,Non-elitist,BFGS,MLSL,Same,BFGS,MLSL,Non-elitist,BFGS,BFGS,BFGS,PSO,Same,BFGS,MLSL,BFGS,Non-elitist,DE,MLSL,Same
1,3,2,Non-elitist,BFGS,Same,MLSL,Non-elitist,BFGS,Non-elitist,MLSL,BFGS,BFGS,BFGS,BFGS,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,MLSL,Same,MLSL,MLSL,MLSL,BFGS,MLSL,DE,Non-elitist,Same,MLSL,BFGS,DE,Same
1,3,3,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist,Same,Same,MLSL,BFGS,Non-elitist,MLSL,Same,Same,BFGS,Non-elitist,MLSL,BFGS,BFGS,Non-elitist,BFGS,BFGS,MLSL,MLSL,Non-elitist,MLSL,BFGS,MLSL,Same,BFGS,Same,Same
1,3,4,Same,Non-elitist,Same,MLSL,BFGS,Same,BFGS,MLSL,BFGS,MLSL,MLSL,Same,MLSL,BFGS,MLSL,BFGS,BFGS,BFGS,Non-elitist,MLSL,MLSL,Non-elitist,DE,Non-elitist,BFGS,DE,Non-elitist,DE,BFGS,MLSL,Same
1,3,5,Non-elitist,BFGS,MLSL,MLSL,BFGS,BFGS,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,BFGS,Same,BFGS,Same,BFGS,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,PSO,MLSL,PSO,BFGS,BFGS,BFGS,BFGS,MLSL,Same
1,3,6,Non-elitist,MLSL,MLSL,MLSL,Same,MLSL,MLSL,BFGS,MLSL,MLSL,BFGS,MLSL,MLSL,BFGS,BFGS,Non-elitist,BFGS,BFGS,Same,Same,Same,Non-elitist,DE,BFGS,MLSL,DE,DE,DE,PSO,MLSL,Same
1,3,7,Non-elitist,BFGS,Non-elitist,Non-elitist,Same,Same,BFGS,MLSL,MLSL,Same,Same,MLSL,BFGS,BFGS,BFGS,Non-elitist,BFGS,MLSL,BFGS,MLSL,MLSL,Non-elitist,PSO,MLSL,MLSL,Non-elitist,MLSL,BFGS,BFGS,DE,Same
1,3,8,Non-elitist,Same,Same,MLSL,BFGS,Same,Non-elitist,MLSL,MLSL,BFGS,BFGS,Non-elitist,BFGS,MLSL,MLSL,MLSL,BFGS,BFGS,Non-elitist,BFGS,Non-elitist,MLSL,MLSL,MLSL,MLSL,Non-elitist,DE,DE,MLSL,BFGS,Same
1,3,9,Same,Non-elitist,BFGS,Same,Non-elitist,MLSL,Same,MLSL,Same,MLSL,Non-elitist,MLSL,Same,Same,BFGS,Non-elitist,BFGS,BFGS,Same,BFGS,MLSL,BFGS,Same,BFGS,MLSL,Same,Non-elitist,DE,Non-elitist,BFGS,Same
1,3,10,Non-elitist,Same,Non-elitist,MLSL,Same,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist,Same,BFGS,PSO,MLSL,MLSL,Same,DE,PSO,PSO,DE,Same
1,3,11,Non-elitist,Same,MLSL,MLSL,Non-elitist,MLSL,MLSL,BFGS,BFGS,BFGS,MLSL,MLSL,Same,MLSL,BFGS,BFGS,BFGS,BFGS,Same,Same,MLSL,BFGS,MLSL,MLSL,Same,MLSL,BFGS,Same,Non-elitist,MLSL,Same
1,3,12,Non-elitist,Non-elitist,MLSL,Same,BFGS,Same,Same,MLSL,BFGS,MLSL,MLSL,MLSL,BFGS,Same,Same,Non-elitist,BFGS,MLSL,Same,BFGS,Non-elitist,Non-elitist,MLSL,Same,MLSL,MLSL,BFGS,Same,BFGS,Same,Same
1,3,13,Same,Non-elitist,Non-elitist,MLSL,Same,MLSL,BFGS,MLSL,BFGS,BFGS,BFGS,Non-elitist,MLSL,MLSL,BFGS,BFGS,BFGS,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,MLSL,MLSL,BFGS,MLSL,BFGS,DE,Same,PSO,Same
1,3,14,Non-elitist,BFGS,BFGS,BFGS,Same,MLSL,MLSL,MLSL,MLSL,Non-elitist,Same,Same,Same,MLSL,BFGS,Same,MLSL,MLSL,MLSL,BFGS,Non-elitist,MLSL,Non-elitist,Non-elitist,BFGS,MLSL,MLSL,DE,Same,DE,Same
1,3,15,Non-elitist,Non-elitist,Same,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,Same,MLSL,BFGS,Non-elitist,BFGS,MLSL,BFGS,Non-elitist,Same,MLSL,Same,Same,MLSL,DE,PSO,MLSL,PSO,Non-elitist,Same
1,3,16,Same,MLSL,BFGS,MLSL,BFGS,MLSL,BFGS,MLSL,Non-elitist,MLSL,BFGS,BFGS,BFGS,MLSL,Same,MLSL,BFGS,MLSL,Non-elitist,BFGS,MLSL,Same,BFGS,MLSL,MLSL,DE,MLSL,BFGS,PSO,Non-elitist,Same
1,3,17,Same,BFGS,MLSL,MLSL,Same,MLSL,Same,BFGS,BFGS,Same,MLSL,BFGS,BFGS,MLSL,BFGS,BFGS,BFGS,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,BFGS,MLSL,MLSL,DE,DE,BFGS,BFGS,MLSL,Same
1,3,18,Non-elitist,Same,BFGS,MLSL,BFGS,BFGS,Non-elitist,MLSL,MLSL,BFGS,BFGS,MLSL,Non-elitist,BFGS,BFGS,Non-elitist,BFGS,MLSL,Non-elitist,MLSL,Non-elitist,BFGS,Non-elitist,MLSL,BFGS,BFGS,BFGS,BFGS,Same,PSO,Same
1,3,19,Non-elitist,BFGS,Same,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,BFGS,Non-elitist,MLSL,BFGS,BFGS,Same,MLSL,Same,MLSL,BFGS,MLSL,Same,Non-elitist,MLSL,DE,BFGS,MLSL,Same
1,4,0,Non-elitist,Same,BFGS,Same,Non-elitist,MLSL,BFGS,MLSL,MLSL,BFGS,BFGS,MLSL,BFGS,Non-elitist,BFGS,BFGS,BFGS,BFGS,Non-elitist,MLSL,Non-elitist,BFGS,Same,BFGS,BFGS,Non-elitist,BFGS,BFGS,DE,MLSL,Same
1,4,1,Non-elitist,BFGS,Same,MLSL,BFGS,BFGS,MLSL,MLSL,MLSL,Same,BFGS,MLSL,MLSL,Same,BFGS,MLSL,MLSL,MLSL,Non-elitist,BFGS,Non-elitist,BFGS,MLSL,PSO,BFGS,MLSL,BFGS,DE,PSO,Same,Same
1,4,2,Non-elitist,Same,Same,MLSL,MLSL,Non-elitist,Same,MLSL,BFGS,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,Same,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,Same,Same,DE,BFGS,Same,Same
1,4,3,Non-elitist,MLSL,Same,BFGS,Non-elitist,MLSL,BFGS,MLSL,MLSL,BFGS,MLSL,Same,Same,MLSL,Non-elitist,MLSL,Same,MLSL,Same,BFGS,MLSL,Non-elitist,DE,BFGS,BFGS,DE,BFGS,DE,Non-elitist,MLSL,Same
1,4,4,Same,Same,Same,MLSL,BFGS,MLSL,BFGS,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,Non-elitist,MLSL,Non-elitist,MLSL,BFGS,Non-elitist,BFGS,MLSL,BFGS,Non-elitist,BFGS,Non-elitist,DE,DE,DE,MLSL,MLSL,Same
1,4,5,Non-elitist,MLSL,Same,MLSL,Same,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,Non-elitist,BFGS,BFGS,BFGS,MLSL,BFGS,BFGS,Non-elitist,Non-elitist,BFGS,MLSL,MLSL,BFGS,MLSL,Non-elitist,PSO,DE,BFGS,Non-elitist,Same
1,4,6,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,MLSL,BFGS,MLSL,BFGS,MLSL,Same,MLSL,Same,BFGS,MLSL,Non-elitist,Non-elitist,BFGS,Same,BFGS,BFGS,Same,Same
1,4,7,Same,Same,Same,MLSL,MLSL,MLSL,BFGS,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,Non-elitist,BFGS,MLSL,Same,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,BFGS,BFGS,Non-elitist,Same
1,4,8,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,Same,Same,Non-elitist,BFGS,MLSL,MLSL,BFGS,BFGS,Non-elitist,BFGS,Same,BFGS,DE,MLSL,BFGS,BFGS,DE,Same,Same,BFGS,Same
1,4,9,Non-elitist,MLSL,MLSL,Same,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,Non-elitist,BFGS,BFGS,MLSL,MLSL,BFGS,BFGS,BFGS,MLSL,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist,BFGS,MLSL,Non-elitist,DE,DE,BFGS,Same,Same
1,4,10,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,Same,BFGS,MLSL,BFGS,MLSL,Same,BFGS,Non-elitist,BFGS,Same,MLSL,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist,MLSL,Same
1,4,11,Non-elitist,Same,Same,Same,Same,MLSL,MLSL,MLSL,BFGS,Same,Same,MLSL,Same,BFGS,BFGS,MLSL,BFGS,MLSL,MLSL,BFGS,MLSL,MLSL,Same,BFGS,BFGS,Non-elitist,DE,BFGS,BFGS,Non-elitist,Same
1,4,12,Non-elitist,BFGS,BFGS,MLSL,Same,BFGS,MLSL,MLSL,MLSL,MLSL,BFGS,Same,Same,BFGS,BFGS,MLSL,BFGS,BFGS,BFGS,BFGS,BFGS,Same,PSO,PSO,MLSL,BFGS,BFGS,Same,Non-elitist,MLSL,Same
1,4,13,Non-elitist,Same,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,BFGS,BFGS,MLSL,Non-elitist,Non-elitist,BFGS,MLSL,Non-elitist,BFGS,MLSL,MLSL,MLSL,BFGS,DE,DE,DE,BFGS,BFGS,MLSL,Same
1,4,14,Non-elitist,MLSL,MLSL,MLSL,Same,MLSL,BFGS,MLSL,BFGS,BFGS,BFGS,MLSL,BFGS,MLSL,Non-elitist,BFGS,BFGS,MLSL,Non-elitist,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,Same,Non-elitist,DE,PSO,Same,Same
1,4,15,Non-elitist,Non-elitist,Same,BFGS,Same,MLSL,BFGS,MLSL,MLSL,Same,BFGS,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,BFGS,Non-elitist,BFGS,MLSL,BFGS,BFGS,MLSL,Non-elitist,DE,DE,Same,PSO,Same,Same
1,4,16,Non-elitist,Non-elitist,MLSL,MLSL,BFGS,MLSL,MLSL,BFGS,BFGS,MLSL,MLSL,MLSL,MLSL,BFGS,BFGS,MLSL,BFGS,BFGS,Non-elitist,BFGS,MLSL,BFGS,BFGS,Non-elitist,BFGS,DE,DE,BFGS,BFGS,DE,Same
1,4,17,Non-elitist,BFGS,BFGS,MLSL,Non-elitist,BFGS,MLSL,MLSL,BFGS,BFGS,Same,MLSL,MLSL,MLSL,MLSL,Non-elitist,BFGS,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,PSO,Same,Non-elitist,BFGS,BFGS,BFGS,BFGS,Same,Same
1,4,18,Non-elitist,Same,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,Same,Same,MLSL,Non-elitist,BFGS,BFGS,MLSL,Non-elitist,Non-elitist,MLSL,BFGS,Non-elitist,MLSL,DE,BFGS,DE,MLSL,Same,Same,Same
1,4,19,Same,Non-elitist,BFGS,MLSL,Non-elitist,MLSL,MLSL,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,BFGS,Same,BFGS,BFGS,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,BFGS,BFGS,Same,PSO,BFGS,MLSL,BFGS,Same
1,5,0,Non-elitist,Non-elitist,BFGS,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,MLSL,Non-elitist,BFGS,BFGS,Same,BFGS,BFGS,BFGS,BFGS,Non-elitist,BFGS,BFGS,Non-elitist,BFGS,MLSL,MLSL,BFGS,BFGS,MLSL,BFGS,Same,Same
1,5,1,Non-elitist,Non-elitist,Non-elitist,MLSL,Same,Same,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,BFGS,BFGS,Same,MLSL,Non-elitist,Non-elitist,PSO,MLSL,MLSL,MLSL,Non-elitist,Same,Non-elitist,BFGS,Same
1,5,2,Non-elitist,Non-elitist,BFGS,Same,Same,MLSL,MLSL,BFGS,MLSL,BFGS,MLSL,MLSL,MLSL,BFGS,BFGS,MLSL,Non-elitist,BFGS,Non-elitist,Non-elitist,MLSL,MLSL,DE,MLSL,BFGS,MLSL,Same,DE,Non-elitist,BFGS,Same
1,5,3,Non-elitist,BFGS,BFGS,MLSL,Same,MLSL,Non-elitist,MLSL,BFGS,BFGS,MLSL,MLSL,BFGS,MLSL,BFGS,MLSL,BFGS,MLSL,Non-elitist,BFGS,MLSL,DE,Non-elitist,MLSL,BFGS,BFGS,DE,DE,Non-elitist,MLSL,Same
1,5,4,Non-elitist,Non-elitist,BFGS,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,Same,Same,BFGS,BFGS,Non-elitist,BFGS,MLSL,Non-elitist,MLSL,Non-elitist,BFGS,Non-elitist,MLSL,BFGS,BFGS,BFGS,DE,DE,BFGS,Same
1,5,5,BFGS,Same,Same,Same,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,Same,MLSL,Non-elitist,BFGS,BFGS,MLSL,BFGS,BFGS,BFGS,MLSL,Non-elitist,Non-elitist,MLSL,BFGS,MLSL,BFGS,BFGS,DE,BFGS,Same,Same
1,5,6,Non-elitist,MLSL,Same,BFGS,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,Non-elitist,MLSL,BFGS,BFGS,Same,BFGS,MLSL,Non-elitist,Non-elitist,BFGS,BFGS,DE,BFGS,BFGS,Non-elitist,MLSL,Same
