fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_sum,std_y_last_1,mean_std_x_last_1
1,6,10,0.0,0.6109462330709499,0.1882270196803213,0.0,0.8966822088508954,0.4222487145565845,5.1133667941753915e-09,2.361254498345049e-09,0.000123743894122,0.0,0.000352666645973,0.0,0.0,0.0,0.5675694720506085,0.0,0.0,0.0,0.5361901352460067,0.6178880144963861,0.6178880144963861,0.6178880144963861,0.5449135192871903,0.7943139184529362,0.7943139184529362,0.7943139184529362,0.5264319670660976,0.5565735963827293,0.0900473933649288,4.060633832015734e-09,0.2619542619542618,0.4,0.6106607631812961,0.5107131494978678,0.713084547768392,0.4948026044162293,0.1537490904893297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.336656533637081e-09,0.4884050971452467
1,6,11,0.0,0.6894641843843456,0.3243926284011735,0.0,0.98963971055653,0.4222487150951943,1.4371234400962751e-08,4.605288127920039e-09,3.419925753128943e-05,0.0,0.0002486124255735,0.0,0.0,0.0,0.4150056342348684,0.0,0.0,0.0,0.3718867597728801,0.9013707283620036,0.9013707283620036,0.9013707283620036,0.3986774157087284,0.8664212471250243,0.8664212471250243,0.8664212471250243,0.361957592309422,0.5565735963827291,0.0853080568720379,8.925408356257182e-09,0.2328482328482328,0.6,0.912553855868808,0.832458759170327,0.9518571491370498,0.4444609991402161,0.539162313677544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142334533387867e-09,0.0936008778618235
1,6,12,0.0,0.628774446930914,0.3973013728198167,0.0,0.7435379015066712,0.4222487160297267,1.1539342709547616e-09,3.724530734788831e-09,0.0014836667206044,0.0,5.670053759166879e-05,0.0,0.0,0.0,0.1941000971429886,0.0,0.0,0.0,0.1800077349351981,0.5814013157500311,0.5814013157500311,0.5814013157500311,0.1780637181328896,0.7439936329220735,0.7439936329220735,0.7439936329220735,0.1627227335756148,0.5565735963827291,0.0734597156398104,5.651480538260478e-09,0.1746361746361745,0.6,0.6588434149138074,0.792523336032505,0.8875976339107214,0.2723565061767834,0.4072629729257423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7043137968535544e-09,0.5159658503644877
1,6,13,0.0,0.4134580058629024,0.1170707454596062,0.0,0.9949794727415976,0.4222487193205869,4.776717832871215e-09,2.870092768336342e-09,0.0001880460267712,0.0,0.0001113002682126,0.0,0.0,0.0,0.3044418662831533,0.0,0.0,0.0,0.2835912597674898,0.399315045742088,0.399315045742088,0.399315045742088,0.2804819889005913,0.6230137487360135,0.6230137487360135,0.6230137487360135,0.2631243268958812,0.6131471927654583,0.0971563981042654,5.945938121314738e-09,0.2474012474012474,0.8,0.808205026763136,0.7788450194249417,0.7922040514082003,0.2945366945027442,0.1611127753730024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.409653009539581e-09,0.5500209404288361
1,6,14,0.0,0.5755231486955023,0.1641038114202304,0.0,0.9836485776371076,0.4222487172792931,5.124323552788815e-09,3.43787464534065e-09,0.0002158816023649,0.0,0.0001039969363943,0.0,0.0,0.0,0.4218756669733355,0.0,0.0,0.0,0.3821876918639276,0.7928992101116661,0.7928992101116661,0.7928992101116661,0.4040678421454235,0.8164999079322088,0.8164999079322088,0.8164999079322088,0.3713546490366864,0.6131471927654585,0.0995260663507109,2.205346612505018e-09,0.2453222453222452,0.8,0.4474905354050685,0.2895957286142079,0.394250323611002,0.6871926253189138,0.6451217830444587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9632274575372005e-09,0.210761555477112
1,6,15,0.0,0.6681015122729987,0.3424822940595414,0.0,0.339670290645385,0.422248714891857,2.3886750425858203e-09,1.9425353921976474e-09,0.0003266030374882,0.0,0.0001598705133989,0.0,0.0,0.0,0.5914892764455567,0.0,0.0,0.0,0.5267362911589166,0.7539168898326407,0.7539168898326407,0.7539168898326407,0.5642711050175067,0.7391999841594199,0.7391999841594199,0.7391999841594199,0.5188434106362321,0.8065735963827291,0.0781990521327013,2.773945163884917e-09,0.2203742203742203,0.4,0.4455080752927655,0.481843103551657,0.567907332750434,0.5549696928237143,0.4216711126424743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286773116539083e-10,0.321051821303663
1,6,16,0.0,0.615961146292074,0.2020259097409081,0.0,0.9286764704467498,0.422248714505525,2.0092061759974677e-09,3.3297377270111315e-09,0.0007152194380896,0.0,0.0002453173326432,0.0,0.0,0.0,0.4229430382014018,0.0,0.0,0.0,0.4141919215339762,0.4234906105285629,0.4234906105285629,0.4234906105285629,0.4021359135364549,0.7549021987793227,0.7549021987793227,0.7549021987793227,0.4031761472731215,0.5565735963827291,0.0900473933649288,3.6681004803936005e-09,0.2557172557172557,0.2,0.9036103957709084,0.6731145647479893,0.9377331232527968,0.3179770671468248,0.4837494039147723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1470452040098402e-09,0.7609877121917483
1,6,17,0.0,0.5017531308997004,0.1214663446390371,0.0,0.935147756374354,0.4222487208572139,9.397211665773107e-10,4.528420786719557e-09,0.0022234503067445,0.0,0.0002937932723123,0.0,0.0,0.0,0.2826821945524535,0.0,0.0,0.0,0.2573009816309334,0.3192076811812239,0.3192076811812239,0.3192076811812239,0.2550525120558962,0.5180151090922358,0.5180151090922358,0.5180151090922358,0.2289177166932691,0.5565735963827293,0.0876777251184833,2.205346612505018e-09,0.2453222453222452,0.6,0.5608221859307306,0.6859866831316088,0.3237501782160978,0.4000693940339866,0.4046405788387236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1431905979972e-09,0.7027868645801991
1,6,18,0.0,0.2240048724356574,0.415784841243132,0.0,0.9851656354894646,0.42224871662706,3.5698644065158432e-09,3.063471007195878e-09,0.0003167028241591,0.0,0.0005109586297079,0.0,0.0,0.0,0.4106684890456608,0.0,0.0,0.0,0.3921520008581777,0.5014119966313295,0.5014119966313295,0.5014119966313295,0.3904510589308324,0.7452720566763436,0.7452720566763436,0.7452720566763436,0.3805241919173527,0.4999999999999999,0.0876777251184833,6.748672546982977e-09,0.2266112266112266,0.4,0.7881569872281959,0.6148646763823145,0.7336090374511754,0.5504029557048479,0.3537178672843085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.092860788067415e-09,0.4954273391003037
1,6,19,0.0,0.8008512549044893,0.5990360403268601,1.0,0.9651046741499252,0.4222487158183904,3.8822028578492605e-09,5.3023191314001814e-09,0.0005356956571836,0.0,2.33593258025954e-05,0.0,0.0,0.0,0.2856729484936954,0.0,0.0,0.0,0.2629473113767129,1.0,1.0,1.0,0.2842872436382986,1.0,1.0,1.0,0.262268156203995,0.6131471927654585,0.0829383886255924,4.4950646305598906e-09,0.2182952182952182,1.0,0.9867042947360996,0.7726147047677383,0.8863922492169234,0.5106869401665388,0.4601258648629843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74313282836889e-09,0.0
1,7,0,0.0,0.4098827360599303,0.0518835876488524,1.0,0.3455558744271461,0.4222484308003409,1.6592338399025095e-09,8.500037142455953e-10,0.0002335493915043,0.0,0.000319708759539,0.0,0.0,0.0,0.1738009155518124,0.0,0.0,0.0,0.1634399802512147,0.3530033278012343,0.3530033278012343,0.3530033278012343,0.1436521019845201,0.6216962783906861,0.6216962783906861,0.6216962783906861,0.1346069729514487,0.7499999999999999,0.0781990521327013,3.1491267870554474e-09,0.2328482328482328,0.4,0.8781156350416692,0.901369732295226,0.9780336288093732,0.2863622401117293,0.2628156097609098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4699612736586503e-09,0.637275428019846
1,7,1,0.0,0.7077791998914079,0.3878568499737999,0.0,0.4102098632346093,0.4222484325255677,4.7500478978105264e-09,4.1408645669016155e-09,0.0003077693266912,0.0,8.079373596758447e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7097866584251369,0.7097866584251369,0.7097866584251369,0.0,0.8935281485293443,0.8935281485293443,0.8935281485293443,0.0,0.5565735963827293,0.0829383886255924,2.3205527894766793e-09,0.2162162162162162,0.6,0.695876309503937,0.7960976929494823,0.9339713836022197,0.3034211433124701,0.4179131014914583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.022327400479425e-09,0.269875254211942
1,7,2,0.0,0.7660323826597668,0.4887203887277924,0.0,0.9440651424385276,0.42224842940771,3.1227823336806316e-09,3.808412532217622e-09,0.0004846001407216,0.0,0.0035179038073556,0.0,0.0,0.0,0.4548067941532788,0.0,0.0,0.0,0.436172638145535,0.5390848715935501,0.5390848715935501,0.5390848715935501,0.4347265323700622,0.7798991717851345,0.7798991717851345,0.7798991717851345,0.4255596980295435,0.5565735963827291,0.0781990521327013,2.992953087871698e-09,0.2182952182952182,0.4,0.8470213354347553,0.6325936295559629,0.6407937377482062,0.5800897831092232,0.5340282438255578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552279062369965e-09,0.500596273194196
1,7,3,0.0,0.3138161858140401,0.1500357194430166,0.0,0.1859995156076463,0.4222484323769161,7.219405046477297e-10,1.96047540195763e-09,0.0013667228916745,0.0,4.0491084198687663e-05,0.0,0.0,0.0,0.1166437339228143,0.0,0.0,0.0,0.1221235229425883,0.463536945169551,0.463536945169551,0.463536945169551,0.0928610533515619,0.8702695254918162,0.8702695254918162,0.8702695254918162,0.1165803511070579,0.7499999999999999,0.0924170616113743,1.1361601074033603e-09,0.237006237006237,0.4,0.6594438074523392,0.8825752023985522,0.9647171620453138,0.159896550093865,0.070172437176686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.920885477476896e-09,0.4728754574263423
1,7,4,0.0,0.5289289106698721,0.1499852816821851,0.0,0.8827123127323171,0.4222484292577947,5.395084087733215e-10,3.1423227516501314e-09,0.002823710963087,0.0,5.069774387167102e-05,0.0,0.0,0.0,0.5196191791734552,0.0,0.0,0.0,0.4709242730006427,0.1638282284680228,0.1638282284680228,0.1638282284680228,0.5042114426900978,0.383135315025469,0.383135315025469,0.383135315025469,0.4671564098473605,0.6131471927654585,0.1066350710900473,6.414525038212881e-09,0.2577962577962577,0.8,0.7485047434273263,0.5916365532413645,0.5302236019559959,0.5287665929560244,0.5959789583863431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2712070589670996e-09,0.8555241319910412
1,7,5,0.0,0.5904851708411059,0.2004136466509358,0.0,0.8796221693953588,0.422248428527427,3.9715600808131084e-09,3.850067996016116e-09,0.0003596823391719,0.0,0.000225852020258,0.0,0.0,0.0,0.4610643766578373,0.0,0.0,0.0,0.4212863744057922,0.8660412982766514,0.8660412982766514,0.8660412982766514,0.4407801518146192,0.8837074470761137,0.8837074470761137,0.8837074470761137,0.4105910663122599,0.8065735963827291,0.0900473933649288,7.285107352794087e-09,0.2536382536382536,0.8,0.7842345267842503,0.58615762846448,0.7263045483332937,0.6054001303789166,0.1934013047499057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6828467487436834e-09,0.1117573258409665
1,7,6,0.0,0.6618862266033458,0.4076381668501428,0.0,0.9341115104160808,0.4222484314029215,1.2672845691358032e-10,4.376273392498127e-09,0.016186154006347,0.0,0.0002024928437063,0.0,0.0,0.0,0.2832889463507408,0.0,0.0,0.0,0.2288244039576455,0.0,0.0,0.0,0.2432712855860815,0.0,0.0,0.0,0.1621688636850161,0.8065735963827291,0.0924170616113743,1.8927925674446283e-09,0.2058212058212058,0.6,0.7894288454752028,0.9276587686107778,0.9330877265382777,0.1453150838801513,0.4265272839664773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.905002023378736e-09,1.0
1,7,7,0.0,0.532590569561331,0.2719647091818421,0.0,0.9968504372011386,0.4222484251139025,1.2306938554366063e-09,5.746654966055667e-09,0.0021063295850403,0.0,8.446818018567116e-06,0.0,0.0,0.0,0.4076988646596065,0.0,0.0,0.0,0.3621600092404444,0.4443733287506068,0.4443733287506068,0.4443733287506068,0.3868288783739035,0.5313590948200662,0.5313590948200662,0.5313590948200662,0.3450896971090806,0.4999999999999999,0.0971563981042654,1.2409704905893528e-08,0.2557172557172557,0.6,0.3287367731958721,0.7284090873140423,0.4485497463139341,0.3291154825944929,0.3836128295253583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1935765991716198e-09,0.4495263890003551
1,7,8,0.0,0.6891404234235076,0.3213054467849184,0.0,0.9898810172853414,0.4222484224374778,1.46953218147176e-10,6.0937935037394314e-09,0.0190046800286378,0.0,7.822924471780559e-05,0.0,0.0,0.0,0.3445374289019888,0.0,0.0,0.0,0.3469484453343965,0.3444501988767383,0.3444501988767383,0.3444501988767383,0.3201904153463947,0.7666379991456789,0.7666379991456789,0.7666379991456789,0.3347165618173452,0.4999999999999999,0.1042654028436019,1.3735282305663682e-08,0.2515592515592515,0.2,0.7278866027442352,0.826624262721209,0.927213102362862,0.2895907669536871,0.4333007767144941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4821031133747534e-09,0.7845911264380261
1,7,9,0.0,0.6697114476940532,0.1641857890175897,1.0,0.945085201510768,0.4222484301291876,3.083818369128902e-09,6.2020306660117845e-09,0.0008343657040895,0.0,0.0001189751535329,0.0,0.0,0.0,0.3539576265465919,0.0,0.0,0.0,0.3323149977609015,0.362925994213306,0.362925994213306,0.362925994213306,0.3303896805347793,0.6150084151252999,0.6150084151252999,0.6150084151252999,0.3149348165722949,0.4999999999999999,0.1018957345971563,1.3243970688093391e-09,0.187110187110187,0.4,0.6805162433656703,0.6025428780616733,0.7534351731734743,0.4186345040626236,0.4852476141861467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.940318368118884e-09,0.5258141313715949
1,7,10,0.0,0.5462527290601578,0.2140079131790327,0.0,0.9221309624601816,0.4222484255780703,1.3673270318612435e-09,3.267805697455914e-09,0.0010870253884618,0.0,1.7200437694634908e-05,0.0,0.0,0.0,0.2410304295175093,0.0,0.0,0.0,0.226942424320934,0.6178880144963861,0.6178880144963861,0.6178880144963861,0.22603346054637,0.7943139184529362,0.7943139184529362,0.7943139184529362,0.214365725818443,0.7499999999999999,0.0639810426540283,2.9187271182428367e-09,0.1122661122661122,0.6,0.8385629311665874,0.8477757969096182,0.9422956268325638,0.2791856997886741,0.5866161531062705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7747462017390804e-09,0.4884050971452467
1,7,11,0.0,0.5167054291322141,0.097927390916306,0.0,0.9711809372484757,0.4222484261166796,5.56913598180439e-10,5.3024080799021915e-09,0.0044294403048504,0.0,4.2943747224026176e-05,0.0,0.0,0.0,0.3931572004709555,0.0,0.0,0.0,0.3520335452823135,0.9013707283620036,0.9013707283620036,0.9013707283620036,0.3787140869877767,0.8664212471250243,0.8664212471250243,0.8664212471250243,0.3424208392702416,0.5565735963827293,0.0853080568720379,4.4950646305598906e-09,0.1746361746361745,0.6,0.9110576907276002,0.773499020375835,0.9496078647085976,0.4532676952965133,0.6047634775749565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2642655435255493e-09,0.0936008778618235
1,7,12,0.0,0.8736183124955512,0.697904259459875,1.0,0.8980238802330338,0.422248427051212,2.4755878163369423e-09,3.227438955246949e-09,0.0005395486313023,0.0,9.494000870311091e-05,0.0,0.0,0.0,0.3312405976292149,0.0,0.0,0.0,0.3087313479141678,0.5814013157500311,0.5814013157500311,0.5814013157500311,0.3130965364175243,0.7439936329220735,0.7439936329220735,0.7439936329220735,0.2948701755121249,0.5565735963827291,0.0947867298578199,1.709330521591087e-09,0.1476091476091475,0.6,0.832751603641501,0.845141222010509,0.9573560453974892,0.212880550648425,0.4959355800158463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.609625233968858e-09,0.5159658503644877
1,7,13,0.0,0.6023322411503358,0.2568577392308397,0.0,0.9952125895084744,0.4222484303420731,3.732193063280535e-10,4.49671977385635e-09,0.0056995505457234,0.0,0.0003786321138427,0.0,0.0,0.0,0.3044418662831533,0.0,0.0,0.0,0.2835912597674898,0.399315045742088,0.399315045742088,0.399315045742088,0.2804819889005913,0.6230137487360135,0.6230137487360135,0.6230137487360135,0.2631243268958812,0.5565735963827291,0.0639810426540283,1.0256693343976155e-09,0.1746361746361745,0.4,0.8472859802611077,0.795828063138599,0.7826010895841726,0.2955466755693809,0.5799100314147012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5048552983863923e-09,0.5500209404288361
1,7,14,0.0,0.5817151085531712,0.1659534925248168,0.0,0.977966671919576,0.4222484283007798,7.905407570662957e-10,5.0645009697018465e-09,0.002960781206751,0.0,8.908853442234001e-05,0.0,0.0,0.0,0.4218756669733355,0.0,0.0,0.0,0.3821876918639276,0.7928992101116661,0.7928992101116661,0.7928992101116661,0.4040678421454235,0.8164999079322088,0.8164999079322088,0.8164999079322088,0.3713546490366864,0.8065735963827291,0.0924170616113743,8.268348345034795e-09,0.2536382536382536,1.0,0.5197664273681469,0.3509769598744596,0.4722800152117895,0.6375508326029536,0.5489624519425843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3382778824751997e-09,0.210761555477112
1,7,15,0.0,0.5037435308436009,0.1489946806784286,0.0,0.868866398571465,0.4222484259133423,3.11727923982335e-10,2.15276337909886e-09,0.003562974094782,0.0,0.0003426213166187,0.0,0.0,0.0,0.2692974593773812,0.0,0.0,0.0,0.236532447615506,0.7539168898326407,0.7539168898326407,0.7539168898326407,0.2593494177756889,0.7391999841594199,0.7391999841594199,0.7391999841594199,0.2204372789132451,0.7499999999999999,0.0900473933649288,2.636321722765889e-09,0.2474012474012474,0.4,0.7582670047241216,0.7653971194424121,0.8887805478045704,0.3039895942629975,0.5567730169167344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.765542876081788e-09,0.321051821303663
