fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_ratio,ps_squared,loglikelihood,mhl_norm,mhl_sum,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,10,1,1.3380840189888157,1.2310848620922927,1,0.4082376995962237,100.34028422228944,0.2909336696486928,4.402882156028118,15.133628779868175,0.7128299384510979,0.9999999999999832,1.0000011215869864,0.375,0.225,1.6666666666666663,0.375,0.175,2.142857142857143,0.0,0.1339254272813332,0.3987815850061817,0.5300262328705148,0.0,0.1384907926856663,0.4404361628563806,0.5460601743119416,-4.9493330007867264,-4.286491463898761,-2.975630142009594,-2.3260566751580174,-4.786177651480573,-4.123336114592608,-2.678171931913506,-2.172636648825172,0.8232055326212383,0.8258258258258254,1.216424293857368,0.2052052052052051,0.5526315789473685,1.0342660550991785,0.9443006951701268,0.938332215399694,0.1304158847491137,-0.4185603649305195,1.3595918949,4.0,1.9226509569,0.8502088131,1.1360978256,-0.3910955091,0.9819393224,-0.3629465479,0.5337491877,1.2907182694,-55.5100557517,5.6098745215,15.3726302056,0.0,2.891e-07,0.0,0.0,3.7951e-06,0.0
1,1,11,1,1.9916334505660185,3.960296195845919,2,0.6134895879549596,103.52528965113068,1.047579596442062,4.471886512927859,4.268779697615257,0.8603479136169455,0.9999999999999912,1.0000005240349534,0.25,0.2,1.25,0.225,0.175,1.2857142857142858,0.0,0.3416582139235694,0.4689496073010424,0.4789280578337637,0.0,0.3550022257311435,0.5057346361058476,0.5097636668176544,-4.785002248020401,-3.150166926341486,-2.541077322876629,-2.493330414645797,-4.605141047529761,-2.9703057258508463,-2.276161715641196,-2.257607460928496,0.8198795350272136,0.9259259259259256,1.333905690039059,0.3253253253253251,0.5,1.0558553155056345,0.9345447178942484,0.9488657276549796,0.1690281709123581,-0.4462206084793325,1.3534400326,4.0,1.878409748,0.8357008227,1.2276034689,0.1375214087,1.0846915627,0.1432585954,0.5767393789,1.5070102768,-55.4984493065,5.8445361647,15.4189917258,0.0,4.6146e-06,0.0,0.0,3.82e-07,0.0
1,1,12,1,1.7913322966855074,2.374363778146397,2,0.7794382978975083,102.8939115236196,1.6403782122599857,6.2744619522874645,3.825009321260734,0.8888783799711196,0.9999999999999872,1.0000003446425625,0.3,0.2,1.4999999999999998,0.275,0.15,1.8333333333333333,0.0,0.619103590828826,0.4767291895297855,0.5693849966896009,0.0,0.6627191429390048,0.513714433333819,0.6627191429390048,-4.834615999076143,-1.8414878737696103,-2.529813432148839,-2.081858184446682,-4.516435291174339,-1.5233071658678066,-2.1962772948798515,-1.5233071658678066,0.7961478556986202,0.8258258258258254,2.1150728248687947,0.3053053053053052,0.7105263157894737,1.039692570574833,0.9532457408862413,0.9404280425933248,0.1299726370975102,-0.4041191055686056,1.2371241821,4.0,1.8224905536,0.8108489957,1.3106084956,0.1271081286,1.1208117147,0.1245614717,0.6157359024,1.7176946287,-54.9037071617,6.6725759684,18.4174922674,0.0,5.943e-07,0.0,0.0,5.6809e-06,0.0
1,1,13,1,0.81341632510395,-0.3629967368632885,1,0.3938836713387291,103.77140055965756,0.4069463012309795,2.943245610303716,7.232515939819669,0.7258229814219678,0.9999999999999688,1.0000004449142053,0.25,0.2,1.25,0.3,0.225,1.3333333333333333,0.0,0.3495925640584983,0.3220713611927341,0.5842971012918201,0.0,0.3554537484370001,0.3489162391967077,0.5674213626835388,-5.469413230229981,-3.557347035178408,-3.707871866244262,-2.273650934039473,-5.379226421044377,-3.4671602259928043,-3.502326968426007,-2.326938435032081,0.8785874931959825,0.9059059059059056,1.0115911122238297,0.3453453453453451,0.5789473684210527,1.065868102262346,0.9369995927404744,0.8596164783932523,0.1503352882981317,-0.5045060864991825,1.679679761,4.0,2.0205541517,0.8920928024,1.3092602971,-0.5480147918,1.1366131166,-0.4770132088,0.6151025064,1.7141625255,-62.7826712176,4.8754406507,12.4245206433,0.0,2.301e-07,0.0,0.0,8.451e-07,0.0
1,1,14,1,0.5268827723466928,-0.9132910473173776,1,0.5288453679497561,105.29723256217224,0.9089928153907384,3.2664670782946064,3.5935015359725235,0.5852663283031443,0.999999999999954,1.0000002471334406,0.325,0.175,1.8571428571428568,0.25,0.2,1.25,0.0,0.4803421126151135,0.4456075754441428,0.5546655086765901,0.0,0.4871770055506971,0.4557752445479226,0.5659659439124911,-5.105198116018577,-2.652956467651516,-2.8302831613775328,-2.273520806102363,-5.033574287019327,-2.5813326386522664,-2.739395735402958,-2.184742664412789,0.8536048336568807,0.8858858858858855,1.2738113231864785,0.3253253253253251,0.5789473684210527,1.0663537894466208,0.9361149895771848,0.8952163298237833,0.1348998837723178,-0.4669406688183776,1.4477378775,4.0,1.9036959955,0.8488604245,1.6977743566,-0.4123407216,1.4107568603,-0.332614757,0.7976299781,2.8824377658,-59.2883686346,5.8069474668,16.0630775672,0.0,9.48e-07,0.0,0.0,2.0251e-06,0.0
1,1,15,1,1.0699744879249289,0.236024154815317,2,0.6406475407817414,105.9007037431477,0.0466238377803156,5.042109432454429,108.14445297729614,0.8550696413492862,0.9999999999999832,1.0000001581646174,0.325,0.15,2.166666666666667,0.175,0.2,0.8749999999999999,0.0,0.4415931102746886,0.3477134387609852,0.482702961084981,0.0,0.4516879759091132,0.383745065876404,0.4870550071033184,-4.829759485936034,-2.696970972662859,-3.150387206692727,-2.4984202807464344,-4.721818217499608,-2.5890297042264327,-2.909843774568816,-2.422033012034758,0.8573158513164424,1.0260260260260257,1.8853440944102444,0.4854854854854853,0.5526315789473685,1.0226499737872716,0.9392291954907096,0.9572820728479416,0.1389127880919956,-0.460960319186291,1.348688375,4.0,1.8487247482,0.8216918517,1.7572268781,-0.4234510035,1.5671004954,-0.3700769445,0.8255613184,3.0878463012,-49.8252335789,4.9472708797,12.1597082106,0.0,1.972e-07,0.0,0.0,2.2189e-06,0.0
1,1,16,1,2.96985900021928,11.295160759258486,2,0.6174738093982471,102.61836308738584,0.5107297255338525,6.506506661730168,12.739627901879189,0.8635179657935483,0.9999999999999836,1.0000003543140572,0.4,0.175,2.285714285714286,0.35,0.175,2.0,0.0,0.3915518334972073,0.4570999135389066,0.5163135669598921,0.0,0.4189710566482921,0.4588095050735469,0.5400586160007397,-4.607751407412168,-2.803577895540596,-2.5015486374752904,-2.2287068425867287,-4.306200829968301,-2.5020273180967294,-2.330474958423248,-1.980599969514384,0.8438734648873589,0.9859859859859856,1.1354562487518622,0.2052052052052051,0.5789473684210527,1.0673280928644753,0.9545168124545488,0.9652918294490096,0.143639662025376,-0.5014497810153173,1.2599000344,4.0,1.8204539906,0.8066022022,0.8621451208,-0.1483360247,0.6753429043,-0.1101103665,0.4050436922,0.7432942094,-50.9600697451,6.0529744138,15.6851465251,0.0,7.41e-08,0.0,0.0,1.4857e-06,0.0
1,1,17,1,0.9957359935728676,0.8547241109237587,2,0.2055164459483327,106.0164672315353,0.8947057373510225,2.384267646719045,2.6648623644442084,0.5399472197473363,0.9999999999999616,1.0000004327679712,0.35,0.25,1.4,0.45,0.35,1.2857142857142858,0.0,0.3813298363962867,0.3929906778136661,0.5921797619033375,0.0,0.3922414548622548,0.3879617784334412,0.6140173527893527,-5.795332082747876,-3.5853990477714768,-3.517820599393503,-2.3634537098354658,-5.634113905049815,-3.424180870073416,-3.448293054550108,-2.174670199757445,0.8211591730453536,0.9259259259259256,1.8418966807997108,0.3453453453453451,0.631578947368421,1.024186973758087,0.9113164472287348,0.8849016257837389,0.1623114041569856,-0.60135396720112,1.4495442054,4.0,2.0117135313,0.8846675436,0.5798915902,-0.2298292435,0.7039937976,-0.2800342386,0.2724383924,0.3362742564,-66.7381381205,6.7984787175,18.3306618753,0.0,6.511e-07,0.0,0.0,1.2499e-06,0.0
1,1,18,1,1.900110352006591,5.184519190107176,2,0.7302002622407671,105.21718877732776,1.1656348536742316,5.872497319648028,5.038024816379811,0.7125237542339582,0.9999999999999888,1.0000004788292822,0.25,0.15,1.6666666666666667,0.2,0.125,1.6,0.0,0.4218926059928519,0.4497976522904284,0.4524775147330819,0.0,0.432302835706601,0.4645620732766992,0.4879493351717526,-5.69665465982114,-3.293278179947876,-3.134312767924262,-3.11904651705264,-5.559474242043621,-3.156097762170357,-2.976753361831431,-2.846732481733953,0.8556954775593965,1.0460460460460457,0.6236057980503497,0.4054054054054052,0.5526315789473685,1.0031554998655898,0.9080962405719168,0.912193466337452,0.1715726837711609,-0.4682414090391478,1.566187131,4.0,1.8934701422,0.8428632822,1.5074313978,-0.4389327027,1.319380199,-0.4120523189,0.7082051087,2.2723494192,-57.4116671062,4.8183650656,12.3580705124,0.0,3.345e-07,0.0,0.0,1.621e-06,0.0
1,1,19,1,1.123097141706887,0.5046630248696826,1,0.4805479033474564,103.70495461483468,0.3178277697037889,3.417931831816951,10.754037745041652,0.7032154751035384,0.9999999999999688,1.000000452788928,0.2,0.175,1.142857142857143,0.2,0.125,1.6,0.0,0.4490298588295723,0.4656634993772608,0.5708522538940888,0.0,0.4658585262271582,0.4833722443002318,0.5781113121304601,-4.832595488062093,-2.662615818277144,-2.582232162016337,-2.073897461543443,-4.658022870932369,-2.488043201147419,-2.4064639018079808,-1.965167157083964,0.8238821843689204,0.8658658658658656,1.4972369099516047,0.4454454454454452,0.4473684210526316,1.0521766280775855,0.9221252404332984,0.919805825004352,0.1588874308359176,-0.4483797395333342,1.504433598,4.0,1.9212710305,0.8552960019,1.772869978,-0.1316908072,1.5857474752,-0.0777530328,0.8329105904,3.1430679589,-55.4248478971,4.5194620315,12.2180194848,0.0,1.8185e-06,0.0,0.0,5.1252e-06,0.0
1,2,0,1,0.7870391187996371,-0.4710496431191129,1,0.8011922973549752,468.5839073340513,2.0629476087079093,5.633897360099772,2.730993911972619,0.9170799651898218,0.9999999999999872,1.0000003609104626,0.225,0.15,1.5,0.175,0.175,1.0,0.0,0.2676539881574129,0.2976008657720419,0.5963646467314416,0.0,0.2752377785410492,0.3047286218684287,0.6293592384629685,-7.029672673953164,-5.148152747328415,-4.937636000090638,-2.8374244131134168,-6.835979917430331,-4.9544599908055815,-4.75286117807153,-2.533692802448232,0.7820295408648162,1.1661661661661658,2.7889802923804394,0.6656656656656653,0.5526315789473685,0.9521568409124452,0.8746733353784707,0.8346599722952845,0.1902241038289769,-0.4499224477489514,2.7669898024,4.0,2.1644489197,0.9461527718,3.2935863673,-0.921466484,2.9786054181,-0.7604888976,1.54735711,10.8477111587,-83.2311910273,4.2529739995,11.0275791957,0.0,4.69e-08,0.0,0.0,2.0048e-06,0.0
1,2,1,1,1.401660509026547,1.55504367071587,2,0.8353177758908034,454.9640450081001,2.319263128169013,7.585344487006735,3.2705838310787665,0.8655664020453027,0.9999999999999796,1.0000009488828072,0.125,0.225,0.5555555555555556,0.3,0.2,1.4999999999999998,0.0,0.5806776879059621,0.4680666639111098,0.6628809855805853,0.0,0.605634759371095,0.5380194920662669,0.6823872969851265,-4.933451994756437,-2.068706497046213,-2.6242675780051816,-1.6631604741577857,-4.730153699706802,-1.865408201996578,-2.185238808795176,-1.502356902239682,0.8269165502808,0.9859859859859856,2.920555512182745,0.5255255255255253,0.5789473684210527,0.8237441064856119,0.8794413752034935,0.8548752185748679,0.166045566106863,-0.4155295306473321,1.7671824294,4.0,1.9690135916,0.8729858163,1.7107879764,-0.1425279798,1.5299124758,-0.1304559228,0.8037438961,2.9267955003,-62.9483873264,4.5935743868,12.3098456882,0.0,7.203e-07,0.0,0.0,3.4487e-06,0.0
1,2,2,1,0.9870034657226654,1.6256439875039996,2,0.7657797206245092,458.4982373337329,2.8370974797835777,6.983739129635194,2.4615788422496974,0.8951863781407947,0.9999999999999803,1.0000003142132774,0.15,0.125,1.2,0.2,0.15,1.3333333333333337,0.0,0.4801498502842498,0.5853838149279084,0.6426943073876532,0.0,0.5059009318734934,0.6005637273250947,0.666317612600252,-5.911830704414202,-3.073266076783892,-2.4511406934562725,-2.112330764447654,-5.610910059244815,-2.772345431614505,-2.241201000378881,-1.872261864054072,0.8960481554857724,1.0660660660660657,2.486055071882549,0.6056056056056053,0.6052631578947368,1.044960677565024,0.87975597454918,0.8247290920865848,0.2115526178157621,-0.4180222719667013,2.0143561338,4.0,1.9400464749,0.8586515746,2.2954948344,-0.7019211075,2.0928607841,-0.6480452682,1.0784445455,5.2692965348,-71.4700875088,5.5500763249,14.8406280263,0.0,1.7024e-06,0.0,0.0,8.9111e-06,0.0
1,2,3,1,1.668596268563557,2.4797311522276955,2,0.8318817502045726,463.6340540194408,0.2950184126452138,5.4108157211276975,18.340603464756253,0.9337150743184351,0.9999999999999926,1.0000002953502083,0.3,0.2,1.4999999999999998,0.2,0.175,1.142857142857143,0.0,0.4076829307281178,0.4128109567348639,0.4577084943660611,0.0,0.4407162910244606,0.444288867486095,0.5352833811896522,-6.594491124634045,-3.906029656282676,-3.872212934294296,-3.576136520867443,-6.100208962327999,-3.411747493976629,-3.389954031026765,-2.834868483009648,0.8415198471103295,1.1461461461461455,1.5317404637020795,0.3453453453453451,0.5526315789473685,1.0161354432469492,0.8927864070236599,0.8897705436247831,0.1890106666681278,-0.3011169883759033,2.3074394404,4.0,2.1761693454,0.9426045018,1.46763698,-0.2018073299,1.2702958403,-0.1888480448,0.6895093259,2.1539583051,-71.6114804073,3.267393223,8.7697628385,0.0,6.884e-07,0.0,0.0,1.2528e-06,0.0
1,2,4,1,0.7261664014729154,0.099584002567866,1,0.7888163310388749,461.2109111282077,1.7627851940193482,6.554552945887565,3.718293623139895,0.931535170784509,0.9999999999999776,1.0000007275432312,0.05,0.125,0.4,0.25,0.2,1.25,0.0,0.2111366039961959,0.4304174444077114,0.6594653392317775,0.0,0.2171741960761063,0.4605311374899937,0.626909119607644,-5.5630098791599965,-4.3884548652768665,-3.168593383757099,-1.89439768205002,-5.408354376831767,-4.233799362948637,-2.917638783720447,-2.0178076959260163,0.8415198471103295,1.2062062062062056,3.20262069365765,0.6456456456456453,0.5,1.0926074095046263,0.918439246325808,0.9124107326467976,0.1852927906415949,-0.4540982425763666,1.86158807,4.0,2.0390024108,0.8969238147,2.8879397326,-0.1275612552,2.7999600818,-0.0992580076,1.3567805973,8.3401958991,-66.4506001425,4.3613638666,11.1346690725,0.0,4.5226e-06,0.0,0.0,2.9079e-06,0.0
1,2,5,1,1.2757378666884156,1.5702125898338064,2,0.8448522230258178,461.3279404102209,0.4517427354946266,9.126173310522734,20.2021473583415,0.8973851222252582,0.9999999999999868,1.0000002649396826,0.2,0.175,1.142857142857143,0.175,0.175,1.0,0.0,0.6241046619256384,0.5901839884464877,0.6572346418936317,0.0,0.629568219351726,0.6293022653749545,0.6482249830048048,-6.1709202208600615,-2.319620142650107,-2.52894191252779,-2.1151776793489283,-6.117367363580843,-2.2660672853708888,-2.267694223548606,-2.1519370082895035,0.7374112397222198,1.1461461461461455,1.8418966807997108,0.4854854854854853,0.3684210526315789,0.9980502630509752,0.8913982536965164,0.8063732140221564,0.2020977627439691,-0.4059754985358499,2.3172573938,4.0,2.1591678524,0.9402764634,2.6118076204,-0.4417676802,2.4045167653,-0.4229241128,1.2270511961,6.8215390457,-80.6891765742,5.4777384795,14.6698026538,0.0,4.0254e-06,0.0,0.0,1.89269e-05,0.0
