Extracting A2 precisions from ../data/run_data_10D/A2_data_newInstances_10D_scratch with max_evals=2000...
Processing data_f1_Sphere for fid=1, algo=BFGS, budget=20
⚠️ Changed: (fid=5, iid=7, rep=0) from 0.0000e+00 to 1.9000e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=1) from 0.0000e+00 to 1.2956e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=1) from 0.0000e+00 to 1.6915e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=2) from 0.0000e+00 to 1.2392e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=2) from 0.0000e+00 to 1.1424e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=3) from 0.0000e+00 to 1.4342e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=3) from 0.0000e+00 to 1.7959e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=4) from 0.0000e+00 to 1.8678e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=4) from 0.0000e+00 to 2.0256e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=5) from 0.0000e+00 to 1.5954e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=5) from 0.0000e+00 to 1.5429e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=6) from 0.0000e+00 to 1.4618e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=6) from 0.0000e+00 to 1.2932e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=7) from 0.0000e+00 to 1.6401e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=7) from 0.0000e+00 to 1.4283e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=8) from 0.0000e+00 to 1.7122e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=8) from 0.0000e+00 to 1.8453e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=9) from 0.0000e+00 to 1.2964e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=9) from 0.0000e+00 to 1.3511e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=10) from 0.0000e+00 to 2.0672e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=10) from 0.0000e+00 to 7.1020e+01 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=11) from 0.0000e+00 to 1.9100e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=11) from 0.0000e+00 to 2.3540e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=12) from 0.0000e+00 to 2.6531e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=12) from 0.0000e+00 to 2.5442e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=13) from 0.0000e+00 to 2.2631e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=13) from 0.0000e+00 to 2.0557e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=14) from 0.0000e+00 to 2.2804e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=14) from 0.0000e+00 to 1.9434e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=15) from 0.0000e+00 to 1.4773e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=15) from 0.0000e+00 to 1.4066e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=16) from 0.0000e+00 to 9.5276e+01 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=16) from 0.0000e+00 to 2.2084e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=17) from 0.0000e+00 to 1.9460e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=17) from 0.0000e+00 to 1.8269e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=18) from 0.0000e+00 to 2.0678e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=18) from 0.0000e+00 to 1.3773e+02 due to bounds
⚠️ Changed: (fid=5, iid=6, rep=19) from 0.0000e+00 to 2.0757e+02 due to bounds
⚠️ Changed: (fid=5, iid=7, rep=19) from 0.0000e+00 to 2.2067e+02 due to bounds
Processing data_f6_AttractiveSector for fid=6, algo=BFGS, budget=20
⚠️ Changed: (fid=6, iid=6, rep=0) from 2.1544e+02 to 1.2890e+05 due to bounds
⚠️ Changed: (fid=6, iid=7, rep=7) from 1.9389e+02 to 1.0330e+05 due to bounds
⚠️ Changed: (fid=6, iid=7, rep=13) from 1.1550e+02 to 5.7727e+05 due to bounds
Processing data_f7_StepEllipsoid for fid=7, algo=BFGS, budget=20
Processing data_f8_Rosenbrock for fid=8, algo=BFGS, budget=20
Processing data_f9_RosenbrockRotated for fid=9, algo=BFGS, budget=20
Processing data_f10_EllipsoidRotated for fid=10, algo=BFGS, budget=20
Processing data_f11_Discus for fid=11, algo=BFGS, budget=20
Processing data_f12_BentCigar for fid=12, algo=BFGS, budget=20
⚠️ Changed: (fid=12, iid=6, rep=2) from 7.8224e+03 to 3.4608e+10 due to bounds
⚠️ Changed: (fid=12, iid=7, rep=4) from 3.1355e+02 to 9.3474e+08 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=6) from 2.2083e+03 to 1.3067e+10 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=8) from 1.2584e+02 to 3.1988e+08 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=9) from 1.0548e+03 to 1.0544e+10 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=10) from 5.2160e+03 to 1.1733e+10 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=11) from 1.5890e+02 to 3.1071e+09 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=13) from 3.3896e+02 to 5.9925e+09 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=15) from 1.9112e+02 to 1.1282e+09 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=16) from 4.5510e+03 to 1.3252e+10 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=17) from 6.8301e+03 to 3.4825e+10 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=18) from 6.0054e+03 to 1.3895e+11 due to bounds
⚠️ Changed: (fid=12, iid=6, rep=19) from 2.1102e+02 to 3.2173e+09 due to bounds
Processing data_f13_SharpRidge for fid=13, algo=BFGS, budget=20
Processing data_f14_DifferentPowers for fid=14, algo=BFGS, budget=20
Processing data_f15_RastriginRotated for fid=15, algo=BFGS, budget=20
⚠️ Changed: (fid=15, iid=6, rep=1) from 4.3875e+02 to 8.4555e+02 due to bounds
⚠️ Changed: (fid=15, iid=6, rep=2) from 2.1690e+02 to 2.8691e+02 due to bounds
⚠️ Changed: (fid=15, iid=6, rep=3) from 4.0095e+02 to 5.8750e+02 due to bounds
⚠️ Changed: (fid=15, iid=7, rep=3) from 5.9395e+02 to 1.3794e+03 due to bounds
⚠️ Changed: (fid=15, iid=7, rep=4) from 5.0244e+02 to 1.0404e+03 due to bounds
⚠️ Changed: (fid=15, iid=6, rep=5) from 3.7308e+02 to 8.2459e+02 due to bounds
⚠️ Changed: (fid=15, iid=7, rep=6) from 1.0348e+02 to 5.3795e+02 due to bounds
⚠️ Changed: (fid=15, iid=6, rep=8) from 4.5070e+02 to 8.1493e+02 due to bounds
⚠️ Changed: (fid=15, iid=7, rep=8) from 1.4924e+02 to 5.3896e+02 due to bounds
⚠️ Changed: (fid=15, iid=6, rep=10) from 1.1641e+02 to 7.0598e+02 due to bounds
⚠️ Changed: (fid=15, iid=6, rep=11) from 3.2235e+02 to 3.5789e+02 due to bounds
⚠️ Changed: (fid=15, iid=7, rep=11) from 7.6110e+02 to 1.2569e+03 due to bounds
⚠️ Changed: (fid=15, iid=7, rep=12) from 7.5810e+02 to 1.0571e+03 due to bounds
⚠️ Changed: (fid=15, iid=7, rep=14) from 1.7511e+02 to 6.3174e+02 due to bounds
⚠️ Changed: (fid=15, iid=6, rep=15) from 4.7357e+02 to 6.9606e+02 due to bounds
⚠️ Changed: (fid=15, iid=6, rep=16) from 5.7306e+02 to 6.7485e+02 due to bounds
⚠️ Changed: (fid=15, iid=6, rep=19) from 4.3180e+02 to 5.9152e+02 due to bounds
⚠️ Changed: (fid=15, iid=7, rep=19) from 5.5216e+02 to 5.5223e+02 due to bounds
Processing data_f16_Weierstrass for fid=16, algo=BFGS, budget=20
⚠️ Changed: (fid=16, iid=6, rep=1) from 4.3642e+01 to 9.6820e+01 due to bounds
⚠️ Changed: (fid=16, iid=7, rep=4) from 5.9979e+01 to 6.2990e+01 due to bounds
⚠️ Changed: (fid=16, iid=6, rep=8) from 9.5628e+01 to 1.2661e+02 due to bounds
⚠️ Changed: (fid=16, iid=7, rep=8) from 3.7458e+01 to 7.6681e+01 due to bounds
⚠️ Changed: (fid=16, iid=6, rep=9) from 1.0335e+02 to 1.7100e+02 due to bounds
⚠️ Changed: (fid=16, iid=7, rep=11) from 6.5768e+01 to 8.5030e+01 due to bounds
⚠️ Changed: (fid=16, iid=6, rep=13) from 1.1363e+02 to 1.2169e+02 due to bounds
⚠️ Changed: (fid=16, iid=6, rep=18) from 3.9591e+01 to 9.0254e+01 due to bounds
⚠️ Changed: (fid=16, iid=7, rep=18) from 7.3434e+01 to 1.0865e+02 due to bounds
⚠️ Changed: (fid=16, iid=6, rep=19) from 4.4842e+01 to 6.1956e+01 due to bounds
Processing data_f17_Schaffers10 for fid=17, algo=BFGS, budget=20
⚠️ Changed: (fid=17, iid=6, rep=1) from 9.8774e+01 to 1.0323e+02 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=1) from 1.0804e+01 to 1.0874e+01 due to bounds
⚠️ Changed: (fid=17, iid=6, rep=2) from 1.1625e+01 to 1.1625e+01 due to bounds
⚠️ Changed: (fid=17, iid=6, rep=3) from 1.7831e+01 to 1.7898e+01 due to bounds
⚠️ Changed: (fid=17, iid=6, rep=4) from 1.3116e+01 to 2.0994e+01 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=4) from 9.8961e+00 to 1.0787e+01 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=5) from 2.1940e+01 to 2.2279e+01 due to bounds
⚠️ Changed: (fid=17, iid=6, rep=6) from 3.7759e+01 to 4.0007e+01 due to bounds
⚠️ Changed: (fid=17, iid=6, rep=7) from 1.6358e+01 to 3.5528e+01 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=7) from 1.1566e+01 to 1.1697e+01 due to bounds
⚠️ Changed: (fid=17, iid=6, rep=8) from 2.1069e+01 to 2.1520e+01 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=9) from 1.7790e+01 to 2.6516e+01 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=10) from 1.2016e+01 to 1.7509e+01 due to bounds
⚠️ Changed: (fid=17, iid=6, rep=12) from 8.0476e+00 to 8.5026e+00 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=12) from 1.2705e+01 to 1.2864e+01 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=13) from 2.6512e+01 to 2.7173e+01 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=14) from 1.7029e+01 to 2.5101e+01 due to bounds
⚠️ Changed: (fid=17, iid=6, rep=16) from 2.8615e+01 to 2.9921e+01 due to bounds
⚠️ Changed: (fid=17, iid=7, rep=18) from 8.6088e+00 to 8.6496e+00 due to bounds
⚠️ Changed: (fid=17, iid=6, rep=19) from 7.9470e+01 to 1.1238e+02 due to bounds
Processing data_f18_Schaffers1000 for fid=18, algo=BFGS, budget=20
⚠️ Changed: (fid=18, iid=6, rep=1) from 3.7799e+02 to 3.7805e+02 due to bounds
⚠️ Changed: (fid=18, iid=7, rep=1) from 4.8338e+01 to 4.8624e+01 due to bounds
⚠️ Changed: (fid=18, iid=7, rep=4) from 4.9887e+01 to 1.3427e+02 due to bounds
⚠️ Changed: (fid=18, iid=6, rep=6) from 1.2094e+02 to 1.2096e+02 due to bounds
⚠️ Changed: (fid=18, iid=6, rep=7) from 5.1617e+01 to 5.1871e+01 due to bounds
⚠️ Changed: (fid=18, iid=6, rep=8) from 6.5292e+01 to 6.7835e+01 due to bounds
⚠️ Changed: (fid=18, iid=6, rep=9) from 2.4355e+02 to 2.4433e+02 due to bounds
⚠️ Changed: (fid=18, iid=6, rep=10) from 5.3006e+01 to 6.1655e+01 due to bounds
⚠️ Changed: (fid=18, iid=7, rep=10) from 4.8850e+01 to 7.0395e+01 due to bounds
⚠️ Changed: (fid=18, iid=6, rep=12) from 7.1257e+01 to 1.2926e+02 due to bounds
⚠️ Changed: (fid=18, iid=7, rep=13) from 9.6490e+01 to 9.6494e+01 due to bounds
⚠️ Changed: (fid=18, iid=7, rep=14) from 2.6783e+01 to 2.6786e+01 due to bounds
⚠️ Changed: (fid=18, iid=6, rep=16) from 1.3122e+02 to 1.4440e+02 due to bounds
⚠️ Changed: (fid=18, iid=7, rep=18) from 4.1900e+01 to 4.1904e+01 due to bounds
⚠️ Changed: (fid=18, iid=6, rep=19) from 3.2111e+02 to 4.0496e+02 due to bounds
Processing data_f19_GriewankRosenbrock for fid=19, algo=BFGS, budget=20
⚠️ Changed: (fid=19, iid=6, rep=1) from 3.2489e+01 to 3.3911e+01 due to bounds
⚠️ Changed: (fid=19, iid=6, rep=4) from 6.7813e+01 to 1.0962e+02 due to bounds
Processing data_f20_Schwefel for fid=20, algo=BFGS, budget=20
Processing data_f21_Gallagher101 for fid=21, algo=BFGS, budget=20
Processing data_f22_Gallagher21 for fid=22, algo=BFGS, budget=20
Processing data_f23_Katsuura for fid=23, algo=BFGS, budget=20
⚠️ Changed: (fid=23, iid=6, rep=1) from 1.0042e+01 to 2.1926e+01 due to bounds
⚠️ Changed: (fid=23, iid=7, rep=2) from 1.3642e+01 to 1.7296e+01 due to bounds
⚠️ Changed: (fid=23, iid=7, rep=6) from 2.2106e+00 to 2.3308e+01 due to bounds
⚠️ Changed: (fid=23, iid=7, rep=7) from 5.6783e+00 to 1.4087e+01 due to bounds
⚠️ Changed: (fid=23, iid=6, rep=10) from 5.3006e+00 to 8.2446e+00 due to bounds
⚠️ Changed: (fid=23, iid=6, rep=11) from 5.5103e+00 to 1.7030e+01 due to bounds
⚠️ Changed: (fid=23, iid=6, rep=13) from 5.2718e+00 to 1.4682e+01 due to bounds
⚠️ Changed: (fid=23, iid=7, rep=14) from 3.5874e+00 to 2.5570e+01 due to bounds
⚠️ Changed: (fid=23, iid=6, rep=18) from 9.4546e+00 to 2.1004e+01 due to bounds
Processing data_f24_LunacekBiRastrigin for fid=24, algo=BFGS, budget=20
⚠️ Changed: (fid=24, iid=7, rep=1) from 2.2938e+02 to 2.5168e+02 due to bounds
⚠️ Changed: (fid=24, iid=7, rep=4) from 3.5222e+02 to 4.1344e+02 due to bounds
Processing data_f1_Sphere for fid=1, algo=DE, budget=20
Processing data_f2_Ellipsoid for fid=2, algo=DE, budget=20
Processing data_f3_Rastrigin for fid=3, algo=DE, budget=20
Processing data_f4_BuecheRastrigin for fid=4, algo=DE, budget=20
Processing data_f5_LinearSlope for fid=5, algo=DE, budget=20
Processing data_f6_AttractiveSector for fid=6, algo=DE, budget=20
Processing data_f7_StepEllipsoid for fid=7, algo=DE, budget=20
Processing data_f8_Rosenbrock for fid=8, algo=DE, budget=20
Processing data_f9_RosenbrockRotated for fid=9, algo=DE, budget=20
Processing data_f10_EllipsoidRotated for fid=10, algo=DE, budget=20
Processing data_f11_Discus for fid=11, algo=DE, budget=20
Processing data_f12_BentCigar for fid=12, algo=DE, budget=20
Processing data_f13_SharpRidge for fid=13, algo=DE, budget=20
Processing data_f14_DifferentPowers for fid=14, algo=DE, budget=20
Processing data_f15_RastriginRotated for fid=15, algo=DE, budget=20
Processing data_f16_Weierstrass for fid=16, algo=DE, budget=20
Processing data_f17_Schaffers10 for fid=17, algo=DE, budget=20
Processing data_f18_Schaffers1000 for fid=18, algo=DE, budget=20
Processing data_f19_GriewankRosenbrock for fid=19, algo=DE, budget=20
Processing data_f20_Schwefel for fid=20, algo=DE, budget=20
Processing data_f21_Gallagher101 for fid=21, algo=DE, budget=20
Processing data_f22_Gallagher21 for fid=22, algo=DE, budget=20
Processing data_f23_Katsuura for fid=23, algo=DE, budget=20
Processing data_f24_LunacekBiRastrigin for fid=24, algo=DE, budget=20
Processing data_f1_Sphere for fid=1, algo=MLSL, budget=20
Processing data_f2_Ellipsoid for fid=2, algo=MLSL, budget=20
Processing data_f3_Rastrigin for fid=3, algo=MLSL, budget=20
Processing data_f4_BuecheRastrigin for fid=4, algo=MLSL, budget=20
Processing data_f5_LinearSlope for fid=5, algo=MLSL, budget=20
Processing data_f6_AttractiveSector for fid=6, algo=MLSL, budget=20
Processing data_f7_StepEllipsoid for fid=7, algo=MLSL, budget=20
Processing data_f8_Rosenbrock for fid=8, algo=MLSL, budget=20
Processing data_f9_RosenbrockRotated for fid=9, algo=MLSL, budget=20
Processing data_f10_EllipsoidRotated for fid=10, algo=MLSL, budget=20
Processing data_f11_Discus for fid=11, algo=MLSL, budget=20
Processing data_f12_BentCigar for fid=12, algo=MLSL, budget=20
Processing data_f13_SharpRidge for fid=13, algo=MLSL, budget=20
Processing data_f14_DifferentPowers for fid=14, algo=MLSL, budget=20
Processing data_f15_RastriginRotated for fid=15, algo=MLSL, budget=20
Processing data_f16_Weierstrass for fid=16, algo=MLSL, budget=20
Processing data_f17_Schaffers10 for fid=17, algo=MLSL, budget=20
Processing data_f18_Schaffers1000 for fid=18, algo=MLSL, budget=20
Processing data_f19_GriewankRosenbrock for fid=19, algo=MLSL, budget=20
Processing data_f20_Schwefel for fid=20, algo=MLSL, budget=20
Processing data_f21_Gallagher101 for fid=21, algo=MLSL, budget=20
Processing data_f22_Gallagher21 for fid=22, algo=MLSL, budget=20
Processing data_f23_Katsuura for fid=23, algo=MLSL, budget=20
Processing data_f24_LunacekBiRastrigin for fid=24, algo=MLSL, budget=20
Processing data_f1_Sphere for fid=1, algo=Non-elitist, budget=20
Processing data_f2_Ellipsoid for fid=2, algo=Non-elitist, budget=20
Processing data_f3_Rastrigin for fid=3, algo=Non-elitist, budget=20
Processing data_f4_BuecheRastrigin for fid=4, algo=Non-elitist, budget=20
Processing data_f5_LinearSlope for fid=5, algo=Non-elitist, budget=20
Processing data_f6_AttractiveSector for fid=6, algo=Non-elitist, budget=20
Processing data_f7_StepEllipsoid for fid=7, algo=Non-elitist, budget=20
Processing data_f8_Rosenbrock for fid=8, algo=Non-elitist, budget=20
Processing data_f9_RosenbrockRotated for fid=9, algo=Non-elitist, budget=20
Processing data_f10_EllipsoidRotated for fid=10, algo=Non-elitist, budget=20
Processing data_f11_Discus for fid=11, algo=Non-elitist, budget=20
Processing data_f12_BentCigar for fid=12, algo=Non-elitist, budget=20
Processing data_f13_SharpRidge for fid=13, algo=Non-elitist, budget=20
Processing data_f14_DifferentPowers for fid=14, algo=Non-elitist, budget=20
Processing data_f15_RastriginRotated for fid=15, algo=Non-elitist, budget=20
Processing data_f16_Weierstrass for fid=16, algo=Non-elitist, budget=20
Processing data_f17_Schaffers10 for fid=17, algo=Non-elitist, budget=20
Processing data_f18_Schaffers1000 for fid=18, algo=Non-elitist, budget=20
Processing data_f19_GriewankRosenbrock for fid=19, algo=Non-elitist, budget=20
Processing data_f20_Schwefel for fid=20, algo=Non-elitist, budget=20
Processing data_f21_Gallagher101 for fid=21, algo=Non-elitist, budget=20
Processing data_f22_Gallagher21 for fid=22, algo=Non-elitist, budget=20
Processing data_f23_Katsuura for fid=23, algo=Non-elitist, budget=20
Processing data_f24_LunacekBiRastrigin for fid=24, algo=Non-elitist, budget=20
Processing data_f1_Sphere for fid=1, algo=PSO, budget=20
Processing data_f2_Ellipsoid for fid=2, algo=PSO, budget=20
Processing data_f3_Rastrigin for fid=3, algo=PSO, budget=20
Processing data_f4_BuecheRastrigin for fid=4, algo=PSO, budget=20
Processing data_f5_LinearSlope for fid=5, algo=PSO, budget=20
Processing data_f6_AttractiveSector for fid=6, algo=PSO, budget=20
Processing data_f7_StepEllipsoid for fid=7, algo=PSO, budget=20
Processing data_f8_Rosenbrock for fid=8, algo=PSO, budget=20
Processing data_f9_RosenbrockRotated for fid=9, algo=PSO, budget=20
Processing data_f10_EllipsoidRotated for fid=10, algo=PSO, budget=20
Processing data_f11_Discus for fid=11, algo=PSO, budget=20
Processing data_f12_BentCigar for fid=12, algo=PSO, budget=20
Processing data_f13_SharpRidge for fid=13, algo=PSO, budget=20
Processing data_f14_DifferentPowers for fid=14, algo=PSO, budget=20
Processing data_f15_RastriginRotated for fid=15, algo=PSO, budget=20
Processing data_f16_Weierstrass for fid=16, algo=PSO, budget=20
Processing data_f17_Schaffers10 for fid=17, algo=PSO, budget=20
Processing data_f18_Schaffers1000 for fid=18, algo=PSO, budget=20
Processing data_f19_GriewankRosenbrock for fid=19, algo=PSO, budget=20
Processing data_f20_Schwefel for fid=20, algo=PSO, budget=20
Processing data_f21_Gallagher101 for fid=21, algo=PSO, budget=20
Processing data_f22_Gallagher21 for fid=22, algo=PSO, budget=20
Processing data_f23_Katsuura for fid=23, algo=PSO, budget=20
Processing data_f24_LunacekBiRastrigin for fid=24, algo=PSO, budget=20
Processing data_f1_Sphere for fid=1, algo=Same, budget=20
Processing data_f2_Ellipsoid for fid=2, algo=Same, budget=20
Processing data_f3_Rastrigin for fid=3, algo=Same, budget=20
Processing data_f4_BuecheRastrigin for fid=4, algo=Same, budget=20
Processing data_f5_LinearSlope for fid=5, algo=Same, budget=20
Processing data_f6_AttractiveSector for fid=6, algo=Same, budget=20
Processing data_f7_StepEllipsoid for fid=7, algo=Same, budget=20
Processing data_f8_Rosenbrock for fid=8, algo=Same, budget=20
Processing data_f9_RosenbrockRotated for fid=9, algo=Same, budget=20
Processing data_f10_EllipsoidRotated for fid=10, algo=Same, budget=20
Processing data_f11_Discus for fid=11, algo=Same, budget=20
Processing data_f12_BentCigar for fid=12, algo=Same, budget=20
Processing data_f13_SharpRidge for fid=13, algo=Same, budget=20
Processing data_f14_DifferentPowers for fid=14, algo=Same, budget=20
Processing data_f15_RastriginRotated for fid=15, algo=Same, budget=20
Processing data_f16_Weierstrass for fid=16, algo=Same, budget=20
Processing data_f17_Schaffers10 for fid=17, algo=Same, budget=20
Processing data_f18_Schaffers1000 for fid=18, algo=Same, budget=20
Processing data_f19_GriewankRosenbrock for fid=19, algo=Same, budget=20
Processing data_f20_Schwefel for fid=20, algo=Same, budget=20
Processing data_f21_Gallagher101 for fid=21, algo=Same, budget=20
Processing data_f22_Gallagher21 for fid=22, algo=Same, budget=20
Processing data_f23_Katsuura for fid=23, algo=Same, budget=20
Processing data_f24_LunacekBiRastrigin for fid=24, algo=Same, budget=20

Out-of-bounds minima detected:
{'fid': 3, 'iid': 6, 'rep': 4, 'budget': 20, 'algorithm': 'BFGS', 'unfiltered_precision': 456.6677706747, 'filtered_precision': 536.5457695003}
{'fid': 3, 'iid': 7, 'rep': 4, 'budget': 20, 'algorithm': 'BFGS', 'unfiltered_precision': 577.0224663194, 'filtered_precision': 1651.2496051913}
{'fid': 3, 'iid': 6, 'rep': 6, 'budget': 20, 'algorithm': 'BFGS', 'unfiltered_precision': 179.0895002057, 'filtered_precision': 291.1525931857}
{'fid': 3, 'iid': 7, 'rep': 6, 'budget': 20, 'algorithm': 'BFGS', 'unfiltered_precision': 289.5256221214, 'filtered_precision': 406.0034960935}
{'fid': 3, 'iid': 6, 'rep': 7, 'budget': 20, 'algorithm': 'BFGS', 'unfiltered_precision': 377.0683137467, 'filtered_precision': 607.9317151603}
{'fid': 3, 'iid': 7, 'rep': 7, 'budget': 20, 'algorithm': 'BFGS', 'unfiltered_precision': 282.5613121635, 'filtered_precision': 398.98698576}
{'fid': 3, 'iid': 6, 'rep': 8, 'budget': 20, 'algorithm': 'BFGS', 'unfiltered_precision': 314.3972436815, 'filtered_precision': 540.0095796461}
{'fid': 3, 'iid': 7, 'rep': 9, 'budget': 20, 'algorithm': 'BFGS', 'unfiltered_precision': 209.9334318325, 'filtered_precision': 244.2584081613}
{'fid': 3, 'iid': 6, 'rep': 11, 'budget': 20, 'algorithm': 'BFGS', 'unfiltered_precision': 502.4204032232, 'filtered_precision': 1270.0616916185}
